Time(Iteration),DisLinUCB,NIndepLinUCB,FCLUB_DC,DyClu,HetoFedBandit_Simplified,HetoFedBandit_PQ,HetoFedBandit_Data_Recluster,HetoFedBandit_Enhanced
0,16.97596770032142,18.156563798372808,16.37314094547977,17.379535415657816,18.111545038125925,16.02700215021026,16.97596770032142,16.97596770032142
