Time(Iteration),DisLinUCBTheta,NIndepLinUCBTheta,HetoFedBandit_SimplifiedTheta
0,48.884992326008984,48.884992326008984,49.37966709237485
50,40.206774127076436,21.091144996205404,23.80834678109913
100,39.70286187264137,15.566195187987509,7.584925268347384
150,39.613655318780616,13.095845622252059,6.69643898797339
