Time(Iteration),DisLinUCBTheta,NIndepLinUCBTheta,HetoFedBandit_SimplifiedTheta
0,49.205465330943284,49.205465330943284,49.35450009177204
50,46.24452974547985,21.934395035657367,25.809858517911987
100,45.70324564913416,15.748293685742189,5.471868305266081
150,45.67496154892259,13.113299466405888,4.352651309576818
200,45.575607722177295,11.448309535369734,3.815956161447719
250,45.57792327321724,10.290923303287443,3.29327368554848
300,45.5499938409505,9.562871413856573,3.278078218079354
350,45.522949657500945,8.964853178016995,3.2024652001446117
400,45.56730307885094,8.413366316519788,2.7446182877258245
450,45.52524845821198,7.909008108265156,2.59265613228759
500,45.53901577227848,7.530559943003211,2.4916117402773597
550,45.53463940614595,7.169834090470199,2.3678678015011387
600,45.52784804481651,6.74263570088179,2.263733624908153
650,45.48760787270004,6.501978699605289,2.19690562773985
700,45.50494524793222,6.340127476423445,2.108498472851295
750,45.47290796313962,6.044303654499624,2.040591864775803
800,45.49508765620197,5.926430654981358,1.9571587099919856
850,45.482418253803836,5.753818899876599,1.956232714842062
900,45.50742819188424,5.611553997185959,1.9206644251411313
950,45.489976050619696,5.507364427396742,2.033094764242586
1000,45.47509324811387,5.362009189854435,2.0085875630302836
1050,45.46715234742123,5.287013692938385,1.9633747640850818
1100,45.49329873853671,5.219610400785329,2.024202706928501
1150,45.48946204847007,5.164067932351693,2.072800871396892
1200,45.48109559133457,5.129458983250621,2.0866817747329085
1250,45.483616782053375,5.057960259021047,2.008323443986308
1300,45.48046926888335,4.958713220804453,2.012579492969898
1350,45.48224171305424,4.852505426550801,1.9545949480462117
1400,45.476164084813306,4.795446453753683,1.8018862673052
1450,45.4728967260919,4.739286650317326,1.7973803789317118
1500,45.46512785186628,4.687855764948438,1.6669480153605947
1550,45.46557575398281,4.608490966359143,1.7529746680127936
1600,45.46435985433534,4.542329136504612,1.684104034285569
1650,45.46136569725665,4.486510578905292,1.5406924454406647
1700,45.46025434665599,4.4263731002412445,1.6041606282797016
1750,45.46071349611857,4.350521373289511,1.4346654230198328
1800,45.45900378550741,4.326845235909323,1.4763132681169557
1850,45.45923292347204,4.232159807617848,1.3217115999346363
1900,45.46285968720036,4.175815125626906,1.318663404241031
1950,45.46702452954124,4.134661412113544,1.3037119471476049
2000,45.46926147654538,4.0826343060342944,1.4051339626526171
2050,45.4729668016913,4.0313910932279295,1.3434331573535991
2100,45.47645120853556,3.9359042826384565,1.2820461142426864
2150,45.47967771614042,3.9053027565995198,1.2251317612935615
2200,45.45779276326023,3.799524040741036,1.1585973023358909
2250,45.460926355836136,3.753329414275922,1.1724743123974122
2300,45.468366614485596,3.712439609630237,1.1496317068735578
2350,45.47103972943477,3.6908994183740242,1.1556846075247862
2400,45.47367717612591,3.6580261667580785,1.1515416118720987
2450,45.47771880855487,3.569620335462785,1.1323498511198127
2500,45.459057501587324,3.5432585262089917,1.143220533967986
2550,45.466026584273116,3.521234302101013,1.1421200615041533
2600,45.47060902254408,3.4482338955783236,1.0996717908354947
2650,45.47648468123477,3.4173657035028624,1.0712557290046738
2700,45.4599842256801,3.3717382154955673,1.0539405246323994
2750,45.46585223009531,3.374194451293104,1.0157035618467833
2800,45.474142539388325,3.3511938325040203,1.0414422843261206
2850,45.48034104498229,3.2894829613660352,0.9925259574918954
2900,45.46370842162087,3.2711960006820404,0.9659994457332428
2950,45.46819999479996,3.243560558906079,0.9857764379636402
3000,45.47320218891984,3.2357338221948586,0.9770040571418717
3050,45.4787288640739,3.213338362317928,0.9723631661914313
3100,45.463969959056094,3.2038845789223847,0.9996977353679121
3150,45.46911855038144,3.1846642890806924,0.996203786253529
3200,45.47771765030632,3.185360400631729,0.9934032884774417
3250,45.46484969649503,3.158699735783041,0.9931677654136821
3300,45.47215840742638,3.1398650639574357,0.9776049892706491
3350,45.47598646605559,3.1197346456090673,1.0161018738868823
3400,45.46291237533126,3.09346198862396,1.0031323516425954
3450,45.46862904915974,3.0736338450843474,0.9486518923916533
3500,45.47403357198074,3.0407781581570648,0.9335208961528482
3550,45.460644299566134,3.0565987351470625,0.9758281372647571
3600,45.46931730401865,3.0351198666290093,0.9995606203698518
3650,45.476530460797605,3.0138730785438863,0.9033981825667581
3700,45.46452193286445,2.972520137636404,0.9869360833749256
3750,45.47201036597922,2.9423928320461306,0.9595276683646
3800,45.478072746761704,2.91458229496619,0.9711115458561628
3850,45.464497446248686,2.8893220591861666,0.9324629605636862
3900,45.47248774432098,2.9073843577628677,0.911362585578467
3950,45.478024120168136,2.907963458538278,0.9190555461164184
4000,45.4665026766903,2.8791362932587936,0.9916194840139145
4050,45.473483895408584,2.8644716097956957,0.9587787080233334
4100,45.46266157806933,2.8480133537175982,0.9163287876345267
4150,45.46910232574725,2.8481710577787287,0.9190386829559836
4200,45.47467109228926,2.865430579337846,0.9554181894291712
4250,45.463581948778796,2.8369639217828397,0.9399735020921848
4300,45.470433638081566,2.8284283159178534,0.8834965005026926
4350,45.45955256177337,2.824287554283319,0.9020634626729616
4400,45.4678128200673,2.7991739698833062,0.888559096984207
4450,45.47654619851645,2.7911195991716364,0.9136489513314366
