Time(Iteration),DisLinUCBTheta,NIndepLinUCBTheta,HetoFedBandit_SimplifiedTheta,HetoFedBandit_PQTheta,HetoFedBandit_Data_ReclusterTheta,DyCluTheta
0,54.4905751836111,54.54699557803511,54.11959098147218,54.20859727401253,54.4905751836111,54.81300751571941
