Time(Iteration),DisLinUCB,NIndepLinUCB,FCLUB_DC,DyClu,HetoFedBandit_Simplified,HetoFedBandit_PQ,HetoFedBandit_Data_Recluster,HetoFedBandit_Enhanced
0,21.45819182495763,20.589136840851797,20.50496696678978,17.056845517071732,19.53076801553293,17.802656973770137,21.45819182495763,21.45819182495763
