Time(Iteration),DisLinUCB,NIndepLinUCB,HetoFedBandit_Simplified,FCLUB_DC,HetoFedBandit_PQ,HetoFedBandit_Enhanced,DyClu
0,24.834326484851392,24.23138949904668,20.605947480536663,20.91716065440927,21.113650973175005,24.834326484851392,16.551938906462542
