Time(Iteration),DisLinUCB,NIndepLinUCB,FCLUB_DC,HetoFedBandit_Simplified,HetoFedBandit_PQ,HetoFedBandit_Data_Recluster,HetoFedBandit_Enhanced
0,18.21827197220491,18.49050649011961,17.528122501928387,21.7170321304149,17.332394650309826,18.21827197220491,18.21827197220491
