Time(Iteration),DisLinUCB,NIndepLinUCB,HetoFedBandit_Simplified,FCLUB_DC,HetoFedBandit_Enhanced
0,21.852639173559556,21.852639173559556,19.063361020469554,19.463498996412515,21.852639173559556
