Time(Iteration),DisLinUCB,NIndepLinUCB,FCLUB_DC,HetoFedBandit_Simplified,HetoFedBandit_PQ,HetoFedBandit_Data_Recluster,HetoFedBandit_Enhanced
0,2550,0,1,0,0,1275,1275
