Time(Iteration),DisLinUCB,NIndepLinUCB,HetoFedBandit_Simplified,FCLUB_DC,HetoFedBandit_Enhanced
0,19.93115176502556,19.93115176502556,19.22127987094798,18.53394995857435,19.93115176502556
