Time(Iteration),DisLinUCB,NIndepLinUCB,HetoFedBandit_Simplified,FCLUB_DC,HetoFedBandit_PQ,HetoFedBandit_Data_Recluster,DyClu
0,19.656112735792323,20.706939160407114,19.934294885545555,21.3469594493714,19.254002083562412,19.656112735792323,19.7934370878301
