Time(Iteration),HetoFedBandit_SimplifiedTheta,HetoFedBandit_PQTheta,HetoFedBandit_Data_ReclusterTheta,HetoFedBandit_EnhancedTheta
0,49.20642884459417,49.44696788581435,48.870766580074644,48.870766580074644
