Time(Iteration),DisLinUCBTheta,NIndepLinUCBTheta,HetoFedBandit_SimplifiedTheta
0,49.26703407871199,49.26703407871199,49.0894844885485
50,39.257047110389834,21.184623078492393,24.365297784721474
100,39.14664608566642,15.653358034194174,7.703145622491672
150,38.78278231789087,13.029240751739428,6.35341029851836
200,38.806172669672705,11.850966023477438,4.999887701768825
