Time(Iteration),DisLinUCBTheta,NIndepLinUCBTheta,HetoFedBandit_SimplifiedTheta,HetoFedBandit_PQTheta,HetoFedBandit_EnhancedTheta,DyCluTheta
0,53.76711408861921,53.76337268611059,54.296008255789566,53.69446811888304,53.76711408861921,53.929405715734205
