Time(Iteration),HetoFedBandit_Simplified,HetoFedBandit_PQ,HetoFedBandit_Data_Recluster,HetoFedBandit_Enhanced
0,20.837893758025498,18.869970836379157,20.548241785986782,20.548241785986782
