Time(Iteration),DisLinUCB,NIndepLinUCB,HetoFedBandit_Simplified,FCLUB_DC,HetoFedBandit_PQ,HetoFedBandit_Enhanced,DyClu
0,3080,0,0,1,0,1540,0
