Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified
3625,1563,540,431,141,148
3650,1572,545,433,141,150
3675,1583,548,435,141,152
3700,1595,555,439,142,153
3725,1607,561,445,143,154
3750,1616,565,448,143,155
3775,1628,569,451,145,157
3800,1639,575,456,146,157
3825,1650,579,460,148,159
3850,1661,585,465,150,161
3875,1678,592,468,151,164
3900,1692,600,470,151,164
3925,1705,603,472,152,166
3950,1717,610,474,152,166
3975,1729,620,480,154,167
4000,1742,631,483,156,169
4025,1755,636,487,159,171
4050,1765,641,489,161,172
4075,1773,648,491,163,173
4100,1781,653,493,163,173
4125,1792,659,497,164,175
4150,1804,663,500,164,176
4175,1813,669,505,164,178
4200,1822,679,507,165,178
4225,1828,682,510,166,179
4250,1837,690,514,169,180
4275,1844,698,518,170,181
4300,1850,703,521,171,182
4325,1857,712,526,172,182
4350,1865,716,528,172,184
4375,1875,724,531,173,186
4400,1884,728,535,173,190
4425,1890,731,539,174,191
4450,1897,737,544,175,191
4475,1905,740,547,176,192
4500,1916,743,551,177,194
4525,1926,749,556,178,194
4550,1941,758,562,179,194
4575,1945,765,567,180,195
4600,1955,772,570,182,196
4625,1964,783,578,182,197
4650,1970,786,580,186,197
4675,1982,789,583,187,197
4700,1989,794,588,188,199
4725,1994,799,592,188,199
4750,2001,808,595,189,201
4775,2010,814,600,191,202
4800,2016,819,603,191,203
4825,2026,825,606,191,203
4850,2032,831,607,191,203
4875,2042,837,609,191,204
4900,2052,843,612,192,206
4925,2063,851,614,193,207
4950,2073,859,618,193,207
4975,2079,864,621,195,207
5000,2089,871,624,202,208
5025,2097,875,626,209,210
5050,2110,883,631,219,211
5075,2117,890,636,226,214
5100,2126,897,636,229,214
5125,2137,907,638,237,216
5150,2146,918,644,245,216
5175,2158,920,645,251,217
5200,2168,927,650,256,218
5225,2176,932,654,260,218
5250,2184,941,655,269,218
5275,2193,945,657,277,219
5300,2203,951,658,281,219
5325,2213,959,660,286,219
5350,2221,967,664,294,221
5375,2229,973,665,300,223
5400,2243,984,669,312,224
5425,2251,994,675,323,225
5450,2263,1005,679,329,225
5475,2272,1013,683,338,227
5500,2286,1024,687,346,229
5525,2297,1036,690,352,229
5550,2306,1042,691,358,230
5575,2314,1049,695,370,231
5600,2322,1059,699,375,231
5625,2332,1068,700,382,232
5650,2340,1072,703,390,232
5675,2353,1080,711,396,233
5700,2361,1086,715,403,236
5725,2370,1090,717,406,236
5750,2377,1094,718,412,238
5775,2386,1101,721,420,239
5800,2394,1106,723,422,241
5825,2402,1110,727,429,241
5850,2407,1118,733,438,242
5875,2418,1124,734,442,242
5900,2431,1131,737,447,246
5925,2440,1140,743,454,248
5950,2449,1148,749,461,248
5975,2457,1158,756,472,249
6000,2468,1164,759,478,251
6025,2479,1169,762,489,254
6050,2490,1178,770,496,255
6075,2499,1184,773,499,255
6100,2509,1186,774,506,255
6125,2515,1193,779,514,255
6150,2527,1203,782,524,255
6175,2541,1210,786,533,255
6200,2551,1212,787,536,255
6225,2559,1221,791,545,255
6250,2568,1226,794,551,255
6275,2575,1235,801,557,257
6300,2586,1246,807,566,258
6325,2594,1248,809,568,258
6350,2602,1253,814,570,260
6375,2613,1262,818,578,260
6400,2621,1267,821,587,261
6425,2632,1276,825,593,261
6450,2642,1283,830,598,262
6475,2652,1293,836,604,262
6500,2664,1299,839,613,262
6525,2672,1306,842,619,265
6550,2684,1312,846,632,266
6575,2697,1316,850,641,267
6600,2707,1322,854,651,267
6625,2717,1329,861,654,268
6650,2727,1338,866,665,269
6675,2736,1342,868,673,270
6700,2744,1351,872,681,270
6725,2751,1353,877,688,270
6750,2760,1359,880,693,271
6775,2768,1365,882,701,275
6800,2779,1373,884,708,278
6825,2786,1378,888,714,279
6850,2792,1385,889,721,280
6875,2805,1392,892,729,283
6900,2819,1403,896,740,285
6925,2825,1408,900,753,286
6950,2838,1416,905,761,288
6975,2842,1424,906,768,288
7000,2851,1435,911,779,289
7025,2861,1443,916,785,289
7050,2870,1450,926,796,290
7075,2881,1459,928,805,290
7100,2892,1469,934,812,290
7125,2904,1478,937,817,291
7150,2912,1486,940,825,293
7175,2922,1494,946,837,293
7200,2933,1505,949,844,293
7225,2944,1516,954,852,294
7250,2956,1527,965,865,295
7275,2965,1539,972,877,295
7300,2979,1548,974,887,296
7325,2990,1557,977,897,296
7350,2997,1569,983,906,298
7375,3007,1575,988,916,299
7400,3017,1580,993,925,299
7425,3027,1585,993,934,301
7450,3037,1592,995,942,301
7475,3045,1599,999,951,302
7500,3052,1607,1003,961,303
7525,3061,1615,1007,969,303
7550,3071,1622,1012,976,306
7575,3082,1630,1017,985,307
7600,3093,1640,1020,996,309
7625,3104,1646,1024,1010,309
7650,3111,1656,1028,1018,309
7675,3121,1666,1032,1030,309
7700,3132,1676,1035,1039,310
7725,3143,1684,1041,1051,313
7750,3154,1694,1048,1061,315
7775,3160,1702,1052,1070,316
7800,3165,1713,1059,1079,318
7825,3172,1724,1066,1088,318
7850,3182,1729,1069,1094,319
7875,3193,1737,1076,1107,321
7900,3202,1746,1079,1113,322
7925,3209,1753,1082,1120,322
7950,3219,1759,1087,1123,323
7975,3228,1771,1094,1132,324
8000,3239,1779,1101,1139,324
8025,3247,1793,1107,1150,329
8050,3256,1803,1114,1164,329
8075,3262,1808,1117,1170,330
8100,3270,1814,1121,1180,333
8125,3279,1822,1125,1188,335
8150,3289,1827,1131,1198,336
8175,3297,1836,1138,1210,336
8200,3304,1842,1140,1218,339
8225,3316,1849,1143,1230,339
8250,3321,1858,1148,1239,340
8275,3332,1867,1154,1249,342
8300,3342,1877,1161,1258,342
8325,3347,1886,1166,1267,342
8350,3352,1893,1167,1273,342
8375,3361,1902,1174,1281,342
8400,3371,1913,1178,1293,343
8425,3380,1923,1185,1307,343
8450,3386,1929,1192,1313,346
8475,3395,1935,1195,1323,346
8500,3399,1945,1198,1332,347
8525,3408,1957,1208,1345,347
8550,3413,1965,1210,1353,348
8575,3421,1971,1216,1362,349
8600,3427,1975,1218,1370,350
8625,3434,1980,1221,1381,353
8650,3441,1985,1223,1389,354
8675,3451,1996,1230,1397,354
8700,3455,2003,1236,1403,355
8725,3463,2010,1239,1414,355
8750,3467,2019,1244,1422,355
8775,3473,2028,1249,1429,355
8800,3480,2036,1251,1438,357
8825,3487,2041,1255,1445,358
8850,3497,2051,1260,1457,359
8875,3505,2056,1264,1464,359
8900,3512,2063,1265,1471,359
8925,3520,2076,1272,1482,359
8950,3523,2083,1277,1486,361
8975,3536,2091,1281,1495,363
9000,3541,2103,1292,1506,365
9025,3547,2112,1295,1514,365
9050,3551,2119,1300,1522,365
9075,3558,2133,1309,1529,366
9100,3562,2140,1315,1538,367
9125,3575,2149,1320,1550,370
9150,3582,2158,1330,1555,370
9175,3586,2162,1335,1564,370
9200,3596,2168,1339,1572,371
9225,3598,2176,1343,1582,373
9250,3606,2183,1348,1594,373
9275,3612,2191,1352,1601,373
9300,3620,2197,1357,1608,374
9325,3628,2206,1361,1615,374
9350,3633,2213,1366,1621,376
9375,3640,2221,1370,1629,378
9400,3651,2229,1374,1636,378
9425,3662,2240,1378,1651,378
9450,3673,2249,1382,1660,379
9475,3680,2252,1386,1668,382
9500,3687,2262,1388,1683,386
9525,3695,2273,1393,1693,386
9550,3701,2286,1398,1705,386
9575,3707,2292,1402,1715,390
9600,3713,2304,1408,1720,392
9625,3724,2309,1411,1732,393
9650,3733,2321,1414,1741,394
9675,3739,2326,1418,1747,394
9700,3745,2335,1426,1757,394
9725,3753,2344,1428,1764,394
9750,3755,2354,1433,1772,395
9775,3762,2363,1438,1781,396
9800,3769,2372,1444,1792,397
9825,3775,2377,1447,1800,399
9850,3782,2387,1452,1808,403
9875,3789,2395,1455,1814,404
9900,3796,2406,1458,1827,405
9925,3803,2416,1462,1839,407
9950,3808,2428,1470,1848,407
9975,3814,2438,1472,1855,408
10000,3820,2447,1474,1861,409
10025,3828,2459,1482,1874,409
10050,3833,2465,1483,1882,410
10075,3838,2473,1486,1889,411
10100,3843,2479,1487,1894,411
10125,3851,2486,1490,1905,412
10150,3859,2498,1496,1916,413
10175,3866,2505,1501,1921,414
10200,3868,2513,1505,1927,417
10225,3875,2523,1514,1936,417
10250,3882,2532,1519,1939,418
10275,3888,2538,1520,1946,419
10300,3898,2548,1528,1956,420
10325,3903,2555,1531,1959,420
10350,3907,2560,1535,1964,420
10375,3910,2571,1543,1969,420
10400,3917,2582,1549,1978,422
10425,3922,2589,1554,1984,422
10450,3927,2595,1560,1994,423
10475,3936,2604,1564,2003,423
10500,3942,2614,1570,2014,423
10525,3951,2623,1575,2023,424
10550,3957,2632,1582,2032,426
10575,3962,2638,1587,2040,426
10600,3969,2648,1593,2047,427
10625,3976,2655,1595,2053,428
10650,3983,2661,1599,2060,428
10675,3992,2672,1607,2070,431
10700,3994,2679,1612,2076,432
10725,3999,2687,1618,2083,432
10750,4005,2693,1621,2089,432
10775,4014,2701,1627,2100,434
10800,4022,2711,1634,2111,434
10825,4030,2723,1643,2121,436
10850,4038,2731,1648,2127,436
10875,4047,2740,1657,2139,436
10900,4054,2750,1662,2148,437
10925,4060,2757,1665,2153,438
10950,4067,2765,1672,2158,439
10975,4077,2777,1675,2169,441
11000,4085,2790,1684,2182,445
11025,4089,2793,1686,2186,445
11050,4096,2802,1693,2195,445
11075,4103,2815,1698,2203,446
11100,4109,2822,1702,2207,447
11125,4110,2827,1708,2210,447
11150,4113,2831,1710,2216,447
11175,4116,2843,1717,2223,448
11200,4127,2851,1724,2229,449
11225,4135,2857,1729,2239,449
11250,4138,2861,1732,2244,449
11275,4146,2866,1735,2254,450
11300,4153,2877,1747,2267,451
11325,4163,2886,1754,2276,452
11350,4171,2894,1761,2283,453
11375,4178,2904,1766,2288,455
11400,4184,2910,1773,2297,456
11425,4190,2918,1776,2298,456
11450,4197,2928,1784,2309,457
11475,4204,2941,1789,2315,460
11500,4212,2951,1796,2322,460
11525,4217,2962,1807,2334,461
11550,4224,2970,1811,2343,464
11575,4229,2977,1817,2351,465
11600,4235,2987,1824,2361,466
11625,4242,2997,1831,2374,468
11650,4248,3004,1837,2385,469
11675,4253,3012,1845,2392,471
11700,4262,3016,1848,2397,471
11725,4269,3029,1853,2406,472
11750,4275,3038,1859,2414,473
11775,4285,3048,1864,2425,473
11800,4296,3057,1872,2435,474
11825,4304,3066,1878,2442,476
11850,4307,3073,1885,2453,476
11875,4312,3082,1894,2462,477
11900,4318,3092,1903,2472,478
11925,4322,3101,1910,2477,479
11950,4327,3109,1918,2484,481
11975,4336,3119,1927,2490,481
12000,4341,3123,1935,2497,484
12025,4346,3131,1942,2507,484
12050,4355,3136,1946,2513,485
12075,4359,3145,1956,2521,485
12100,4365,3156,1962,2530,485
12125,4369,3164,1968,2535,487
12150,4375,3172,1974,2543,488
12175,4381,3182,1982,2552,488
12200,4388,3189,1985,2561,491
12225,4392,3200,1992,2569,493
12250,4399,3210,1996,2582,494
12275,4404,3218,2000,2590,494
12300,4415,3232,2009,2598,495
12325,4425,3241,2015,2612,496
12350,4434,3250,2020,2622,497
12375,4440,3256,2024,2629,497
12400,4447,3266,2030,2641,498
12425,4453,3274,2032,2648,499
12450,4459,3279,2035,2654,499
12475,4470,3288,2038,2661,499
12500,4479,3298,2046,2671,502
12525,4489,3314,2055,2684,502
12550,4496,3319,2059,2689,503
12575,4498,3326,2065,2694,504
12600,4505,3336,2074,2703,504
12625,4515,3345,2079,2712,504
12650,4521,3357,2088,2719,506
12675,4530,3366,2096,2728,508
12700,4539,3376,2102,2735,510
12725,4546,3386,2108,2745,511
12750,4552,3394,2114,2750,511
12775,4557,3406,2124,2758,511
12800,4565,3418,2133,2770,512
12825,4572,3427,2137,2779,513
12850,4580,3442,2145,2793,514
12875,4585,3452,2147,2803,516
12900,4591,3458,2154,2809,518
12925,4597,3468,2161,2819,519
12950,4604,3474,2166,2826,520
12975,4610,3483,2171,2837,520
13000,4618,3495,2175,2844,520
13025,4623,3504,2181,2852,522
13050,4630,3514,2188,2862,522
13075,4639,3524,2194,2871,523
13100,4648,3534,2201,2881,523
13125,4656,3545,2205,2886,524
13150,4668,3552,2209,2893,524
13175,4675,3556,2214,2897,525
13200,4680,3567,2222,2905,526
13225,4686,3575,2229,2914,526
13250,4691,3580,2233,2921,528
13275,4698,3591,2240,2933,530
13300,4704,3602,2246,2939,531
13325,4707,3608,2249,2945,535
13350,4710,3616,2253,2951,536
13375,4713,3624,2259,2955,538
13400,4717,3632,2266,2962,538
13425,4723,3639,2271,2968,539
13450,4728,3645,2276,2974,542
13475,4735,3654,2283,2984,543
13500,4739,3665,2289,2991,546
13525,4747,3672,2296,2996,547
13550,4752,3678,2300,3004,548
13575,4758,3685,2306,3011,548
13600,4763,3692,2313,3021,548
13625,4768,3703,2324,3031,550
13650,4772,3711,2331,3036,552
13675,4777,3722,2341,3046,552
13700,4780,3728,2347,3051,552
13725,4785,3732,2349,3056,554
13750,4799,3748,2358,3073,554
13775,4808,3762,2369,3084,556
13800,4816,3772,2378,3094,559
13825,4818,3777,2384,3100,559
13850,4824,3784,2389,3106,560
13875,4826,3791,2394,3110,560
13900,4835,3801,2401,3119,560
13925,4837,3810,2406,3126,561
13950,4843,3816,2412,3129,562
13975,4852,3823,2416,3138,563
14000,4859,3830,2421,3143,564
14025,4867,3839,2428,3154,565
14050,4873,3846,2434,3158,566
14075,4881,3857,2440,3167,568
14100,4889,3868,2452,3177,568
14125,4896,3877,2458,3188,568
14150,4903,3884,2462,3194,569
14175,4911,3894,2472,3204,570
14200,4916,3905,2480,3212,570
14225,4923,3913,2483,3217,570
14250,4928,3921,2489,3224,570
14275,4936,3932,2496,3233,571
14300,4942,3938,2501,3241,571
14325,4948,3946,2507,3251,572
14350,4955,3951,2510,3256,572
14375,4962,3959,2514,3262,572
14400,4965,3967,2518,3268,573
14425,4971,3976,2524,3277,573
14450,4975,3982,2530,3282,573
14475,4978,3990,2535,3289,574
14500,4984,3998,2541,3295,575
14525,4987,4006,2550,3302,575
14550,4994,4015,2556,3311,576
14575,5001,4026,2563,3319,578
14600,5004,4035,2568,3326,578
14625,5009,4045,2574,3337,580
14650,5014,4052,2580,3345,580
14675,5018,4057,2582,3351,582
14700,5022,4069,2589,3356,582
14725,5027,4080,2597,3367,584
14750,5033,4090,2605,3376,584
14775,5038,4097,2609,3380,585
14800,5043,4104,2615,3386,586
14825,5049,4118,2624,3398,587
14850,5053,4127,2630,3404,588
14875,5060,4138,2639,3414,590
14900,5067,4148,2646,3420,591
14925,5074,4157,2655,3428,591
14950,5082,4166,2661,3440,591
14975,5088,4174,2670,3446,593
15000,5094,4177,2673,3452,595
15025,5096,4180,2675,3458,596
15050,5104,4189,2679,3470,597
15075,5111,4198,2685,3478,598
15100,5118,4205,2690,3486,599
15125,5122,4217,2699,3496,599
15150,5130,4224,2704,3504,600
15175,5135,4230,2709,3509,600
15200,5143,4239,2714,3520,600
15225,5148,4248,2719,3527,601
15250,5149,4254,2725,3533,601
15275,5156,4260,2732,3540,602
15300,5160,4266,2738,3549,603
15325,5166,4271,2741,3558,603
15350,5174,4279,2745,3564,603
15375,5181,4283,2748,3568,604
15400,5189,4295,2756,3576,604
15425,5194,4305,2761,3583,604
15450,5198,4318,2769,3594,604
15475,5206,4332,2775,3607,605
15500,5210,4338,2777,3613,605
15525,5217,4347,2783,3621,606
15550,5221,4356,2790,3628,606
15575,5225,4366,2797,3635,606
15600,5229,4369,2799,3640,606
15625,5233,4378,2806,3648,607
15650,5243,4389,2813,3657,609
15675,5248,4400,2816,3665,610
15700,5251,4406,2820,3669,611
15725,5256,4417,2824,3675,611
15750,5266,4428,2829,3683,611
15775,5272,4436,2840,3691,613
15800,5281,4443,2841,3699,614
15825,5288,4453,2847,3706,616
15850,5294,4463,2854,3717,619
15875,5300,4471,2860,3721,621
15900,5305,4479,2865,3731,622
15925,5310,4487,2871,3738,623
15950,5316,4496,2877,3745,625
15975,5323,4502,2880,3755,626
16000,5333,4515,2887,3764,627
16025,5336,4521,2892,3774,631
16050,5342,4531,2895,3780,631
16075,5349,4539,2902,3786,632
16100,5353,4549,2908,3793,634
16125,5357,4559,2914,3802,635
16150,5362,4568,2922,3812,637
16175,5367,4572,2927,3815,639
16200,5373,4581,2932,3826,641
16225,5377,4589,2938,3835,643
16250,5385,4602,2948,3846,643
16275,5392,4607,2954,3857,645
16300,5396,4617,2959,3866,649
16325,5404,4628,2967,3873,650
16350,5407,4635,2971,3882,650
16375,5412,4645,2976,3888,651
16400,5416,4651,2979,3897,653
16425,5421,4655,2982,3902,657
16450,5426,4662,2988,3907,659
16475,5430,4671,2995,3913,662
16500,5434,4680,3001,3920,662
16525,5442,4692,3008,3931,664
16550,5444,4696,3012,3936,666
16575,5450,4707,3019,3947,666
16600,5454,4718,3026,3956,666
16625,5459,4728,3034,3965,666
16650,5462,4734,3039,3972,668
16675,5467,4747,3049,3984,668
16700,5473,4760,3056,3996,669
16725,5480,4768,3063,4002,669
16750,5481,4773,3067,4005,670
16775,5488,4787,3078,4016,671
16800,5491,4797,3083,4024,672
16825,5499,4805,3088,4034,672
16850,5503,4815,3092,4039,672
16875,5508,4822,3097,4044,674
16900,5516,4831,3107,4056,674
16925,5523,4841,3115,4064,678
16950,5527,4848,3117,4070,678
16975,5533,4857,3121,4079,679
17000,5541,4862,3124,4082,680
17025,5550,4873,3129,4091,681
17050,5553,4879,3133,4099,681
17075,5556,4884,3138,4104,682
17100,5561,4893,3148,4110,682
17125,5564,4902,3156,4118,684
17150,5569,4913,3168,4128,686
17175,5570,4920,3173,4131,687
17200,5573,4927,3180,4138,688
17225,5577,4936,3186,4144,689
17250,5586,4947,3194,4153,691
17275,5589,4954,3198,4159,693
17300,5594,4962,3205,4164,693
17325,5601,4973,3214,4175,693
17350,5609,4989,3223,4183,695
17375,5612,4996,3227,4190,696
17400,5617,5001,3232,4193,696
17425,5623,5010,3240,4202,697
17450,5627,5017,3244,4205,697
17475,5632,5023,3246,4212,698
17500,5634,5032,3255,4217,698
17525,5639,5039,3263,4226,698
17550,5643,5046,3267,4233,699
17575,5647,5052,3270,4238,699
17600,5654,5057,3275,4245,700
17625,5661,5068,3281,4255,701
17650,5669,5077,3285,4266,702
17675,5672,5083,3291,4271,703
17700,5675,5092,3296,4277,703
17725,5678,5099,3299,4284,703
17750,5682,5109,3304,4294,704
17775,5686,5119,3311,4304,706
17800,5697,5130,3318,4312,707
17825,5701,5139,3323,4318,707
17850,5706,5146,3328,4323,708
17875,5712,5156,3333,4329,708
17900,5717,5166,3339,4337,711
17925,5722,5172,3344,4343,712
17950,5728,5179,3346,4352,713
17975,5733,5191,3352,4362,715
18000,5735,5196,3357,4366,717
18025,5743,5202,3360,4372,717
18050,5748,5211,3364,4379,717
18075,5756,5221,3371,4388,719
18100,5763,5232,3381,4399,720
18125,5768,5237,3385,4403,722
18150,5771,5246,3391,4410,723
18175,5775,5256,3400,4420,723
18200,5776,5262,3404,4425,725
18225,5779,5268,3412,4434,726
18250,5782,5275,3418,4443,727
18275,5784,5285,3423,4451,727
18300,5788,5296,3427,4459,727
18325,5795,5305,3433,4467,728
18350,5801,5313,3435,4475,729
18375,5806,5319,3441,4484,729
18400,5812,5323,3444,4489,729
18425,5817,5330,3449,4496,729
18450,5821,5336,3455,4506,729
18475,5826,5343,3458,4511,729
18500,5832,5350,3462,4516,730
18525,5836,5358,3467,4522,731
18550,5841,5363,3470,4528,733
18575,5846,5373,3477,4537,733
18600,5851,5379,3482,4544,733
18625,5857,5388,3490,4552,736
18650,5862,5396,3495,4558,737
18675,5869,5404,3500,4565,737
18700,5872,5411,3506,4568,737
18725,5874,5414,3510,4571,737
18750,5878,5423,3517,4579,740
18775,5883,5429,3520,4584,741
18800,5889,5436,3525,4589,743
18825,5895,5446,3531,4596,743
18850,5902,5454,3535,4604,747
18875,5908,5465,3544,4614,747
18900,5915,5472,3547,4620,750
18925,5917,5480,3553,4627,750
18950,5921,5486,3557,4632,750
18975,5930,5498,3567,4645,751
19000,5934,5501,3568,4648,753
19025,5938,5505,3571,4652,753
19050,5944,5512,3577,4657,753
19075,5949,5520,3583,4662,753
19100,5952,5526,3587,4668,753
19125,5955,5532,3589,4676,754
19150,5962,5539,3593,4680,756
19175,5969,5547,3598,4687,756
19200,5975,5552,3601,4692,756
19225,5977,5563,3611,4697,757
19250,5983,5570,3613,4705,758
19275,5990,5579,3621,4710,759
19300,5993,5585,3626,4717,761
19325,5996,5592,3629,4724,762
19350,6003,5606,3636,4735,762
19375,6005,5613,3641,4741,763
19400,6009,5618,3644,4747,766
19425,6014,5626,3649,4755,768
19450,6020,5638,3659,4765,768
19475,6026,5649,3667,4771,769
19500,6031,5652,3672,4775,771
19525,6035,5659,3679,4784,771
19550,6042,5666,3687,4792,771
19575,6051,5677,3695,4801,771
19600,6055,5684,3701,4810,772
19625,6060,5698,3712,4823,772
19650,6068,5708,3717,4834,774
19675,6078,5718,3725,4847,775
19700,6083,5726,3728,4855,777
19725,6088,5735,3737,4864,777
19750,6093,5744,3744,4870,777
19775,6100,5748,3747,4874,777
19800,6102,5760,3754,4880,779
19825,6109,5772,3763,4887,779
19850,6113,5782,3771,4896,783
19875,6117,5787,3774,4898,785
19900,6124,5795,3781,4907,786
19925,6129,5804,3787,4915,786
19950,6134,5815,3796,4924,786
19975,6139,5823,3801,4929,788
20000,6141,5833,3807,4936,789
20025,6143,5839,3813,4941,789
20050,6151,5848,3819,4948,790
20075,6153,5857,3825,4955,792
20100,6158,5861,3828,4959,793
20125,6160,5868,3833,4962,793
20150,6164,5879,3839,4966,793
20175,6170,5886,3846,4971,795
20200,6173,5896,3851,4977,797
20225,6178,5903,3856,4987,800
20250,6181,5907,3859,4991,800
20275,6186,5914,3864,4998,801
20300,6188,5918,3866,5000,801
20325,6192,5927,3875,5003,803
20350,6198,5933,3877,5007,803
20375,6206,5946,3886,5016,804
20400,6209,5952,3892,5020,804
20425,6214,5956,3895,5023,806
20450,6216,5963,3899,5029,807
20475,6220,5971,3906,5036,811
20500,6221,5982,3914,5044,815
20525,6225,5992,3922,5051,815
20550,6228,5997,3925,5057,815
20575,6233,6003,3929,5063,815
20600,6239,6017,3939,5073,815
20625,6243,6024,3943,5078,817
20650,6247,6036,3951,5087,818
20675,6248,6045,3959,5093,819
20700,6250,6058,3969,5105,819
20725,6253,6066,3977,5112,822
20750,6256,6075,3984,5118,823
20775,6260,6082,3986,5124,825
20800,6264,6085,3989,5126,825
20825,6266,6098,3997,5132,828
20850,6269,6106,4001,5140,830
20875,6273,6116,4009,5147,832
20900,6276,6125,4014,5156,834
20925,6280,6135,4021,5164,834
20950,6285,6146,4028,5171,835
20975,6291,6155,4033,5178,836
21000,6292,6159,4036,5181,837
21025,6299,6169,4044,5189,839
21050,6302,6180,4051,5196,840
21075,6306,6188,4054,5202,842
21100,6311,6204,4063,5212,843
21125,6321,6213,4072,5222,843
21150,6328,6218,4075,5230,844
21175,6333,6227,4083,5239,845
21200,6337,6232,4086,5241,846
21225,6338,6242,4094,5246,847
21250,6346,6252,4101,5253,851
21275,6352,6263,4104,5260,852
21300,6357,6270,4109,5268,853
21325,6360,6277,4116,5277,855
21350,6364,6286,4120,5286,855
21375,6369,6302,4132,5295,856
21400,6376,6314,4141,5305,857
21425,6379,6324,4150,5315,858
21450,6387,6332,4157,5324,858
21475,6391,6342,4164,5335,858
21500,6397,6352,4173,5344,859
21525,6405,6360,4180,5352,860
21550,6409,6366,4185,5355,861
21575,6415,6379,4196,5363,861
21600,6419,6388,4208,5371,862
21625,6426,6401,4219,5380,863
21650,6428,6409,4224,5388,865
21675,6436,6418,4231,5397,866
21700,6439,6424,4239,5403,867
21725,6441,6431,4244,5407,869
21750,6445,6441,4251,5415,871
21775,6449,6453,4260,5424,871
21800,6455,6462,4267,5431,871
