Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified
13450,4442,4459,2650,3532,552
13475,4451,4469,2656,3542,554
13500,4453,4480,2663,3546,556
13525,4459,4490,2668,3554,557
13550,4465,4499,2675,3563,558
13575,4471,4502,2678,3565,558
13600,4475,4512,2684,3571,559
13625,4481,4520,2690,3577,561
13650,4490,4526,2694,3582,562
13675,4496,4536,2701,3586,564
13700,4504,4550,2710,3594,564
13725,4511,4562,2720,3599,565
13750,4518,4577,2730,3608,566
13775,4525,4586,2737,3614,567
13800,4531,4598,2744,3624,569
13825,4540,4609,2754,3636,571
13850,4547,4620,2760,3642,571
13875,4552,4628,2766,3652,572
13900,4558,4640,2774,3661,572
13925,4567,4650,2779,3669,573
13950,4576,4659,2784,3676,576
13975,4584,4666,2787,3685,577
14000,4591,4678,2794,3695,582
14025,4595,4685,2796,3703,583
14050,4600,4694,2804,3714,584
14075,4603,4698,2805,3721,586
14100,4611,4710,2812,3728,586
14125,4618,4718,2820,3737,587
14150,4622,4727,2828,3746,587
14175,4629,4737,2841,3759,587
14200,4632,4744,2847,3766,588
14225,4642,4758,2857,3778,589
14250,4652,4770,2865,3789,589
14275,4659,4783,2874,3797,590
14300,4667,4796,2880,3804,591
14325,4670,4806,2881,3807,591
14350,4678,4816,2886,3819,594
14375,4682,4822,2889,3822,594
14400,4689,4830,2892,3830,595
14425,4693,4837,2895,3834,595
14450,4700,4847,2901,3843,597
14475,4705,4856,2904,3849,598
14500,4713,4865,2911,3856,599
14525,4715,4873,2915,3862,600
14550,4725,4884,2919,3872,600
14575,4730,4892,2926,3882,601
14600,4736,4906,2935,3892,601
14625,4742,4917,2941,3900,603
14650,4751,4928,2953,3905,604
14675,4756,4938,2959,3913,605
14700,4762,4945,2966,3921,606
14725,4768,4959,2973,3932,607
14750,4771,4967,2980,3936,608
14775,4779,4980,2989,3946,611
14800,4784,4990,2996,3953,614
14825,4792,4996,3002,3959,615
14850,4795,5006,3006,3967,615
14875,4798,5016,3013,3975,618
14900,4804,5026,3019,3981,618
14925,4814,5039,3029,3994,619
14950,4820,5049,3036,4003,619
14975,4827,5057,3041,4013,620
15000,4831,5068,3050,4019,621
15025,4834,5077,3054,4024,622
15050,4839,5087,3058,4033,623
15075,4845,5094,3066,4038,623
15100,4849,5103,3071,4044,625
15125,4850,5115,3078,4051,626
15150,4853,5120,3081,4054,626
15175,4856,5130,3086,4057,629
15200,4860,5136,3092,4064,629
15225,4860,5146,3094,4068,630
15250,4866,5155,3098,4072,630
15275,4871,5160,3101,4079,630
15300,4874,5169,3107,4085,632
15325,4876,5175,3110,4090,632
15350,4878,5181,3115,4093,633
15375,4883,5187,3118,4098,633
15400,4886,5198,3124,4102,634
15425,4893,5206,3129,4107,635
15450,4899,5218,3136,4116,636
15475,4904,5225,3142,4123,637
15500,4910,5230,3147,4131,637
15525,4912,5240,3153,4137,637
15550,4918,5252,3164,4145,638
15575,4922,5259,3171,4151,639
15600,4928,5269,3179,4160,641
15625,4930,5277,3184,4168,641
15650,4934,5289,3193,4179,642
15675,4940,5299,3202,4185,645
15700,4949,5312,3208,4193,648
15725,4959,5324,3217,4201,649
15750,4965,5334,3227,4211,654
15775,4970,5343,3235,4217,654
15800,4976,5349,3239,4224,654
15825,4980,5355,3243,4230,654
15850,4983,5368,3250,4236,655
15875,4990,5377,3257,4247,656
15900,4992,5385,3262,4254,658
15925,4997,5393,3268,4264,658
15950,4999,5397,3273,4268,659
15975,5006,5405,3282,4277,659
16000,5014,5415,3292,4288,659
16025,5017,5422,3298,4292,660
16050,5022,5433,3301,4300,662
16075,5024,5441,3306,4306,662
16100,5027,5450,3312,4313,662
16125,5036,5462,3320,4322,664
16150,5040,5468,3324,4326,665
16175,5044,5480,3331,4331,665
16200,5049,5491,3338,4341,668
16225,5049,5496,3344,4346,669
16250,5051,5504,3354,4353,669
16275,5056,5515,3362,4360,671
16300,5062,5524,3369,4367,673
16325,5067,5529,3373,4375,674
16350,5071,5534,3378,4381,675
16375,5075,5546,3386,4389,677
16400,5079,5557,3393,4395,678
16425,5083,5565,3402,4403,681
16450,5088,5573,3408,4408,681
16475,5091,5584,3417,4414,683
16500,5096,5594,3423,4420,684
16525,5101,5602,3432,4427,685
16550,5105,5616,3443,4438,685
16575,5107,5624,3449,4444,687
16600,5114,5636,3458,4456,687
16625,5119,5644,3463,4467,689
16650,5123,5651,3469,4474,689
16675,5125,5661,3477,4482,689
16700,5130,5673,3485,4488,689
16725,5139,5682,3493,4496,690
16750,5143,5689,3499,4504,690
16775,5146,5699,3505,4511,690
16800,5154,5707,3513,4521,690
16825,5160,5715,3523,4529,691
16850,5165,5723,3527,4539,692
16875,5172,5736,3536,4548,693
16900,5173,5742,3538,4555,695
16925,5177,5751,3543,4560,696
16950,5180,5758,3545,4566,697
16975,5186,5765,3550,4573,699
17000,5188,5771,3553,4577,699
17025,5192,5779,3561,4585,699
17050,5196,5785,3566,4593,700
17075,5201,5794,3571,4596,701
17100,5205,5806,3581,4604,702
17125,5209,5813,3587,4610,704
17150,5214,5823,3593,4618,704
17175,5224,5834,3604,4629,704
17200,5228,5843,3611,4635,704
17225,5232,5850,3618,4643,705
17250,5235,5858,3622,4647,706
17275,5238,5869,3629,4654,706
17300,5242,5881,3639,4663,708
17325,5245,5891,3645,4674,709
17350,5252,5898,3652,4683,709
17375,5254,5910,3659,4695,711
17400,5258,5921,3668,4709,713
17425,5260,5928,3675,4714,714
17450,5264,5937,3681,4722,716
17475,5267,5943,3686,4726,716
17500,5270,5952,3695,4732,716
17525,5274,5962,3702,4743,716
17550,5278,5972,3709,4753,716
17575,5281,5982,3715,4761,718
17600,5284,5989,3719,4766,719
17625,5288,5997,3726,4775,721
17650,5290,6002,3731,4781,722
17675,5295,6015,3739,4793,724
17700,5297,6021,3745,4798,724
17725,5299,6032,3752,4807,725
17750,5302,6039,3759,4811,725
17775,5303,6044,3762,4814,726
17800,5305,6051,3765,4818,726
17825,5308,6059,3774,4827,728
17850,5312,6070,3782,4834,729
17875,5315,6080,3786,4842,732
17900,5316,6088,3793,4849,733
17925,5320,6097,3800,4859,734
17950,5328,6105,3804,4867,737
17975,5332,6113,3811,4877,737
18000,5334,6120,3815,4885,738
18025,5337,6126,3823,4892,741
18050,5342,6138,3829,4900,741
18075,5343,6150,3841,4907,741
18100,5347,6159,3849,4913,741
18125,5350,6170,3856,4919,742
18150,5352,6178,3862,4922,743
18175,5356,6189,3868,4932,743
18200,5359,6197,3876,4938,745
18225,5366,6203,3880,4943,746
18250,5370,6212,3886,4951,746
18275,5375,6223,3893,4959,746
18300,5378,6230,3897,4964,747
18325,5384,6238,3904,4971,747
18350,5386,6248,3912,4976,747
18375,5389,6259,3919,4984,747
18400,5392,6267,3925,4989,747
18425,5396,6275,3932,4992,747
18450,5401,6288,3938,5001,748
18475,5404,6296,3944,5006,749
18500,5406,6303,3952,5011,749
18525,5408,6308,3957,5018,750
18550,5412,6310,3959,5019,751
18575,5418,6319,3965,5027,752
18600,5423,6328,3972,5039,753
18625,5425,6334,3979,5045,753
18650,5428,6340,3987,5053,753
18675,5430,6345,3992,5060,754
18700,5435,6356,4001,5070,756
18725,5441,6364,4007,5078,756
18750,5444,6373,4015,5086,757
18775,5450,6385,4022,5098,759
18800,5455,6391,4026,5105,759
18825,5458,6399,4029,5111,759
18850,5463,6409,4036,5118,759
