Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified
4950,1950,1124,655,1118,195
4975,1960,1132,659,1126,195
5000,1966,1140,663,1134,195
5025,1976,1147,666,1143,195
5050,1987,1159,670,1151,196
5075,1996,1167,675,1156,199
5100,2004,1176,681,1166,201
5125,2010,1185,684,1172,201
5150,2018,1195,688,1183,201
5175,2029,1202,690,1191,201
5200,2038,1211,694,1203,203
5225,2050,1219,695,1211,205
5250,2060,1228,701,1218,205
5275,2070,1239,705,1225,205
5300,2082,1248,705,1233,205
5325,2094,1258,708,1242,207
5350,2102,1268,710,1252,207
5375,2111,1281,718,1260,208
5400,2121,1290,720,1264,208
5425,2132,1297,724,1272,208
5450,2141,1306,730,1278,208
5475,2148,1314,732,1282,208
5500,2158,1322,736,1289,209
5525,2170,1333,744,1300,210
5550,2177,1342,751,1303,212
5575,2188,1355,759,1314,214
5600,2198,1363,763,1319,214
5625,2208,1373,767,1326,215
5650,2216,1377,769,1331,215
5675,2230,1388,772,1344,215
5700,2244,1394,777,1352,215
5725,2256,1402,781,1359,215
5750,2268,1416,787,1372,218
5775,2277,1427,792,1380,219
5800,2289,1434,795,1389,220
5825,2297,1444,797,1398,222
5850,2305,1454,802,1411,222
5875,2317,1463,806,1417,222
5900,2327,1474,811,1429,222
5925,2336,1483,816,1439,222
5950,2342,1496,820,1447,224
5975,2352,1504,823,1456,227
6000,2364,1517,828,1467,228
6025,2377,1527,834,1480,228
6050,2388,1539,836,1488,228
6075,2401,1552,844,1502,229
6100,2411,1563,850,1513,229
6125,2422,1575,856,1524,230
6150,2437,1584,862,1535,231
6175,2445,1590,868,1546,232
6200,2453,1602,873,1557,232
6225,2465,1613,876,1567,232
6250,2473,1622,879,1579,233
6275,2481,1631,885,1588,233
6300,2488,1641,891,1600,235
6325,2498,1649,895,1607,237
6350,2506,1661,902,1618,238
6375,2517,1676,911,1630,240
6400,2523,1685,914,1635,241
6425,2532,1698,921,1648,243
6450,2539,1707,924,1656,243
6475,2548,1711,927,1662,243
6500,2556,1720,930,1670,244
6525,2569,1731,938,1683,246
6550,2579,1739,941,1693,246
6575,2589,1752,947,1702,247
6600,2599,1765,954,1712,247
6625,2607,1774,959,1720,250
6650,2611,1783,966,1724,252
6675,2618,1793,968,1733,255
6700,2629,1803,973,1747,256
6725,2633,1811,979,1752,258
6750,2642,1821,985,1762,259
6775,2650,1830,990,1770,259
6800,2659,1838,995,1777,259
6825,2664,1846,999,1782,260
6850,2670,1856,1003,1791,260
6875,2674,1864,1007,1798,262
6900,2682,1872,1011,1808,263
6925,2684,1877,1016,1811,264
6950,2691,1887,1022,1819,265
6975,2698,1897,1028,1824,266
7000,2708,1909,1034,1834,267
7025,2716,1913,1038,1844,268
7050,2725,1925,1041,1855,268
7075,2733,1937,1051,1864,268
7100,2742,1945,1057,1871,268
7125,2749,1955,1061,1880,269
7150,2758,1965,1066,1887,270
7175,2761,1972,1067,1891,270
7200,2771,1982,1071,1902,271
7225,2783,1995,1078,1914,271
7250,2792,2004,1083,1921,272
7275,2800,2013,1087,1930,273
7300,2808,2021,1090,1938,275
7325,2813,2031,1094,1944,276
7350,2821,2037,1098,1950,277
7375,2827,2047,1105,1957,278
7400,2835,2056,1112,1965,278
7425,2844,2064,1117,1971,279
7450,2851,2073,1122,1982,283
7475,2860,2082,1128,1988,285
7500,2869,2088,1133,1996,287
7525,2877,2095,1138,2004,288
7550,2881,2109,1143,2014,288
7575,2888,2121,1150,2021,290
7600,2897,2135,1156,2029,291
7625,2902,2146,1161,2034,292
7650,2908,2153,1163,2040,292
7675,2915,2161,1166,2048,292
7700,2920,2166,1167,2058,292
7725,2924,2174,1168,2064,292
7750,2933,2187,1171,2073,292
7775,2938,2197,1173,2083,292
7800,2946,2204,1176,2092,292
7825,2956,2215,1180,2100,293
7850,2965,2227,1185,2109,294
7875,2971,2238,1190,2120,296
7900,2981,2250,1197,2133,297
7925,2983,2259,1200,2138,298
7950,2995,2273,1210,2147,301
7975,3002,2282,1216,2156,303
8000,3010,2290,1219,2165,305
8025,3012,2302,1226,2168,306
8050,3017,2314,1233,2174,307
8075,3024,2323,1237,2182,307
8100,3029,2334,1243,2188,311
8125,3037,2341,1250,2192,313
8150,3046,2354,1258,2206,313
8175,3053,2363,1264,2217,314
8200,3057,2367,1270,2223,315
8225,3064,2377,1280,2232,317
8250,3069,2384,1285,2240,317
8275,3077,2394,1292,2247,320
8300,3091,2404,1298,2260,322
8325,3099,2415,1302,2268,323
8350,3102,2426,1311,2274,324
8375,3109,2435,1317,2280,325
8400,3118,2444,1322,2288,325
8425,3124,2453,1328,2293,326
8450,3135,2464,1337,2302,327
8475,3141,2472,1344,2308,328
8500,3147,2485,1351,2318,331
8525,3156,2496,1360,2328,333
8550,3162,2510,1370,2336,333
8575,3170,2521,1376,2343,334
8600,3176,2531,1383,2349,335
8625,3182,2545,1389,2356,337
8650,3186,2558,1396,2364,338
8675,3196,2568,1403,2374,339
8700,3205,2575,1407,2383,340
8725,3213,2584,1413,2390,341
8750,3221,2596,1419,2400,344
8775,3227,2608,1431,2407,344
8800,3236,2619,1436,2414,344
8825,3244,2630,1445,2423,346
8850,3246,2639,1453,2430,347
8875,3254,2654,1464,2443,347
8900,3260,2666,1469,2450,349
8925,3273,2678,1476,2464,350
8950,3281,2686,1484,2468,350
8975,3292,2697,1490,2479,351
9000,3301,2712,1498,2487,353
9025,3308,2722,1500,2497,354
9050,3313,2732,1506,2503,354
9075,3324,2744,1512,2512,355
9100,3328,2754,1520,2519,355
9125,3337,2765,1526,2529,355
9150,3343,2773,1530,2537,355
9175,3351,2779,1535,2544,357
9200,3356,2790,1541,2552,357
9225,3364,2801,1550,2559,357
9250,3370,2811,1558,2563,357
9275,3375,2818,1562,2571,358
9300,3381,2827,1570,2577,360
9325,3389,2839,1576,2581,361
9350,3397,2847,1581,2588,363
9375,3401,2860,1588,2595,363
9400,3407,2867,1592,2599,363
9425,3410,2874,1599,2605,363
9450,3415,2887,1607,2614,364
9475,3424,2896,1611,2622,364
9500,3428,2906,1614,2626,365
9525,3431,2918,1620,2630,365
9550,3434,2926,1627,2637,366
9575,3441,2936,1635,2645,368
9600,3448,2948,1644,2652,370
9625,3455,2960,1651,2660,373
9650,3465,2970,1658,2668,374
9675,3473,2979,1663,2677,375
9700,3476,2992,1670,2683,377
9725,3482,3006,1682,2689,377
9750,3490,3023,1689,2698,378
9775,3495,3036,1697,2708,379
9800,3504,3051,1704,2713,379
9825,3512,3060,1710,2720,379
9850,3517,3070,1716,2727,381
9875,3523,3081,1723,2732,381
9900,3527,3091,1731,2740,382
9925,3534,3102,1738,2747,382
9950,3539,3114,1744,2755,383
9975,3544,3127,1746,2763,385
10000,3552,3134,1749,2770,386
10025,3558,3142,1754,2775,386
10050,3563,3152,1761,2780,386
10075,3567,3162,1766,2788,388
10100,3573,3170,1773,2793,391
10125,3584,3181,1780,2802,391
10150,3593,3188,1782,2808,392
10175,3597,3198,1788,2816,393
10200,3604,3210,1793,2828,395
10225,3610,3216,1795,2830,397
10250,3614,3222,1798,2834,399
10275,3618,3227,1804,2839,399
10300,3625,3238,1810,2844,402
10325,3629,3249,1817,2850,405
10350,3639,3262,1826,2861,406
10375,3646,3272,1834,2869,408
10400,3653,3288,1845,2878,409
10425,3657,3299,1852,2889,411
10450,3666,3309,1859,2897,413
10475,3675,3318,1866,2903,413
10500,3681,3324,1871,2907,414
10525,3687,3331,1874,2913,414
10550,3690,3335,1877,2917,415
10575,3696,3341,1880,2922,415
10600,3703,3353,1888,2928,415
10625,3709,3362,1891,2933,415
10650,3718,3373,1899,2939,415
10675,3727,3381,1905,2943,415
10700,3737,3393,1913,2949,416
10725,3738,3399,1917,2954,420
10750,3744,3408,1927,2961,422
10775,3751,3418,1929,2966,423
10800,3759,3428,1935,2973,424
10825,3765,3437,1942,2982,426
10850,3770,3446,1949,2990,427
10875,3779,3453,1954,2995,428
10900,3784,3462,1960,3001,429
10925,3789,3472,1966,3007,430
10950,3793,3481,1971,3014,431
10975,3801,3488,1975,3019,432
11000,3805,3494,1980,3025,434
11025,3810,3504,1986,3033,434
11050,3817,3514,1993,3042,436
11075,3820,3521,1999,3049,436
11100,3831,3532,2009,3057,437
11125,3836,3539,2013,3063,440
11150,3844,3548,2018,3072,443
11175,3848,3555,2024,3077,443
11200,3855,3566,2031,3086,444
11225,3861,3576,2039,3093,445
11250,3869,3585,2045,3105,447
11275,3882,3598,2056,3115,447
11300,3889,3612,2068,3123,448
11325,3901,3626,2076,3136,450
11350,3906,3638,2083,3143,450
11375,3917,3648,2092,3154,450
11400,3922,3653,2096,3160,451
11425,3931,3665,2105,3170,451
11450,3940,3674,2112,3182,453
11475,3947,3682,2118,3190,455
11500,3953,3691,2126,3195,455
11525,3958,3699,2133,3202,456
11550,3963,3712,2142,3210,456
11575,3971,3722,2150,3221,459
11600,3976,3729,2155,3225,459
11625,3983,3745,2166,3237,459
11650,3988,3755,2174,3246,462
11675,3994,3771,2183,3255,464
11700,4004,3782,2192,3262,465
11725,4014,3789,2196,3272,467
11750,4020,3794,2199,3278,470
11775,4028,3808,2209,3289,470
11800,4038,3817,2217,3296,472
11825,4047,3828,2225,3303,472
11850,4052,3837,2234,3309,473
11875,4059,3845,2240,3317,474
11900,4062,3853,2245,3323,474
11925,4066,3862,2252,3329,475
11950,4074,3870,2259,3341,475
11975,4079,3881,2261,3346,477
12000,4086,3890,2267,3349,479
12025,4093,3904,2275,3359,479
12050,4100,3914,2281,3365,481
12075,4112,3929,2289,3376,482
12100,4120,3943,2296,3384,482
12125,4127,3957,2307,3393,484
12150,4138,3974,2319,3401,484
12175,4143,3985,2327,3413,484
12200,4152,3998,2337,3424,484
12225,4155,4002,2343,3429,485
12250,4162,4010,2349,3438,487
12275,4169,4022,2358,3447,487
12300,4171,4032,2365,3454,488
12325,4180,4044,2370,3464,489
12350,4186,4052,2376,3472,490
12375,4194,4060,2380,3478,491
12400,4200,4067,2383,3480,492
12425,4207,4077,2389,3487,492
12450,4212,4087,2396,3492,494
12475,4217,4096,2400,3499,495
12500,4228,4109,2409,3511,495
12525,4236,4115,2412,3518,496
12550,4246,4126,2420,3527,496
12575,4254,4135,2429,3532,496
12600,4260,4149,2442,3541,498
12625,4264,4156,2447,3548,498
12650,4270,4166,2455,3554,499
12675,4277,4174,2459,3561,499
12700,4283,4180,2464,3567,500
12725,4287,4185,2466,3574,502
12750,4293,4192,2471,3581,502
12775,4300,4203,2476,3589,504
12800,4306,4214,2483,3595,504
12825,4309,4225,2492,3601,505
12850,4315,4235,2499,3610,509
12875,4320,4244,2506,3617,511
12900,4327,4255,2514,3623,512
12925,4334,4267,2519,3632,512
12950,4341,4276,2526,3640,513
12975,4347,4287,2531,3645,514
13000,4351,4293,2536,3651,516
13025,4355,4301,2542,3657,516
13050,4360,4313,2548,3663,518
13075,4365,4321,2555,3669,519
13100,4372,4329,2561,3677,519
13125,4379,4336,2567,3684,520
13150,4382,4347,2574,3688,520
13175,4389,4358,2580,3695,521
13200,4395,4372,2591,3704,522
13225,4400,4382,2597,3710,522
13250,4404,4389,2605,3714,523
13275,4406,4401,2611,3719,525
13300,4409,4407,2616,3726,525
13325,4418,4418,2625,3731,526
13350,4428,4426,2632,3738,526
13375,4434,4433,2638,3745,527
13400,4437,4441,2643,3749,528
13425,4439,4452,2649,3755,529
13450,4442,4459,2650,3758,529
13475,4451,4469,2656,3767,530
13500,4453,4480,2663,3770,531
13525,4459,4490,2668,3779,532
13550,4465,4499,2675,3786,532
13575,4471,4502,2678,3791,533
13600,4475,4512,2684,3797,533
13625,4481,4520,2690,3804,533
13650,4490,4526,2694,3811,536
13675,4496,4536,2701,3819,537
13700,4504,4550,2710,3827,538
13725,4511,4562,2720,3836,538
13750,4518,4577,2730,3842,540
13775,4525,4586,2737,3851,541
13800,4531,4598,2744,3856,543
13825,4540,4609,2754,3859,543
13850,4547,4620,2760,3867,543
13875,4552,4628,2766,3874,545
13900,4558,4640,2774,3880,545
13925,4567,4650,2779,3889,546
13950,4576,4659,2784,3899,548
13975,4584,4666,2787,3908,548
14000,4591,4678,2794,3918,548
14025,4595,4685,2796,3924,548
14050,4600,4694,2804,3933,551
14075,4603,4698,2805,3939,552
14100,4611,4710,2812,3950,553
14125,4618,4718,2820,3961,553
14150,4622,4727,2828,3965,554
14175,4629,4737,2841,3972,556
14200,4632,4744,2847,3975,557
14225,4642,4758,2857,3986,557
14250,4652,4770,2865,3995,558
14275,4659,4783,2874,4007,559
14300,4667,4796,2880,4014,559
14325,4670,4806,2881,4017,559
14350,4678,4816,2886,4025,559
14375,4682,4822,2889,4028,560
14400,4689,4830,2892,4034,560
14425,4693,4837,2895,4036,561
14450,4700,4847,2901,4043,564
14475,4705,4856,2904,4052,565
14500,4713,4865,2911,4060,565
14525,4715,4873,2915,4061,565
14550,4725,4884,2919,4070,568
14575,4730,4892,2926,4075,569
14600,4736,4906,2935,4083,571
14625,4742,4917,2941,4091,571
14650,4751,4928,2953,4104,571
14675,4756,4938,2959,4110,571
14700,4762,4945,2966,4118,571
14725,4768,4959,2973,4126,572
14750,4771,4967,2980,4133,572
14775,4779,4980,2989,4141,573
14800,4784,4990,2996,4147,574
14825,4792,4996,3002,4153,574
14850,4795,5006,3006,4159,575
14875,4798,5016,3013,4166,576
14900,4804,5026,3019,4175,577
14925,4814,5039,3029,4185,578
14950,4820,5049,3036,4193,578
14975,4827,5057,3041,4200,579
15000,4831,5068,3050,4206,579
15025,4834,5077,3054,4215,579
15050,4839,5087,3058,4222,581
15075,4845,5094,3066,4227,583
15100,4849,5103,3071,4232,584
15125,4850,5115,3078,4237,587
15150,4853,5120,3081,4241,589
15175,4856,5130,3086,4244,591
15200,4860,5136,3092,4252,591
15225,4860,5146,3094,4259,592
15250,4866,5155,3098,4265,593
15275,4871,5160,3101,4270,594
15300,4874,5169,3107,4278,595
15325,4876,5175,3110,4283,596
15350,4878,5181,3115,4287,599
15375,4883,5187,3118,4293,602
15400,4886,5198,3124,4298,602
15425,4893,5206,3129,4302,604
15450,4899,5218,3136,4309,604
15475,4904,5225,3142,4313,605
15500,4910,5230,3147,4318,605
15525,4912,5240,3153,4322,607
15550,4918,5252,3164,4332,608
15575,4922,5259,3171,4337,609
15600,4928,5269,3179,4342,609
15625,4930,5277,3184,4345,610
15650,4934,5289,3193,4352,611
15675,4940,5299,3202,4358,612
15700,4949,5312,3208,4365,613
15725,4959,5324,3217,4369,614
15750,4965,5334,3227,4379,614
15775,4970,5343,3235,4387,616
15800,4976,5349,3239,4392,619
15825,4980,5355,3243,4397,619
15850,4983,5368,3250,4402,620
15875,4990,5377,3257,4411,622
15900,4992,5385,3262,4415,622
15925,4997,5393,3268,4422,623
15950,4999,5397,3273,4427,623
15975,5006,5405,3282,4433,624
16000,5014,5415,3292,4439,625
16025,5017,5422,3298,4445,626
16050,5022,5433,3301,4451,628
16075,5024,5441,3306,4457,629
16100,5027,5450,3312,4461,631
16125,5036,5462,3320,4466,632
16150,5040,5468,3324,4471,633
16175,5044,5480,3331,4476,634
16200,5049,5491,3338,4482,636
16225,5049,5496,3344,4487,639
16250,5051,5504,3354,4490,639
16275,5056,5515,3362,4494,640
16300,5062,5524,3369,4504,640
16325,5067,5529,3373,4510,641
16350,5071,5534,3378,4514,641
16375,5075,5546,3386,4521,644
16400,5079,5557,3393,4525,647
16425,5083,5565,3402,4534,648
16450,5088,5573,3408,4538,650
16475,5091,5584,3417,4544,650
16500,5096,5594,3423,4551,651
16525,5101,5602,3432,4558,653
16550,5105,5616,3443,4564,654
16575,5107,5624,3449,4569,657
16600,5114,5636,3458,4577,657
16625,5119,5644,3463,4581,657
16650,5123,5651,3469,4586,657
16675,5125,5661,3477,4590,658
16700,5130,5673,3485,4598,658
16725,5139,5682,3493,4607,660
16750,5143,5689,3499,4611,660
16775,5146,5699,3505,4619,663
16800,5154,5707,3513,4625,664
16825,5160,5715,3523,4630,664
16850,5165,5723,3527,4635,664
16875,5172,5736,3536,4646,668
16900,5173,5742,3538,4649,668
16925,5177,5751,3543,4652,669
16950,5180,5758,3545,4656,670
16975,5186,5765,3550,4661,670
17000,5188,5771,3553,4665,673
17025,5192,5779,3561,4674,675
17050,5196,5785,3566,4679,676
17075,5201,5794,3571,4685,678
17100,5205,5806,3581,4691,678
17125,5209,5813,3587,4697,682
17150,5214,5823,3593,4704,683
17175,5224,5834,3604,4713,684
17200,5228,5843,3611,4717,685
17225,5232,5850,3618,4725,689
17250,5235,5858,3622,4729,689
17275,5238,5869,3629,4736,690
17300,5242,5881,3639,4741,691
17325,5245,5891,3645,4744,693
17350,5252,5898,3652,4752,693
17375,5254,5910,3659,4757,693
17400,5258,5921,3668,4764,693
17425,5260,5928,3675,4767,694
17450,5264,5937,3681,4771,694
17475,5267,5943,3686,4773,694
17500,5270,5952,3695,4777,695
17525,5274,5962,3702,4781,696
17550,5278,5972,3709,4786,697
17575,5281,5982,3715,4792,700
17600,5284,5989,3719,4795,701
17625,5288,5997,3726,4802,701
17650,5290,6002,3731,4807,702
17675,5295,6015,3739,4814,703
17700,5297,6021,3745,4820,703
17725,5299,6032,3752,4825,703
17750,5302,6039,3759,4833,704
17775,5303,6044,3762,4836,705
17800,5305,6051,3765,4840,707
17825,5308,6059,3774,4847,708
17850,5312,6070,3782,4853,708
17875,5315,6080,3786,4858,708
17900,5316,6088,3793,4863,708
17925,5320,6097,3800,4869,710
17950,5328,6105,3804,4878,711
17975,5332,6113,3811,4886,712
18000,5334,6120,3815,4890,712
18025,5337,6126,3823,4896,714
18050,5342,6138,3829,4902,714
18075,5343,6150,3841,4907,716
18100,5347,6159,3849,4912,717
18125,5350,6170,3856,4919,720
18150,5352,6178,3862,4920,722
18175,5356,6189,3868,4928,722
18200,5359,6197,3876,4935,723
18225,5366,6203,3880,4940,723
18250,5370,6212,3886,4948,723
18275,5375,6223,3893,4956,724
18300,5378,6230,3897,4960,725
18325,5384,6238,3904,4967,726
18350,5386,6248,3912,4972,727
18375,5389,6259,3919,4978,731
18400,5392,6267,3925,4982,732
18425,5396,6275,3932,4988,733
18450,5401,6288,3938,4993,736
18475,5404,6296,3944,4997,736
18500,5406,6303,3952,5004,738
18525,5408,6308,3957,5006,738
18550,5412,6310,3959,5009,740
18575,5418,6319,3965,5017,742
18600,5423,6328,3972,5021,742
18625,5425,6334,3979,5024,742
18650,5428,6340,3987,5029,743
18675,5430,6345,3992,5033,743
18700,5435,6356,4001,5039,744
18725,5441,6364,4007,5043,745
18750,5444,6373,4015,5046,746
18775,5450,6385,4022,5054,746
18800,5455,6391,4026,5057,747
18825,5458,6399,4029,5065,748
18850,5463,6409,4036,5070,749
18875,5470,6417,4042,5073,749
18900,5473,6427,4048,5078,751
18925,5479,6433,4053,5083,751
18950,5487,6445,4059,5089,753
18975,5492,6458,4067,5098,754
19000,5496,6466,4075,5102,755
19025,5502,6478,4083,5110,756
19050,5506,6487,4089,5114,757
19075,5511,6497,4096,5121,758
19100,5513,6506,4104,5125,759
19125,5516,6514,4108,5132,759
19150,5522,6521,4112,5139,759
19175,5529,6532,4119,5145,761
19200,5534,6539,4128,5149,762
19225,5540,6546,4132,5152,763
19250,5545,6559,4139,5161,765
19275,5554,6567,4147,5168,767
19300,5558,6573,4153,5171,771
19325,5561,6578,4159,5175,773
19350,5565,6587,4167,5181,773
19375,5570,6594,4175,5185,775
19400,5574,6605,4185,5193,775
19425,5578,6610,4188,5196,775
19450,5580,6621,4196,5201,777
19475,5580,6631,4203,5203,779
19500,5581,6642,4215,5207,779
19525,5587,6651,4221,5213,780
19550,5589,6658,4225,5217,780
19575,5592,6669,4234,5222,781
19600,5594,6675,4238,5225,782
19625,5596,6684,4245,5229,782
19650,5599,6694,4254,5233,782
19675,5603,6703,4261,5240,783
19700,5606,6714,4268,5248,784
19725,5611,6727,4278,5253,784
19750,5613,6736,4284,5259,786
19775,5616,6747,4293,5266,786
19800,5619,6756,4300,5272,787
19825,5625,6767,4306,5279,789
19850,5629,6779,4315,5286,791
19875,5631,6791,4326,5293,792
19900,5632,6798,4331,5295,795
19925,5634,6807,4339,5301,795
19950,5637,6816,4344,5304,795
19975,5643,6828,4353,5313,796
20000,5645,6841,4365,5318,797
20025,5649,6853,4374,5327,798
20050,5650,6861,4382,5334,798
20075,5656,6870,4392,5342,798
20100,5658,6880,4400,5346,800
20125,5663,6890,4409,5352,801
20150,5668,6897,4417,5357,801
20175,5672,6906,4423,5362,802
20200,5676,6909,4427,5367,804
20225,5680,6917,4433,5370,805
20250,5685,6928,4441,5375,806
20275,5691,6937,4448,5382,808
20300,5695,6946,4456,5387,808
20325,5698,6956,4462,5394,809
20350,5701,6965,4469,5400,809
20375,5703,6970,4474,5406,810
20400,5708,6978,4481,5413,811
20425,5711,6986,4488,5418,811
20450,5713,6994,4493,5424,812
20475,5715,7002,4500,5429,814
20500,5715,7010,4504,5431,814
20525,5718,7020,4508,5433,815
20550,5722,7029,4516,5440,819
20575,5723,7036,4521,5442,820
20600,5724,7044,4528,5445,822
20625,5729,7051,4532,5453,823
20650,5731,7055,4536,5456,824
20675,5731,7062,4540,5459,826
20700,5733,7065,4543,5462,828
20725,5735,7074,4550,5465,829
20750,5738,7081,4555,5467,831
20775,5740,7087,4559,5471,833
20800,5743,7094,4565,5475,834
20825,5745,7100,4569,5480,834
20850,5749,7111,4579,5487,834
20875,5752,7117,4584,5489,835
20900,5755,7124,4587,5490,835
20925,5758,7131,4594,5494,836
20950,5759,7141,4602,5497,838
20975,5768,7150,4607,5500,840
21000,5770,7159,4615,5504,840
21025,5773,7170,4623,5510,843
21050,5776,7173,4626,5514,843
21075,5779,7181,4634,5517,843
21100,5780,7186,4639,5518,843
21125,5784,7194,4647,5523,843
21150,5788,7200,4653,5525,844
21175,5794,7208,4662,5532,846
21200,5796,7217,4670,5537,846
21225,5804,7231,4682,5546,847
21250,5806,7238,4689,5548,850
21275,5813,7251,4698,5557,850
21300,5815,7255,4701,5559,850
21325,5819,7262,4706,5567,850
21350,5823,7270,4714,5571,851
21375,5827,7279,4720,5577,851
21400,5832,7286,4726,5583,854
21425,5836,7295,4733,5588,856
21450,5840,7304,4739,5594,857
21475,5847,7313,4747,5603,857
21500,5852,7323,4755,5610,859
21525,5855,7332,4759,5613,861
