Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified,HetoFedBandit_Enhanced
0,0,0,0,0,0
25,76,0,1,0,76
50,188,0,1,0,188
75,258,0,1,0,258
100,450,0,1,0,447
125,560,0,1,0,546
150,802,0,1,0,756
175,934,0,2,0,865
200,1212,0,5,0,1085
225,1212,0,7,0,1196
250,1358,0,11,0,1411
275,1358,0,13,0,1515
300,1504,0,19,0,1616
325,1504,0,23,0,1690
350,1504,0,26,0,1717
375,1504,0,31,0,1814
400,1504,0,41,0,1913
425,1654,0,47,0,1913
450,1654,0,57,0,2009
475,1654,0,63,0,2009
500,1654,0,76,0,2103
525,1654,0,85,0,2103
550,1654,0,95,0,2103
575,1654,0,104,0,2195
600,1654,0,112,0,2195
625,1804,0,119,0,2287
650,1804,0,128,0,2287
675,1804,0,141,0,2378
700,1804,0,154,0,2467
725,1804,0,162,0,2467
750,1804,0,172,0,2555
775,1804,0,181,0,2555
800,1954,0,188,0,2645
825,1954,0,198,0,2731
850,1954,0,203,0,2731
875,1954,0,216,0,2814
900,1954,0,227,0,2901
925,1954,0,237,0,2901
950,1954,0,251,0,2988
975,1954,0,262,0,3073
1000,1954,0,271,0,3073
1025,2104,0,279,0,3159
1050,2104,0,290,0,3237
1075,2104,0,303,0,3237
1100,2104,0,314,0,3320
1125,2104,0,323,0,3320
1150,2104,0,335,0,3401
1175,2104,0,345,0,3476
1200,2104,0,354,0,3484
1225,2104,0,366,0,3484
1250,2104,0,377,0,3567
1275,2254,0,391,0,3643
1300,2254,0,403,0,3643
1325,2254,0,413,0,3805
1350,2254,0,425,0,3888
1375,2254,0,437,0,3964
1400,2254,0,450,0,4126
1425,2254,0,459,0,4126
1450,2254,0,469,0,4203
1475,2254,0,478,0,4279
1500,2254,0,487,0,4279
1525,2254,0,501,0,4358
1550,2404,0,511,0,4358
1575,2404,0,522,0,4438
1600,2404,0,537,0,4516
1625,2404,0,547,0,4592
1650,2404,0,560,0,4667
1675,2404,0,573,0,4669
1700,2404,0,584,0,4745
1725,2404,0,596,0,4745
1750,2404,0,607,0,4897
1775,2404,0,617,0,4897
1800,2404,0,628,0,4974
1825,2404,0,641,0,5053
1850,2554,0,654,0,5053
1875,2554,0,664,0,5129
1900,2554,0,679,0,5206
1925,2554,0,690,0,5284
1950,2554,0,701,0,5362
1975,2554,0,715,0,5513
2000,2554,0,725,0,5591
2025,2554,0,735,0,5591
2050,2554,0,748,0,5591
2075,2554,0,765,0,5669
2100,2554,0,779,0,5821
2125,2554,0,797,0,5897
2150,2554,0,814,0,5973
2175,2554,0,833,0,6125
2200,2554,0,855,0,6125
2225,2704,0,876,0,6201
2250,2704,0,896,0,6277
2275,2704,0,917,0,6353
2300,2704,0,936,0,6429
2325,2704,0,953,0,6429
2350,2704,0,970,0,6429
2375,2704,0,990,0,6505
2400,2704,0,1011,0,6580
2425,2704,0,1028,0,6581
2450,2704,0,1048,0,6657
2475,2704,0,1066,0,6657
2500,2704,0,1087,0,6733
2525,2704,0,1107,0,6733
2550,2704,0,1128,0,6809
2575,2704,0,1146,0,6809
2600,2704,0,1163,0,6961
2625,2704,0,1178,0,7037
2650,2704,0,1198,0,7113
2675,2704,0,1214,0,7189
2700,2704,0,1238,0,7189
2725,2704,0,1254,0,7340
2750,2704,0,1274,0,7341
2775,2704,0,1295,0,7417
2800,2704,0,1313,0,7569
2825,2854,0,1335,0,7569
2850,2854,0,1354,0,7645
2875,2854,0,1372,0,7797
2900,2854,0,1392,0,7873
2925,2854,0,1413,0,7873
2950,2854,0,1431,0,7950
2975,2854,0,1451,0,7950
3000,2854,0,1474,0,8026
3025,2854,0,1494,0,8102
3050,2854,0,1513,0,8178
3075,2854,0,1531,0,8254
3100,2854,0,1551,0,8330
3125,2854,0,1570,0,8330
3150,2854,0,1593,0,8406
3175,2854,0,1609,0,8406
3200,2854,0,1629,0,8484
3225,2854,0,1648,0,8484
3250,2854,0,1667,0,8636
3275,2854,0,1687,0,8712
3300,2854,0,1705,0,8788
3325,2854,0,1727,0,8788
3350,2854,0,1744,0,8940
3375,2854,0,1761,0,9016
3400,3004,0,1781,0,9092
3425,3004,0,1795,0,9168
3450,3004,0,1811,0,9244
3475,3004,0,1831,0,9244
3500,3004,0,1846,0,9320
3525,3004,0,1866,0,9396
3550,3004,0,1882,0,9396
3575,3004,0,1903,0,9472
3600,3004,0,1919,0,9547
3625,3004,0,1936,0,9549
3650,3004,0,1952,0,9549
3675,3004,0,1975,0,9549
3700,3004,0,1993,0,9625
3725,3004,0,2005,0,9625
3750,3004,0,2022,0,9701
3775,3004,0,2042,0,9777
3800,3004,0,2062,0,9853
3825,3004,0,2077,0,9929
3850,3004,0,2095,0,9929
3875,3004,0,2111,0,10005
3900,3004,0,2126,0,10081
3925,3004,0,2143,0,10156
3950,3004,0,2161,0,10157
3975,3004,0,2180,0,10233
4000,3004,0,2196,0,10309
4025,3004,0,2208,0,10309
4050,3004,0,2224,0,10309
4075,3004,0,2239,0,10385
4100,3004,0,2254,0,10385
4125,3004,0,2270,0,10461
4150,3004,0,2284,0,10461
4175,3004,0,2299,0,10537
4200,3004,0,2321,0,10613
4225,3154,0,2339,0,10689
4250,3154,0,2358,0,10689
4275,3154,0,2376,0,10765
4300,3154,0,2395,0,10841
4325,3154,0,2409,0,10841
4350,3154,0,2427,0,10917
4375,3154,0,2448,0,10994
4400,3154,0,2466,0,10994
4425,3154,0,2486,0,11070
4450,3154,0,2502,0,11070
4475,3154,0,2520,0,11146
4500,3154,0,2536,0,11222
4525,3154,0,2553,0,11298
4550,3154,0,2570,0,11298
4575,3154,0,2585,0,11450
4600,3154,0,2604,0,11450
4625,3154,0,2624,0,11526
4650,3304,0,2638,0,11526
4675,3304,0,2655,0,11603
4700,3304,0,2670,0,11603
4725,3304,0,2685,0,11679
4750,3304,0,2707,0,11679
4775,3304,0,2720,0,11755
4800,3304,0,2737,0,11755
4825,3304,0,2752,0,11831
4850,3304,0,2772,0,11907
4875,3304,0,2787,0,11983
4900,3304,0,2803,0,12059
4925,3304,0,2823,0,12135
4950,3304,0,2841,0,12211
4975,3304,0,2857,0,12287
5000,3304,0,2872,0,12287
5025,3304,0,2887,0,12363
5050,3304,0,2904,18,12363
5075,3304,0,2917,18,12439
5100,3304,0,2936,18,12515
5125,3304,0,2952,20,12591
5150,3304,0,2971,20,12591
5175,3304,0,2985,20,12591
5200,3304,0,3004,26,12667
5225,3304,0,3014,26,12667
5250,3304,0,3027,26,12743
5275,3304,0,3045,30,12743
5300,3304,0,3061,30,12819
5325,3304,0,3079,30,12819
5350,3304,0,3096,34,12895
5375,3304,0,3113,34,12971
5400,3304,0,3129,34,13047
5425,3304,0,3140,36,13123
5450,3304,0,3156,36,13199
5475,3304,0,3172,36,13275
5500,3304,0,3186,46,13351
5525,3304,0,3200,46,13351
5550,3304,0,3213,46,13427
5575,3454,0,3229,56,13503
5600,3454,0,3241,56,13579
5625,3454,0,3255,56,13655
5650,3454,0,3273,62,13655
5675,3454,0,3287,62,13655
5700,3454,0,3304,62,13731
5725,3454,0,3320,66,13807
5750,3454,0,3334,66,13807
5775,3454,0,3351,66,13883
5800,3454,0,3363,68,13883
5825,3454,0,3376,68,13959
5850,3454,0,3389,68,14035
5875,3454,0,3399,74,14035
5900,3454,0,3415,74,14035
5925,3454,0,3428,74,14111
5950,3454,0,3442,76,14111
5975,3454,0,3457,76,14187
6000,3454,0,3469,76,14187
6025,3454,0,3486,84,14263
6050,3454,0,3500,84,14263
6075,3454,0,3510,84,14339
6100,3454,0,3523,98,14415
6125,3454,0,3532,98,14491
6150,3454,0,3545,98,14567
6175,3454,0,3558,100,14643
6200,3454,0,3574,100,14719
6225,3454,0,3587,100,14719
6250,3454,0,3601,102,14719
6275,3454,0,3613,102,14795
6300,3454,0,3624,102,14872
6325,3454,0,3634,128,14948
6350,3454,0,3645,128,14948
6375,3454,0,3659,128,15024
6400,3454,0,3672,134,15100
6425,3454,0,3687,134,15100
6450,3454,0,3701,134,15176
6475,3454,0,3712,146,15176
6500,3454,0,3725,146,15252
6525,3454,0,3738,146,15328
6550,3454,0,3750,160,15404
6575,3454,0,3764,160,15480
6600,3604,0,3776,160,15556
6625,3604,0,3793,166,15556
6650,3604,0,3805,166,15633
6675,3604,0,3815,166,15785
6700,3604,0,3830,170,15861
6725,3604,0,3842,170,15861
6750,3604,0,3854,170,15937
6775,3604,0,3866,172,16013
6800,3604,0,3880,172,16089
6825,3604,0,3892,172,16165
6850,3604,0,3907,176,16165
6875,3604,0,3917,176,16241
6900,3604,0,3932,176,16241
6925,3604,0,3942,178,16317
6950,3604,0,3954,178,16393
6975,3604,0,3965,178,16469
7000,3604,0,3980,182,16545
7025,3604,0,3990,182,16545
7050,3604,0,3997,182,16621
7075,3604,0,4010,184,16621
7100,3604,0,4023,184,16621
7125,3604,0,4036,184,16697
7150,3604,0,4048,190,16773
7175,3604,0,4055,190,16849
7200,3604,0,4066,190,16849
7225,3604,0,4076,204,16849
7250,3604,0,4088,204,16849
7275,3604,0,4100,204,16925
7300,3604,0,4114,206,16925
7325,3604,0,4123,206,17001
7350,3754,0,4139,206,17077
7375,3754,0,4149,208,17077
7400,3754,0,4160,208,17077
7425,3754,0,4172,208,17153
7450,3754,0,4186,210,17153
7475,3754,0,4193,210,17229
7500,3754,0,4207,210,17229
7525,3754,0,4218,212,17305
7550,3754,0,4226,212,17305
7575,3754,0,4239,212,17381
7600,3754,0,4252,220,17381
7625,3754,0,4260,220,17457
7650,3754,0,4269,220,17457
7675,3754,0,4281,222,17533
7700,3754,0,4291,222,17533
7725,3754,0,4302,222,17533
7750,3754,0,4314,228,17686
7775,3754,0,4326,228,17761
7800,3754,0,4333,228,17762
7825,3754,0,4350,232,17762
7850,3754,0,4359,232,17762
7875,3754,0,4369,232,17838
7900,3754,0,4381,236,17913
7925,3754,0,4391,236,17914
7950,3754,0,4404,236,17990
7975,3754,0,4415,238,17990
8000,3754,0,4423,238,18066
8025,3754,0,4431,238,18066
8050,3904,0,4439,244,18142
8075,3904,0,4452,244,18142
8100,3904,0,4464,244,18218
8125,3904,0,4476,246,18293
8150,3904,0,4486,246,18294
8175,3904,0,4499,246,18294
8200,3904,0,4507,254,18294
8225,3904,0,4513,254,18370
8250,3904,0,4522,254,18370
8275,3904,0,4531,256,18446
8300,3904,0,4540,256,18446
8325,3904,0,4548,256,18522
8350,3904,0,4560,274,18597
8375,3904,0,4571,274,18598
8400,3904,0,4581,274,18598
8425,3904,0,4593,276,18598
8450,3904,0,4604,276,18674
8475,3904,0,4614,276,18674
8500,3904,0,4623,288,18750
8525,3904,0,4634,288,18750
8550,3904,0,4641,288,18750
8575,3904,0,4649,292,18750
8600,3904,0,4664,292,18750
8625,3904,0,4672,292,18826
8650,3904,0,4682,294,18826
8675,3904,0,4690,294,18826
8700,3904,0,4699,294,18826
8725,3904,0,4711,300,18902
8750,3904,0,4720,300,18978
8775,3904,0,4730,300,18978
8800,3904,0,4744,302,19054
8825,3904,0,4753,302,19054
8850,3904,0,4764,302,19054
8875,3904,0,4773,304,19054
8900,3904,0,4785,304,19130
8925,3904,0,4794,304,19130
8950,3904,0,4807,308,19206
8975,3904,0,4816,308,19282
9000,3904,0,4824,308,19358
9025,3904,0,4832,318,19358
9050,3904,0,4838,318,19358
9075,3904,0,4850,318,19434
9100,4054,0,4860,322,19510
9125,4054,0,4870,322,19510
9150,4054,0,4879,322,19586
9175,4054,0,4889,326,19662
9200,4054,0,4903,326,19738
9225,4054,0,4912,326,19814
9250,4054,0,4920,336,19814
9275,4054,0,4929,336,19814
9300,4054,0,4942,336,19890
9325,4054,0,4952,342,19890
9350,4054,0,4962,342,19890
9375,4054,0,4969,342,19966
9400,4054,0,4979,344,19966
9425,4054,0,4984,344,20042
9450,4054,0,4997,344,20118
9475,4054,0,5007,346,20118
9500,4054,0,5015,346,20118
9525,4054,0,5022,346,20118
9550,4054,0,5028,354,20194
9575,4054,0,5042,354,20194
9600,4054,0,5050,354,20270
9625,4054,0,5060,360,20270
9650,4054,0,5076,360,20346
9675,4054,0,5082,360,20422
9700,4054,0,5091,362,20498
9725,4054,0,5106,362,20498
9750,4054,0,5112,362,20574
9775,4054,0,5119,388,20574
9800,4054,0,5125,388,20650
