Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified
12175,4143,4492,2327,465,499
12200,4152,4503,2337,467,500
12225,4155,4511,2343,467,501
12250,4162,4521,2349,467,501
12275,4169,4535,2358,467,501
12300,4171,4544,2365,468,503
12325,4180,4557,2370,470,504
12350,4186,4564,2376,472,507
12375,4194,4575,2380,472,507
12400,4200,4581,2383,472,507
12425,4207,4592,2389,472,507
12450,4212,4604,2396,474,508
12475,4217,4614,2400,476,509
12500,4228,4625,2409,478,511
12525,4236,4632,2412,478,512
12550,4246,4646,2420,480,512
12575,4254,4656,2429,480,512
12600,4260,4672,2442,482,513
12625,4264,4680,2447,482,515
12650,4270,4689,2455,483,516
12675,4277,4697,2459,486,518
12700,4283,4705,2464,487,520
12725,4287,4713,2466,488,520
12750,4293,4723,2471,491,522
12775,4300,4730,2476,491,523
12800,4306,4740,2483,491,524
12825,4309,4751,2492,491,525
12850,4315,4762,2499,491,526
12875,4320,4772,2506,491,526
12900,4327,4784,2514,493,527
12925,4334,4795,2519,493,529
12950,4341,4805,2526,494,530
12975,4347,4815,2531,494,531
13000,4351,4822,2536,495,532
13025,4355,4831,2542,497,534
13050,4360,4839,2548,498,535
13075,4365,4845,2555,499,537
13100,4372,4852,2561,499,537
13125,4379,4859,2567,499,539
13150,4382,4869,2574,500,541
13175,4389,4880,2580,502,543
13200,4395,4896,2591,503,544
13225,4400,4906,2597,506,545
13250,4404,4912,2605,508,545
13275,4406,4922,2611,508,546
13300,4409,4930,2616,508,547
13325,4418,4938,2625,510,547
13350,4428,4946,2632,511,548
13375,4434,4953,2638,512,548
13400,4437,4960,2643,513,548
13425,4439,4971,2649,515,549
13450,4442,4979,2650,517,550
13475,4451,4989,2656,518,552
13500,4453,4997,2663,520,554
13525,4459,5006,2668,520,554
13550,4465,5014,2675,521,555
13575,4471,5021,2678,521,555
13600,4475,5031,2684,523,556
13625,4481,5038,2690,523,556
13650,4490,5047,2694,524,560
13675,4496,5057,2701,525,561
13700,4504,5071,2710,527,564
13725,4511,5083,2720,527,564
13750,4518,5097,2730,527,564
13775,4525,5106,2737,527,565
13800,4531,5113,2744,529,567
13825,4540,5123,2754,530,568
13850,4547,5133,2760,531,568
13875,4552,5144,2766,533,569
13900,4558,5157,2774,536,573
13925,4567,5168,2779,536,574
13950,4576,5178,2784,538,575
13975,4584,5185,2787,540,576
14000,4591,5198,2794,540,576
14025,4595,5208,2796,542,576
14050,4600,5219,2804,543,578
14075,4603,5224,2805,544,580
14100,4611,5241,2812,544,584
14125,4618,5250,2820,544,584
14150,4622,5259,2828,544,585
14175,4629,5272,2841,548,587
14200,4632,5282,2847,548,589
14225,4642,5295,2857,549,590
14250,4652,5305,2865,550,590
14275,4659,5317,2874,551,590
14300,4667,5327,2880,552,590
14325,4670,5335,2881,553,591
14350,4678,5346,2886,553,592
14375,4682,5354,2889,557,593
14400,4689,5364,2892,557,595
14425,4693,5369,2895,559,595
14450,4700,5382,2901,559,596
14475,4705,5391,2904,559,596
14500,4713,5401,2911,561,596
14525,4715,5406,2915,562,597
14550,4725,5418,2919,562,597
14575,4730,5426,2926,563,598
14600,4736,5441,2935,563,600
14625,4742,5451,2941,565,600
14650,4751,5464,2953,567,601
14675,4756,5475,2959,568,602
14700,4762,5486,2966,570,602
14725,4768,5499,2973,571,603
14750,4771,5507,2980,574,603
14775,4779,5522,2989,575,604
14800,4784,5534,2996,576,605
14825,4792,5542,3002,576,606
14850,4795,5554,3006,578,606
14875,4798,5568,3013,579,607
14900,4804,5578,3019,580,607
14925,4814,5591,3029,580,608
14950,4820,5600,3036,581,611
14975,4827,5608,3041,584,611
15000,4831,5620,3050,585,611
15025,4834,5631,3054,587,611
15050,4839,5645,3058,588,612
15075,4845,5653,3066,588,612
15100,4849,5660,3071,588,614
15125,4850,5673,3078,589,614
15150,4853,5679,3081,589,614
15175,4856,5687,3086,589,615
15200,4860,5695,3092,590,616
15225,4860,5707,3094,590,616
15250,4866,5712,3098,591,618
15275,4871,5720,3101,592,619
15300,4874,5733,3107,592,620
15325,4876,5743,3110,593,620
15350,4878,5749,3115,594,622
15375,4883,5761,3118,594,622
15400,4886,5773,3124,595,624
15425,4893,5780,3129,598,624
15450,4899,5790,3136,600,624
15475,4904,5797,3142,601,627
15500,4910,5804,3147,602,627
15525,4912,5814,3153,602,627
15550,4918,5825,3164,603,629
15575,4922,5833,3171,603,631
15600,4928,5842,3179,603,632
15625,4930,5852,3184,605,635
15650,4934,5864,3193,605,635
15675,4940,5873,3202,607,636
15700,4949,5887,3208,608,637
15725,4959,5901,3217,609,637
15750,4965,5912,3227,609,637
15775,4970,5923,3235,612,638
15800,4976,5930,3239,612,642
15825,4980,5936,3243,612,643
15850,4983,5946,3250,615,643
15875,4990,5957,3257,615,644
15900,4992,5963,3262,617,646
15925,4997,5972,3268,619,649
15950,4999,5978,3273,621,650
15975,5006,5984,3282,622,651
16000,5014,5994,3292,623,652
16025,5017,6003,3298,624,653
16050,5022,6015,3301,627,654
16075,5024,6022,3306,628,654
16100,5027,6032,3312,628,655
16125,5036,6045,3320,628,656
16150,5040,6053,3324,628,656
16175,5044,6064,3331,628,657
16200,5049,6076,3338,629,658
16225,5049,6081,3344,629,659
16250,5051,6091,3354,629,659
16275,5056,6102,3362,630,659
16300,5062,6112,3369,631,659
16325,5067,6119,3373,631,659
16350,5071,6125,3378,632,659
16375,5075,6135,3386,633,659
16400,5079,6143,3393,633,660
16425,5083,6153,3402,635,661
16450,5088,6161,3408,636,662
16475,5091,6169,3417,636,662
16500,5096,6178,3423,637,664
16525,5101,6189,3432,638,664
16550,5105,6204,3443,640,666
16575,5107,6214,3449,641,667
16600,5114,6224,3458,644,668
16625,5119,6235,3463,646,669
16650,5123,6243,3469,646,670
16675,5125,6257,3477,646,671
16700,5130,6271,3485,646,672
16725,5139,6282,3493,646,672
16750,5143,6291,3499,648,673
16775,5146,6304,3505,648,674
16800,5154,6312,3513,650,677
16825,5160,6321,3523,651,677
16850,5165,6330,3527,651,679
16875,5172,6346,3536,652,679
16900,5173,6352,3538,654,681
16925,5177,6360,3543,656,681
16950,5180,6367,3545,657,681
16975,5186,6378,3550,658,681
17000,5188,6386,3553,659,682
17025,5192,6397,3561,660,683
17050,5196,6404,3566,661,684
17075,5201,6412,3571,663,686
17100,5205,6423,3581,664,686
17125,5209,6430,3587,666,686
17150,5214,6441,3593,667,687
17175,5224,6455,3604,670,687
17200,5228,6466,3611,671,689
17225,5232,6477,3618,672,692
17250,5235,6484,3622,676,693
17275,5238,6494,3629,676,693
17300,5242,6507,3639,677,693
17325,5245,6517,3645,678,695
17350,5252,6525,3652,679,696
17375,5254,6538,3659,680,697
17400,5258,6552,3668,681,699
17425,5260,6559,3675,683,701
17450,5264,6571,3681,684,701
17475,5267,6576,3686,685,701
17500,5270,6587,3695,686,702
17525,5274,6601,3702,686,708
17550,5278,6611,3709,688,710
17575,5281,6623,3715,690,710
17600,5284,6630,3719,690,713
17625,5288,6639,3726,693,717
17650,5290,6644,3731,693,719
17675,5295,6655,3739,693,719
17700,5297,6662,3745,694,721
17725,5299,6672,3752,696,723
17750,5302,6679,3759,696,723
17775,5303,6683,3762,697,723
17800,5305,6689,3765,699,725
17825,5308,6701,3774,699,726
17850,5312,6715,3782,700,726
17875,5315,6725,3786,702,727
17900,5316,6735,3793,702,728
17925,5320,6746,3800,702,730
17950,5328,6756,3804,704,730
17975,5332,6766,3811,704,733
18000,5334,6774,3815,705,733
18025,5337,6782,3823,707,733
18050,5342,6792,3829,708,734
18075,5343,6807,3841,710,734
18100,5347,6815,3849,712,736
18125,5350,6828,3856,712,737
18150,5352,6837,3862,713,738
18175,5356,6850,3868,714,739
18200,5359,6857,3876,716,739
18225,5366,6863,3880,717,740
18250,5370,6876,3886,717,740
18275,5375,6887,3893,719,742
18300,5378,6896,3897,719,742
18325,5384,6902,3904,720,744
18350,5386,6913,3912,721,744
18375,5389,6923,3919,722,746
18400,5392,6930,3925,722,747
18425,5396,6938,3932,724,747
18450,5401,6948,3938,724,748
18475,5404,6957,3944,725,749
18500,5406,6966,3952,727,750
18525,5408,6970,3957,728,750
18550,5412,6973,3959,728,752
18575,5418,6982,3965,729,753
18600,5423,6991,3972,730,754
18625,5425,6997,3979,730,755
18650,5428,7006,3987,730,756
18675,5430,7012,3992,730,756
18700,5435,7024,4001,731,758
18725,5441,7034,4007,732,758
18750,5444,7042,4015,733,759
18775,5450,7055,4022,734,759
18800,5455,7062,4026,736,760
18825,5458,7072,4029,736,763
18850,5463,7082,4036,737,763
18875,5470,7091,4042,737,765
18900,5473,7101,4048,738,767
18925,5479,7108,4053,738,771
18950,5487,7120,4059,738,771
18975,5492,7135,4067,739,772
19000,5496,7144,4075,741,773
19025,5502,7155,4083,742,774
19050,5506,7164,4089,742,776
19075,5511,7174,4096,743,777
19100,5513,7185,4104,743,778
19125,5516,7194,4108,744,779
19150,5522,7205,4112,745,779
19175,5529,7217,4119,745,780
19200,5534,7226,4128,745,781
19225,5540,7234,4132,746,781
19250,5545,7244,4139,747,783
19275,5554,7255,4147,750,784
19300,5558,7265,4153,752,784
19325,5561,7270,4159,753,785
19350,5565,7279,4167,755,785
19375,5570,7290,4175,756,785
19400,5574,7301,4185,758,786
19425,5578,7306,4188,759,787
19450,5580,7319,4196,761,787
19475,5580,7330,4203,762,787
19500,5581,7341,4215,764,787
19525,5587,7352,4221,764,788
19550,5589,7361,4225,765,788
19575,5592,7371,4234,767,788
19600,5594,7378,4238,768,789
19625,5596,7389,4245,769,789
19650,5599,7398,4254,770,790
19675,5603,7408,4261,771,792
19700,5606,7419,4268,771,794
19725,5611,7432,4278,771,795
19750,5613,7440,4284,774,798
19775,5616,7453,4293,778,800
19800,5619,7461,4300,780,802
19825,5625,7471,4306,782,802
19850,5629,7485,4315,782,804
19875,5631,7496,4326,784,805
19900,5632,7505,4331,784,807
19925,5634,7514,4339,786,808
19950,5637,7526,4344,787,809
19975,5643,7540,4353,788,809
20000,5645,7551,4365,789,809
20025,5649,7562,4374,791,810
20050,5650,7570,4382,794,811
20075,5656,7580,4392,795,814
20100,5658,7590,4400,797,816
20125,5663,7599,4409,798,817
20150,5668,7608,4417,799,821
20175,5672,7616,4423,801,821
20200,5676,7622,4427,802,822
20225,5680,7629,4433,803,826
20250,5685,7641,4441,804,827
20275,5691,7650,4448,804,827
20300,5695,7655,4456,806,827
20325,5698,7662,4462,808,827
20350,5701,7671,4469,810,829
20375,5703,7677,4474,810,829
20400,5708,7685,4481,813,830
20425,5711,7693,4488,814,831
20450,5713,7700,4493,814,833
20475,5715,7710,4500,814,834
20500,5715,7719,4504,816,835
20525,5718,7729,4508,816,836
20550,5722,7739,4516,818,838
20575,5723,7748,4521,818,838
20600,5724,7756,4528,819,838
20625,5729,7763,4532,822,839
20650,5731,7768,4536,822,840
20675,5731,7776,4540,823,840
20700,5733,7784,4543,825,841
20725,5735,7795,4550,827,842
20750,5738,7801,4555,827,842
20775,5740,7810,4559,827,845
20800,5743,7817,4565,829,846
20825,5745,7825,4569,830,848
20850,5749,7836,4579,831,848
20875,5752,7840,4584,832,849
20900,5755,7845,4587,833,851
20925,5758,7854,4594,835,852
20950,5759,7863,4602,835,853
20975,5768,7876,4607,837,856
21000,5770,7887,4615,837,857
21025,5773,7901,4623,837,857
21050,5776,7906,4626,842,858
21075,5779,7913,4634,843,859
21100,5780,7916,4639,845,863
21125,5784,7926,4647,846,863
21150,5788,7931,4653,847,864
21175,5794,7939,4662,847,868
21200,5796,7947,4670,850,869
21225,5804,7960,4682,850,870
21250,5806,7969,4689,850,870
21275,5813,7978,4698,850,872
21300,5815,7981,4701,851,872
21325,5819,7989,4706,852,876
21350,5823,7997,4714,853,877
21375,5827,8004,4720,854,878
21400,5832,8013,4726,858,878
21425,5836,8023,4733,858,878
21450,5840,8034,4739,858,880
21475,5847,8045,4747,861,883
21500,5852,8053,4755,862,883
21525,5855,8062,4759,864,885
21550,5857,8071,4765,864,889
21575,5859,8078,4774,865,889
21600,5862,8086,4782,865,890
21625,5864,8095,4789,866,891
21650,5871,8104,4794,867,892
21675,5876,8112,4796,868,892
21700,5879,8121,4802,870,892
21725,5881,8130,4811,872,892
21750,5887,8145,4820,874,893
21775,5891,8155,4827,874,894
21800,5894,8168,4835,875,894
21825,5898,8177,4843,876,894
21850,5901,8188,4851,877,895
21875,5904,8195,4858,878,898
21900,5909,8204,4865,878,898
21925,5912,8210,4872,878,898
21950,5916,8216,4878,879,899
21975,5923,8227,4886,879,899
22000,5929,8234,4891,881,899
22025,5931,8241,4898,882,899
22050,5934,8249,4905,882,899
22075,5937,8255,4911,882,901
22100,5937,8260,4916,883,901
22125,5943,8267,4922,885,902
22150,5945,8276,4928,885,903
22175,5946,8281,4931,885,903
22200,5949,8289,4935,885,903
22225,5952,8298,4943,885,904
22250,5956,8308,4951,886,909
22275,5960,8317,4958,886,910
22300,5962,8325,4963,887,912
22325,5968,8334,4966,888,913
22350,5972,8339,4972,888,915
22375,5977,8343,4977,890,916
22400,5982,8352,4983,890,918
22425,5986,8360,4989,891,919
22450,5994,8371,4997,892,922
22475,5997,8381,5005,894,924
22500,5998,8389,5014,894,924
