Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified
3125,1349,427,361,107,113
3150,1359,433,367,108,116
3175,1373,439,371,108,117
3200,1386,444,379,108,118
3225,1400,451,382,111,118
3250,1414,455,383,111,120
3275,1421,459,387,112,120
3300,1432,463,391,112,120
3325,1441,470,392,112,121
3350,1450,475,397,112,121
3375,1459,481,399,114,121
3400,1470,485,401,115,123
3425,1481,489,403,116,125
3450,1491,496,405,117,126
3475,1499,500,406,117,126
3500,1512,507,412,118,127
3525,1522,511,417,120,127
3550,1532,517,422,120,127
3575,1544,527,424,121,127
3600,1553,535,427,124,128
3625,1563,540,431,124,129
3650,1572,545,433,124,130
3675,1583,548,435,124,131
3700,1595,555,439,125,132
3725,1607,561,445,125,132
3750,1616,565,448,126,132
3775,1628,569,451,128,133
3800,1639,575,456,128,134
3825,1650,579,460,129,136
3850,1661,585,465,131,137
3875,1678,592,468,134,139
3900,1692,600,470,134,142
3925,1705,603,472,136,142
3950,1717,610,474,138,143
3975,1729,620,480,139,144
4000,1742,631,483,141,144
4025,1755,636,487,142,147
4050,1765,641,489,143,148
4075,1773,648,491,145,148
4100,1781,653,493,146,148
4125,1792,659,497,146,149
4150,1804,663,500,146,149
4175,1813,669,505,147,150
4200,1822,679,507,147,153
4225,1828,682,510,147,154
4250,1837,690,514,148,154
4275,1844,698,518,148,154
4300,1850,703,521,148,154
4325,1857,712,526,149,156
4350,1865,716,528,150,156
4375,1875,724,531,150,156
4400,1884,728,535,152,156
4425,1890,731,539,153,157
4450,1897,737,544,153,158
4475,1905,740,547,154,160
4500,1916,743,551,154,160
4525,1926,749,556,155,162
4550,1941,758,562,156,162
4575,1945,765,567,156,163
4600,1955,772,570,156,164
4625,1964,783,578,158,168
4650,1970,786,580,158,169
4675,1982,789,583,159,169
4700,1989,794,588,161,169
4725,1994,799,592,163,170
4750,2001,808,595,163,171
4775,2010,814,600,164,171
4800,2016,819,603,167,174
4825,2026,825,606,167,175
4850,2032,831,607,168,175
4875,2042,837,609,169,175
4900,2052,843,612,170,175
4925,2063,851,614,171,176
4950,2073,859,618,171,177
4975,2079,864,621,172,178
5000,2089,871,624,172,181
5025,2097,875,626,178,181
5050,2110,883,631,185,181
5075,2117,890,636,191,183
5100,2126,897,636,195,184
5125,2137,907,638,202,184
5150,2146,918,644,208,185
5175,2158,920,645,211,186
5200,2168,927,650,219,187
5225,2176,932,654,224,189
5250,2184,941,655,232,190
5275,2193,945,657,237,190
5300,2203,951,658,242,190
5325,2213,959,660,249,191
5350,2221,967,664,256,191
5375,2229,973,665,264,191
5400,2243,984,669,273,191
5425,2251,994,675,280,192
5450,2263,1005,679,285,193
5475,2272,1013,683,294,194
5500,2286,1024,687,299,194
5525,2297,1036,690,303,194
5550,2306,1042,691,308,196
5575,2314,1049,695,313,197
5600,2322,1059,699,322,199
5625,2332,1068,700,325,200
5650,2340,1072,703,330,201
5675,2353,1080,711,341,201
5700,2361,1086,715,345,202
5725,2370,1090,717,350,205
5750,2377,1094,718,359,206
5775,2386,1101,721,366,208
5800,2394,1106,723,370,209
5825,2402,1110,727,377,209
5850,2407,1118,733,386,209
5875,2418,1124,734,393,209
5900,2431,1131,737,400,209
5925,2440,1140,743,406,209
5950,2449,1148,749,413,209
5975,2457,1158,756,421,210
6000,2468,1164,759,426,211
6025,2479,1169,762,430,212
6050,2490,1178,770,439,212
6075,2499,1184,773,446,213
6100,2509,1186,774,454,214
6125,2515,1193,779,465,214
6150,2527,1203,782,474,215
6175,2541,1210,786,484,215
6200,2551,1212,787,487,215
6225,2559,1221,791,493,218
6250,2568,1226,794,499,219
6275,2575,1235,801,510,220
6300,2586,1246,807,522,220
6325,2594,1248,809,526,222
6350,2602,1253,814,534,224
6375,2613,1262,818,545,224
6400,2621,1267,821,553,224
6425,2632,1276,825,561,226
6450,2642,1283,830,569,229
6475,2652,1293,836,580,230
6500,2664,1299,839,589,231
6525,2672,1306,842,593,234
6550,2684,1312,846,600,235
6575,2697,1316,850,607,235
6600,2707,1322,854,614,235
6625,2717,1329,861,620,236
6650,2727,1338,866,628,236
6675,2736,1342,868,635,236
6700,2744,1351,872,642,238
6725,2751,1353,877,653,239
6750,2760,1359,880,661,239
6775,2768,1365,882,668,240
6800,2779,1373,884,675,241
6825,2786,1378,888,685,242
6850,2792,1385,889,690,244
6875,2805,1392,892,698,247
6900,2819,1403,896,708,247
6925,2825,1408,900,718,249
6950,2838,1416,905,725,250
6975,2842,1424,906,733,250
7000,2851,1435,911,738,252
7025,2861,1443,916,742,253
7050,2870,1450,926,747,256
7075,2881,1459,928,753,256
7100,2892,1469,934,763,256
7125,2904,1478,937,767,256
7150,2912,1486,940,773,257
7175,2922,1494,946,780,257
7200,2933,1505,949,790,257
7225,2944,1516,954,793,258
7250,2956,1527,965,803,259
7275,2965,1539,972,813,261
7300,2979,1548,974,826,262
7325,2990,1557,977,835,262
7350,2997,1569,983,843,262
7375,3007,1575,988,850,262
7400,3017,1580,993,857,263
7425,3027,1585,993,863,263
7450,3037,1592,995,869,266
7475,3045,1599,999,880,267
7500,3052,1607,1003,886,268
7525,3061,1615,1007,892,269
7550,3071,1622,1012,900,270
7575,3082,1630,1017,906,270
7600,3093,1640,1020,914,271
7625,3104,1646,1024,928,272
7650,3111,1656,1028,935,273
7675,3121,1666,1032,941,274
7700,3132,1676,1035,948,274
7725,3143,1684,1041,953,275
7750,3154,1694,1048,961,276
7775,3160,1702,1052,968,279
7800,3165,1713,1059,979,279
7825,3172,1724,1066,989,280
7850,3182,1729,1069,995,281
7875,3193,1737,1076,1004,281
7900,3202,1746,1079,1012,283
7925,3209,1753,1082,1017,283
7950,3219,1759,1087,1027,284
7975,3228,1771,1094,1034,285
8000,3239,1779,1101,1042,287
8025,3247,1793,1107,1053,288
8050,3256,1803,1114,1062,288
8075,3262,1808,1117,1068,291
8100,3270,1814,1121,1072,291
8125,3279,1822,1125,1079,293
8150,3289,1827,1131,1086,294
8175,3297,1836,1138,1093,295
8200,3304,1842,1140,1102,297
8225,3316,1849,1143,1112,298
8250,3321,1858,1148,1120,300
8275,3332,1867,1154,1129,300
8300,3342,1877,1161,1133,301
8325,3347,1886,1166,1139,301
8350,3352,1893,1167,1144,302
8375,3361,1902,1174,1153,304
8400,3371,1913,1178,1165,304
8425,3380,1923,1185,1175,304
8450,3386,1929,1192,1180,305
8475,3395,1935,1195,1185,307
8500,3399,1945,1198,1192,309
8525,3408,1957,1208,1201,310
8550,3413,1965,1210,1206,310
8575,3421,1971,1216,1222,311
8600,3427,1975,1218,1231,311
8625,3434,1980,1221,1236,314
8650,3441,1985,1223,1249,314
8675,3451,1996,1230,1258,315
8700,3455,2003,1236,1265,316
8725,3463,2010,1239,1273,317
8750,3467,2019,1244,1282,318
8775,3473,2028,1249,1286,319
8800,3480,2036,1251,1292,319
8825,3487,2041,1255,1303,321
8850,3497,2051,1260,1313,321
8875,3505,2056,1264,1319,321
8900,3512,2063,1265,1326,322
8925,3520,2076,1272,1336,322
8950,3523,2083,1277,1340,323
8975,3536,2091,1281,1348,324
9000,3541,2103,1292,1360,327
9025,3547,2112,1295,1366,327
9050,3551,2119,1300,1372,329
9075,3558,2133,1309,1381,329
9100,3562,2140,1315,1388,330
9125,3575,2149,1320,1400,330
9150,3582,2158,1330,1409,331
9175,3586,2162,1335,1418,331
9200,3596,2168,1339,1427,332
9225,3598,2176,1343,1435,334
9250,3606,2183,1348,1443,336
9275,3612,2191,1352,1450,336
9300,3620,2197,1357,1457,336
9325,3628,2206,1361,1464,337
9350,3633,2213,1366,1469,337
9375,3640,2221,1370,1478,340
9400,3651,2229,1374,1488,345
9425,3662,2240,1378,1499,346
9450,3673,2249,1382,1509,347
9475,3680,2252,1386,1514,348
9500,3687,2262,1388,1526,349
9525,3695,2273,1393,1536,350
9550,3701,2286,1398,1545,352
9575,3707,2292,1402,1555,354
9600,3713,2304,1408,1563,355
9625,3724,2309,1411,1569,356
9650,3733,2321,1414,1582,358
9675,3739,2326,1418,1591,358
9700,3745,2335,1426,1600,361
9725,3753,2344,1428,1608,363
9750,3755,2354,1433,1617,365
9775,3762,2363,1438,1624,366
9800,3769,2372,1444,1631,366
9825,3775,2377,1447,1637,368
9850,3782,2387,1452,1641,369
9875,3789,2395,1455,1645,372
9900,3796,2406,1458,1656,376
9925,3803,2416,1462,1668,378
9950,3808,2428,1470,1678,380
9975,3814,2438,1472,1687,380
10000,3820,2447,1474,1695,381
10025,3828,2459,1482,1705,382
10050,3833,2465,1483,1713,383
10075,3838,2473,1486,1717,383
10100,3843,2479,1487,1727,383
10125,3851,2486,1490,1734,384
10150,3859,2498,1496,1744,384
10175,3866,2505,1501,1749,385
10200,3868,2513,1505,1755,386
10225,3875,2523,1514,1761,386
10250,3882,2532,1519,1768,388
10275,3888,2538,1520,1775,389
10300,3898,2548,1528,1783,390
10325,3903,2555,1531,1785,391
10350,3907,2560,1535,1792,392
10375,3910,2571,1543,1798,394
10400,3917,2582,1549,1804,394
10425,3922,2589,1554,1812,394
10450,3927,2595,1560,1821,395
10475,3936,2604,1564,1827,395
10500,3942,2614,1570,1832,398
10525,3951,2623,1575,1840,398
10550,3957,2632,1582,1851,399
10575,3962,2638,1587,1858,400
10600,3969,2648,1593,1864,402
10625,3976,2655,1595,1870,402
10650,3983,2661,1599,1877,403
10675,3992,2672,1607,1884,405
10700,3994,2679,1612,1891,406
10725,3999,2687,1618,1900,406
10750,4005,2693,1621,1907,407
10775,4014,2701,1627,1912,407
10800,4022,2711,1634,1923,410
10825,4030,2723,1643,1934,412
10850,4038,2731,1648,1941,412
10875,4047,2740,1657,1952,413
10900,4054,2750,1662,1960,415
10925,4060,2757,1665,1967,416
10950,4067,2765,1672,1976,418
10975,4077,2777,1675,1986,419
11000,4085,2790,1684,1992,420
11025,4089,2793,1686,1997,421
11050,4096,2802,1693,2004,421
11075,4103,2815,1698,2012,421
11100,4109,2822,1702,2020,422
11125,4110,2827,1708,2026,424
11150,4113,2831,1710,2030,424
11175,4116,2843,1717,2036,426
11200,4127,2851,1724,2046,428
11225,4135,2857,1729,2050,428
11250,4138,2861,1732,2053,428
11275,4146,2866,1735,2061,430
11300,4153,2877,1747,2068,430
11325,4163,2886,1754,2080,431
11350,4171,2894,1761,2086,432
11375,4178,2904,1766,2096,433
11400,4184,2910,1773,2105,433
11425,4190,2918,1776,2111,433
11450,4197,2928,1784,2119,435
11475,4204,2941,1789,2127,436
11500,4212,2951,1796,2133,437
11525,4217,2962,1807,2144,439
11550,4224,2970,1811,2150,440
11575,4229,2977,1817,2158,441
11600,4235,2987,1824,2163,441
11625,4242,2997,1831,2176,441
11650,4248,3004,1837,2186,442
11675,4253,3012,1845,2193,443
11700,4262,3016,1848,2198,443
11725,4269,3029,1853,2207,443
11750,4275,3038,1859,2215,443
11775,4285,3048,1864,2221,444
11800,4296,3057,1872,2227,445
11825,4304,3066,1878,2235,445
11850,4307,3073,1885,2241,445
11875,4312,3082,1894,2248,447
11900,4318,3092,1903,2258,449
11925,4322,3101,1910,2265,451
11950,4327,3109,1918,2272,451
11975,4336,3119,1927,2278,452
12000,4341,3123,1935,2284,452
12025,4346,3131,1942,2294,453
12050,4355,3136,1946,2301,453
12075,4359,3145,1956,2310,454
12100,4365,3156,1962,2318,456
12125,4369,3164,1968,2323,456
12150,4375,3172,1974,2331,459
12175,4381,3182,1982,2341,459
12200,4388,3189,1985,2346,460
12225,4392,3200,1992,2352,461
12250,4399,3210,1996,2361,462
12275,4404,3218,2000,2365,462
12300,4415,3232,2009,2376,464
12325,4425,3241,2015,2384,467
12350,4434,3250,2020,2394,467
12375,4440,3256,2024,2402,469
12400,4447,3266,2030,2412,470
12425,4453,3274,2032,2422,472
12450,4459,3279,2035,2424,473
12475,4470,3288,2038,2431,473
12500,4479,3298,2046,2438,474
12525,4489,3314,2055,2452,475
12550,4496,3319,2059,2457,475
12575,4498,3326,2065,2463,476
12600,4505,3336,2074,2471,479
12625,4515,3345,2079,2478,479
12650,4521,3357,2088,2486,479
12675,4530,3366,2096,2495,480
12700,4539,3376,2102,2505,482
12725,4546,3386,2108,2511,482
12750,4552,3394,2114,2517,484
12775,4557,3406,2124,2526,484
12800,4565,3418,2133,2535,484
12825,4572,3427,2137,2542,486
12850,4580,3442,2145,2554,487
12875,4585,3452,2147,2564,488
12900,4591,3458,2154,2568,488
12925,4597,3468,2161,2574,488
12950,4604,3474,2166,2584,489
12975,4610,3483,2171,2591,490
13000,4618,3495,2175,2600,495
13025,4623,3504,2181,2608,496
13050,4630,3514,2188,2616,496
13075,4639,3524,2194,2625,496
13100,4648,3534,2201,2637,499
13125,4656,3545,2205,2642,501
13150,4668,3552,2209,2649,502
13175,4675,3556,2214,2652,504
13200,4680,3567,2222,2658,504
13225,4686,3575,2229,2668,506
13250,4691,3580,2233,2675,506
13275,4698,3591,2240,2684,506
13300,4704,3602,2246,2693,507
13325,4707,3608,2249,2698,507
13350,4710,3616,2253,2705,507
13375,4713,3624,2259,2711,508
13400,4717,3632,2266,2717,508
13425,4723,3639,2271,2724,508
13450,4728,3645,2276,2732,508
13475,4735,3654,2283,2739,510
13500,4739,3665,2289,2744,513
13525,4747,3672,2296,2752,513
13550,4752,3678,2300,2759,516
13575,4758,3685,2306,2769,516
13600,4763,3692,2313,2778,516
13625,4768,3703,2324,2789,517
13650,4772,3711,2331,2799,518
13675,4777,3722,2341,2807,519
13700,4780,3728,2347,2812,519
13725,4785,3732,2349,2819,521
13750,4799,3748,2358,2833,522
13775,4808,3762,2369,2844,523
13800,4816,3772,2378,2854,524
13825,4818,3777,2384,2862,525
13850,4824,3784,2389,2864,527
13875,4826,3791,2394,2872,527
13900,4835,3801,2401,2881,530
13925,4837,3810,2406,2888,532
13950,4843,3816,2412,2895,532
13975,4852,3823,2416,2902,532
14000,4859,3830,2421,2910,532
14025,4867,3839,2428,2922,532
14050,4873,3846,2434,2930,532
14075,4881,3857,2440,2938,532
14100,4889,3868,2452,2947,532
14125,4896,3877,2458,2953,532
14150,4903,3884,2462,2960,533
14175,4911,3894,2472,2970,534
14200,4916,3905,2480,2976,535
14225,4923,3913,2483,2980,536
14250,4928,3921,2489,2989,537
14275,4936,3932,2496,2997,538
14300,4942,3938,2501,3001,539
14325,4948,3946,2507,3009,541
14350,4955,3951,2510,3017,542
14375,4962,3959,2514,3022,544
14400,4965,3967,2518,3030,544
14425,4971,3976,2524,3039,545
14450,4975,3982,2530,3044,545
14475,4978,3990,2535,3053,546
14500,4984,3998,2541,3061,546
14525,4987,4006,2550,3066,547
14550,4994,4015,2556,3075,548
14575,5001,4026,2563,3082,548
14600,5004,4035,2568,3089,552
14625,5009,4045,2574,3098,552
14650,5014,4052,2580,3103,553
14675,5018,4057,2582,3108,556
14700,5022,4069,2589,3118,556
14725,5027,4080,2597,3129,556
14750,5033,4090,2605,3137,556
14775,5038,4097,2609,3144,556
14800,5043,4104,2615,3153,557
14825,5049,4118,2624,3161,558
14850,5053,4127,2630,3167,560
14875,5060,4138,2639,3179,561
14900,5067,4148,2646,3185,561
14925,5074,4157,2655,3197,563
14950,5082,4166,2661,3204,563
14975,5088,4174,2670,3212,563
15000,5094,4177,2673,3214,564
15025,5096,4180,2675,3215,564
15050,5104,4189,2679,3224,564
15075,5111,4198,2685,3232,565
15100,5118,4205,2690,3237,566
15125,5122,4217,2699,3246,567
15150,5130,4224,2704,3251,567
15175,5135,4230,2709,3259,568
15200,5143,4239,2714,3270,568
15225,5148,4248,2719,3279,568
15250,5149,4254,2725,3282,571
15275,5156,4260,2732,3289,571
15300,5160,4266,2738,3299,573
15325,5166,4271,2741,3306,574
15350,5174,4279,2745,3315,574
15375,5181,4283,2748,3320,574
15400,5189,4295,2756,3329,574
15425,5194,4305,2761,3340,574
15450,5198,4318,2769,3347,577
15475,5206,4332,2775,3354,578
15500,5210,4338,2777,3362,578
15525,5217,4347,2783,3372,578
15550,5221,4356,2790,3379,579
15575,5225,4366,2797,3386,579
15600,5229,4369,2799,3390,580
15625,5233,4378,2806,3397,583
15650,5243,4389,2813,3405,585
15675,5248,4400,2816,3415,586
15700,5251,4406,2820,3421,586
15725,5256,4417,2824,3429,586
15750,5266,4428,2829,3437,589
15775,5272,4436,2840,3444,591
15800,5281,4443,2841,3454,594
15825,5288,4453,2847,3463,595
15850,5294,4463,2854,3471,596
15875,5300,4471,2860,3476,598
15900,5305,4479,2865,3483,600
15925,5310,4487,2871,3493,602
15950,5316,4496,2877,3504,603
15975,5323,4502,2880,3514,604
16000,5333,4515,2887,3524,606
16025,5336,4521,2892,3528,609
16050,5342,4531,2895,3539,613
16075,5349,4539,2902,3546,614
16100,5353,4549,2908,3555,616
16125,5357,4559,2914,3562,616
16150,5362,4568,2922,3568,618
16175,5367,4572,2927,3573,620
16200,5373,4581,2932,3579,620
16225,5377,4589,2938,3588,621
16250,5385,4602,2948,3600,622
16275,5392,4607,2954,3604,622
16300,5396,4617,2959,3611,625
16325,5404,4628,2967,3618,625
16350,5407,4635,2971,3624,626
16375,5412,4645,2976,3631,627
16400,5416,4651,2979,3639,628
16425,5421,4655,2982,3644,628
16450,5426,4662,2988,3651,629
16475,5430,4671,2995,3660,632
16500,5434,4680,3001,3667,632
16525,5442,4692,3008,3679,632
16550,5444,4696,3012,3685,634
16575,5450,4707,3019,3695,636
16600,5454,4718,3026,3704,641
16625,5459,4728,3034,3712,641
16650,5462,4734,3039,3720,642
16675,5467,4747,3049,3728,643
16700,5473,4760,3056,3735,646
16725,5480,4768,3063,3739,647
16750,5481,4773,3067,3744,647
16775,5488,4787,3078,3758,647
16800,5491,4797,3083,3767,647
16825,5499,4805,3088,3776,647
16850,5503,4815,3092,3782,647
16875,5508,4822,3097,3786,648
16900,5516,4831,3107,3792,650
16925,5523,4841,3115,3800,653
16950,5527,4848,3117,3807,653
16975,5533,4857,3121,3815,653
17000,5541,4862,3124,3821,654
17025,5550,4873,3129,3828,656
17050,5553,4879,3133,3834,657
17075,5556,4884,3138,3841,659
17100,5561,4893,3148,3849,659
17125,5564,4902,3156,3858,660
17150,5569,4913,3168,3867,660
17175,5570,4920,3173,3871,661
17200,5573,4927,3180,3878,662
17225,5577,4936,3186,3888,663
17250,5586,4947,3194,3896,663
17275,5589,4954,3198,3900,664
17300,5594,4962,3205,3904,665
17325,5601,4973,3214,3913,666
17350,5609,4989,3223,3926,668
17375,5612,4996,3227,3937,669
17400,5617,5001,3232,3941,670
17425,5623,5010,3240,3946,671
17450,5627,5017,3244,3953,672
17475,5632,5023,3246,3961,672
17500,5634,5032,3255,3969,672
17525,5639,5039,3263,3977,672
17550,5643,5046,3267,3982,672
17575,5647,5052,3270,3987,672
17600,5654,5057,3275,3992,674
17625,5661,5068,3281,4001,676
17650,5669,5077,3285,4009,676
17675,5672,5083,3291,4016,676
17700,5675,5092,3296,4024,679
17725,5678,5099,3299,4035,680
17750,5682,5109,3304,4042,682
17775,5686,5119,3311,4049,682
17800,5697,5130,3318,4059,683
17825,5701,5139,3323,4066,683
17850,5706,5146,3328,4072,683
17875,5712,5156,3333,4077,683
17900,5717,5166,3339,4083,684
17925,5722,5172,3344,4088,684
17950,5728,5179,3346,4095,685
17975,5733,5191,3352,4105,686
18000,5735,5196,3357,4111,687
18025,5743,5202,3360,4117,689
18050,5748,5211,3364,4123,691
18075,5756,5221,3371,4130,692
18100,5763,5232,3381,4139,693
18125,5768,5237,3385,4143,694
18150,5771,5246,3391,4150,695
18175,5775,5256,3400,4161,698
18200,5776,5262,3404,4168,700
18225,5779,5268,3412,4174,702
18250,5782,5275,3418,4182,703
18275,5784,5285,3423,4194,703
18300,5788,5296,3427,4203,704
18325,5795,5305,3433,4211,705
18350,5801,5313,3435,4220,706
18375,5806,5319,3441,4224,706
18400,5812,5323,3444,4231,707
18425,5817,5330,3449,4236,708
18450,5821,5336,3455,4242,710
18475,5826,5343,3458,4246,710
18500,5832,5350,3462,4250,711
18525,5836,5358,3467,4253,712
18550,5841,5363,3470,4259,714
18575,5846,5373,3477,4266,714
18600,5851,5379,3482,4269,715
18625,5857,5388,3490,4277,715
18650,5862,5396,3495,4284,717
18675,5869,5404,3500,4293,717
18700,5872,5411,3506,4298,718
18725,5874,5414,3510,4302,718
18750,5878,5423,3517,4308,718
18775,5883,5429,3520,4312,719
18800,5889,5436,3525,4320,720
18825,5895,5446,3531,4330,723
18850,5902,5454,3535,4334,724
18875,5908,5465,3544,4346,725
18900,5915,5472,3547,4351,726
18925,5917,5480,3553,4358,726
18950,5921,5486,3557,4363,726
18975,5930,5498,3567,4376,728
19000,5934,5501,3568,4378,730
19025,5938,5505,3571,4383,731
19050,5944,5512,3577,4391,731
19075,5949,5520,3583,4399,732
19100,5952,5526,3587,4405,734
19125,5955,5532,3589,4413,736
19150,5962,5539,3593,4421,736
19175,5969,5547,3598,4431,737
19200,5975,5552,3601,4434,739
19225,5977,5563,3611,4443,739
19250,5983,5570,3613,4447,740
19275,5990,5579,3621,4453,742
19300,5993,5585,3626,4458,742
19325,5996,5592,3629,4461,742
19350,6003,5606,3636,4473,742
19375,6005,5613,3641,4479,744
19400,6009,5618,3644,4484,745
19425,6014,5626,3649,4489,745
19450,6020,5638,3659,4495,745
19475,6026,5649,3667,4503,746
19500,6031,5652,3672,4507,748
19525,6035,5659,3679,4513,749
19550,6042,5666,3687,4518,751
19575,6051,5677,3695,4526,752
19600,6055,5684,3701,4533,752
19625,6060,5698,3712,4543,752
19650,6068,5708,3717,4553,753
19675,6078,5718,3725,4561,753
19700,6083,5726,3728,4566,754
19725,6088,5735,3737,4571,755
19750,6093,5744,3744,4581,757
19775,6100,5748,3747,4586,758
19800,6102,5760,3754,4596,763
19825,6109,5772,3763,4603,764
19850,6113,5782,3771,4609,769
19875,6117,5787,3774,4616,770
19900,6124,5795,3781,4622,770
19925,6129,5804,3787,4628,772
19950,6134,5815,3796,4637,774
19975,6139,5823,3801,4643,774
20000,6141,5833,3807,4650,774
20025,6143,5839,3813,4659,774
20050,6151,5848,3819,4667,775
20075,6153,5857,3825,4673,778
20100,6158,5861,3828,4678,779
20125,6160,5868,3833,4682,779
20150,6164,5879,3839,4690,779
20175,6170,5886,3846,4695,780
20200,6173,5896,3851,4703,782
20225,6178,5903,3856,4709,784
20250,6181,5907,3859,4714,785
20275,6186,5914,3864,4722,785
20300,6188,5918,3866,4724,785
20325,6192,5927,3875,4731,786
20350,6198,5933,3877,4741,786
20375,6206,5946,3886,4754,789
20400,6209,5952,3892,4756,792
20425,6214,5956,3895,4761,793
20450,6216,5963,3899,4769,794
20475,6220,5971,3906,4775,795
20500,6221,5982,3914,4783,797
20525,6225,5992,3922,4794,797
20550,6228,5997,3925,4802,797
20575,6233,6003,3929,4807,799
20600,6239,6017,3939,4820,803
20625,6243,6024,3943,4828,805
20650,6247,6036,3951,4837,805
20675,6248,6045,3959,4843,806
20700,6250,6058,3969,4852,806
20725,6253,6066,3977,4861,806
20750,6256,6075,3984,4870,808
20775,6260,6082,3986,4878,809
20800,6264,6085,3989,4881,812
20825,6266,6098,3997,4892,812
20850,6269,6106,4001,4899,813
20875,6273,6116,4009,4910,813
20900,6276,6125,4014,4920,814
20925,6280,6135,4021,4925,815
20950,6285,6146,4028,4934,815
20975,6291,6155,4033,4941,817
21000,6292,6159,4036,4948,818
21025,6299,6169,4044,4955,819
21050,6302,6180,4051,4962,819
21075,6306,6188,4054,4968,820
21100,6311,6204,4063,4978,821
21125,6321,6213,4072,4987,822
21150,6328,6218,4075,4993,826
21175,6333,6227,4083,5003,827
21200,6337,6232,4086,5007,827
21225,6338,6242,4094,5014,827
21250,6346,6252,4101,5024,829
21275,6352,6263,4104,5033,829
21300,6357,6270,4109,5042,830
21325,6360,6277,4116,5047,830
21350,6364,6286,4120,5055,830
21375,6369,6302,4132,5065,833
21400,6376,6314,4141,5078,834
21425,6379,6324,4150,5088,835
21450,6387,6332,4157,5096,837
21475,6391,6342,4164,5103,838
21500,6397,6352,4173,5111,840
21525,6405,6360,4180,5117,841
21550,6409,6366,4185,5122,842
21575,6415,6379,4196,5130,844
21600,6419,6388,4208,5142,844
21625,6426,6401,4219,5150,844
21650,6428,6409,4224,5158,847
21675,6436,6418,4231,5163,847
21700,6439,6424,4239,5171,847
21725,6441,6431,4244,5177,848
21750,6445,6441,4251,5187,849
21775,6449,6453,4260,5194,849
21800,6455,6462,4267,5200,850
