Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified
21600,5862,7353,4782,5705,830
21625,5864,7360,4789,5709,831
21650,5871,7368,4794,5714,835
21675,5876,7373,4796,5717,836
21700,5879,7382,4802,5722,836
21725,5881,7391,4811,5728,836
21750,5887,7406,4820,5740,836
21775,5891,7416,4827,5750,837
21800,5894,7428,4835,5757,838
21825,5898,7438,4843,5762,838
21850,5901,7449,4851,5774,840
21875,5904,7455,4858,5779,845
21900,5909,7464,4865,5785,846
21925,5912,7472,4872,5791,846
21950,5916,7477,4878,5796,848
21975,5923,7487,4886,5805,849
22000,5929,7494,4891,5810,849
22025,5931,7500,4898,5818,850
22050,5934,7505,4905,5824,851
22075,5937,7511,4911,5827,851
22100,5937,7515,4916,5833,852
22125,5943,7520,4922,5837,853
22150,5945,7528,4928,5844,854
22175,5946,7533,4931,5850,854
22200,5949,7541,4935,5853,854
22225,5952,7550,4943,5858,857
22250,5956,7559,4951,5865,857
22275,5960,7566,4958,5871,857
22300,5962,7572,4963,5878,859
22325,5968,7578,4966,5884,860
22350,5972,7584,4972,5889,861
22375,5977,7588,4977,5891,863
22400,5982,7597,4983,5897,864
22425,5986,7606,4989,5903,865
22450,5994,7617,4997,5912,866
22475,5997,7626,5005,5920,866
22500,5998,7635,5014,5928,866
22525,6002,7646,5022,5937,866
22550,6007,7659,5032,5946,867
22575,6011,7666,5037,5950,867
22600,6015,7677,5044,5956,869
22625,6023,7687,5051,5965,870
22650,6030,7695,5058,5970,872
22675,6033,7700,5064,5975,872
22700,6037,7706,5068,5979,872
22725,6038,7715,5075,5983,872
22750,6042,7724,5084,5990,873
22775,6043,7730,5090,5996,873
22800,6048,7739,5095,6001,875
22825,6052,7746,5098,6004,875
22850,6057,7755,5108,6012,876
22875,6061,7763,5115,6018,876
22900,6063,7772,5120,6024,877
22925,6065,7776,5124,6029,879
22950,6070,7786,5135,6041,881
22975,6077,7800,5148,6053,882
23000,6083,7807,5154,6060,883
23025,6088,7817,5165,6068,885
23050,6092,7823,5170,6071,885
23075,6095,7834,5182,6075,886
23100,6097,7843,5191,6084,887
23125,6100,7850,5196,6089,887
23150,6100,7857,5204,6093,887
23175,6105,7872,5213,6098,887
23200,6107,7880,5219,6104,887
23225,6108,7885,5224,6109,888
23250,6110,7891,5230,6113,890
23275,6112,7900,5237,6121,890
23300,6115,7908,5242,6125,893
23325,6118,7912,5246,6126,895
23350,6123,7921,5256,6130,896
23375,6128,7929,5261,6136,898
23400,6128,7935,5265,6138,903
23425,6132,7939,5269,6142,905
23450,6134,7952,5277,6152,907
23475,6136,7960,5283,6159,907
23500,6140,7966,5289,6161,910
23525,6143,7976,5295,6166,911
23550,6145,7981,5302,6170,912
23575,6148,7987,5308,6172,912
23600,6152,7996,5315,6181,912
23625,6155,8004,5323,6187,913
23650,6161,8018,5337,6193,916
23675,6164,8023,5341,6198,919
23700,6166,8029,5348,6203,920
23725,6171,8040,5358,6211,921
23750,6173,8046,5361,6218,921
23775,6176,8055,5367,6222,923
23800,6179,8064,5374,6228,923
23825,6182,8074,5378,6235,923
23850,6186,8091,5391,6247,924
23875,6189,8100,5398,6257,925
23900,6194,8108,5407,6265,928
23925,6196,8112,5411,6268,929
23950,6197,8117,5415,6270,931
23975,6200,8124,5424,6275,931
24000,6203,8131,5429,6278,932
24025,6205,8137,5435,6281,934
24050,6207,8145,5442,6287,936
24075,6209,8154,5448,6290,937
24100,6212,8163,5454,6295,937
24125,6215,8170,5460,6302,938
24150,6215,8178,5466,6309,939
24175,6216,8186,5472,6314,939
24200,6217,8193,5479,6322,939
24225,6219,8199,5485,6326,939
24250,6221,8207,5489,6329,940
24275,6225,8217,5497,6336,941
24300,6228,8224,5504,6340,943
24325,6229,8234,5514,6347,945
24350,6231,8242,5520,6355,945
24375,6236,8251,5528,6363,945
24400,6237,8260,5534,6369,945
24425,6242,8272,5542,6375,947
24450,6246,8277,5546,6379,948
24475,6247,8281,5551,6383,949
24500,6249,8289,5558,6389,951
24525,6251,8294,5560,6392,952
24550,6252,8302,5568,6397,953
24575,6255,8312,5578,6404,953
24600,6257,8323,5589,6414,954
24625,6260,8332,5595,6420,956
24650,6263,8339,5599,6426,956
24675,6265,8350,5607,6431,959
24700,6269,8360,5615,6436,961
24725,6273,8369,5626,6445,963
24750,6277,8380,5632,6449,964
24775,6281,8389,5639,6455,965
24800,6283,8397,5649,6463,965
24825,6285,8405,5657,6468,965
24850,6287,8415,5668,6475,967
24875,6287,8419,5671,6479,969
24900,6289,8428,5679,6484,970
24925,6293,8440,5689,6494,970
24950,6298,8451,5699,6499,971
24975,6300,8459,5707,6505,972
25000,6307,8467,5714,6513,972
25025,6311,8473,5720,6517,973
25050,6316,8482,5730,6528,973
25075,6320,8495,5742,6536,974
25100,6323,8503,5748,6543,975
25125,6326,8510,5753,6549,975
25150,6329,8520,5759,6557,975
25175,6334,8528,5765,6567,975
25200,6338,8541,5777,6575,976
25225,6339,8549,5783,6581,978
25250,6341,8558,5790,6584,978
25275,6345,8567,5798,6591,980
25300,6349,8574,5805,6598,981
25325,6353,8584,5812,6602,982
25350,6359,8593,5819,6610,984
25375,6365,8601,5826,6616,985
25400,6368,8607,5832,6619,987
25425,6374,8616,5840,6624,989
25450,6379,8627,5851,6632,989
25475,6380,8632,5855,6636,991
25500,6382,8636,5858,6638,992
25525,6385,8640,5862,6644,992
25550,6389,8650,5871,6649,994
25575,6396,8659,5881,6660,995
25600,6402,8666,5886,6666,996
25625,6406,8674,5893,6672,996
25650,6409,8685,5901,6680,997
25675,6416,8696,5912,6690,997
25700,6422,8703,5919,6695,997
25725,6424,8709,5922,6698,999
25750,6431,8717,5927,6703,1000
25775,6436,8724,5934,6711,1001
25800,6438,8732,5941,6717,1002
25825,6440,8736,5946,6721,1002
25850,6442,8740,5952,6723,1003
25875,6446,8750,5960,6732,1004
25900,6451,8755,5964,6737,1005
25925,6453,8763,5967,6740,1005
25950,6458,8774,5978,6749,1007
25975,6467,8785,5990,6758,1007
26000,6473,8794,5998,6766,1008
26025,6478,8801,6003,6775,1010
26050,6483,8809,6009,6782,1012
26075,6489,8812,6015,6788,1012
26100,6492,8821,6022,6794,1014
26125,6495,8827,6028,6797,1014
26150,6497,8833,6033,6799,1017
26175,6498,8839,6037,6801,1020
26200,6503,8849,6044,6808,1021
26225,6505,8858,6049,6813,1021
26250,6508,8866,6056,6816,1022
26275,6513,8877,6065,6824,1024
26300,6516,8882,6070,6827,1025
26325,6520,8892,6077,6834,1027
26350,6523,8898,6082,6843,1028
26375,6526,8906,6086,6847,1030
26400,6529,8914,6093,6852,1031
26425,6530,8922,6099,6857,1031
26450,6532,8930,6103,6861,1033
26475,6534,8942,6109,6868,1033
26500,6536,8950,6116,6874,1035
26525,6539,8955,6118,6879,1035
26550,6542,8962,6124,6884,1038
26575,6546,8972,6133,6890,1041
26600,6548,8982,6140,6897,1041
26625,6551,8994,6149,6904,1043
26650,6553,9001,6156,6911,1043
26675,6557,9010,6160,6915,1043
26700,6560,9016,6162,6919,1043
26725,6564,9025,6169,6926,1043
26750,6568,9033,6176,6932,1046
26775,6571,9042,6185,6936,1046
26800,6575,9048,6190,6939,1047
26825,6579,9056,6194,6945,1049
26850,6583,9065,6202,6954,1049
26875,6585,9075,6208,6957,1049
26900,6591,9086,6218,6964,1049
26925,6595,9095,6224,6969,1050
26950,6600,9101,6230,6973,1051
26975,6604,9111,6240,6981,1051
27000,6606,9119,6248,6985,1053
27025,6609,9130,6259,6994,1053
27050,6616,9142,6270,6997,1053
27075,6619,9151,6278,7004,1053
27100,6621,9157,6285,7007,1055
27125,6623,9168,6295,7013,1057
27150,6627,9176,6303,7022,1057
27175,6631,9184,6312,7027,1059
27200,6633,9190,6317,7031,1060
27225,6637,9196,6323,7037,1061
27250,6638,9199,6327,7040,1061
27275,6642,9206,6333,7043,1061
27300,6645,9211,6337,7049,1062
27325,6651,9220,6343,7057,1063
27350,6653,9228,6350,7063,1063
27375,6658,9240,6359,7070,1065
27400,6663,9252,6364,7076,1066
27425,6665,9261,6370,7081,1067
27450,6670,9268,6375,7086,1068
27475,6674,9280,6387,7091,1068
27500,6677,9290,6398,7096,1070
27525,6680,9294,6402,7100,1072
27550,6681,9305,6410,7106,1072
27575,6683,9312,6417,7109,1072
27600,6685,9317,6421,7113,1072
27625,6692,9329,6431,7120,1073
27650,6698,9337,6438,7124,1075
27675,6707,9350,6448,7128,1077
27700,6712,9358,6453,7135,1078
27725,6717,9365,6457,7138,1081
27750,6720,9374,6461,7143,1083
27775,6720,9383,6467,7147,1083
27800,6723,9391,6473,7155,1087
27825,6726,9400,6481,7165,1087
27850,6729,9407,6487,7169,1088
27875,6733,9416,6494,7173,1089
27900,6738,9428,6503,7184,1089
27925,6743,9436,6510,7188,1089
27950,6746,9447,6521,7197,1089
27975,6750,9456,6528,7205,1089
28000,6755,9465,6535,7212,1094
28025,6756,9472,6541,7216,1094
28050,6761,9479,6547,7222,1094
28075,6769,9486,6551,7230,1096
28100,6774,9491,6557,7234,1096
28125,6778,9497,6562,7237,1096
28150,6782,9504,6568,7245,1096
28175,6788,9511,6575,7254,1097
28200,6790,9519,6583,7263,1097
28225,6790,9528,6587,7267,1097
28250,6794,9534,6593,7272,1098
28275,6796,9541,6597,7276,1098
28300,6800,9546,6600,7280,1100
28325,6802,9550,6604,7284,1102
28350,6802,9559,6613,7290,1103
28375,6806,9567,6617,7297,1106
28400,6810,9576,6623,7303,1107
28425,6815,9584,6632,7308,1110
28450,6817,9594,6640,7314,1110
28475,6820,9602,6649,7320,1111
28500,6822,9611,6657,7327,1112
28525,6823,9617,6663,7334,1113
28550,6828,9627,6673,7344,1115
28575,6831,9636,6681,7350,1115
28600,6835,9643,6688,7354,1116
28625,6836,9650,6694,7356,1117
28650,6838,9655,6698,7362,1117
28675,6839,9664,6706,7368,1121
28700,6842,9674,6714,7375,1121
28725,6842,9681,6720,7381,1121
28750,6845,9690,6728,7389,1124
28775,6847,9697,6734,7395,1124
28800,6849,9708,6743,7401,1124
28825,6851,9716,6750,7406,1126
28850,6854,9723,6755,7414,1129
28875,6859,9730,6761,7419,1131
28900,6864,9740,6773,7429,1131
28925,6867,9744,6777,7432,1132
28950,6869,9754,6786,7438,1134
28975,6873,9763,6793,7442,1137
29000,6874,9772,6801,7446,1137
29025,6876,9781,6808,7452,1139
29050,6881,9792,6819,7463,1139
29075,6887,9800,6827,7469,1143
29100,6891,9811,6837,7475,1143
29125,6895,9818,6844,7480,1144
29150,6899,9824,6850,7485,1144
29175,6906,9838,6861,7493,1144
29200,6912,9849,6871,7498,1147
29225,6917,9858,6880,7506,1149
29250,6923,9870,6891,7517,1149
29275,6929,9884,6908,7528,1151
29300,6935,9895,6920,7537,1152
29325,6943,9907,6935,7548,1152
29350,6950,9917,6944,7558,1152
29375,6956,9925,6949,7564,1154
29400,6960,9932,6956,7571,1156
29425,6964,9943,6966,7578,1156
29450,6966,9951,6977,7585,1157
29475,6969,9956,6982,7590,1158
29500,6974,9965,6990,7598,1158
29525,6977,9973,6999,7606,1159
29550,6982,9979,7004,7615,1161
29575,6989,9987,7011,7622,1163
29600,6994,9995,7019,7628,1167
29625,6997,10005,7027,7637,1167
29650,7001,10012,7035,7644,1168
29675,7004,10027,7049,7656,1168
29700,7008,10038,7057,7663,1168
29725,7013,10047,7067,7671,1169
29750,7017,10051,7072,7677,1170
29775,7019,10059,7081,7681,1171
29800,7022,10063,7086,7682,1172
29825,7026,10068,7090,7687,1177
29850,7031,10079,7100,7692,1178
29875,7037,10090,7108,7698,1179
29900,7040,10098,7113,7704,1180
29925,7041,10104,7120,7710,1181
29950,7047,10112,7128,7716,1181
29975,7053,10120,7137,7723,1183
30000,7057,10132,7148,7728,1183
30025,7062,10145,7160,7735,1185
30050,7070,10161,7175,7745,1185
30075,7078,10166,7182,7752,1185
30100,7086,10177,7191,7761,1186
30125,7089,10186,7199,7768,1187
30150,7096,10197,7211,7781,1187
30175,7101,10207,7219,7793,1187
30200,7105,10217,7227,7799,1189
30225,7107,10228,7238,7810,1189
30250,7112,10239,7246,7817,1189
30275,7117,10246,7253,7827,1189
30300,7125,10258,7264,7837,1191
30325,7128,10267,7274,7846,1192
30350,7132,10274,7281,7852,1195
30375,7139,10286,7293,7861,1196
30400,7143,10293,7298,7865,1197
30425,7147,10307,7312,7880,1198
30450,7156,10317,7323,7892,1198
30475,7159,10325,7333,7893,1199
30500,7160,10340,7343,7898,1200
30525,7163,10350,7351,7903,1200
30550,7168,10357,7353,7907,1201
30575,7174,10363,7361,7913,1203
30600,7176,10373,7371,7920,1205
30625,7186,10385,7384,7932,1207
30650,7189,10394,7394,7935,1210
30675,7197,10407,7409,7945,1211
30700,7205,10419,7424,7950,1212
30725,7212,10430,7436,7962,1214
30750,7221,10445,7449,7977,1214
30775,7225,10457,7456,7983,1215
30800,7229,10468,7467,7990,1216
30825,7235,10479,7478,8001,1216
30850,7237,10488,7488,8007,1216
30875,7242,10493,7494,8009,1217
30900,7248,10503,7504,8016,1217
30925,7254,10511,7511,8021,1218
30950,7257,10522,7523,8029,1220
30975,7262,10530,7530,8036,1223
31000,7269,10538,7538,8043,1224
31025,7272,10548,7546,8051,1224
31050,7278,10557,7555,8058,1226
31075,7281,10565,7565,8066,1227
31100,7286,10578,7577,8073,1228
31125,7294,10587,7584,8081,1232
31150,7299,10597,7591,8091,1235
31175,7303,10606,7597,8099,1236
31200,7307,10614,7603,8103,1238
31225,7311,10625,7614,8112,1239
31250,7312,10635,7624,8123,1239
31275,7314,10645,7635,8131,1239
31300,7317,10652,7642,8137,1240
31325,7319,10663,7652,8145,1240
31350,7320,10674,7662,8154,1241
31375,7323,10685,7673,8162,1242
31400,7330,10693,7682,8172,1243
31425,7335,10705,7693,8181,1245
31450,7338,10707,7695,8185,1246
31475,7342,10717,7704,8199,1246
31500,7347,10731,7716,8211,1249
31525,7348,10733,7720,8216,1249
31550,7351,10739,7726,8220,1249
31575,7359,10748,7737,8228,1250
31600,7362,10758,7748,8238,1251
31625,7365,10766,7756,8245,1252
31650,7371,10779,7768,8258,1252
31675,7380,10795,7782,8274,1254
31700,7383,10802,7787,8279,1255
31725,7384,10808,7793,8286,1255
31750,7393,10818,7803,8296,1255
31775,7396,10836,7819,8306,1255
31800,7398,10840,7825,8313,1256
31825,7400,10848,7834,8320,1256
31850,7405,10859,7846,8327,1256
31875,7408,10871,7859,8341,1257
31900,7412,10883,7869,8350,1258
31925,7415,10893,7881,8358,1259
31950,7421,10901,7888,8365,1261
31975,7424,10908,7897,8372,1262
32000,7428,10915,7905,8374,1262
32025,7431,10924,7914,8379,1263
32050,7433,10935,7923,8387,1263
32075,7437,10942,7928,8393,1266
32100,7441,10948,7934,8404,1266
32125,7444,10958,7939,8412,1267
32150,7447,10964,7944,8415,1268
32175,7448,10970,7951,8420,1269
32200,7453,10983,7963,8429,1271
32225,7456,10989,7968,8434,1273
32250,7459,10995,7973,8439,1274
32275,7465,11000,7979,8447,1276
32300,7469,11009,7990,8455,1278
32325,7472,11014,7997,8462,1280
32350,7475,11016,8003,8467,1280
32375,7479,11021,8008,8472,1284
32400,7484,11026,8013,8479,1285
32425,7484,11035,8019,8485,1285
32450,7488,11040,8025,8494,1287
32475,7496,11047,8032,8505,1288
32500,7498,11055,8038,8513,1291
32525,7502,11063,8046,8521,1293
32550,7508,11073,8057,8531,1295
32575,7515,11084,8069,8539,1297
32600,7523,11096,8080,8552,1297
32625,7533,11106,8091,8564,1298
32650,7537,11120,8101,8575,1298
32675,7540,11129,8112,8582,1298
32700,7542,11135,8118,8588,1299
32725,7542,11147,8128,8595,1299
32750,7545,11159,8140,8603,1299
32775,7548,11163,8143,8607,1299
32800,7552,11173,8150,8613,1301
32825,7557,11182,8156,8619,1303
32850,7563,11197,8169,8635,1305
32875,7566,11206,8176,8644,1306
32900,7570,11219,8190,8655,1307
32925,7572,11227,8200,8661,1309
32950,7573,11230,8202,8663,1311
32975,7576,11237,8204,8669,1312
33000,7581,11246,8208,8675,1315
33025,7588,11261,8219,8685,1318
33050,7594,11275,8230,8693,1318
33075,7595,11284,8236,8699,1318
33100,7599,11294,8244,8706,1319
33125,7601,11304,8254,8710,1319
33150,7606,11314,8261,8715,1319
33175,7613,11329,8276,8726,1322
33200,7617,11340,8287,8735,1322
33225,7620,11345,8293,8740,1325
33250,7625,11357,8301,8748,1326
33275,7631,11371,8313,8761,1329
33300,7633,11385,8325,8769,1331
33325,7636,11406,8344,8786,1331
33350,7639,11420,8355,8798,1332
33375,7644,11432,8366,8809,1333
33400,7648,11446,8381,8823,1333
33425,7652,11456,8390,8830,1335
33450,7658,11467,8401,8841,1336
33475,7663,11478,8412,8850,1337
33500,7666,11486,8417,8855,1337
33525,7669,11491,8420,8856,1338
33550,7669,11499,8429,8866,1339
33575,7670,11510,8438,8875,1339
33600,7673,11518,8445,8882,1341
33625,7675,11525,8452,8885,1341
33650,7678,11537,8463,8895,1341
33675,7680,11539,8465,8900,1341
33700,7681,11543,8469,8901,1341
33725,7684,11551,8476,8908,1341
33750,7691,11560,8485,8916,1341
33775,7694,11569,8493,8923,1343
33800,7695,11579,8501,8930,1344
33825,7698,11587,8509,8936,1348
33850,7703,11599,8521,8946,1349
33875,7709,11610,8531,8952,1350
33900,7714,11617,8537,8962,1352
33925,7719,11627,8544,8968,1355
33950,7723,11632,8548,8972,1356
33975,7727,11639,8554,8978,1358
34000,7734,11649,8562,8985,1360
34025,7737,11659,8572,8992,1362
34050,7742,11671,8583,9000,1365
34075,7744,11678,8589,9008,1366
34100,7744,11689,8597,9016,1368
34125,7746,11694,8602,9019,1369
34150,7749,11697,8605,9020,1370
34175,7750,11700,8610,9022,1370
34200,7753,11706,8616,9027,1372
34225,7755,11710,8622,9031,1373
34250,7758,11715,8627,9038,1373
34275,7759,11719,8632,9043,1376
34300,7760,11723,8634,9045,1376
34325,7760,11729,8640,9050,1376
34350,7764,11738,8647,9056,1377
34375,7770,11751,8656,9063,1377
34400,7772,11760,8664,9066,1378
34425,7774,11770,8674,9072,1379
34450,7776,11775,8680,9078,1381
34475,7776,11781,8685,9082,1381
34500,7776,11790,8695,9089,1382
34525,7778,11797,8702,9095,1383
34550,7780,11801,8706,9098,1383
34575,7783,11806,8712,9104,1384
34600,7786,11812,8718,9110,1384
34625,7787,11817,8723,9114,1385
34650,7789,11822,8728,9117,1385
34675,7790,11828,8734,9123,1386
34700,7791,11833,8741,9128,1387
34725,7793,11838,8745,9131,1388
34750,7795,11849,8755,9135,1390
34775,7801,11861,8768,9145,1392
34800,7801,11865,8771,9147,1393
34825,7801,11870,8776,9149,1393
34850,7804,11879,8786,9157,1394
34875,7806,11881,8789,9159,1395
34900,7807,11885,8793,9162,1395
34925,7809,11892,8799,9166,1397
34950,7811,11895,8800,9170,1398
34975,7818,11911,8813,9179,1398
35000,7827,11920,8820,9187,1398
35025,7828,11930,8831,9194,1400
35050,7830,11942,8842,9203,1400
35075,7837,11957,8857,9217,1401
35100,7839,11969,8866,9227,1401
35125,7840,11974,8872,9232,1401
35150,7845,11978,8875,9235,1402
35175,7848,11982,8881,9242,1402
35200,7848,11992,8891,9251,1404
35225,7849,11999,8897,9260,1405
35250,7849,12004,8904,9264,1406
35275,7849,12014,8916,9270,1406
35300,7849,12020,8921,9272,1410
35325,7853,12025,8923,9275,1412
35350,7853,12031,8926,9280,1413
35375,7853,12040,8935,9288,1414
35400,7855,12050,8945,9294,1415
35425,7855,12058,8950,9298,1415
