Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified
2050,906,318,230,83,81
2075,912,326,233,85,81
2100,922,332,237,86,82
2125,932,340,243,87,84
2150,937,345,247,89,85
2175,944,351,249,90,87
2200,952,358,252,91,87
2225,959,364,258,91,88
2250,973,371,262,92,89
2275,988,378,268,92,89
2300,1001,384,272,93,89
2325,1013,390,275,93,89
2350,1025,395,278,94,91
2375,1032,400,280,96,91
2400,1044,406,283,99,92
2425,1058,413,285,100,92
2450,1067,419,289,101,94
2475,1077,424,291,101,94
2500,1085,429,294,103,96
2525,1095,434,298,107,96
2550,1105,439,300,110,98
2575,1113,447,303,112,100
2600,1122,455,307,119,100
2625,1128,458,309,122,100
2650,1136,464,312,130,101
2675,1143,464,312,136,101
2700,1148,470,314,141,102
2725,1157,477,318,151,102
2750,1164,481,321,154,102
2775,1174,484,322,162,105
2800,1182,490,324,170,105
2825,1194,499,328,180,106
2850,1198,502,329,186,107
2875,1209,508,330,191,108
2900,1215,516,334,198,108
2925,1221,521,336,204,109
2950,1228,525,340,213,111
2975,1236,530,344,221,112
3000,1245,539,346,228,113
3025,1256,551,351,231,114
3050,1268,559,354,238,114
3075,1277,567,360,243,115
3100,1285,575,361,245,116
3125,1293,578,363,254,116
3150,1297,583,365,255,117
3175,1304,591,368,267,118
3200,1317,600,372,272,118
3225,1329,610,374,277,120
3250,1340,614,377,284,123
3275,1350,619,382,293,123
3300,1359,626,388,300,126
3325,1366,633,394,309,127
3350,1373,643,399,319,127
3375,1379,647,401,324,127
3400,1390,656,407,335,128
3425,1397,661,410,338,128
3450,1407,665,415,344,128
3475,1413,671,418,351,129
3500,1424,675,423,360,129
3525,1433,678,428,368,129
3550,1440,689,430,373,131
3575,1447,697,433,378,133
3600,1454,707,435,383,136
3625,1462,713,441,389,137
3650,1473,720,441,397,138
3675,1479,730,446,403,138
3700,1490,734,447,410,138
3725,1499,740,449,416,138
3750,1509,747,455,422,139
3775,1517,754,460,426,141
3800,1526,763,468,436,141
3825,1533,770,471,443,141
3850,1544,774,473,449,142
3875,1554,783,475,457,142
3900,1564,790,478,462,143
3925,1572,797,481,467,144
3950,1579,804,486,472,145
3975,1589,813,490,479,146
4000,1598,820,494,487,147
4025,1605,831,496,496,147
4050,1613,844,502,505,149
4075,1624,852,504,512,151
4100,1631,860,508,520,152
4125,1639,864,510,526,154
4150,1648,872,513,532,155
4175,1659,878,516,540,155
4200,1671,883,518,547,157
4225,1679,888,523,553,157
4250,1683,891,526,558,157
4275,1695,898,529,566,158
4300,1705,904,530,573,160
4325,1712,909,533,580,161
4350,1722,921,536,587,162
4375,1730,929,539,594,162
4400,1739,937,543,603,163
4425,1748,943,547,608,165
4450,1755,950,551,613,166
4475,1763,956,555,620,168
4500,1773,966,560,629,169
4525,1782,979,566,641,170
4550,1792,989,573,651,170
4575,1803,997,577,659,171
4600,1816,1004,581,664,172
4625,1823,1012,589,670,173
4650,1836,1018,592,679,174
4675,1847,1023,597,688,174
4700,1857,1034,602,697,176
4725,1866,1042,610,705,176
4750,1875,1050,614,717,176
4775,1884,1058,621,726,176
4800,1893,1070,628,735,177
4825,1902,1080,634,740,179
4850,1911,1090,640,749,180
4875,1921,1100,646,758,181
4900,1931,1107,650,769,182
4925,1940,1115,652,777,182
4950,1950,1124,655,787,183
4975,1960,1132,659,793,183
5000,1966,1140,663,803,183
5025,1976,1147,666,810,184
5050,1987,1159,670,816,186
5075,1996,1167,675,826,186
5100,2004,1176,681,839,186
5125,2010,1185,684,843,186
5150,2018,1195,688,848,188
5175,2029,1202,690,856,190
5200,2038,1211,694,866,191
5225,2050,1219,695,872,192
5250,2060,1228,701,879,194
5275,2070,1239,705,889,196
5300,2082,1248,705,893,197
5325,2094,1258,708,902,199
5350,2102,1268,710,910,201
5375,2111,1281,718,921,203
5400,2121,1290,720,929,205
5425,2132,1297,724,937,206
5450,2141,1306,730,944,207
5475,2148,1314,732,952,208
5500,2158,1322,736,960,209
5525,2170,1333,744,970,209
5550,2177,1342,751,976,209
5575,2188,1355,759,983,209
5600,2198,1363,763,985,209
5625,2208,1373,767,992,209
5650,2216,1377,769,1004,210
5675,2230,1388,772,1016,210
5700,2244,1394,777,1027,213
5725,2256,1402,781,1035,213
5750,2268,1416,787,1042,215
5775,2277,1427,792,1050,215
5800,2289,1434,795,1061,218
5825,2297,1444,797,1069,220
5850,2305,1454,802,1077,221
5875,2317,1463,806,1085,222
5900,2327,1474,811,1097,225
5925,2336,1483,816,1110,228
5950,2342,1496,820,1120,230
5975,2352,1504,823,1128,230
6000,2364,1517,828,1138,231
6025,2377,1527,834,1148,231
6050,2388,1539,836,1155,232
6075,2401,1552,844,1163,235
6100,2411,1563,850,1170,235
6125,2422,1575,856,1174,237
6150,2437,1584,862,1182,238
6175,2445,1590,868,1190,239
6200,2453,1602,873,1199,241
6225,2465,1613,876,1203,243
6250,2473,1622,879,1208,244
6275,2481,1631,885,1215,244
6300,2488,1641,891,1223,245
6325,2498,1649,895,1232,246
6350,2506,1661,902,1241,250
6375,2517,1676,911,1249,252
6400,2523,1685,914,1256,252
6425,2532,1698,921,1268,254
6450,2539,1707,924,1274,256
6475,2548,1711,927,1282,258
6500,2556,1720,930,1291,258
6525,2569,1731,938,1300,260
6550,2579,1739,941,1312,260
6575,2589,1752,947,1320,260
6600,2599,1765,954,1334,262
6625,2607,1774,959,1344,262
6650,2611,1783,966,1350,264
6675,2618,1793,968,1359,266
6700,2629,1803,973,1372,268
6725,2633,1811,979,1377,269
6750,2642,1821,985,1392,271
6775,2650,1830,990,1396,272
6800,2659,1838,995,1402,275
6825,2664,1846,999,1409,275
6850,2670,1856,1003,1417,275
6875,2674,1864,1007,1425,276
6900,2682,1872,1011,1435,278
6925,2684,1877,1016,1439,278
6950,2691,1887,1022,1449,278
6975,2698,1897,1028,1461,278
7000,2708,1909,1034,1473,279
7025,2716,1913,1038,1481,279
7050,2725,1925,1041,1492,279
7075,2733,1937,1051,1501,280
7100,2742,1945,1057,1507,283
7125,2749,1955,1061,1513,284
7150,2758,1965,1066,1523,285
7175,2761,1972,1067,1529,287
7200,2771,1982,1071,1536,288
7225,2783,1995,1078,1550,290
7250,2792,2004,1083,1556,291
7275,2800,2013,1087,1561,291
7300,2808,2021,1090,1569,293
7325,2813,2031,1094,1575,293
7350,2821,2037,1098,1585,293
7375,2827,2047,1105,1593,295
7400,2835,2056,1112,1600,296
7425,2844,2064,1117,1608,296
7450,2851,2073,1122,1616,297
7475,2860,2082,1128,1628,301
7500,2869,2088,1133,1637,302
7525,2877,2095,1138,1642,303
7550,2881,2109,1143,1648,303
7575,2888,2121,1150,1655,305
7600,2897,2135,1156,1664,306
7625,2902,2146,1161,1673,306
7650,2908,2153,1163,1681,306
7675,2915,2161,1166,1689,306
7700,2920,2166,1167,1695,307
7725,2924,2174,1168,1700,308
7750,2933,2187,1171,1715,309
7775,2938,2197,1173,1723,311
7800,2946,2204,1176,1729,312
7825,2956,2215,1180,1739,312
7850,2965,2227,1185,1749,312
7875,2971,2238,1190,1758,313
7900,2981,2250,1197,1769,316
7925,2983,2259,1200,1775,317
7950,2995,2273,1210,1788,318
7975,3002,2282,1216,1796,319
8000,3010,2290,1219,1805,321
8025,3012,2302,1226,1811,323
8050,3017,2314,1233,1824,323
8075,3024,2323,1237,1835,324
8100,3029,2334,1243,1844,324
8125,3037,2341,1250,1856,325
8150,3046,2354,1258,1871,327
8175,3053,2363,1264,1881,329
8200,3057,2367,1270,1889,329
8225,3064,2377,1280,1899,331
8250,3069,2384,1285,1907,331
8275,3077,2394,1292,1915,332
8300,3091,2404,1298,1927,333
8325,3099,2415,1302,1934,333
8350,3102,2426,1311,1944,335
8375,3109,2435,1317,1952,338
8400,3118,2444,1322,1962,339
8425,3124,2453,1328,1970,341
8450,3135,2464,1337,1978,344
8475,3141,2472,1344,1985,345
8500,3147,2485,1351,1996,346
8525,3156,2496,1360,2005,348
8550,3162,2510,1370,2016,348
8575,3170,2521,1376,2025,349
8600,3176,2531,1383,2034,350
8625,3182,2545,1389,2043,352
8650,3186,2558,1396,2051,352
8675,3196,2568,1403,2062,353
8700,3205,2575,1407,2067,353
8725,3213,2584,1413,2080,353
8750,3221,2596,1419,2090,355
8775,3227,2608,1431,2100,356
8800,3236,2619,1436,2109,356
8825,3244,2630,1445,2117,357
8850,3246,2639,1453,2127,359
8875,3254,2654,1464,2136,362
8900,3260,2666,1469,2145,362
8925,3273,2678,1476,2157,363
8950,3281,2686,1484,2164,364
8975,3292,2697,1490,2174,366
9000,3301,2712,1498,2182,368
9025,3308,2722,1500,2194,369
9050,3313,2732,1506,2196,372
9075,3324,2744,1512,2201,374
9100,3328,2754,1520,2208,375
9125,3337,2765,1526,2220,375
9150,3343,2773,1530,2226,376
9175,3351,2779,1535,2236,377
9200,3356,2790,1541,2245,377
9225,3364,2801,1550,2256,378
9250,3370,2811,1558,2262,378
9275,3375,2818,1562,2271,379
9300,3381,2827,1570,2280,379
9325,3389,2839,1576,2289,380
9350,3397,2847,1581,2296,381
9375,3401,2860,1588,2304,382
9400,3407,2867,1592,2313,383
9425,3410,2874,1599,2318,385
9450,3415,2887,1607,2327,386
9475,3424,2896,1611,2334,387
9500,3428,2906,1614,2340,388
9525,3431,2918,1620,2349,389
9550,3434,2926,1627,2355,390
9575,3441,2936,1635,2364,390
9600,3448,2948,1644,2374,391
9625,3455,2960,1651,2380,392
9650,3465,2970,1658,2390,393
9675,3473,2979,1663,2401,394
9700,3476,2992,1670,2409,396
9725,3482,3006,1682,2422,397
9750,3490,3023,1689,2436,398
9775,3495,3036,1697,2441,399
9800,3504,3051,1704,2451,399
9825,3512,3060,1710,2458,401
9850,3517,3070,1716,2466,401
9875,3523,3081,1723,2476,403
9900,3527,3091,1731,2486,404
9925,3534,3102,1738,2496,406
9950,3539,3114,1744,2507,409
9975,3544,3127,1746,2514,409
10000,3552,3134,1749,2524,410
10025,3558,3142,1754,2530,411
10050,3563,3152,1761,2535,411
10075,3567,3162,1766,2542,414
10100,3573,3170,1773,2548,415
10125,3584,3181,1780,2555,415
10150,3593,3188,1782,2561,415
10175,3597,3198,1788,2569,416
10200,3604,3210,1793,2576,417
10225,3610,3216,1795,2580,419
10250,3614,3222,1798,2582,419
10275,3618,3227,1804,2590,419
10300,3625,3238,1810,2598,419
10325,3629,3249,1817,2606,421
10350,3639,3262,1826,2617,421
10375,3646,3272,1834,2627,423
10400,3653,3288,1845,2639,423
10425,3657,3299,1852,2650,423
10450,3666,3309,1859,2660,424
10475,3675,3318,1866,2669,424
10500,3681,3324,1871,2676,424
10525,3687,3331,1874,2686,427
10550,3690,3335,1877,2689,427
10575,3696,3341,1880,2697,427
10600,3703,3353,1888,2704,428
10625,3709,3362,1891,2713,430
10650,3718,3373,1899,2726,432
10675,3727,3381,1905,2730,433
10700,3737,3393,1913,2739,433
10725,3738,3399,1917,2744,434
10750,3744,3408,1927,2755,437
10775,3751,3418,1929,2758,437
10800,3759,3428,1935,2764,439
10825,3765,3437,1942,2771,440
10850,3770,3446,1949,2778,440
10875,3779,3453,1954,2786,442
10900,3784,3462,1960,2791,443
10925,3789,3472,1966,2798,446
10950,3793,3481,1971,2807,446
10975,3801,3488,1975,2813,448
11000,3805,3494,1980,2820,450
11025,3810,3504,1986,2828,450
11050,3817,3514,1993,2836,450
11075,3820,3521,1999,2841,452
11100,3831,3532,2009,2854,453
11125,3836,3539,2013,2862,453
11150,3844,3548,2018,2871,454
11175,3848,3555,2024,2879,455
11200,3855,3566,2031,2887,455
11225,3861,3576,2039,2895,455
11250,3869,3585,2045,2900,455
11275,3882,3598,2056,2911,456
11300,3889,3612,2068,2919,457
11325,3901,3626,2076,2933,459
11350,3906,3638,2083,2940,461
11375,3917,3648,2092,2952,462
11400,3922,3653,2096,2958,465
11425,3931,3665,2105,2970,466
11450,3940,3674,2112,2979,466
11475,3947,3682,2118,2984,466
11500,3953,3691,2126,2992,467
11525,3958,3699,2133,3000,468
11550,3963,3712,2142,3011,473
11575,3971,3722,2150,3020,473
11600,3976,3729,2155,3029,476
11625,3983,3745,2166,3043,478
11650,3988,3755,2174,3052,479
11675,3994,3771,2183,3066,480
11700,4004,3782,2192,3078,480
11725,4014,3789,2196,3090,482
11750,4020,3794,2199,3095,483
11775,4028,3808,2209,3105,484
11800,4038,3817,2217,3113,485
11825,4047,3828,2225,3124,485
11850,4052,3837,2234,3133,486
11875,4059,3845,2240,3142,486
11900,4062,3853,2245,3149,487
11925,4066,3862,2252,3156,489
11950,4074,3870,2259,3164,489
11975,4079,3881,2261,3175,489
12000,4086,3890,2267,3184,490
12025,4093,3904,2275,3194,490
12050,4100,3914,2281,3200,490
12075,4112,3929,2289,3210,490
12100,4120,3943,2296,3216,490
12125,4127,3957,2307,3223,493
12150,4138,3974,2319,3232,493
12175,4143,3985,2327,3242,493
12200,4152,3998,2337,3252,495
12225,4155,4002,2343,3259,498
12250,4162,4010,2349,3266,499
12275,4169,4022,2358,3276,500
12300,4171,4032,2365,3285,501
12325,4180,4044,2370,3293,502
12350,4186,4052,2376,3300,502
12375,4194,4060,2380,3304,503
12400,4200,4067,2383,3308,505
12425,4207,4077,2389,3318,505
12450,4212,4087,2396,3328,505
12475,4217,4096,2400,3336,505
12500,4228,4109,2409,3352,507
12525,4236,4115,2412,3358,508
12550,4246,4126,2420,3367,508
12575,4254,4135,2429,3377,512
12600,4260,4149,2442,3390,512
12625,4264,4156,2447,3397,513
12650,4270,4166,2455,3404,515
12675,4277,4174,2459,3409,515
12700,4283,4180,2464,3417,515
12725,4287,4185,2466,3423,516
12750,4293,4192,2471,3429,517
12775,4300,4203,2476,3439,517
12800,4306,4214,2483,3445,519
12825,4309,4225,2492,3450,521
12850,4315,4235,2499,3460,522
12875,4320,4244,2506,3467,522
12900,4327,4255,2514,3477,522
12925,4334,4267,2519,3487,522
12950,4341,4276,2526,3496,522
12975,4347,4287,2531,3503,522
13000,4351,4293,2536,3511,522
13025,4355,4301,2542,3520,523
13050,4360,4313,2548,3529,523
13075,4365,4321,2555,3538,525
13100,4372,4329,2561,3547,525
13125,4379,4336,2567,3555,525
13150,4382,4347,2574,3562,526
13175,4389,4358,2580,3571,527
13200,4395,4372,2591,3580,527
13225,4400,4382,2597,3588,527
13250,4404,4389,2605,3596,527
13275,4406,4401,2611,3605,527
13300,4409,4407,2616,3611,528
13325,4418,4418,2625,3619,528
13350,4428,4426,2632,3629,529
13375,4434,4433,2638,3635,530
13400,4437,4441,2643,3642,531
13425,4439,4452,2649,3650,532
13450,4442,4459,2650,3654,535
13475,4451,4469,2656,3663,535
13500,4453,4480,2663,3669,535
13525,4459,4490,2668,3678,536
13550,4465,4499,2675,3685,536
13575,4471,4502,2678,3687,537
13600,4475,4512,2684,3695,539
13625,4481,4520,2690,3703,540
13650,4490,4526,2694,3710,541
13675,4496,4536,2701,3719,544
13700,4504,4550,2710,3727,544
13725,4511,4562,2720,3734,544
13750,4518,4577,2730,3743,545
13775,4525,4586,2737,3750,547
13800,4531,4598,2744,3759,547
13825,4540,4609,2754,3767,547
13850,4547,4620,2760,3773,549
13875,4552,4628,2766,3779,549
13900,4558,4640,2774,3788,550
13925,4567,4650,2779,3793,551
13950,4576,4659,2784,3797,553
13975,4584,4666,2787,3805,554
14000,4591,4678,2794,3815,554
14025,4595,4685,2796,3820,554
14050,4600,4694,2804,3828,555
14075,4603,4698,2805,3832,557
14100,4611,4710,2812,3842,558
14125,4618,4718,2820,3850,558
14150,4622,4727,2828,3858,558
14175,4629,4737,2841,3865,559
14200,4632,4744,2847,3871,559
14225,4642,4758,2857,3882,562
14250,4652,4770,2865,3891,562
14275,4659,4783,2874,3900,562
14300,4667,4796,2880,3908,565
14325,4670,4806,2881,3913,565
14350,4678,4816,2886,3922,565
14375,4682,4822,2889,3927,567
14400,4689,4830,2892,3934,567
14425,4693,4837,2895,3938,567
14450,4700,4847,2901,3948,569
14475,4705,4856,2904,3954,570
14500,4713,4865,2911,3963,570
14525,4715,4873,2915,3969,572
14550,4725,4884,2919,3976,572
14575,4730,4892,2926,3983,573
14600,4736,4906,2935,3994,575
14625,4742,4917,2941,3999,575
14650,4751,4928,2953,4007,575
14675,4756,4938,2959,4015,575
14700,4762,4945,2966,4021,575
14725,4768,4959,2973,4028,576
14750,4771,4967,2980,4035,577
14775,4779,4980,2989,4046,579
14800,4784,4990,2996,4052,579
14825,4792,4996,3002,4059,579
14850,4795,5006,3006,4063,579
14875,4798,5016,3013,4070,579
14900,4804,5026,3019,4077,580
14925,4814,5039,3029,4088,582
14950,4820,5049,3036,4093,585
14975,4827,5057,3041,4100,586
15000,4831,5068,3050,4106,586
15025,4834,5077,3054,4111,586
15050,4839,5087,3058,4119,587
15075,4845,5094,3066,4122,589
15100,4849,5103,3071,4128,589
15125,4850,5115,3078,4135,591
15150,4853,5120,3081,4139,591
15175,4856,5130,3086,4143,592
15200,4860,5136,3092,4146,592
15225,4860,5146,3094,4149,593
15250,4866,5155,3098,4154,593
15275,4871,5160,3101,4157,594
15300,4874,5169,3107,4163,595
15325,4876,5175,3110,4167,597
15350,4878,5181,3115,4169,598
15375,4883,5187,3118,4175,600
15400,4886,5198,3124,4182,600
15425,4893,5206,3129,4186,603
15450,4899,5218,3136,4191,604
15475,4904,5225,3142,4195,605
15500,4910,5230,3147,4200,608
15525,4912,5240,3153,4207,610
15550,4918,5252,3164,4217,610
15575,4922,5259,3171,4221,612
15600,4928,5269,3179,4228,612
15625,4930,5277,3184,4235,612
15650,4934,5289,3193,4245,612
15675,4940,5299,3202,4250,612
15700,4949,5312,3208,4261,614
15725,4959,5324,3217,4272,614
15750,4965,5334,3227,4278,614
15775,4970,5343,3235,4285,614
15800,4976,5349,3239,4292,615
15825,4980,5355,3243,4299,616
15850,4983,5368,3250,4308,616
15875,4990,5377,3257,4317,616
15900,4992,5385,3262,4321,616
15925,4997,5393,3268,4328,618
15950,4999,5397,3273,4329,618
15975,5006,5405,3282,4337,619
16000,5014,5415,3292,4342,620
16025,5017,5422,3298,4345,621
16050,5022,5433,3301,4351,622
16075,5024,5441,3306,4357,622
16100,5027,5450,3312,4363,622
16125,5036,5462,3320,4372,623
16150,5040,5468,3324,4377,623
16175,5044,5480,3331,4381,626
16200,5049,5491,3338,4388,627
16225,5049,5496,3344,4393,629
16250,5051,5504,3354,4396,629
16275,5056,5515,3362,4405,630
16300,5062,5524,3369,4414,630
16325,5067,5529,3373,4422,631
16350,5071,5534,3378,4427,632
16375,5075,5546,3386,4434,635
16400,5079,5557,3393,4442,635
16425,5083,5565,3402,4447,636
16450,5088,5573,3408,4453,636
16475,5091,5584,3417,4458,638
16500,5096,5594,3423,4460,638
16525,5101,5602,3432,4465,639
16550,5105,5616,3443,4472,641
16575,5107,5624,3449,4480,644
16600,5114,5636,3458,4486,646
16625,5119,5644,3463,4492,647
16650,5123,5651,3469,4500,648
16675,5125,5661,3477,4510,650
16700,5130,5673,3485,4517,650
16725,5139,5682,3493,4522,650
16750,5143,5689,3499,4529,651
16775,5146,5699,3505,4535,655
16800,5154,5707,3513,4542,657
16825,5160,5715,3523,4547,657
16850,5165,5723,3527,4551,658
16875,5172,5736,3536,4561,659
16900,5173,5742,3538,4565,661
16925,5177,5751,3543,4570,661
16950,5180,5758,3545,4573,661
16975,5186,5765,3550,4580,661
17000,5188,5771,3553,4586,662
17025,5192,5779,3561,4594,662
17050,5196,5785,3566,4601,662
17075,5201,5794,3571,4603,663
17100,5205,5806,3581,4612,663
17125,5209,5813,3587,4616,666
17150,5214,5823,3593,4623,668
17175,5224,5834,3604,4631,670
17200,5228,5843,3611,4636,672
17225,5232,5850,3618,4642,672
17250,5235,5858,3622,4647,674
17275,5238,5869,3629,4650,674
17300,5242,5881,3639,4660,675
17325,5245,5891,3645,4667,676
17350,5252,5898,3652,4672,676
17375,5254,5910,3659,4678,676
17400,5258,5921,3668,4688,677
17425,5260,5928,3675,4691,678
17450,5264,5937,3681,4695,678
17475,5267,5943,3686,4698,678
17500,5270,5952,3695,4705,678
17525,5274,5962,3702,4714,678
17550,5278,5972,3709,4720,681
17575,5281,5982,3715,4728,683
17600,5284,5989,3719,4732,687
17625,5288,5997,3726,4739,688
17650,5290,6002,3731,4744,688
17675,5295,6015,3739,4754,690
17700,5297,6021,3745,4759,691
17725,5299,6032,3752,4764,691
17750,5302,6039,3759,4765,693
17775,5303,6044,3762,4769,694
17800,5305,6051,3765,4770,695
17825,5308,6059,3774,4778,695
17850,5312,6070,3782,4783,697
17875,5315,6080,3786,4789,699
17900,5316,6088,3793,4793,701
17925,5320,6097,3800,4797,701
17950,5328,6105,3804,4804,701
17975,5332,6113,3811,4810,703
18000,5334,6120,3815,4814,705
18025,5337,6126,3823,4820,706
18050,5342,6138,3829,4828,707
18075,5343,6150,3841,4836,709
18100,5347,6159,3849,4842,709
18125,5350,6170,3856,4849,710
18150,5352,6178,3862,4855,711
18175,5356,6189,3868,4865,712
18200,5359,6197,3876,4869,713
18225,5366,6203,3880,4874,714
18250,5370,6212,3886,4881,714
18275,5375,6223,3893,4890,716
18300,5378,6230,3897,4893,716
18325,5384,6238,3904,4900,717
18350,5386,6248,3912,4906,718
18375,5389,6259,3919,4913,718
18400,5392,6267,3925,4918,720
18425,5396,6275,3932,4923,721
18450,5401,6288,3938,4930,723
18475,5404,6296,3944,4931,725
18500,5406,6303,3952,4936,726
18525,5408,6308,3957,4940,726
18550,5412,6310,3959,4943,726
18575,5418,6319,3965,4952,726
18600,5423,6328,3972,4958,726
18625,5425,6334,3979,4963,728
18650,5428,6340,3987,4973,729
18675,5430,6345,3992,4977,729
18700,5435,6356,4001,4984,729
18725,5441,6364,4007,4990,731
18750,5444,6373,4015,4997,731
18775,5450,6385,4022,5005,733
18800,5455,6391,4026,5010,733
18825,5458,6399,4029,5015,733
18850,5463,6409,4036,5021,735
18875,5470,6417,4042,5026,735
18900,5473,6427,4048,5030,735
18925,5479,6433,4053,5034,736
18950,5487,6445,4059,5040,740
18975,5492,6458,4067,5047,741
19000,5496,6466,4075,5051,742
19025,5502,6478,4083,5062,742
19050,5506,6487,4089,5067,743
19075,5511,6497,4096,5073,744
19100,5513,6506,4104,5082,744
19125,5516,6514,4108,5090,745
19150,5522,6521,4112,5096,745
19175,5529,6532,4119,5106,746
19200,5534,6539,4128,5111,747
19225,5540,6546,4132,5114,749
19250,5545,6559,4139,5124,751
19275,5554,6567,4147,5130,751
19300,5558,6573,4153,5134,752
19325,5561,6578,4159,5141,752
19350,5565,6587,4167,5146,752
19375,5570,6594,4175,5152,753
19400,5574,6605,4185,5160,754
19425,5578,6610,4188,5163,755
19450,5580,6621,4196,5168,755
19475,5580,6631,4203,5174,757
19500,5581,6642,4215,5178,757
19525,5587,6651,4221,5185,757
19550,5589,6658,4225,5193,758
19575,5592,6669,4234,5199,758
19600,5594,6675,4238,5202,759
19625,5596,6684,4245,5210,760
19650,5599,6694,4254,5217,760
19675,5603,6703,4261,5223,760
19700,5606,6714,4268,5228,761
19725,5611,6727,4278,5238,762
19750,5613,6736,4284,5245,762
19775,5616,6747,4293,5252,762
19800,5619,6756,4300,5258,763
19825,5625,6767,4306,5264,763
19850,5629,6779,4315,5272,764
19875,5631,6791,4326,5279,765
19900,5632,6798,4331,5283,766
19925,5634,6807,4339,5290,766
19950,5637,6816,4344,5295,767
19975,5643,6828,4353,5307,768
20000,5645,6841,4365,5314,768
20025,5649,6853,4374,5323,768
20050,5650,6861,4382,5329,769
20075,5656,6870,4392,5335,769
20100,5658,6880,4400,5345,771
20125,5663,6890,4409,5351,773
20150,5668,6897,4417,5362,774
20175,5672,6906,4423,5369,775
20200,5676,6909,4427,5373,776
20225,5680,6917,4433,5381,776
20250,5685,6928,4441,5391,779
20275,5691,6937,4448,5399,780
20300,5695,6946,4456,5407,781
20325,5698,6956,4462,5413,784
20350,5701,6965,4469,5420,785
20375,5703,6970,4474,5424,786
20400,5708,6978,4481,5431,787
20425,5711,6986,4488,5436,788
20450,5713,6994,4493,5439,789
20475,5715,7002,4500,5446,789
20500,5715,7010,4504,5453,790
20525,5718,7020,4508,5458,790
20550,5722,7029,4516,5466,790
20575,5723,7036,4521,5471,790
20600,5724,7044,4528,5475,790
20625,5729,7051,4532,5484,791
20650,5731,7055,4536,5490,793
20675,5731,7062,4540,5494,793
20700,5733,7065,4543,5498,795
20725,5735,7074,4550,5504,796
20750,5738,7081,4555,5508,798
20775,5740,7087,4559,5512,798
20800,5743,7094,4565,5517,801
20825,5745,7100,4569,5522,802
20850,5749,7111,4579,5530,802
20875,5752,7117,4584,5533,804
20900,5755,7124,4587,5537,805
20925,5758,7131,4594,5544,806
20950,5759,7141,4602,5551,807
20975,5768,7150,4607,5559,808
21000,5770,7159,4615,5562,808
21025,5773,7170,4623,5568,812
21050,5776,7173,4626,5572,813
21075,5779,7181,4634,5576,815
21100,5780,7186,4639,5577,815
21125,5784,7194,4647,5584,815
21150,5788,7200,4653,5588,816
21175,5794,7208,4662,5596,816
21200,5796,7217,4670,5601,816
21225,5804,7231,4682,5612,817
21250,5806,7238,4689,5617,818
21275,5813,7251,4698,5625,819
21300,5815,7255,4701,5629,820
21325,5819,7262,4706,5636,822
21350,5823,7270,4714,5643,823
21375,5827,7279,4720,5649,823
21400,5832,7286,4726,5656,823
21425,5836,7295,4733,5664,824
21450,5840,7304,4739,5672,824
21475,5847,7313,4747,5678,825
21500,5852,7323,4755,5683,828
21525,5855,7332,4759,5687,828
21550,5857,7338,4765,5693,828
21575,5859,7344,4774,5700,829
