Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified,HetoFedBandit_Enhanced,DyClu
1650,3094,0,612,0,626,0
1675,3094,0,625,0,626,0
1700,3244,0,640,0,709,0
1725,3244,0,655,0,709,0
1750,3244,0,674,0,709,0
1775,3244,0,693,0,709,0
1800,3244,0,706,0,709,0
1825,3244,0,718,0,709,0
1850,3244,0,732,0,709,0
1875,3244,0,750,0,709,0
1900,3244,0,764,0,709,0
1925,3244,0,775,0,709,0
1950,3244,0,788,0,787,0
1975,3244,0,802,0,787,0
2000,3394,0,816,0,787,0
2025,3394,0,830,0,787,0
2050,3394,0,848,0,787,0
2075,3394,0,865,0,787,0
2100,3394,0,882,0,787,0
2125,3394,0,898,0,787,0
2150,3394,0,914,0,787,0
2175,3394,0,931,0,787,0
2200,3394,0,948,0,787,0
2225,3394,0,966,0,787,0
2250,3394,0,985,0,787,0
2275,3394,0,1000,0,787,0
2300,3394,0,1016,0,787,0
2325,3394,0,1035,0,864,0
2350,3394,0,1048,0,864,0
2375,3394,0,1068,0,864,0
2400,3394,0,1081,0,864,0
2425,3544,0,1099,0,864,0
2450,3544,0,1117,0,864,0
2475,3544,0,1134,0,864,0
2500,3544,0,1152,0,864,0
2525,3544,0,1171,0,864,0
2550,3544,0,1189,0,864,0
2575,3544,0,1202,0,864,0
2600,3694,0,1217,0,864,0
2625,3694,0,1235,0,864,0
2650,3694,0,1252,0,864,0
2675,3694,0,1270,0,941,0
2700,3694,0,1281,0,941,0
2725,3694,0,1295,0,941,0
2750,3694,0,1309,0,941,0
2775,3694,0,1328,0,941,0
2800,3694,0,1341,0,941,0
2825,3694,0,1358,0,941,0
2850,3694,0,1369,0,941,0
2875,3694,0,1386,0,941,0
2900,3694,0,1402,0,941,0
2925,3694,0,1417,0,941,0
2950,3694,0,1432,0,941,0
2975,3694,0,1449,0,941,0
3000,3694,0,1465,0,941,0
3025,3694,0,1479,0,941,0
3050,3694,0,1498,0,941,0
3075,3844,0,1512,0,941,0
3100,3844,0,1523,0,941,0
3125,3844,0,1535,0,1018,0
3150,3844,0,1551,0,1018,0
3175,3844,0,1564,0,1018,0
3200,3844,0,1583,0,1018,0
3225,3844,0,1597,0,1018,0
3250,3844,0,1612,0,1018,0
3275,3844,0,1621,0,1018,0
3300,3844,0,1636,0,1018,0
3325,3844,0,1654,0,1018,0
3350,3844,0,1669,0,1018,0
3375,3844,0,1685,0,1018,0
3400,3844,0,1698,0,1099,0
3425,3844,0,1712,0,1099,0
3450,3844,0,1729,0,1099,0
3475,3844,0,1741,0,1099,0
3500,3844,0,1756,0,1099,0
3525,3994,0,1770,0,1099,0
3550,3994,0,1785,0,1099,0
3575,3994,0,1800,0,1099,0
3600,3994,0,1813,0,1099,0
3625,3994,0,1827,0,1099,0
3650,3994,0,1838,0,1099,0
3675,3994,0,1854,0,1099,0
3700,3994,0,1866,0,1179,0
3725,3994,0,1876,0,1179,0
3750,3994,0,1886,0,1179,0
3775,3994,0,1899,0,1179,0
3800,3994,0,1916,0,1179,0
3825,3994,0,1933,0,1179,0
3850,3994,0,1946,0,1179,0
3875,3994,0,1958,0,1179,0
3900,3994,0,1971,0,1179,0
3925,3994,0,1987,0,1179,0
3950,3994,0,2000,0,1179,0
3975,3994,0,2013,0,1179,0
4000,3994,0,2025,0,1179,0
4025,3994,0,2040,0,1179,0
4050,3994,0,2053,0,1179,0
4075,3994,0,2063,0,1179,0
4100,3994,0,2075,0,1179,0
4125,3994,0,2090,0,1255,0
4150,4144,0,2107,0,1255,0
4175,4144,0,2124,0,1255,0
4200,4144,0,2142,0,1255,0
4225,4144,0,2157,0,1255,0
4250,4144,0,2174,0,1255,0
4275,4144,0,2190,0,1255,0
4300,4144,0,2208,0,1255,0
4325,4144,0,2226,0,1255,0
4350,4144,0,2244,0,1255,0
4375,4144,0,2259,0,1255,0
4400,4144,0,2274,0,1255,0
4425,4144,0,2293,0,1255,0
4450,4144,0,2311,0,1255,0
4475,4144,0,2324,0,1255,0
4500,4144,0,2344,0,1255,0
4525,4144,0,2360,0,1255,0
4550,4144,0,2377,0,1255,0
4575,4144,0,2392,0,1255,0
4600,4144,0,2406,0,1255,0
4625,4144,0,2424,0,1255,0
4650,4144,0,2445,0,1331,0
4675,4144,0,2458,0,1331,0
4700,4144,0,2473,0,1331,0
4725,4144,0,2493,0,1331,0
4750,4144,0,2508,0,1331,0
4775,4294,0,2520,0,1331,0
4800,4294,0,2535,0,1331,0
4825,4294,0,2550,0,1331,0
4850,4294,0,2565,0,1331,0
4875,4294,0,2579,0,1331,0
4900,4294,0,2597,0,1331,0
4925,4294,0,2616,0,1331,0
4950,4294,0,2633,0,1331,0
4975,4294,0,2648,0,1331,0
5000,4294,0,2663,0,1331,0
5025,4294,0,2681,0,1407,0
5050,4294,0,2697,2,1407,0
5075,4294,0,2706,2,1407,0
5100,4294,0,2722,2,1407,0
5125,4294,0,2736,10,1407,0
5150,4294,0,2755,10,1407,0
5175,4294,0,2768,10,1407,0
5200,4294,0,2783,16,1407,0
5225,4294,0,2800,16,1407,0
5250,4294,0,2815,16,1407,0
5275,4294,0,2830,42,1407,0
5300,4294,0,2844,42,1407,0
5325,4294,0,2861,42,1407,0
5350,4444,0,2873,46,1407,0
5375,4444,0,2886,46,1407,0
5400,4444,0,2903,46,1407,0
5425,4444,0,2919,62,1407,0
5450,4444,0,2931,62,1407,0
5475,4444,0,2948,62,1407,0
5500,4444,0,2956,82,1484,0
5525,4444,0,2971,82,1484,0
5550,4444,0,2985,82,1484,0
5575,4444,0,3004,108,1484,0
5600,4444,0,3020,108,1484,0
5625,4444,0,3037,108,1484,0
5650,4444,0,3046,120,1484,0
5675,4444,0,3060,120,1484,0
5700,4444,0,3072,120,1484,0
5725,4444,0,3087,156,1484,0
5750,4444,0,3100,156,1484,0
5775,4444,0,3112,156,1484,0
5800,4444,0,3130,172,1484,0
5825,4444,0,3145,172,1484,0
5850,4444,0,3157,172,1484,0
5875,4444,0,3174,180,1484,0
5900,4444,0,3186,180,1484,0
5925,4594,0,3196,180,1484,0
5950,4594,0,3207,182,1484,0
5975,4594,0,3222,182,1560,0
6000,4594,0,3231,182,1560,0
6025,4594,0,3250,192,1560,0
6050,4594,0,3265,192,1560,0
6075,4594,0,3282,192,1560,0
6100,4594,0,3292,194,1560,0
6125,4594,0,3307,194,1560,0
6150,4594,0,3318,194,1560,0
6175,4594,0,3329,200,1560,0
6200,4594,0,3344,200,1560,0
6225,4594,0,3351,200,1560,0
6250,4594,0,3369,212,1560,0
6275,4594,0,3384,212,1560,0
6300,4594,0,3394,212,1560,0
6325,4594,0,3407,222,1560,0
6350,4594,0,3418,222,1560,0
6375,4594,0,3430,222,1560,0
6400,4594,0,3448,226,1560,0
6425,4594,0,3465,226,1560,0
6450,4594,0,3478,226,1560,0
6475,4594,0,3488,254,1560,0
6500,4594,0,3503,254,1560,0
6525,4744,0,3514,254,1560,0
6550,4744,0,3522,262,1560,0
6575,4744,0,3538,262,1560,0
6600,4744,0,3550,262,1560,0
6625,4744,0,3564,266,1560,0
6650,4744,0,3575,266,1637,0
6675,4744,0,3592,266,1637,0
6700,4744,0,3606,288,1637,0
6725,4744,0,3616,288,1637,0
6750,4744,0,3630,288,1637,0
6775,4744,0,3641,314,1637,0
6800,4744,0,3655,314,1637,0
6825,4744,0,3666,314,1637,0
6850,4744,0,3676,340,1637,0
6875,4744,0,3691,340,1637,0
6900,4744,0,3705,340,1637,0
6925,4744,0,3717,346,1637,0
6950,4744,0,3727,346,1637,0
6975,4744,0,3741,346,1637,0
7000,4744,0,3757,352,1637,0
7025,4744,0,3770,352,1637,0
7050,4744,0,3783,352,1637,0
7075,4744,0,3794,354,1637,0
7100,4744,0,3806,354,1637,0
7125,4744,0,3816,354,1637,0
7150,4744,0,3827,370,1637,0
7175,4744,0,3841,370,1637,0
7200,4744,0,3851,370,1637,0
7225,4744,0,3860,404,1637,0
7250,4744,0,3871,404,1637,0
7275,4894,0,3888,404,1637,0
7300,4894,0,3897,428,1637,0
7325,4894,0,3911,428,1637,0
7350,4894,0,3922,428,1637,0
7375,4894,0,3934,448,1637,0
7400,4894,0,3948,448,1637,0
7425,4894,0,3957,448,1637,0
7450,4894,0,3970,460,1637,0
7475,4894,0,3982,460,1637,0
7500,4894,0,3989,460,1637,0
7525,4894,0,4001,472,1714,0
7550,4894,0,4014,472,1714,0
7575,4894,0,4022,472,1714,0
7600,4894,0,4033,476,1714,0
7625,4894,0,4042,476,1714,0
7650,4894,0,4053,476,1714,0
7675,4894,0,4067,488,1714,0
7700,4894,0,4079,488,1714,0
7725,4894,0,4086,488,1714,0
7750,4894,0,4098,492,1714,0
7775,4894,0,4108,492,1714,0
7800,4894,0,4121,492,1714,0
7825,4894,0,4132,528,1714,0
7850,4894,0,4141,528,1714,0
7875,4894,0,4152,528,1714,0
7900,4894,0,4163,558,1714,0
7925,4894,0,4172,558,1714,0
7950,4894,0,4182,558,1714,0
7975,4894,0,4195,570,1714,0
8000,5044,0,4205,570,1714,0
8025,5044,0,4213,570,1714,0
8050,5044,0,4219,572,1790,0
8075,5044,0,4226,572,1790,0
8100,5044,0,4241,572,1790,0
8125,5044,0,4251,574,1790,0
8150,5044,0,4263,574,1790,0
8175,5044,0,4274,574,1790,0
8200,5044,0,4282,582,1790,0
8225,5044,0,4285,582,1790,0
8250,5044,0,4290,582,1790,0
8275,5044,0,4301,590,1790,0
8300,5044,0,4312,590,1790,0
8325,5044,0,4322,590,1790,0
8350,5044,0,4332,596,1790,0
8375,5044,0,4345,596,1790,0
8400,5044,0,4356,596,1790,0
8425,5044,0,4363,614,1790,0
8450,5044,0,4374,614,1790,0
8475,5044,0,4385,614,1790,0
8500,5044,0,4392,632,1790,0
8525,5044,0,4403,632,1790,0
8550,5044,0,4412,632,1790,0
8575,5044,0,4425,654,1790,0
8600,5044,0,4432,654,1790,0
8625,5044,0,4447,654,1790,0
8650,5044,0,4455,656,1790,0
8675,5044,0,4464,656,1790,0
8700,5044,0,4471,656,1790,0
8725,5194,0,4481,670,1866,0
8750,5194,0,4490,670,1866,0
8775,5194,0,4503,670,1866,0
8800,5194,0,4517,672,1866,0
8825,5194,0,4526,672,1866,0
8850,5194,0,4536,672,1866,0
8875,5194,0,4547,674,1866,0
8900,5194,0,4555,674,1866,0
8925,5194,0,4565,674,1866,0
8950,5194,0,4573,680,1866,0
8975,5194,0,4580,680,1866,0
9000,5194,0,4594,680,1866,0
9025,5194,0,4602,706,1866,0
9050,5194,0,4607,706,1866,0
9075,5194,0,4620,706,1866,0
9100,5194,0,4626,708,1866,0
9125,5194,0,4635,708,1866,0
9150,5194,0,4644,708,1866,0
9175,5194,0,4657,728,1866,0
9200,5194,0,4668,728,1866,0
9225,5194,0,4675,728,1866,0
9250,5194,0,4684,732,1866,0
9275,5344,0,4694,732,1866,0
9300,5344,0,4702,732,1866,0
9325,5344,0,4707,758,1866,0
9350,5344,0,4716,758,1866,0
9375,5344,0,4724,758,1942,0
9400,5344,0,4736,770,1942,0
9425,5344,0,4746,770,1942,0
9450,5344,0,4758,770,1942,0
9475,5344,0,4766,786,1942,0
9500,5344,0,4779,786,1942,0
9525,5344,0,4786,786,1942,0
9550,5344,0,4794,794,1942,0
9575,5344,0,4803,794,1942,0
9600,5344,0,4813,794,1942,0
9625,5344,0,4823,802,1942,0
9650,5344,0,4831,802,1942,0
9675,5344,0,4839,802,1942,0
9700,5344,0,4846,838,1942,0
9725,5344,0,4857,838,1942,0
9750,5344,0,4869,838,1942,0
9775,5344,0,4879,854,1942,0
9800,5344,0,4887,854,1942,0
9825,5344,0,4898,854,1942,0
9850,5344,0,4907,856,1942,0
9875,5344,0,4918,856,1942,0
9900,5344,0,4925,856,1942,0
9925,5344,0,4935,858,1942,0
9950,5344,0,4941,858,1942,0
9975,5344,0,4951,858,1942,0
10000,5344,0,4959,868,1942,0
10025,5344,0,4967,868,1942,0
10050,5494,0,4977,868,1942,0
10075,5494,0,4985,874,1942,0
10100,5494,0,4991,874,1942,0
10125,5494,0,5000,874,1942,0
10150,5494,0,5011,878,1942,0
10175,5494,0,5019,878,1942,0
10200,5494,0,5029,878,2018,0
10225,5494,0,5039,882,2018,0
10250,5494,0,5046,882,2018,0
10275,5494,0,5053,882,2018,0
10300,5494,0,5059,910,2018,0
10325,5494,0,5069,910,2018,0
10350,5494,0,5076,910,2018,0
10375,5494,0,5085,922,2018,0
10400,5494,0,5098,922,2018,0
10425,5494,0,5107,922,2018,0
10450,5494,0,5116,930,2018,0
10475,5494,0,5121,930,2018,0
10500,5494,0,5129,930,2018,0
10525,5494,0,5139,956,2018,0
10550,5494,0,5146,956,2018,0
10575,5494,0,5154,956,2018,0
10600,5494,0,5160,958,2018,0
10625,5494,0,5175,958,2018,0
10650,5494,0,5182,958,2018,0
10675,5494,0,5191,984,2018,0
10700,5494,0,5198,984,2018,0
10725,5494,0,5209,984,2018,0
10750,5494,0,5213,990,2018,0
10775,5494,0,5224,990,2018,0
10800,5494,0,5231,990,2018,0
10825,5494,0,5242,1012,2018,0
10850,5494,0,5253,1012,2018,0
10875,5644,0,5259,1012,2018,0
10900,5644,0,5266,1018,2094,0
10925,5644,0,5275,1018,2094,0
10950,5644,0,5283,1018,2094,0
10975,5644,0,5290,1052,2094,0
11000,5644,0,5297,1052,2094,0
11025,5644,0,5303,1052,2094,0
11050,5644,0,5313,1072,2094,0
11075,5644,0,5322,1072,2094,0
11100,5644,0,5333,1072,2094,0
11125,5644,0,5337,1096,2094,0
11150,5644,0,5344,1096,2094,0
11175,5644,0,5349,1096,2094,0
11200,5644,0,5359,1108,2094,0
11225,5644,0,5365,1108,2094,0
11250,5644,0,5372,1108,2094,0
11275,5644,0,5379,1120,2094,0
11300,5644,0,5385,1120,2094,0
11325,5644,0,5390,1120,2094,0
11350,5644,0,5399,1136,2094,0
11375,5644,0,5408,1136,2094,0
11400,5644,0,5415,1136,2094,0
11425,5644,0,5423,1146,2094,0
11450,5644,0,5433,1146,2171,0
11475,5644,0,5442,1146,2171,0
11500,5644,0,5448,1158,2171,0
11525,5644,0,5458,1158,2171,0
11550,5644,0,5466,1158,2171,0
11575,5644,0,5473,1162,2171,0
11600,5644,0,5481,1162,2171,0
11625,5644,0,5490,1162,2171,0
11650,5644,0,5493,1166,2171,0
11675,5644,0,5499,1166,2171,0
11700,5644,0,5509,1166,2171,0
11725,5644,0,5515,1168,2171,0
11750,5794,0,5525,1168,2171,0
11775,5794,0,5530,1168,2171,0
11800,5794,0,5535,1170,2171,0
11825,5794,0,5547,1170,2171,0
11850,5794,0,5554,1170,2171,0
11875,5794,0,5560,1178,2171,0
11900,5794,0,5569,1178,2171,0
11925,5794,0,5574,1178,2171,0
11950,5794,0,5581,1186,2171,0
11975,5794,0,5589,1186,2171,0
12000,5794,0,5596,1186,2171,0
12025,5794,0,5602,1222,2247,0
12050,5794,0,5607,1222,2247,0
12075,5794,0,5618,1222,2247,0
12100,5794,0,5623,1228,2247,0
12125,5794,0,5632,1228,2247,0
12150,5794,0,5637,1228,2247,0
12175,5794,0,5644,1230,2247,0
12200,5794,0,5655,1230,2247,0
12225,5794,0,5662,1230,2247,0
12250,5794,0,5670,1232,2247,0
12275,5794,0,5678,1232,2247,0
12300,5794,0,5688,1232,2247,0
12325,5794,0,5691,1234,2247,0
12350,5794,0,5697,1234,2247,0
12375,5794,0,5705,1234,2247,0
12400,5794,0,5714,1246,2247,0
12425,5794,0,5720,1246,2247,0
12450,5794,0,5726,1246,2247,0
12475,5794,0,5732,1252,2247,0
12500,5794,0,5742,1252,2247,0
12525,5794,0,5752,1252,2247,0
12550,5794,0,5758,1254,2247,0
12575,5794,0,5763,1254,2247,0
12600,5794,0,5770,1254,2247,0
12625,5794,0,5776,1276,2247,0
12650,5794,0,5785,1276,2247,0
12675,5794,0,5792,1276,2247,0
12700,5794,0,5803,1294,2247,0
12725,5794,0,5812,1294,2247,0
12750,5794,0,5818,1294,2247,0
12775,5944,0,5822,1308,2247,0
12800,5944,0,5832,1308,2247,0
12825,5944,0,5841,1308,2247,0
12850,5944,0,5849,1312,2247,0
12875,5944,0,5855,1312,2247,0
12900,5944,0,5861,1312,2247,0
12925,5944,0,5869,1332,2247,0
12950,5944,0,5874,1332,2324,0
12975,5944,0,5880,1332,2324,0
13000,5944,0,5884,1350,2324,0
13025,5944,0,5890,1350,2324,0
13050,5944,0,5899,1350,2324,0
13075,5944,0,5903,1380,2324,0
13100,5944,0,5912,1380,2324,0
13125,5944,0,5920,1380,2324,0
13150,5944,0,5924,1406,2324,0
13175,5944,0,5934,1406,2324,0
13200,5944,0,5943,1406,2324,0
13225,5944,0,5948,1418,2324,0
13250,5944,0,5954,1418,2324,0
13275,5944,0,5962,1418,2324,0
13300,5944,0,5970,1444,2324,0
13325,5944,0,5976,1444,2324,0
13350,5944,0,5982,1444,2324,0
13375,5944,0,5986,1446,2324,0
13400,5944,0,5993,1446,2324,0
13425,5944,0,6001,1446,2324,0
13450,5944,0,6007,1454,2324,0
13475,5944,0,6012,1454,2324,0
13500,5944,0,6018,1454,2324,0
13525,5944,0,6028,1470,2324,0
13550,5944,0,6037,1470,2324,0
13575,5944,0,6046,1470,2324,0
13600,5944,0,6053,1472,2324,0
13625,5944,0,6060,1472,2324,0
13650,5944,0,6063,1472,2324,0
13675,5944,0,6067,1508,2324,0
13700,5944,0,6074,1508,2324,0
13725,5944,0,6082,1508,2324,0
13750,6094,0,6092,1518,2324,0
13775,6094,0,6099,1518,2324,0
13800,6094,0,6106,1518,2324,0
13825,6094,0,6110,1522,2324,0
13850,6094,0,6113,1522,2324,0
13875,6094,0,6120,1522,2324,0
13900,6094,0,6128,1538,2324,0
13925,6094,0,6133,1538,2400,0
13950,6094,0,6143,1538,2400,0
13975,6094,0,6149,1546,2400,0
14000,6094,0,6156,1546,2400,0
14025,6094,0,6162,1546,2400,0
14050,6094,0,6167,1554,2400,0
14075,6094,0,6173,1554,2400,0
14100,6094,0,6180,1554,2400,0
14125,6094,0,6185,1558,2400,0
14150,6094,0,6193,1558,2400,0
14175,6094,0,6197,1558,2400,0
14200,6094,0,6203,1586,2400,0
14225,6094,0,6212,1586,2400,0
14250,6094,0,6218,1586,2400,0
14275,6094,0,6224,1592,2400,0
14300,6094,0,6229,1592,2400,0
14325,6094,0,6237,1592,2400,0
14350,6094,0,6246,1598,2400,0
14375,6094,0,6252,1598,2400,0
14400,6094,0,6258,1598,2400,0
14425,6094,0,6262,1600,2400,0
14450,6094,0,6267,1600,2400,0
14475,6094,0,6272,1600,2400,0
14500,6094,0,6280,1626,2400,0
14525,6094,0,6285,1626,2400,0
14550,6094,0,6290,1626,2400,0
14575,6094,0,6298,1638,2400,0
14600,6094,0,6303,1638,2476,0
14625,6244,0,6315,1638,2476,0
14650,6244,0,6319,1664,2476,0
14675,6244,0,6326,1664,2476,0
14700,6244,0,6332,1664,2476,0
14725,6244,0,6340,1676,2476,0
14750,6244,0,6346,1676,2476,0
14775,6244,0,6353,1676,2476,0
14800,6244,0,6357,1700,2476,0
14825,6244,0,6362,1700,2476,0
14850,6244,0,6367,1700,2476,0
14875,6244,0,6375,1706,2476,0
14900,6244,0,6380,1706,2476,0
14925,6244,0,6386,1706,2476,0
14950,6244,0,6391,1740,2476,0
14975,6244,0,6397,1740,2476,0
15000,6244,0,6405,1740,2476,0
15025,6244,0,6411,1744,2476,0
15050,6244,0,6413,1744,2476,0
15075,6244,0,6420,1744,2476,0
15100,6244,0,6431,1764,2476,0
15125,6244,0,6434,1764,2476,0
15150,6244,0,6441,1764,2476,0
15175,6244,0,6446,1766,2476,0
15200,6244,0,6451,1766,2476,0
15225,6244,0,6459,1766,2476,0
15250,6244,0,6463,1776,2476,0
15275,6244,0,6470,1776,2476,0
15300,6244,0,6478,1776,2476,0
15325,6244,0,6489,1788,2476,0
15350,6244,0,6491,1788,2476,0
15375,6244,0,6498,1788,2476,0
15400,6244,0,6502,1790,2552,0
15425,6244,0,6511,1790,2552,0
15450,6244,0,6515,1790,2552,0
15475,6244,0,6518,1794,2552,0
15500,6244,0,6522,1794,2552,0
15525,6244,0,6526,1794,2552,0
15550,6244,0,6531,1800,2552,0
15575,6244,0,6536,1800,2552,0
15600,6244,0,6544,1800,2552,0
15625,6394,0,6550,1816,2552,0
15650,6394,0,6554,1816,2552,0
15675,6394,0,6559,1816,2552,0
15700,6394,0,6565,1824,2552,0
15725,6394,0,6571,1824,2552,0
15750,6394,0,6580,1824,2552,0
15775,6394,0,6583,1826,2552,0
15800,6394,0,6588,1826,2552,0
15825,6394,0,6593,1826,2552,0
15850,6394,0,6596,1834,2552,0
15875,6394,0,6601,1834,2552,0
15900,6394,0,6606,1834,2552,0
15925,6394,0,6614,1840,2552,0
15950,6394,0,6620,1840,2552,0
15975,6394,0,6626,1840,2552,0
16000,6394,0,6634,1842,2552,0
