Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified
0,0,0,0,0,0
25,1,1,1,1,2
50,2,2,2,1,3
75,6,5,5,1,3
100,10,6,5,2,4
