Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified,HetoFedBandit_Enhanced,DyClu
31175,7205,9979,7597,9159,11637,3215,1268
31200,7209,9985,7603,9166,11645,3221,1268
31225,7214,9995,7614,9176,11657,3228,1270
31250,7216,10006,7624,9186,11667,3236,1271
31275,7218,10017,7635,9195,11678,3241,1271
31300,7221,10024,7642,9204,11685,3246,1271
31325,7223,10034,7652,9218,11698,3247,1271
31350,7224,10045,7662,9230,11709,3251,1272
31375,7227,10056,7673,9240,11719,3256,1274
31400,7234,10066,7682,9249,11728,3266,1277
31425,7240,10076,7693,9258,11739,3267,1278
31450,7242,10078,7695,9259,11741,3267,1279
31475,7246,10087,7704,9267,11752,3267,1281
31500,7251,10101,7716,9277,11767,3269,1281
31525,7252,10103,7720,9282,11772,3271,1283
31550,7255,10107,7726,9289,11778,3273,1284
31575,7264,10118,7737,9301,11789,3275,1284
31600,7267,10128,7748,9313,11801,3277,1284
31625,7269,10136,7756,9321,11810,3277,1285
31650,7273,10148,7768,9336,11824,3278,1287
31675,7282,10164,7782,9356,11838,3278,1287
31700,7285,10171,7787,9362,11844,3280,1287
31725,7286,10178,7793,9371,11853,3280,1287
31750,7294,10188,7803,9386,11865,3280,1289
31775,7296,10203,7819,9399,11882,3281,1292
31800,7298,10207,7825,9405,11891,3282,1294
31825,7300,10216,7834,9414,11901,3284,1295
31850,7305,10226,7846,9425,11914,3284,1297
31875,7308,10238,7859,9438,11927,3288,1297
31900,7312,10249,7869,9451,11937,3292,1298
31925,7316,10258,7881,9460,11946,3297,1298
31950,7322,10266,7888,9467,11952,3299,1298
31975,7324,10272,7897,9473,11962,3301,1299
32000,7328,10278,7905,9481,11968,3303,1301
32025,7331,10287,7914,9488,11977,3303,1301
32050,7333,10297,7923,9499,11988,3308,1301
32075,7337,10302,7928,9505,11994,3308,1302
32100,7342,10308,7934,9511,12006,3310,1302
32125,7345,10316,7939,9519,12018,3310,1304
32150,7348,10321,7944,9526,12026,3311,1307
32175,7349,10326,7951,9531,12035,3312,1307
32200,7353,10338,7963,9544,12047,3313,1310
32225,7356,10346,7968,9553,12057,3314,1311
32250,7359,10352,7973,9559,12065,3316,1311
32275,7365,10357,7979,9567,12073,3318,1313
32300,7369,10368,7990,9577,12085,3320,1315
32325,7373,10376,7997,9587,12093,3323,1315
32350,7377,10381,8003,9589,12098,3323,1316
32375,7379,10386,8008,9596,12104,3323,1316
32400,7383,10391,8013,9603,12112,3323,1316
32425,7383,10398,8019,9609,12119,3324,1316
32450,7387,10404,8025,9614,12129,3324,1316
32475,7394,10410,8032,9626,12140,3324,1318
32500,7396,10418,8038,9632,12148,3325,1319
32525,7400,10427,8046,9640,12157,3327,1320
32550,7406,10437,8057,9648,12167,3329,1321
32575,7414,10448,8069,9657,12177,3329,1321
32600,7422,10459,8080,9670,12191,3329,1321
32625,7432,10471,8091,9680,12200,3329,1321
32650,7435,10484,8101,9695,12215,3331,1321
32675,7438,10493,8112,9704,12224,3332,1322
32700,7440,10500,8118,9713,12230,3333,1323
32725,7440,10512,8128,9723,12238,3333,1323
32750,7443,10524,8140,9735,12248,3334,1325
32775,7446,10528,8143,9740,12253,3334,1325
32800,7450,10536,8150,9749,12261,3338,1327
32825,7455,10544,8156,9756,12268,3342,1329
32850,7461,10560,8169,9773,12284,3344,1330
32875,7464,10568,8176,9779,12293,3346,1331
32900,7468,10578,8190,9792,12310,3346,1332
32925,7470,10584,8200,9803,12316,3346,1334
32950,7471,10588,8202,9807,12320,3346,1337
32975,7474,10593,8204,9814,12326,3346,1337
33000,7479,10599,8208,9824,12335,3347,1338
33025,7486,10612,8219,9835,12351,3350,1338
33050,7492,10624,8230,9850,12364,3354,1339
33075,7493,10632,8236,9859,12376,3357,1340
33100,7497,10639,8244,9867,12387,3361,1341
33125,7499,10649,8254,9877,12396,3364,1343
33150,7504,10657,8261,9885,12406,3364,1343
33175,7512,10672,8276,9902,12422,3364,1343
33200,7516,10682,8287,9914,12434,3364,1343
33225,7519,10687,8293,9922,12440,3366,1344
33250,7524,10696,8301,9933,12452,3368,1344
33275,7530,10707,8313,9948,12468,3369,1344
33300,7532,10719,8325,9962,12480,3370,1345
33325,7534,10738,8344,9977,12497,3371,1347
33350,7537,10750,8355,9990,12510,3372,1349
33375,7542,10762,8366,10003,12523,3372,1350
33400,7546,10776,8381,10017,12538,3372,1352
33425,7550,10786,8390,10027,12546,3374,1352
33450,7556,10797,8401,10039,12557,3377,1353
33475,7561,10808,8412,10053,12570,3378,1353
33500,7564,10814,8417,10059,12576,3380,1355
33525,7567,10817,8420,10060,12583,3380,1357
33550,7568,10826,8429,10071,12593,3380,1357
33575,7569,10834,8438,10085,12604,3380,1358
33600,7572,10840,8445,10095,12612,3380,1359
33625,7574,10848,8452,10100,12620,3380,1360
33650,7577,10859,8463,10112,12632,3380,1362
33675,7579,10862,8465,10117,12636,3381,1364
33700,7580,10866,8469,10120,12640,3381,1365
33725,7583,10874,8476,10127,12649,3381,1366
33750,7589,10884,8485,10137,12656,3383,1367
33775,7591,10893,8493,10146,12664,3383,1367
33800,7593,10902,8501,10155,12673,3385,1367
33825,7596,10910,8509,10162,12682,3388,1368
33850,7601,10921,8521,10172,12691,3391,1370
33875,7607,10930,8531,10181,12700,3396,1371
33900,7612,10935,8537,10186,12706,3400,1371
33925,7617,10946,8544,10193,12715,3401,1374
33950,7620,10951,8548,10197,12719,3401,1375
33975,7624,10958,8554,10204,12726,3401,1378
34000,7630,10967,8562,10214,12738,3403,1380
34025,7633,10978,8572,10221,12748,3403,1380
34050,7638,10991,8583,10233,12761,3403,1380
34075,7640,11000,8589,10239,12770,3405,1382
34100,7640,11011,8597,10247,12780,3407,1382
34125,7643,11016,8602,10255,12787,3410,1382
34150,7646,11018,8605,10258,12790,3410,1382
34175,7647,11021,8610,10261,12793,3410,1383
34200,7650,11026,8616,10268,12797,3410,1384
34225,7652,11032,8622,10276,12802,3411,1386
34250,7656,11037,8627,10284,12808,3412,1388
34275,7657,11041,8632,10291,12813,3412,1389
34300,7658,11044,8634,10297,12816,3412,1389
34325,7658,11050,8640,10304,12826,3412,1391
34350,7662,11058,8647,10311,12835,3412,1393
34375,7668,11072,8656,10323,12847,3412,1395
34400,7670,11080,8664,10334,12856,3412,1396
34425,7671,11089,8674,10346,12867,3414,1398
34450,7674,11095,8680,10350,12873,3416,1398
34475,7674,11100,8685,10360,12881,3416,1398
34500,7674,11110,8695,10367,12886,3419,1398
34525,7676,11117,8702,10372,12891,3419,1398
34550,7678,11122,8706,10377,12895,3421,1399
34575,7681,11127,8712,10383,12901,3422,1399
34600,7684,11134,8718,10392,12907,3422,1400
34625,7685,11139,8723,10398,12913,3423,1402
34650,7687,11144,8728,10405,12918,3423,1402
34675,7688,11150,8734,10411,12927,3423,1402
34700,7689,11157,8741,10418,12934,3423,1404
34725,7691,11161,8745,10424,12939,3423,1406
34750,7693,11171,8755,10433,12950,3423,1406
34775,7698,11183,8768,10445,12962,3423,1407
34800,7698,11186,8771,10448,12965,3424,1408
34825,7698,11191,8776,10453,12970,3425,1409
34850,7700,11201,8786,10464,12981,3426,1411
34875,7702,11203,8789,10466,12984,3427,1412
34900,7703,11205,8793,10470,12990,3427,1412
34925,7705,11212,8799,10480,12997,3427,1413
34950,7707,11213,8800,10485,13004,3428,1415
34975,7714,11228,8813,10495,13019,3428,1416
35000,7722,11237,8820,10501,13029,3428,1416
35025,7723,11246,8831,10514,13039,3430,1417
35050,7725,11257,8842,10526,13051,3431,1417
35075,7732,11273,8857,10542,13067,3432,1418
35100,7734,11286,8866,10555,13082,3432,1419
35125,7735,11292,8872,10560,13087,3433,1421
35150,7739,11295,8875,10562,13092,3433,1421
35175,7742,11301,8881,10566,13100,3434,1421
35200,7742,11312,8891,10575,13108,3435,1424
35225,7744,11319,8897,10583,13116,3436,1426
35250,7744,11324,8904,10588,13120,3436,1427
35275,7744,11334,8916,10599,13130,3436,1427
35300,7744,11338,8921,10604,13134,3436,1427
35325,7748,11341,8923,10609,13139,3436,1428
35350,7748,11347,8926,10615,13146,3436,1430
35375,7748,11356,8935,10626,13157,3436,1433
35400,7750,11368,8945,10639,13170,3436,1434
35425,7750,11374,8950,10646,13176,3438,1436
