Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified,HetoFedBandit_Enhanced
2975,1277,394,337,125,959,124
3000,1291,397,339,125,968,125
3025,1302,404,346,125,976,125
3050,1315,410,349,125,984,126
3075,1327,416,356,125,994,127
3100,1339,422,359,129,1003,127
3125,1349,427,361,129,1011,128
3150,1359,433,367,129,1019,128
3175,1373,439,371,132,1033,130
3200,1386,444,379,133,1045,130
3225,1400,451,382,135,1054,130
3250,1414,455,383,135,1060,131
3275,1421,459,387,137,1069,131
3300,1432,463,391,140,1076,132
3325,1441,470,392,142,1087,132
3350,1450,475,397,142,1096,135
3375,1459,481,399,142,1104,136
3400,1470,485,401,143,1116,138
3425,1481,489,403,145,1122,139
3450,1491,496,405,146,1135,140
3475,1499,500,406,146,1141,143
3500,1512,507,412,148,1151,146
3525,1522,511,417,149,1160,148
3550,1532,517,422,150,1170,151
3575,1544,527,424,150,1182,151
3600,1553,535,427,151,1192,151
3625,1563,540,431,152,1205,154
3650,1572,545,433,152,1215,155
3675,1583,548,435,153,1226,157
3700,1595,555,439,153,1233,160
3725,1607,561,445,154,1241,161
3750,1616,565,448,155,1251,162
3775,1628,569,451,157,1255,163
3800,1639,575,456,157,1263,164
3825,1650,579,460,157,1273,165
3850,1661,585,465,158,1283,166
3875,1678,592,468,158,1291,169
3900,1692,600,470,158,1302,170
3925,1705,603,472,159,1311,174
3950,1717,610,474,159,1322,175
3975,1729,620,480,159,1330,175
4000,1742,631,483,159,1345,176
4025,1755,636,487,161,1355,178
4050,1765,641,489,163,1362,179
4075,1773,648,491,164,1368,180
4100,1781,653,493,165,1375,180
4125,1792,659,497,166,1388,181
4150,1804,663,500,167,1395,181
4175,1813,669,505,167,1403,181
4200,1822,679,507,169,1413,183
4225,1828,682,510,170,1416,185
4250,1837,690,514,170,1428,185
4275,1844,698,518,171,1441,188
4300,1850,703,521,173,1448,189
4325,1857,712,526,173,1455,192
4350,1865,716,528,174,1460,195
4375,1875,724,531,176,1465,196
4400,1884,728,535,177,1472,197
4425,1890,731,539,178,1480,197
4450,1897,737,544,179,1488,197
4475,1905,740,547,180,1492,199
4500,1916,743,551,181,1498,199
4525,1926,749,556,181,1509,199
4550,1941,758,562,182,1517,199
4575,1945,765,567,183,1525,199
4600,1955,772,570,183,1533,200
4625,1964,783,578,184,1545,200
4650,1970,786,580,185,1551,201
4675,1982,789,583,186,1557,201
4700,1989,794,588,186,1565,202
4725,1994,799,592,187,1573,203
4750,2001,808,595,188,1585,203
4775,2010,814,600,189,1597,204
4800,2016,819,603,189,1605,204
4825,2026,825,606,190,1613,205
4850,2032,831,607,190,1623,207
4875,2042,837,609,190,1635,208
4900,2052,843,612,191,1644,208
4925,2063,851,614,193,1657,209
4950,2073,859,618,194,1666,209
4975,2079,864,621,195,1672,210
5000,2089,871,624,196,1681,212
5025,2097,875,626,206,1690,212
5050,2110,883,631,218,1702,213
5075,2117,890,636,226,1710,214
5100,2126,897,636,229,1718,215
5125,2137,907,638,238,1727,216
5150,2146,918,644,246,1739,218
5175,2158,920,645,249,1744,220
5200,2168,927,650,255,1754,222
5225,2176,932,654,261,1760,222
5250,2184,941,655,265,1771,224
5275,2193,945,657,272,1778,225
5300,2203,951,658,279,1787,226
5325,2213,959,660,282,1797,226
5350,2221,967,664,288,1805,228
5375,2229,973,665,292,1813,229
5400,2243,984,669,302,1826,231
5425,2251,994,675,311,1834,232
5450,2263,1005,679,315,1841,232
5475,2272,1013,683,323,1852,232
5500,2286,1024,687,330,1864,233
5525,2297,1036,690,340,1876,233
5550,2306,1042,691,346,1886,234
5575,2314,1049,695,359,1897,234
5600,2322,1059,699,368,1909,235
5625,2332,1068,700,372,1917,235
5650,2340,1072,703,379,1926,235
5675,2353,1080,711,387,1938,236
5700,2361,1086,715,391,1946,238
5725,2370,1090,717,400,1951,240
5750,2377,1094,718,406,1958,241
5775,2386,1101,721,413,1970,242
5800,2394,1106,723,416,1979,242
5825,2402,1110,727,421,1984,244
5850,2407,1118,733,428,1996,244
5875,2418,1124,734,437,2005,244
5900,2431,1131,737,445,2015,247
5925,2440,1140,743,455,2024,249
5950,2449,1148,749,466,2037,251
5975,2457,1158,756,478,2047,251
6000,2468,1164,759,484,2055,252
6025,2479,1169,762,495,2063,252
6050,2490,1178,770,505,2075,253
6075,2499,1184,773,512,2082,256
6100,2509,1186,774,519,2089,257
6125,2515,1193,779,530,2097,258
6150,2527,1203,782,541,2108,259
6175,2541,1210,786,553,2122,260
6200,2551,1212,787,556,2125,260
6225,2559,1221,791,566,2137,261
6250,2568,1226,794,573,2144,263
6275,2575,1235,801,582,2151,263
6300,2586,1246,807,595,2165,264
6325,2594,1248,809,603,2174,264
6350,2602,1253,814,611,2186,265
6375,2613,1262,818,622,2198,265
6400,2621,1267,821,629,2204,266
6425,2632,1276,825,636,2216,268
6450,2642,1283,830,644,2227,269
6475,2652,1293,836,650,2236,270
6500,2664,1299,839,657,2246,271
6525,2672,1306,842,666,2254,273
6550,2684,1312,846,677,2266,273
6575,2697,1316,850,683,2274,275
6600,2707,1322,854,693,2286,276
6625,2717,1329,861,702,2297,276
6650,2727,1338,866,707,2308,276
6675,2736,1342,868,714,2319,276
6700,2744,1351,872,722,2327,278
6725,2751,1353,877,727,2335,278
6750,2760,1359,880,734,2341,280
6775,2768,1365,882,739,2350,282
6800,2779,1373,884,746,2359,282
6825,2786,1378,888,752,2366,284
6850,2792,1385,889,757,2374,285
6875,2805,1392,892,765,2382,285
6900,2819,1403,896,780,2399,285
6925,2825,1408,900,788,2406,289
6950,2838,1416,905,798,2423,289
6975,2842,1424,906,805,2429,291
7000,2851,1435,911,814,2440,292
7025,2861,1443,916,822,2446,295
7050,2870,1450,926,832,2459,295
7075,2881,1459,928,843,2473,295
7100,2892,1469,934,854,2485,297
7125,2904,1478,937,858,2495,297
7150,2912,1486,940,866,2505,297
7175,2922,1494,946,878,2517,298
7200,2933,1505,949,883,2527,299
7225,2944,1516,954,894,2536,300
7250,2956,1527,965,908,2546,301
7275,2965,1539,972,914,2560,303
7300,2979,1548,974,927,2567,304
7325,2990,1557,977,940,2576,307
7350,2997,1569,983,947,2588,309
7375,3007,1575,988,955,2598,311
7400,3017,1580,993,963,2607,313
7425,3027,1585,993,968,2616,314
7450,3037,1592,995,976,2624,317
7475,3045,1599,999,988,2636,317
7500,3052,1607,1003,995,2646,317
7525,3061,1615,1007,1006,2657,318
7550,3071,1622,1012,1015,2665,319
7575,3082,1630,1017,1023,2681,321
7600,3093,1640,1020,1034,2692,322
7625,3104,1646,1024,1046,2702,322
7650,3111,1656,1028,1054,2714,323
7675,3121,1666,1032,1062,2726,323
7700,3132,1676,1035,1074,2742,324
7725,3143,1684,1041,1084,2756,324
7750,3154,1694,1048,1091,2767,324
7775,3160,1702,1052,1099,2775,324
7800,3165,1713,1059,1107,2787,327
7825,3172,1724,1066,1114,2802,327
7850,3182,1729,1069,1123,2814,328
7875,3193,1737,1076,1133,2827,331
7900,3202,1746,1079,1143,2834,334
7925,3209,1753,1082,1149,2845,335
7950,3219,1759,1087,1158,2855,335
7975,3228,1771,1094,1164,2862,336
8000,3239,1779,1101,1176,2875,336
8025,3247,1793,1107,1188,2887,338
8050,3256,1803,1114,1202,2900,340
8075,3262,1808,1117,1209,2906,340
8100,3270,1814,1121,1214,2919,341
8125,3279,1822,1125,1223,2931,343
8150,3289,1827,1131,1233,2943,344
8175,3297,1836,1138,1243,2956,344
8200,3304,1842,1140,1253,2966,345
8225,3316,1849,1143,1262,2979,346
8250,3321,1858,1148,1275,2991,347
8275,3332,1867,1154,1284,3002,347
8300,3342,1877,1161,1296,3015,347
8325,3347,1886,1166,1307,3025,348
8350,3352,1893,1167,1314,3032,348
8375,3361,1902,1174,1324,3043,350
8400,3371,1913,1178,1336,3059,351
8425,3380,1923,1185,1347,3077,353
8450,3386,1929,1192,1353,3086,353
8475,3395,1935,1195,1361,3092,354
8500,3399,1945,1198,1371,3097,354
8525,3408,1957,1208,1385,3112,355
8550,3413,1965,1210,1396,3120,356
8575,3421,1971,1216,1406,3129,356
8600,3427,1975,1218,1418,3138,356
8625,3434,1980,1221,1427,3146,356
8650,3441,1985,1223,1438,3155,357
8675,3451,1996,1230,1447,3169,357
8700,3455,2003,1236,1457,3180,358
8725,3463,2010,1239,1467,3190,359
8750,3467,2019,1244,1478,3203,360
8775,3473,2028,1249,1485,3212,361
8800,3480,2036,1251,1493,3223,361
8825,3487,2041,1255,1498,3230,363
8850,3497,2051,1260,1512,3246,364
8875,3505,2056,1264,1521,3252,365
8900,3512,2063,1265,1528,3257,365
8925,3520,2076,1272,1538,3268,366
8950,3523,2083,1277,1545,3274,368
8975,3536,2091,1281,1558,3285,368
9000,3541,2103,1292,1569,3291,369
9025,3547,2112,1295,1580,3302,369
9050,3551,2119,1300,1587,3310,369
9075,3558,2133,1309,1595,3321,369
9100,3562,2140,1315,1601,3328,370
9125,3575,2149,1320,1616,3342,371
9150,3582,2158,1330,1625,3354,373
9175,3586,2162,1335,1634,3365,373
9200,3596,2168,1339,1649,3375,373
9225,3598,2176,1343,1655,3382,374
9250,3606,2183,1348,1668,3394,377
9275,3612,2191,1352,1677,3404,378
9300,3620,2197,1357,1690,3418,378
9325,3628,2206,1361,1699,3425,379
9350,3633,2213,1366,1711,3434,380
9375,3640,2221,1370,1719,3442,383
9400,3651,2229,1374,1732,3456,383
9425,3662,2240,1378,1743,3468,384
9450,3673,2249,1382,1753,3478,384
9475,3680,2252,1386,1764,3484,384
9500,3687,2262,1388,1774,3495,384
9525,3695,2273,1393,1784,3506,386
9550,3701,2286,1398,1801,3518,388
9575,3707,2292,1402,1810,3530,388
9600,3713,2304,1408,1820,3538,389
9625,3724,2309,1411,1827,3547,390
9650,3733,2321,1414,1838,3559,391
9675,3739,2326,1418,1846,3567,392
9700,3745,2335,1426,1853,3575,392
9725,3753,2344,1428,1861,3583,394
9750,3755,2354,1433,1874,3594,396
9775,3762,2363,1438,1882,3604,396
9800,3769,2372,1444,1895,3618,397
9825,3775,2377,1447,1901,3624,398
9850,3782,2387,1452,1909,3635,400
9875,3789,2395,1455,1917,3639,400
9900,3796,2406,1458,1929,3651,401
9925,3803,2416,1462,1939,3661,401
9950,3808,2428,1470,1951,3672,402
9975,3814,2438,1472,1956,3679,402
10000,3820,2447,1474,1962,3692,403
10025,3828,2459,1482,1971,3703,404
10050,3833,2465,1483,1980,3710,406
10075,3838,2473,1486,1987,3716,406
10100,3843,2479,1487,1995,3725,406
10125,3851,2486,1490,2002,3735,407
10150,3859,2498,1496,2011,3744,408
10175,3866,2505,1501,2018,3751,408
10200,3868,2513,1505,2024,3756,411
10225,3875,2523,1514,2034,3766,411
10250,3882,2532,1519,2038,3775,411
10275,3888,2538,1520,2044,3786,411
10300,3898,2548,1528,2051,3797,411
10325,3903,2555,1531,2060,3807,412
10350,3907,2560,1535,2064,3813,413
10375,3910,2571,1543,2072,3823,415
10400,3917,2582,1549,2081,3832,415
10425,3922,2589,1554,2088,3843,415
10450,3927,2595,1560,2096,3849,415
10475,3936,2604,1564,2106,3860,418
10500,3942,2614,1570,2114,3874,418
10525,3951,2623,1575,2122,3883,421
10550,3957,2632,1582,2132,3893,421
10575,3962,2638,1587,2137,3901,422
10600,3969,2648,1593,2142,3912,425
10625,3976,2655,1595,2147,3922,426
10650,3983,2661,1599,2153,3929,427
10675,3992,2672,1607,2159,3941,428
10700,3994,2679,1612,2165,3947,428
10725,3999,2687,1618,2174,3957,429
10750,4005,2693,1621,2181,3967,429
10775,4014,2701,1627,2188,3976,429
10800,4022,2711,1634,2196,3988,431
10825,4030,2723,1643,2205,4000,433
10850,4038,2731,1648,2213,4009,433
10875,4047,2740,1657,2220,4019,433
10900,4054,2750,1662,2226,4030,434
10925,4060,2757,1665,2234,4037,434
10950,4067,2765,1672,2238,4047,435
10975,4077,2777,1675,2244,4058,437
11000,4085,2790,1684,2255,4071,437
11025,4089,2793,1686,2261,4076,438
11050,4096,2802,1693,2272,4089,438
11075,4103,2815,1698,2286,4103,438
11100,4109,2822,1702,2294,4115,440
11125,4110,2827,1708,2297,4123,440
11150,4113,2831,1710,2302,4128,442
11175,4116,2843,1717,2307,4138,445
11200,4127,2851,1724,2316,4150,445
11225,4135,2857,1729,2322,4159,448
11250,4138,2861,1732,2327,4165,449
11275,4146,2866,1735,2334,4175,450
11300,4153,2877,1747,2343,4189,451
11325,4163,2886,1754,2351,4202,453
11350,4171,2894,1761,2356,4212,453
11375,4178,2904,1766,2364,4226,453
11400,4184,2910,1773,2373,4239,453
11425,4190,2918,1776,2377,4247,454
11450,4197,2928,1784,2386,4259,454
11475,4204,2941,1789,2391,4270,455
11500,4212,2951,1796,2397,4281,456
11525,4217,2962,1807,2408,4293,457
11550,4224,2970,1811,2414,4305,458
11575,4229,2977,1817,2425,4314,460
11600,4235,2987,1824,2433,4326,460
11625,4242,2997,1831,2443,4338,460
11650,4248,3004,1837,2453,4346,461
11675,4253,3012,1845,2464,4359,463
11700,4262,3016,1848,2467,4367,464
11725,4269,3029,1853,2474,4382,465
11750,4275,3038,1859,2482,4387,465
11775,4285,3048,1864,2493,4400,466
11800,4296,3057,1872,2505,4411,468
11825,4304,3066,1878,2512,4422,469
11850,4307,3073,1885,2519,4430,472
11875,4312,3082,1894,2527,4440,472
11900,4318,3092,1903,2534,4450,472
11925,4322,3101,1910,2541,4459,473
11950,4327,3109,1918,2546,4469,474
11975,4336,3119,1927,2554,4480,474
12000,4341,3123,1935,2558,4486,474
12025,4346,3131,1942,2563,4498,474
12050,4355,3136,1946,2569,4505,476
12075,4359,3145,1956,2575,4516,477
12100,4365,3156,1962,2581,4523,480
12125,4369,3164,1968,2586,4532,480
12150,4375,3172,1974,2596,4542,482
12175,4381,3182,1982,2603,4550,484
12200,4388,3189,1985,2609,4559,485
12225,4392,3200,1992,2617,4571,488
12250,4399,3210,1996,2627,4580,492
12275,4404,3218,2000,2632,4587,493
12300,4415,3232,2009,2640,4601,496
12325,4425,3241,2015,2647,4612,497
12350,4434,3250,2020,2658,4627,497
12375,4440,3256,2024,2664,4633,498
12400,4447,3266,2030,2674,4644,499
12425,4453,3274,2032,2680,4651,500
12450,4459,3279,2035,2684,4657,502
12475,4470,3288,2038,2690,4667,502
12500,4479,3298,2046,2697,4675,503
12525,4489,3314,2055,2706,4689,504
12550,4496,3319,2059,2709,4697,506
12575,4498,3326,2065,2715,4704,507
12600,4505,3336,2074,2723,4713,507
12625,4515,3345,2079,2733,4723,508
12650,4521,3357,2088,2741,4734,509
12675,4530,3366,2096,2751,4745,512
12700,4539,3376,2102,2758,4755,513
12725,4546,3386,2108,2763,4767,514
12750,4552,3394,2114,2771,4776,514
12775,4557,3406,2124,2778,4787,516
12800,4565,3418,2133,2788,4801,516
12825,4572,3427,2137,2799,4811,517
12850,4580,3442,2145,2812,4825,517
12875,4585,3452,2147,2819,4834,518
12900,4591,3458,2154,2824,4839,519
12925,4597,3468,2161,2828,4849,520
12950,4604,3474,2166,2834,4855,520
12975,4610,3483,2171,2845,4864,520
13000,4618,3495,2175,2856,4874,522
13025,4623,3504,2181,2862,4884,522
13050,4630,3514,2188,2870,4895,523
13075,4639,3524,2194,2881,4907,523
13100,4648,3534,2201,2892,4917,525
13125,4656,3545,2205,2897,4922,525
13150,4668,3552,2209,2904,4928,525
13175,4675,3556,2214,2907,4935,525
13200,4680,3567,2222,2917,4948,526
13225,4686,3575,2229,2924,4959,528
13250,4691,3580,2233,2932,4967,529
13275,4698,3591,2240,2942,4981,529
13300,4704,3602,2246,2948,4991,529
13325,4707,3608,2249,2951,4997,530
13350,4710,3616,2253,2956,5004,530
13375,4713,3624,2259,2961,5012,531
13400,4717,3632,2266,2970,5020,531
13425,4723,3639,2271,2978,5029,531
13450,4728,3645,2276,2981,5034,533
13475,4735,3654,2283,2989,5044,534
13500,4739,3665,2289,2995,5055,534
13525,4747,3672,2296,3003,5064,536
13550,4752,3678,2300,3008,5073,538
13575,4758,3685,2306,3018,5083,538
13600,4763,3692,2313,3025,5096,538
13625,4768,3703,2324,3034,5106,540
13650,4772,3711,2331,3039,5117,542
13675,4777,3722,2341,3046,5126,542
13700,4780,3728,2347,3052,5135,544
13725,4785,3732,2349,3056,5141,546
13750,4799,3748,2358,3069,5156,546
13775,4808,3762,2369,3083,5172,550
13800,4816,3772,2378,3093,5183,550
13825,4818,3777,2384,3101,5190,553
13850,4824,3784,2389,3109,5198,554
13875,4826,3791,2394,3113,5206,554
13900,4835,3801,2401,3125,5214,555
13925,4837,3810,2406,3131,5223,555
13950,4843,3816,2412,3138,5230,556
13975,4852,3823,2416,3145,5239,556
14000,4859,3830,2421,3154,5249,557
14025,4867,3839,2428,3165,5259,559
14050,4873,3846,2434,3172,5266,559
14075,4881,3857,2440,3183,5278,560
14100,4889,3868,2452,3192,5290,563
14125,4896,3877,2458,3202,5299,563
14150,4903,3884,2462,3206,5305,563
14175,4911,3894,2472,3214,5317,563
14200,4916,3905,2480,3221,5327,564
14225,4923,3913,2483,3226,5336,565
14250,4928,3921,2489,3232,5344,565
14275,4936,3932,2496,3240,5350,566
14300,4942,3938,2501,3245,5359,567
14325,4948,3946,2507,3251,5369,569
14350,4955,3951,2510,3262,5378,569
14375,4962,3959,2514,3268,5388,569
14400,4965,3967,2518,3276,5394,570
14425,4971,3976,2524,3285,5406,570
14450,4975,3982,2530,3292,5415,571
14475,4978,3990,2535,3298,5425,571
14500,4984,3998,2541,3304,5434,572
14525,4987,4006,2550,3311,5442,572
14550,4994,4015,2556,3320,5452,572
14575,5001,4026,2563,3329,5462,572
14600,5004,4035,2568,3334,5472,574
14625,5009,4045,2574,3339,5482,574
14650,5014,4052,2580,3347,5491,575
14675,5018,4057,2582,3355,5500,575
14700,5022,4069,2589,3362,5509,576
14725,5027,4080,2597,3371,5519,579
14750,5033,4090,2605,3382,5529,580
14775,5038,4097,2609,3389,5534,580
14800,5043,4104,2615,3397,5544,580
14825,5049,4118,2624,3410,5558,580
14850,5053,4127,2630,3420,5568,580
14875,5060,4138,2639,3432,5580,581
14900,5067,4148,2646,3439,5590,583
14925,5074,4157,2655,3448,5603,584
14950,5082,4166,2661,3456,5609,585
14975,5088,4174,2670,3464,5621,586
15000,5094,4177,2673,3466,5626,587
15025,5096,4180,2675,3470,5629,590
15050,5104,4189,2679,3479,5643,591
15075,5111,4198,2685,3489,5654,591
15100,5118,4205,2690,3498,5665,594
15125,5122,4217,2699,3508,5673,596
15150,5130,4224,2704,3517,5684,597
15175,5135,4230,2709,3524,5693,598
15200,5143,4239,2714,3532,5705,599
15225,5148,4248,2719,3541,5714,599
15250,5149,4254,2725,3549,5722,600
15275,5156,4260,2732,3558,5730,600
15300,5160,4266,2738,3568,5739,601
15325,5166,4271,2741,3575,5750,603
15350,5174,4279,2745,3583,5757,604
15375,5181,4283,2748,3588,5761,604
15400,5189,4295,2756,3599,5770,605
15425,5194,4305,2761,3607,5778,607
15450,5198,4318,2769,3617,5794,607
15475,5206,4332,2775,3627,5809,607
15500,5210,4338,2777,3634,5817,608
15525,5217,4347,2783,3645,5825,613
15550,5221,4356,2790,3653,5833,614
15575,5225,4366,2797,3659,5840,616
15600,5229,4369,2799,3662,5846,617
15625,5233,4378,2806,3669,5854,618
15650,5243,4389,2813,3677,5863,618
15675,5248,4400,2816,3683,5875,618
15700,5251,4406,2820,3685,5881,619
15725,5256,4417,2824,3690,5890,621
15750,5266,4428,2829,3698,5902,621
15775,5272,4436,2840,3706,5915,622
15800,5281,4443,2841,3712,5925,622
15825,5288,4453,2847,3720,5933,625
15850,5294,4463,2854,3729,5941,626
15875,5300,4471,2860,3736,5951,627
15900,5305,4479,2865,3744,5962,628
15925,5310,4487,2871,3750,5971,629
15950,5316,4496,2877,3758,5982,629
15975,5323,4502,2880,3763,5989,629
16000,5333,4515,2887,3775,6004,631
16025,5336,4521,2892,3781,6012,632
16050,5342,4531,2895,3789,6024,632
16075,5349,4539,2902,3797,6033,633
16100,5353,4549,2908,3803,6045,633
16125,5357,4559,2914,3810,6053,634
16150,5362,4568,2922,3818,6065,634
16175,5367,4572,2927,3825,6071,636
16200,5373,4581,2932,3834,6082,637
16225,5377,4589,2938,3838,6092,637
16250,5385,4602,2948,3845,6104,638
16275,5392,4607,2954,3853,6113,640
16300,5396,4617,2959,3862,6125,640
16325,5404,4628,2967,3869,6134,640
16350,5407,4635,2971,3873,6139,640
16375,5412,4645,2976,3879,6149,640
16400,5416,4651,2979,3882,6156,640
16425,5421,4655,2982,3887,6163,641
16450,5426,4662,2988,3892,6171,643
16475,5430,4671,2995,3900,6182,648
16500,5434,4680,3001,3904,6189,648
16525,5442,4692,3008,3918,6201,649
16550,5444,4696,3012,3925,6208,650
16575,5450,4707,3019,3938,6221,650
16600,5454,4718,3026,3947,6234,651
16625,5459,4728,3034,3957,6245,651
16650,5462,4734,3039,3963,6255,653
16675,5467,4747,3049,3973,6268,654
16700,5473,4760,3056,3982,6285,655
16725,5480,4768,3063,3989,6293,657
16750,5481,4773,3067,3991,6298,658
16775,5488,4787,3078,4003,6310,659
16800,5491,4797,3083,4010,6319,661
16825,5499,4805,3088,4017,6330,662
16850,5503,4815,3092,4021,6339,663
16875,5508,4822,3097,4025,6345,665
16900,5516,4831,3107,4034,6355,666
16925,5523,4841,3115,4041,6367,668
16950,5527,4848,3117,4044,6375,668
16975,5533,4857,3121,4051,6387,670
17000,5541,4862,3124,4059,6395,670
17025,5550,4873,3129,4066,6403,670
17050,5553,4879,3133,4072,6409,673
17075,5556,4884,3138,4076,6417,674
17100,5561,4893,3148,4081,6427,677
17125,5564,4902,3156,4088,6438,680
17150,5569,4913,3168,4095,6447,681
17175,5570,4920,3173,4103,6457,682
17200,5573,4927,3180,4110,6467,683
17225,5577,4936,3186,4115,6479,684
17250,5586,4947,3194,4122,6489,685
17275,5589,4954,3198,4127,6496,685
17300,5594,4962,3205,4136,6503,685
17325,5601,4973,3214,4147,6515,687
17350,5609,4989,3223,4156,6525,688
17375,5612,4996,3227,4165,6532,688
17400,5617,5001,3232,4170,6540,688
17425,5623,5010,3240,4181,6549,688
17450,5627,5017,3244,4187,6556,688
17475,5632,5023,3246,4195,6565,691
17500,5634,5032,3255,4204,6575,693
17525,5639,5039,3263,4212,6583,693
17550,5643,5046,3267,4220,6588,693
17575,5647,5052,3270,4223,6596,694
17600,5654,5057,3275,4228,6603,694
17625,5661,5068,3281,4239,6615,697
17650,5669,5077,3285,4245,6628,699
17675,5672,5083,3291,4250,6636,700
17700,5675,5092,3296,4258,6644,703
17725,5678,5099,3299,4266,6653,703
17750,5682,5109,3304,4273,6662,705
17775,5686,5119,3311,4281,6676,705
17800,5697,5130,3318,4287,6687,707
17825,5701,5139,3323,4293,6697,707
17850,5706,5146,3328,4297,6702,710
17875,5712,5156,3333,4306,6711,710
17900,5717,5166,3339,4311,6720,710
17925,5722,5172,3344,4316,6726,710
17950,5728,5179,3346,4323,6732,710
17975,5733,5191,3352,4330,6741,711
18000,5735,5196,3357,4334,6746,711
18025,5743,5202,3360,4337,6751,713
18050,5748,5211,3364,4343,6759,714
18075,5756,5221,3371,4349,6769,714
18100,5763,5232,3381,4360,6783,716
18125,5768,5237,3385,4367,6788,718
18150,5771,5246,3391,4374,6795,719
18175,5775,5256,3400,4383,6806,720
18200,5776,5262,3404,4391,6813,720
18225,5779,5268,3412,4395,6821,722
18250,5782,5275,3418,4403,6830,722
18275,5784,5285,3423,4412,6841,723
18300,5788,5296,3427,4421,6851,725
18325,5795,5305,3433,4428,6861,726
18350,5801,5313,3435,4436,6873,726
18375,5806,5319,3441,4441,6884,727
18400,5812,5323,3444,4446,6890,727
18425,5817,5330,3449,4454,6898,728
18450,5821,5336,3455,4462,6907,729
18475,5826,5343,3458,4467,6912,730
18500,5832,5350,3462,4474,6918,731
18525,5836,5358,3467,4482,6925,731
18550,5841,5363,3470,4490,6931,732
18575,5846,5373,3477,4500,6942,732
18600,5851,5379,3482,4508,6953,734
18625,5857,5388,3490,4515,6962,736
