Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.05,NIndepLinUCB-alpha=0.01,NIndepLinUCB-alpha=0.3,NIndepLinUCB-alpha=0,NIndepLinUCB-alpha=1.5
21125,4094,0,0,0,0,0
21150,4094,0,0,0,0,0
21175,4094,0,0,0,0,0
21200,4094,0,0,0,0,0
21225,4094,0,0,0,0,0
21250,4094,0,0,0,0,0
21275,4094,0,0,0,0,0
21300,4094,0,0,0,0,0
21325,4094,0,0,0,0,0
21350,4094,0,0,0,0,0
21375,4094,0,0,0,0,0
21400,4094,0,0,0,0,0
21425,4094,0,0,0,0,0
21450,4094,0,0,0,0,0
21475,4094,0,0,0,0,0
21500,4094,0,0,0,0,0
21525,4094,0,0,0,0,0
21550,4094,0,0,0,0,0
21575,4094,0,0,0,0,0
21600,4094,0,0,0,0,0
21625,4094,0,0,0,0,0
21650,4094,0,0,0,0,0
21675,4094,0,0,0,0,0
21700,4094,0,0,0,0,0
21725,4094,0,0,0,0,0
21750,4094,0,0,0,0,0
21775,4094,0,0,0,0,0
21800,4094,0,0,0,0,0
21825,4094,0,0,0,0,0
21850,4094,0,0,0,0,0
21875,4094,0,0,0,0,0
21900,4094,0,0,0,0,0
21925,4094,0,0,0,0,0
21950,4094,0,0,0,0,0
21975,4094,0,0,0,0,0
22000,4094,0,0,0,0,0
22025,4094,0,0,0,0,0
22050,4094,0,0,0,0,0
22075,4094,0,0,0,0,0
22100,4094,0,0,0,0,0
22125,4094,0,0,0,0,0
22150,4094,0,0,0,0,0
22175,4094,0,0,0,0,0
22200,4094,0,0,0,0,0
22225,4094,0,0,0,0,0
22250,4094,0,0,0,0,0
22275,4094,0,0,0,0,0
22300,4208,0,0,0,0,0
22325,4208,0,0,0,0,0
22350,4208,0,0,0,0,0
22375,4208,0,0,0,0,0
22400,4208,0,0,0,0,0
22425,4208,0,0,0,0,0
22450,4208,0,0,0,0,0
22475,4208,0,0,0,0,0
22500,4208,0,0,0,0,0
22525,4208,0,0,0,0,0
22550,4208,0,0,0,0,0
22575,4208,0,0,0,0,0
22600,4208,0,0,0,0,0
22625,4208,0,0,0,0,0
22650,4208,0,0,0,0,0
22675,4208,0,0,0,0,0
22700,4208,0,0,0,0,0
22725,4208,0,0,0,0,0
22750,4208,0,0,0,0,0
22775,4208,0,0,0,0,0
22800,4208,0,0,0,0,0
22825,4208,0,0,0,0,0
22850,4208,0,0,0,0,0
22875,4208,0,0,0,0,0
22900,4208,0,0,0,0,0
22925,4208,0,0,0,0,0
22950,4208,0,0,0,0,0
22975,4208,0,0,0,0,0
23000,4208,0,0,0,0,0
23025,4208,0,0,0,0,0
23050,4208,0,0,0,0,0
23075,4208,0,0,0,0,0
23100,4208,0,0,0,0,0
23125,4208,0,0,0,0,0
23150,4208,0,0,0,0,0
23175,4208,0,0,0,0,0
23200,4208,0,0,0,0,0
23225,4208,0,0,0,0,0
23250,4208,0,0,0,0,0
23275,4208,0,0,0,0,0
23300,4208,0,0,0,0,0
23325,4208,0,0,0,0,0
23350,4208,0,0,0,0,0
23375,4208,0,0,0,0,0
23400,4208,0,0,0,0,0
23425,4208,0,0,0,0,0
23450,4208,0,0,0,0,0
23475,4208,0,0,0,0,0
23500,4208,0,0,0,0,0
23525,4208,0,0,0,0,0
23550,4208,0,0,0,0,0
23575,4208,0,0,0,0,0
23600,4208,0,0,0,0,0
23625,4322,0,0,0,0,0
23650,4322,0,0,0,0,0
23675,4322,0,0,0,0,0
23700,4322,0,0,0,0,0
23725,4322,0,0,0,0,0
23750,4322,0,0,0,0,0
23775,4322,0,0,0,0,0
23800,4322,0,0,0,0,0
23825,4322,0,0,0,0,0
23850,4322,0,0,0,0,0
23875,4322,0,0,0,0,0
23900,4322,0,0,0,0,0
23925,4322,0,0,0,0,0
23950,4322,0,0,0,0,0
23975,4322,0,0,0,0,0
24000,4322,0,0,0,0,0
24025,4322,0,0,0,0,0
24050,4322,0,0,0,0,0
24075,4322,0,0,0,0,0
24100,4322,0,0,0,0,0
24125,4322,0,0,0,0,0
24150,4322,0,0,0,0,0
24175,4322,0,0,0,0,0
24200,4322,0,0,0,0,0
24225,4322,0,0,0,0,0
24250,4322,0,0,0,0,0
24275,4322,0,0,0,0,0
24300,4322,0,0,0,0,0
24325,4322,0,0,0,0,0
24350,4322,0,0,0,0,0
24375,4322,0,0,0,0,0
24400,4322,0,0,0,0,0
24425,4322,0,0,0,0,0
24450,4322,0,0,0,0,0
24475,4322,0,0,0,0,0
24500,4322,0,0,0,0,0
24525,4322,0,0,0,0,0
24550,4322,0,0,0,0,0
24575,4322,0,0,0,0,0
24600,4322,0,0,0,0,0
24625,4322,0,0,0,0,0
24650,4322,0,0,0,0,0
24675,4322,0,0,0,0,0
24700,4322,0,0,0,0,0
24725,4322,0,0,0,0,0
24750,4322,0,0,0,0,0
24775,4322,0,0,0,0,0
24800,4322,0,0,0,0,0
24825,4322,0,0,0,0,0
24850,4322,0,0,0,0,0
24875,4322,0,0,0,0,0
24900,4322,0,0,0,0,0
24925,4322,0,0,0,0,0
24950,4322,0,0,0,0,0
24975,4322,0,0,0,0,0
25000,4322,0,0,0,0,0
25025,4436,0,0,0,0,0
25050,4436,0,0,0,0,0
25075,4436,0,0,0,0,0
25100,4436,0,0,0,0,0
25125,4436,0,0,0,0,0
25150,4436,0,0,0,0,0
25175,4436,0,0,0,0,0
25200,4436,0,0,0,0,0
25225,4436,0,0,0,0,0
25250,4436,0,0,0,0,0
25275,4436,0,0,0,0,0
25300,4436,0,0,0,0,0
25325,4436,0,0,0,0,0
25350,4436,0,0,0,0,0
25375,4436,0,0,0,0,0
25400,4436,0,0,0,0,0
25425,4436,0,0,0,0,0
25450,4436,0,0,0,0,0
25475,4436,0,0,0,0,0
25500,4436,0,0,0,0,0
25525,4436,0,0,0,0,0
25550,4436,0,0,0,0,0
25575,4436,0,0,0,0,0
25600,4436,0,0,0,0,0
25625,4436,0,0,0,0,0
25650,4436,0,0,0,0,0
25675,4436,0,0,0,0,0
25700,4436,0,0,0,0,0
25725,4436,0,0,0,0,0
25750,4436,0,0,0,0,0
25775,4436,0,0,0,0,0
25800,4436,0,0,0,0,0
25825,4436,0,0,0,0,0
25850,4436,0,0,0,0,0
25875,4436,0,0,0,0,0
25900,4436,0,0,0,0,0
25925,4436,0,0,0,0,0
25950,4436,0,0,0,0,0
25975,4436,0,0,0,0,0
26000,4436,0,0,0,0,0
26025,4436,0,0,0,0,0
26050,4436,0,0,0,0,0
26075,4436,0,0,0,0,0
26100,4436,0,0,0,0,0
26125,4436,0,0,0,0,0
26150,4436,0,0,0,0,0
26175,4436,0,0,0,0,0
26200,4436,0,0,0,0,0
26225,4436,0,0,0,0,0
26250,4550,0,0,0,0,0
26275,4550,0,0,0,0,0
26300,4550,0,0,0,0,0
26325,4550,0,0,0,0,0
26350,4550,0,0,0,0,0
26375,4550,0,0,0,0,0
26400,4550,0,0,0,0,0
26425,4550,0,0,0,0,0
26450,4550,0,0,0,0,0
26475,4550,0,0,0,0,0
26500,4550,0,0,0,0,0
26525,4550,0,0,0,0,0
26550,4550,0,0,0,0,0
26575,4550,0,0,0,0,0
26600,4550,0,0,0,0,0
26625,4550,0,0,0,0,0
26650,4550,0,0,0,0,0
26675,4550,0,0,0,0,0
26700,4550,0,0,0,0,0
26725,4550,0,0,0,0,0
26750,4550,0,0,0,0,0
26775,4550,0,0,0,0,0
26800,4550,0,0,0,0,0
26825,4550,0,0,0,0,0
26850,4550,0,0,0,0,0
26875,4550,0,0,0,0,0
26900,4550,0,0,0,0,0
26925,4550,0,0,0,0,0
26950,4550,0,0,0,0,0
26975,4550,0,0,0,0,0
27000,4550,0,0,0,0,0
27025,4550,0,0,0,0,0
27050,4550,0,0,0,0,0
27075,4550,0,0,0,0,0
27100,4550,0,0,0,0,0
27125,4550,0,0,0,0,0
27150,4550,0,0,0,0,0
27175,4550,0,0,0,0,0
27200,4550,0,0,0,0,0
27225,4550,0,0,0,0,0
27250,4550,0,0,0,0,0
27275,4664,0,0,0,0,0
27300,4664,0,0,0,0,0
27325,4664,0,0,0,0,0
27350,4664,0,0,0,0,0
27375,4664,0,0,0,0,0
27400,4664,0,0,0,0,0
27425,4664,0,0,0,0,0
27450,4664,0,0,0,0,0
27475,4664,0,0,0,0,0
27500,4664,0,0,0,0,0
27525,4664,0,0,0,0,0
27550,4664,0,0,0,0,0
27575,4664,0,0,0,0,0
27600,4664,0,0,0,0,0
27625,4664,0,0,0,0,0
27650,4664,0,0,0,0,0
27675,4664,0,0,0,0,0
27700,4664,0,0,0,0,0
27725,4664,0,0,0,0,0
27750,4664,0,0,0,0,0
27775,4664,0,0,0,0,0
27800,4664,0,0,0,0,0
27825,4664,0,0,0,0,0
27850,4664,0,0,0,0,0
27875,4664,0,0,0,0,0
27900,4664,0,0,0,0,0
27925,4664,0,0,0,0,0
27950,4664,0,0,0,0,0
27975,4664,0,0,0,0,0
28000,4664,0,0,0,0,0
28025,4664,0,0,0,0,0
28050,4664,0,0,0,0,0
28075,4664,0,0,0,0,0
28100,4664,0,0,0,0,0
28125,4664,0,0,0,0,0
28150,4664,0,0,0,0,0
28175,4664,0,0,0,0,0
28200,4664,0,0,0,0,0
28225,4664,0,0,0,0,0
28250,4664,0,0,0,0,0
28275,4664,0,0,0,0,0
28300,4664,0,0,0,0,0
28325,4664,0,0,0,0,0
28350,4664,0,0,0,0,0
28375,4778,0,0,0,0,0
28400,4778,0,0,0,0,0
28425,4778,0,0,0,0,0
28450,4778,0,0,0,0,0
28475,4778,0,0,0,0,0
28500,4778,0,0,0,0,0
28525,4778,0,0,0,0,0
28550,4778,0,0,0,0,0
28575,4778,0,0,0,0,0
28600,4778,0,0,0,0,0
28625,4778,0,0,0,0,0
28650,4778,0,0,0,0,0
28675,4778,0,0,0,0,0
28700,4778,0,0,0,0,0
28725,4778,0,0,0,0,0
28750,4778,0,0,0,0,0
28775,4778,0,0,0,0,0
28800,4778,0,0,0,0,0
28825,4778,0,0,0,0,0
28850,4778,0,0,0,0,0
28875,4778,0,0,0,0,0
28900,4778,0,0,0,0,0
28925,4778,0,0,0,0,0
28950,4778,0,0,0,0,0
28975,4778,0,0,0,0,0
29000,4778,0,0,0,0,0
29025,4778,0,0,0,0,0
29050,4778,0,0,0,0,0
29075,4778,0,0,0,0,0
29100,4778,0,0,0,0,0
29125,4778,0,0,0,0,0
29150,4778,0,0,0,0,0
29175,4778,0,0,0,0,0
29200,4892,0,0,0,0,0
29225,4892,0,0,0,0,0
29250,4892,0,0,0,0,0
29275,4892,0,0,0,0,0
29300,4892,0,0,0,0,0
29325,4892,0,0,0,0,0
29350,4892,0,0,0,0,0
29375,4892,0,0,0,0,0
29400,4892,0,0,0,0,0
29425,4892,0,0,0,0,0
29450,4892,0,0,0,0,0
29475,4892,0,0,0,0,0
29500,4892,0,0,0,0,0
29525,4892,0,0,0,0,0
29550,4892,0,0,0,0,0
29575,4892,0,0,0,0,0
29600,4892,0,0,0,0,0
29625,4892,0,0,0,0,0
29650,4892,0,0,0,0,0
29675,4892,0,0,0,0,0
29700,4892,0,0,0,0,0
29725,4892,0,0,0,0,0
29750,4892,0,0,0,0,0
29775,4892,0,0,0,0,0
29800,4892,0,0,0,0,0
29825,4892,0,0,0,0,0
29850,4892,0,0,0,0,0
29875,4892,0,0,0,0,0
29900,4892,0,0,0,0,0
29925,4892,0,0,0,0,0
29950,4892,0,0,0,0,0
29975,5006,0,0,0,0,0
30000,5006,0,0,0,0,0
30025,5006,0,0,0,0,0
30050,5006,0,0,0,0,0
30075,5006,0,0,0,0,0
30100,5006,0,0,0,0,0
30125,5006,0,0,0,0,0
30150,5006,0,0,0,0,0
30175,5006,0,0,0,0,0
30200,5006,0,0,0,0,0
30225,5006,0,0,0,0,0
30250,5006,0,0,0,0,0
30275,5006,0,0,0,0,0
30300,5006,0,0,0,0,0
30325,5006,0,0,0,0,0
30350,5006,0,0,0,0,0
30375,5006,0,0,0,0,0
30400,5006,0,0,0,0,0
30425,5006,0,0,0,0,0
30450,5006,0,0,0,0,0
30475,5006,0,0,0,0,0
30500,5006,0,0,0,0,0
30525,5006,0,0,0,0,0
30550,5006,0,0,0,0,0
30575,5006,0,0,0,0,0
30600,5006,0,0,0,0,0
30625,5120,0,0,0,0,0
30650,5120,0,0,0,0,0
30675,5120,0,0,0,0,0
30700,5120,0,0,0,0,0
30725,5120,0,0,0,0,0
30750,5120,0,0,0,0,0
30775,5120,0,0,0,0,0
30800,5120,0,0,0,0,0
30825,5120,0,0,0,0,0
30850,5120,0,0,0,0,0
30875,5120,0,0,0,0,0
30900,5120,0,0,0,0,0
30925,5120,0,0,0,0,0
30950,5120,0,0,0,0,0
30975,5120,0,0,0,0,0
31000,5120,0,0,0,0,0
31025,5120,0,0,0,0,0
31050,5120,0,0,0,0,0
31075,5120,0,0,0,0,0
31100,5120,0,0,0,0,0
31125,5120,0,0,0,0,0
31150,5120,0,0,0,0,0
31175,5234,0,0,0,0,0
31200,5234,0,0,0,0,0
31225,5234,0,0,0,0,0
31250,5234,0,0,0,0,0
31275,5234,0,0,0,0,0
31300,5234,0,0,0,0,0
31325,5234,0,0,0,0,0
31350,5234,0,0,0,0,0
31375,5234,0,0,0,0,0
31400,5234,0,0,0,0,0
31425,5234,0,0,0,0,0
31450,5234,0,0,0,0,0
31475,5234,0,0,0,0,0
31500,5234,0,0,0,0,0
31525,5234,0,0,0,0,0
31550,5234,0,0,0,0,0
31575,5234,0,0,0,0,0
31600,5234,0,0,0,0,0
31625,5234,0,0,0,0,0
31650,5348,0,0,0,0,0
31675,5348,0,0,0,0,0
31700,5348,0,0,0,0,0
31725,5348,0,0,0,0,0
31750,5348,0,0,0,0,0
31775,5348,0,0,0,0,0
31800,5348,0,0,0,0,0
31825,5348,0,0,0,0,0
31850,5348,0,0,0,0,0
31875,5348,0,0,0,0,0
31900,5348,0,0,0,0,0
31925,5348,0,0,0,0,0
31950,5348,0,0,0,0,0
31975,5348,0,0,0,0,0
32000,5348,0,0,0,0,0
32025,5348,0,0,0,0,0
32050,5348,0,0,0,0,0
32075,5348,0,0,0,0,0
32100,5348,0,0,0,0,0
32125,5462,0,0,0,0,0
32150,5462,0,0,0,0,0
32175,5462,0,0,0,0,0
32200,5462,0,0,0,0,0
32225,5462,0,0,0,0,0
32250,5462,0,0,0,0,0
32275,5462,0,0,0,0,0
32300,5462,0,0,0,0,0
32325,5462,0,0,0,0,0
32350,5462,0,0,0,0,0
32375,5462,0,0,0,0,0
32400,5462,0,0,0,0,0
32425,5462,0,0,0,0,0
32450,5462,0,0,0,0,0
32475,5462,0,0,0,0,0
32500,5462,0,0,0,0,0
32525,5462,0,0,0,0,0
32550,5462,0,0,0,0,0
32575,5462,0,0,0,0,0
32600,5462,0,0,0,0,0
32625,5462,0,0,0,0,0
32650,5576,0,0,0,0,0
32675,5576,0,0,0,0,0
32700,5576,0,0,0,0,0
32725,5576,0,0,0,0,0
32750,5576,0,0,0,0,0
32775,5576,0,0,0,0,0
32800,5576,0,0,0,0,0
32825,5576,0,0,0,0,0
32850,5576,0,0,0,0,0
32875,5576,0,0,0,0,0
32900,5576,0,0,0,0,0
32925,5576,0,0,0,0,0
32950,5576,0,0,0,0,0
32975,5576,0,0,0,0,0
33000,5576,0,0,0,0,0
33025,5576,0,0,0,0,0
33050,5576,0,0,0,0,0
33075,5576,0,0,0,0,0
33100,5690,0,0,0,0,0
33125,5690,0,0,0,0,0
33150,5690,0,0,0,0,0
33175,5690,0,0,0,0,0
33200,5690,0,0,0,0,0
33225,5690,0,0,0,0,0
33250,5690,0,0,0,0,0
33275,5690,0,0,0,0,0
33300,5690,0,0,0,0,0
33325,5690,0,0,0,0,0
33350,5690,0,0,0,0,0
33375,5690,0,0,0,0,0
33400,5690,0,0,0,0,0
33425,5690,0,0,0,0,0
33450,5690,0,0,0,0,0
33475,5690,0,0,0,0,0
33500,5804,0,0,0,0,0
33525,5804,0,0,0,0,0
33550,5804,0,0,0,0,0
33575,5804,0,0,0,0,0
33600,5804,0,0,0,0,0
33625,5804,0,0,0,0,0
33650,5804,0,0,0,0,0
33675,5804,0,0,0,0,0
33700,5804,0,0,0,0,0
33725,5804,0,0,0,0,0
33750,5804,0,0,0,0,0
33775,5804,0,0,0,0,0
33800,5804,0,0,0,0,0
33825,5804,0,0,0,0,0
33850,5804,0,0,0,0,0
33875,5804,0,0,0,0,0
33900,5804,0,0,0,0,0
33925,5804,0,0,0,0,0
33950,5918,0,0,0,0,0
33975,5918,0,0,0,0,0
34000,5918,0,0,0,0,0
34025,5918,0,0,0,0,0
34050,5918,0,0,0,0,0
34075,5918,0,0,0,0,0
34100,5918,0,0,0,0,0
34125,5918,0,0,0,0,0
34150,5918,0,0,0,0,0
34175,5918,0,0,0,0,0
34200,5918,0,0,0,0,0
34225,5918,0,0,0,0,0
34250,5918,0,0,0,0,0
34275,5918,0,0,0,0,0
34300,5918,0,0,0,0,0
34325,6032,0,0,0,0,0
34350,6032,0,0,0,0,0
34375,6032,0,0,0,0,0
34400,6032,0,0,0,0,0
34425,6032,0,0,0,0,0
34450,6032,0,0,0,0,0
34475,6032,0,0,0,0,0
34500,6032,0,0,0,0,0
34525,6032,0,0,0,0,0
34550,6032,0,0,0,0,0
34575,6146,0,0,0,0,0
34600,6146,0,0,0,0,0
34625,6146,0,0,0,0,0
34650,6146,0,0,0,0,0
34675,6146,0,0,0,0,0
34700,6146,0,0,0,0,0
34725,6146,0,0,0,0,0
34750,6146,0,0,0,0,0
34775,6146,0,0,0,0,0
34800,6146,0,0,0,0,0
34825,6146,0,0,0,0,0
34850,6146,0,0,0,0,0
34875,6146,0,0,0,0,0
34900,6260,0,0,0,0,0
34925,6260,0,0,0,0,0
34950,6260,0,0,0,0,0
34975,6260,0,0,0,0,0
35000,6260,0,0,0,0,0
35025,6260,0,0,0,0,0
35050,6260,0,0,0,0,0
35075,6260,0,0,0,0,0
35100,6260,0,0,0,0,0
35125,6374,0,0,0,0,0
35150,6374,0,0,0,0,0
35175,6374,0,0,0,0,0
35200,6374,0,0,0,0,0
35225,6374,0,0,0,0,0
35250,6488,0,0,0,0,0
35275,6488,0,0,0,0,0
35300,6488,0,0,0,0,0
35325,6488,0,0,0,0,0
35350,6488,0,0,0,0,0
35375,6602,0,0,0,0,0
35400,6602,0,0,0,0,0
35425,6602,0,0,0,0,0
