Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified,HetoFedBandit_Enhanced,DyClu
2575,2704,0,1159,0,800,0
2600,2704,0,1177,0,800,0
2625,2704,0,1196,0,800,0
2650,2704,0,1217,0,800,0
2675,2704,0,1235,0,800,0
2700,2704,0,1259,0,800,0
2725,2704,0,1278,0,876,0
2750,2704,0,1301,0,876,0
2775,2704,0,1324,0,876,0
2800,2704,0,1343,0,876,0
2825,2854,0,1366,0,876,0
2850,2854,0,1387,0,876,0
2875,2854,0,1408,0,876,0
2900,2854,0,1432,0,952,0
2925,2854,0,1454,0,952,0
2950,2854,0,1474,0,952,0
2975,2854,0,1497,0,952,0
3000,2854,0,1522,0,952,0
3025,2854,0,1546,0,952,0
3050,2854,0,1565,0,952,0
3075,2854,0,1588,0,952,0
3100,2854,0,1612,0,952,0
3125,2854,0,1634,0,952,0
3150,2854,0,1658,0,952,0
3175,2854,0,1680,0,952,0
3200,2854,0,1703,0,952,0
3225,2854,0,1726,0,952,0
3250,2854,0,1748,0,1028,0
3275,2854,0,1771,0,1028,0
3300,2854,0,1794,0,1028,0
3325,2854,0,1818,0,1028,0
3350,2854,0,1837,0,1028,0
3375,2854,0,1857,0,1028,0
3400,3004,0,1879,0,1028,0
3425,3004,0,1895,0,1028,0
3450,3004,0,1916,0,1028,0
3475,3004,0,1939,0,1028,0
3500,3004,0,1958,0,1028,0
3525,3004,0,1981,0,1028,0
3550,3004,0,2001,0,1028,0
3575,3004,0,2023,0,1028,0
3600,3004,0,2046,0,1028,0
3625,3004,0,2067,0,1028,0
3650,3004,0,2088,0,1028,0
3675,3004,0,2113,0,1028,0
3700,3004,0,2137,0,1028,0
3725,3004,0,2158,0,1028,0
3750,3004,0,2180,0,1028,0
3775,3004,0,2205,0,1028,0
3800,3004,0,2229,0,1028,0
3825,3004,0,2253,0,1104,0
3850,3004,0,2273,0,1104,0
3875,3004,0,2296,0,1104,0
3900,3004,0,2317,0,1104,0
3925,3004,0,2341,0,1104,0
3950,3004,0,2364,0,1104,0
3975,3004,0,2385,0,1104,0
4000,3004,0,2409,0,1104,0
4025,3004,0,2428,0,1104,0
4050,3004,0,2450,0,1104,0
4075,3004,0,2470,0,1104,0
4100,3004,0,2492,0,1104,0
4125,3004,0,2517,0,1104,0
4150,3004,0,2542,0,1104,0
4175,3004,0,2567,0,1104,0
4200,3004,0,2591,0,1104,0
4225,3154,0,2616,0,1104,0
4250,3154,0,2641,0,1104,0
4275,3154,0,2666,0,1104,0
4300,3154,0,2691,0,1104,0
4325,3154,0,2716,0,1104,0
4350,3154,0,2741,0,1104,0
4375,3154,0,2765,0,1104,0
4400,3154,0,2789,0,1104,0
4425,3154,0,2813,0,1179,0
4450,3154,0,2838,0,1180,0
4475,3154,0,2863,0,1180,0
4500,3154,0,2888,0,1180,0
4525,3154,0,2912,0,1180,0
4550,3154,0,2937,0,1180,0
4575,3154,0,2962,0,1180,0
4600,3154,0,2987,0,1180,0
4625,3154,0,3012,0,1180,0
4650,3304,0,3037,0,1180,0
4675,3304,0,3062,0,1180,0
4700,3304,0,3087,0,1180,0
4725,3304,0,3112,0,1180,0
4750,3304,0,3137,0,1180,0
4775,3304,0,3161,0,1180,0
4800,3304,0,3186,0,1180,0
4825,3304,0,3210,0,1180,0
4850,3304,0,3235,0,1180,0
4875,3304,0,3260,0,1256,0
4900,3304,0,3285,0,1256,0
4925,3304,0,3308,0,1256,0
4950,3304,0,3333,0,1256,0
4975,3304,0,3358,0,1256,0
5000,3304,0,3383,0,1256,0
5025,3304,0,3408,0,1256,0
5050,3304,0,3432,10,1256,0
5075,3304,0,3457,10,1256,0
5100,3304,0,3482,10,1256,0
5125,3304,0,3507,14,1256,0
5150,3304,0,3531,14,1256,0
5175,3304,0,3556,14,1256,0
5200,3304,0,3581,18,1256,0
5225,3304,0,3606,18,1256,0
5250,3304,0,3631,18,1256,0
5275,3304,0,3656,20,1256,0
5300,3304,0,3681,20,1256,0
5325,3304,0,3704,20,1256,0
5350,3304,0,3728,30,1256,0
5375,3304,0,3753,30,1256,0
5400,3304,0,3777,30,1332,0
5425,3304,0,3801,38,1332,0
5450,3304,0,3824,38,1332,0
5475,3304,0,3849,38,1332,0
5500,3304,0,3873,46,1332,0
5525,3304,0,3898,46,1332,0
5550,3304,0,3923,46,1332,0
5575,3454,0,3947,52,1332,0
5600,3454,0,3972,52,1332,0
5625,3454,0,3997,52,1332,0
5650,3454,0,4022,54,1332,0
5675,3454,0,4047,54,1332,0
5700,3454,0,4071,54,1332,0
5725,3454,0,4096,60,1332,0
5750,3454,0,4121,60,1332,0
5775,3454,0,4146,60,1332,0
5800,3454,0,4170,66,1332,0
5825,3454,0,4193,66,1332,0
5850,3454,0,4218,66,1408,0
5875,3454,0,4243,76,1408,0
5900,3454,0,4267,76,1408,0
5925,3454,0,4292,76,1408,0
5950,3454,0,4317,86,1408,0
5975,3454,0,4342,86,1408,0
6000,3454,0,4367,86,1408,0
6025,3454,0,4392,90,1408,0
6050,3454,0,4415,90,1408,0
6075,3454,0,4440,90,1408,0
6100,3454,0,4465,92,1408,0
6125,3454,0,4488,92,1408,0
6150,3454,0,4513,92,1408,0
6175,3454,0,4537,96,1408,0
6200,3454,0,4562,96,1408,0
6225,3454,0,4587,96,1408,0
6250,3454,0,4611,114,1408,0
6275,3454,0,4635,114,1408,0
6300,3454,0,4659,114,1408,0
6325,3454,0,4684,120,1408,0
6350,3454,0,4707,120,1408,0
6375,3454,0,4729,120,1408,0
6400,3454,0,4754,122,1484,0
6425,3454,0,4779,122,1484,0
6450,3454,0,4804,122,1484,0
6475,3454,0,4828,128,1484,0
6500,3454,0,4852,128,1484,0
6525,3454,0,4875,128,1484,0
6550,3454,0,4900,130,1484,0
6575,3454,0,4925,130,1484,0
6600,3604,0,4948,130,1484,0
6625,3604,0,4971,134,1484,0
6650,3604,0,4996,134,1484,0
6675,3604,0,5021,134,1484,0
6700,3604,0,5046,136,1484,0
6725,3604,0,5071,136,1484,0
6750,3604,0,5096,136,1484,0
6775,3604,0,5120,146,1484,0
6800,3604,0,5145,146,1484,0
6825,3604,0,5170,146,1484,0
6850,3604,0,5194,160,1560,0
6875,3604,0,5219,160,1560,0
6900,3604,0,5242,160,1560,0
6925,3604,0,5265,162,1560,0
6950,3604,0,5288,162,1560,0
6975,3604,0,5313,162,1560,0
7000,3604,0,5338,166,1560,0
7025,3604,0,5361,166,1560,0
7050,3604,0,5383,166,1560,0
7075,3604,0,5408,172,1560,0
7100,3604,0,5430,172,1560,0
7125,3604,0,5453,172,1560,0
7150,3604,0,5477,176,1560,0
7175,3604,0,5499,176,1560,0
7200,3604,0,5523,176,1560,0
7225,3604,0,5545,178,1560,0
7250,3604,0,5567,178,1560,0
7275,3604,0,5592,178,1560,0
7300,3604,0,5616,196,1560,0
7325,3604,0,5640,196,1560,0
7350,3754,0,5661,196,1560,0
7375,3754,0,5684,198,1560,0
7400,3754,0,5706,198,1560,0
7425,3754,0,5731,198,1560,0
7450,3754,0,5756,200,1560,0
7475,3754,0,5779,200,1560,0
7500,3754,0,5802,200,1560,0
7525,3754,0,5826,204,1560,0
7550,3754,0,5848,204,1560,0
7575,3754,0,5872,204,1560,0
7600,3754,0,5896,222,1636,0
7625,3754,0,5920,222,1636,0
7650,3754,0,5945,222,1636,0
7675,3754,0,5967,234,1636,0
7700,3754,0,5992,234,1636,0
7725,3754,0,6015,234,1636,0
7750,3754,0,6038,236,1636,0
7775,3754,0,6061,236,1636,0
7800,3754,0,6084,236,1636,0
7825,3754,0,6107,250,1636,0
7850,3754,0,6130,250,1636,0
7875,3754,0,6150,250,1636,0
7900,3754,0,6172,252,1636,0
7925,3754,0,6196,252,1636,0
7950,3754,0,6219,252,1636,0
7975,3754,0,6242,256,1636,0
8000,3754,0,6262,256,1636,0
8025,3754,0,6285,256,1636,0
8050,3904,0,6305,258,1636,0
8075,3904,0,6330,258,1636,0
8100,3904,0,6353,258,1636,0
8125,3904,0,6375,260,1636,0
8150,3904,0,6399,260,1636,0
8175,3904,0,6419,260,1636,0
8200,3904,0,6442,262,1636,0
8225,3904,0,6465,262,1636,0
8250,3904,0,6488,262,1636,0
8275,3904,0,6508,264,1636,0
8300,3904,0,6530,264,1636,0
8325,3904,0,6551,264,1636,0
8350,3904,0,6574,272,1636,0
8375,3904,0,6599,272,1636,0
8400,3904,0,6622,272,1636,0
8425,3904,0,6641,274,1712,0
8450,3904,0,6663,274,1712,0
8475,3904,0,6685,274,1712,0
8500,3904,0,6709,276,1712,0
8525,3904,0,6730,276,1712,0
8550,3904,0,6754,276,1712,0
8575,3904,0,6776,278,1712,0
8600,3904,0,6799,278,1712,0
8625,3904,0,6823,278,1712,0
8650,3904,0,6844,280,1712,0
8675,3904,0,6866,280,1712,0
8700,3904,0,6887,280,1712,0
8725,3904,0,6910,284,1712,0
8750,3904,0,6932,284,1712,0
8775,3904,0,6955,284,1712,0
8800,3904,0,6978,286,1712,0
8825,3904,0,7002,286,1712,0
8850,3904,0,7024,286,1712,0
8875,3904,0,7045,296,1712,0
8900,3904,0,7070,296,1712,0
8925,3904,0,7090,296,1712,0
8950,3904,0,7113,298,1712,0
8975,3904,0,7135,298,1788,0
9000,3904,0,7157,298,1788,0
9025,3904,0,7181,300,1788,0
9050,3904,0,7203,300,1788,0
9075,3904,0,7224,300,1788,0
9100,4054,0,7246,304,1788,0
9125,4054,0,7269,304,1788,0
9150,4054,0,7289,304,1788,0
9175,4054,0,7311,306,1788,0
9200,4054,0,7335,306,1788,0
9225,4054,0,7356,306,1788,0
9250,4054,0,7380,310,1788,0
9275,4054,0,7401,310,1788,0
9300,4054,0,7421,310,1788,0
9325,4054,0,7446,318,1788,0
9350,4054,0,7468,318,1788,0
9375,4054,0,7490,318,1788,0
9400,4054,0,7513,320,1788,0
9425,4054,0,7536,320,1788,0
9450,4054,0,7558,320,1788,0
9475,4054,0,7581,326,1788,0
9500,4054,0,7605,326,1788,0
9525,4054,0,7627,326,1788,0
9550,4054,0,7647,334,1788,0
9575,4054,0,7671,334,1788,0
9600,4054,0,7693,334,1788,0
9625,4054,0,7713,344,1788,0
9650,4054,0,7738,344,1788,0
9675,4054,0,7761,344,1788,0
9700,4054,0,7783,350,1788,0
9725,4054,0,7808,350,1864,0
9750,4054,0,7831,350,1864,0
9775,4054,0,7852,360,1864,0
9800,4054,0,7874,360,1864,0
9825,4054,0,7897,360,1864,0
9850,4054,0,7917,366,1864,0
9875,4054,0,7939,366,1864,0
9900,4054,0,7960,366,1864,0
9925,4054,0,7984,370,1864,0
9950,4054,0,8003,370,1864,0
9975,4054,0,8026,370,1864,0
10000,4054,0,8051,374,1864,0
10025,4054,0,8071,374,1864,0
10050,4054,0,8094,374,1864,0
10075,4054,0,8117,380,1864,0
10100,4054,0,8141,380,1864,0
10125,4054,0,8161,380,1864,0
10150,4054,0,8183,382,1864,0
10175,4054,0,8208,382,1864,0
10200,4054,0,8228,382,1864,0
10225,4054,0,8250,384,1864,0
10250,4204,0,8273,384,1864,0
10275,4204,0,8297,384,1864,0
10300,4204,0,8318,402,1864,0
10325,4204,0,8341,402,1864,0
10350,4204,0,8364,402,1864,0
10375,4204,0,8385,412,1864,0
10400,4204,0,8408,412,1864,0
10425,4204,0,8431,412,1864,0
10450,4204,0,8451,414,1864,0
10475,4204,0,8472,414,1864,0
10500,4204,0,8494,414,1864,0
10525,4204,0,8513,418,1864,0
10550,4204,0,8535,418,1940,0
10575,4204,0,8556,418,1940,0
10600,4204,0,8579,420,1940,0
10625,4204,0,8602,420,1940,0
10650,4204,0,8623,420,1940,0
10675,4204,0,8644,430,1940,0
10700,4204,0,8665,430,1940,0
10725,4204,0,8684,430,1940,0
10750,4204,0,8708,432,1940,0
10775,4204,0,8728,432,1940,0
10800,4204,0,8746,432,1940,0
10825,4204,0,8764,436,1940,0
10850,4204,0,8786,436,1940,0
10875,4204,0,8806,436,1940,0
10900,4204,0,8824,442,1940,0
10925,4204,0,8848,442,1940,0
10950,4204,0,8866,442,1940,0
10975,4204,0,8888,446,1940,0
11000,4204,0,8909,446,1940,0
11025,4204,0,8931,446,1940,0
11050,4204,0,8950,448,1940,0
11075,4204,0,8966,448,1940,0
11100,4204,0,8989,448,1940,0
11125,4204,0,9010,452,1940,0
11150,4204,0,9032,452,1940,0
11175,4204,0,9053,452,1940,0
11200,4204,0,9075,454,1940,0
11225,4204,0,9097,454,1940,0
11250,4204,0,9115,454,1940,0
11275,4204,0,9140,468,1940,0
11300,4204,0,9163,468,1940,0
11325,4204,0,9183,468,1940,0
11350,4204,0,9205,470,1940,0
11375,4204,0,9224,470,1940,0
11400,4204,0,9243,470,2016,0
11425,4204,0,9265,472,2016,0
11450,4204,0,9282,472,2016,0
11475,4204,0,9303,472,2016,0
11500,4204,0,9327,478,2016,0
11525,4204,0,9345,478,2016,0
11550,4204,0,9365,478,2016,0
11575,4204,0,9386,490,2016,0
11600,4204,0,9406,490,2016,0
11625,4354,0,9424,490,2016,0
11650,4354,0,9444,492,2016,0
11675,4354,0,9460,492,2016,0
11700,4354,0,9480,492,2016,0
11725,4354,0,9501,510,2016,0
11750,4354,0,9520,510,2016,0
11775,4354,0,9541,510,2016,0
11800,4354,0,9561,512,2016,0
11825,4354,0,9581,512,2016,0
11850,4354,0,9602,512,2016,0
11875,4354,0,9624,516,2016,0
11900,4354,0,9643,516,2016,0
11925,4354,0,9662,516,2016,0
11950,4354,0,9681,534,2016,0
11975,4354,0,9701,534,2016,0
12000,4354,0,9720,534,2016,0
12025,4354,0,9739,536,2092,0
12050,4354,0,9758,536,2092,0
12075,4354,0,9777,536,2092,0
12100,4354,0,9797,550,2092,0
12125,4354,0,9820,550,2092,0
12150,4354,0,9836,550,2092,0
12175,4354,0,9854,552,2092,0
12200,4354,0,9872,552,2092,0
12225,4354,0,9889,552,2092,0
12250,4354,0,9910,554,2092,0
12275,4354,0,9933,554,2092,0
12300,4354,0,9951,554,2092,0
12325,4354,0,9967,556,2092,0
12350,4354,0,9989,556,2092,0
12375,4354,0,10010,556,2092,0
12400,4354,0,10028,558,2092,0
12425,4354,0,10047,558,2092,0
12450,4354,0,10069,558,2092,0
12475,4354,0,10089,566,2092,0
12500,4354,0,10106,566,2092,0
12525,4354,0,10124,566,2092,0
12550,4354,0,10144,568,2092,0
12575,4354,0,10161,568,2092,0
12600,4354,0,10177,568,2092,0
12625,4354,0,10197,570,2092,0
12650,4354,0,10213,570,2092,0
12675,4354,0,10231,570,2092,0
12700,4354,0,10253,572,2092,0
12725,4354,0,10271,572,2092,0
12750,4354,0,10287,572,2092,0
12775,4354,0,10307,576,2092,0
12800,4354,0,10325,576,2092,0
12825,4354,0,10345,576,2092,0
12850,4354,0,10364,578,2092,0
12875,4354,0,10386,578,2092,0
12900,4354,0,10405,578,2168,0
12925,4354,0,10422,588,2168,0
12950,4354,0,10439,588,2168,0
12975,4354,0,10460,588,2168,0
13000,4354,0,10477,590,2168,0
13025,4354,0,10494,590,2168,0
13050,4504,0,10513,590,2168,0
13075,4504,0,10532,594,2168,0
13100,4504,0,10551,594,2168,0
13125,4504,0,10571,594,2168,0
13150,4504,0,10592,596,2168,0
13175,4504,0,10612,596,2168,0
13200,4504,0,10630,596,2168,0
13225,4504,0,10645,604,2168,0
13250,4504,0,10660,604,2168,0
13275,4504,0,10680,604,2168,0
13300,4504,0,10698,606,2168,0
13325,4504,0,10717,606,2168,0
13350,4504,0,10737,606,2168,0
13375,4504,0,10757,614,2168,0
13400,4504,0,10776,614,2168,0
13425,4504,0,10793,614,2168,0
13450,4504,0,10814,618,2168,0
13475,4504,0,10830,618,2168,0
13500,4504,0,10848,618,2168,0
13525,4504,0,10866,628,2168,0
13550,4504,0,10885,628,2168,0
13575,4504,0,10904,628,2168,0
13600,4504,0,10921,634,2168,0
13625,4504,0,10933,634,2168,0
13650,4504,0,10949,634,2168,0
13675,4504,0,10963,640,2168,0
13700,4504,0,10981,640,2168,0
13725,4504,0,11000,640,2168,0
13750,4504,0,11018,650,2168,0
13775,4504,0,11033,650,2168,0
13800,4504,0,11049,650,2244,0
13825,4504,0,11066,656,2244,0
13850,4504,0,11083,656,2244,0
13875,4504,0,11100,656,2244,0
13900,4504,0,11117,662,2244,0
13925,4504,0,11133,662,2244,0
13950,4504,0,11150,662,2244,0
13975,4504,0,11172,666,2244,0
14000,4504,0,11187,666,2244,0
14025,4504,0,11205,666,2244,0
14050,4504,0,11223,670,2244,0
14075,4504,0,11240,670,2244,0
14100,4504,0,11254,670,2244,0
14125,4504,0,11272,672,2244,0
14150,4504,0,11290,672,2244,0
14175,4504,0,11307,672,2244,0
14200,4504,0,11321,674,2244,0
14225,4504,0,11341,674,2244,0
14250,4504,0,11359,674,2244,0
14275,4504,0,11376,676,2244,0
14300,4504,0,11397,676,2244,0
14325,4504,0,11412,676,2244,0
14350,4504,0,11431,680,2244,0
14375,4504,0,11444,680,2244,0
14400,4504,0,11460,680,2244,0
14425,4504,0,11476,682,2244,0
14450,4504,0,11493,682,2244,0
14475,4504,0,11512,682,2244,0
14500,4504,0,11528,700,2244,0
14525,4504,0,11543,700,2244,0
14550,4654,0,11560,700,2244,0
14575,4654,0,11577,702,2244,0
14600,4654,0,11594,702,2244,0
14625,4654,0,11611,702,2244,0
14650,4654,0,11630,706,2244,0
14675,4654,0,11646,706,2244,0
14700,4654,0,11660,706,2320,0
14725,4654,0,11676,710,2320,0
14750,4654,0,11692,710,2320,0
14775,4654,0,11709,710,2320,0
14800,4654,0,11725,720,2320,0
14825,4654,0,11740,720,2320,0
14850,4654,0,11756,720,2320,0
14875,4654,0,11774,722,2320,0
14900,4654,0,11787,722,2320,0
14925,4654,0,11803,722,2320,0
14950,4654,0,11821,724,2320,0
14975,4654,0,11839,724,2320,0
15000,4654,0,11859,724,2320,0
15025,4654,0,11882,728,2320,0
15050,4654,0,11900,728,2320,0
15075,4654,0,11917,728,2320,0
15100,4654,0,11936,738,2320,0
15125,4654,0,11948,738,2320,0
15150,4654,0,11963,738,2320,0
15175,4654,0,11982,744,2320,0
15200,4654,0,11999,744,2320,0
15225,4654,0,12017,744,2320,0
15250,4654,0,12035,746,2320,0
15275,4654,0,12050,746,2320,0
15300,4654,0,12065,746,2320,0
15325,4654,0,12079,748,2320,0
15350,4654,0,12096,748,2320,0
15375,4654,0,12114,748,2320,0
15400,4654,0,12132,750,2320,0
15425,4654,0,12147,750,2320,0
15450,4654,0,12161,750,2320,0
15475,4654,0,12179,754,2320,0
15500,4654,0,12198,754,2320,0
15525,4654,0,12210,754,2320,0
15550,4654,0,12229,760,2396,0
15575,4654,0,12248,760,2396,0
15600,4654,0,12266,760,2396,0
15625,4654,0,12281,774,2396,0
15650,4654,0,12300,774,2396,0
15675,4654,0,12317,774,2396,0
15700,4654,0,12336,776,2396,0
15725,4654,0,12352,776,2396,0
15750,4654,0,12371,776,2396,0
15775,4654,0,12383,788,2396,0
15800,4654,0,12400,788,2396,0
15825,4654,0,12418,788,2396,0
15850,4654,0,12433,790,2396,0
15875,4654,0,12450,790,2396,0
15900,4654,0,12470,790,2396,0
15925,4654,0,12489,792,2396,0
15950,4654,0,12504,792,2396,0
15975,4654,0,12522,792,2396,0
16000,4654,0,12538,794,2396,0
16025,4654,0,12554,794,2396,0
16050,4654,0,12566,794,2396,0
16075,4654,0,12582,796,2396,0
16100,4654,0,12595,796,2396,0
16125,4654,0,12610,796,2396,0
16150,4654,0,12627,798,2396,0
16175,4804,0,12642,798,2396,0
16200,4804,0,12655,798,2396,0
16225,4804,0,12668,812,2396,0
16250,4804,0,12683,812,2396,0
16275,4804,0,12699,812,2396,0
16300,4804,0,12718,820,2396,0
16325,4804,0,12737,820,2472,0
16350,4804,0,12754,820,2472,0
16375,4804,0,12774,838,2472,0
16400,4804,0,12794,838,2472,0
16425,4804,0,12812,838,2472,0
16450,4804,0,12828,840,2472,0
16475,4804,0,12841,840,2472,0
16500,4804,0,12856,840,2472,0
16525,4804,0,12873,858,2472,0
16550,4804,0,12888,858,2472,0
16575,4804,0,12908,858,2472,0
16600,4804,0,12920,860,2472,0
16625,4804,0,12934,860,2472,0
16650,4804,0,12949,860,2472,0
16675,4804,0,12962,862,2472,0
16700,4804,0,12977,862,2472,0
16725,4804,0,12993,862,2472,0
16750,4804,0,13012,866,2472,0
16775,4804,0,13027,866,2472,0
16800,4804,0,13040,866,2472,0
16825,4804,0,13057,868,2472,0
16850,4804,0,13072,868,2472,0
16875,4804,0,13088,868,2472,0
16900,4804,0,13104,870,2472,0
16925,4804,0,13121,870,2472,0
16950,4804,0,13138,870,2472,0
16975,4804,0,13155,874,2472,0
17000,4804,0,13171,874,2472,0
17025,4804,0,13185,874,2472,0
17050,4804,0,13198,876,2472,0
17075,4804,0,13216,876,2472,0
17100,4804,0,13230,876,2472,0
17125,4804,0,13241,884,2472,0
17150,4804,0,13251,884,2472,0
17175,4804,0,13265,884,2472,0
17200,4804,0,13280,894,2472,0
17225,4804,0,13298,894,2472,0
17250,4804,0,13312,894,2472,0
17275,4804,0,13328,902,2548,0
17300,4804,0,13340,902,2548,0
17325,4804,0,13356,902,2548,0
17350,4804,0,13372,904,2548,0
17375,4804,0,13386,904,2548,0
17400,4804,0,13402,904,2548,0
17425,4804,0,13417,908,2548,0
17450,4804,0,13437,908,2548,0
17475,4804,0,13452,908,2548,0
17500,4804,0,13461,914,2548,0
17525,4804,0,13476,914,2548,0
17550,4804,0,13491,914,2548,0
17575,4804,0,13506,918,2548,0
17600,4804,0,13519,918,2548,0
17625,4804,0,13535,918,2548,0
17650,4804,0,13554,928,2548,0
17675,4804,0,13567,928,2548,0
17700,4804,0,13583,928,2548,0
17725,4804,0,13600,934,2548,0
17750,4804,0,13614,934,2548,0
17775,4804,0,13627,934,2548,0
17800,4804,0,13647,936,2548,0
17825,4804,0,13665,936,2548,0
17850,4804,0,13680,936,2548,0
17875,4804,0,13699,938,2548,0
17900,4804,0,13713,938,2548,0
17925,4804,0,13726,938,2548,0
17950,4804,0,13746,942,2548,0
17975,4804,0,13759,942,2548,0
18000,4804,0,13771,942,2548,0
18025,4804,0,13786,952,2548,0
18050,4804,0,13801,952,2548,0
18075,4804,0,13817,952,2548,0
18100,4804,0,13828,954,2548,0
18125,4804,0,13843,954,2548,0
18150,4804,0,13860,954,2548,0
18175,4804,0,13872,960,2548,0
18200,4804,0,13884,960,2548,0
18225,4804,0,13896,960,2548,0
18250,4954,0,13910,966,2624,0
18275,4954,0,13928,966,2624,0
18300,4954,0,13942,966,2624,0
18325,4954,0,13955,968,2624,0
18350,4954,0,13974,968,2624,0
18375,4954,0,13990,968,2624,0
18400,4954,0,14004,972,2624,0
18425,4954,0,14017,972,2624,0
18450,4954,0,14034,972,2624,0
18475,4954,0,14054,976,2624,0
18500,4954,0,14069,976,2624,0
18525,4954,0,14086,976,2624,0
18550,4954,0,14099,980,2624,0
18575,4954,0,14112,980,2624,0
18600,4954,0,14124,980,2624,0
18625,4954,0,14139,998,2624,0
18650,4954,0,14154,998,2624,0
18675,4954,0,14165,998,2624,0
18700,4954,0,14180,1000,2624,0
18725,4954,0,14198,1000,2624,0
18750,4954,0,14211,1000,2624,0
18775,4954,0,14229,1004,2624,0
18800,4954,0,14244,1004,2624,0
18825,4954,0,14255,1004,2624,0
18850,4954,0,14271,1006,2624,0
18875,4954,0,14282,1006,2624,0
18900,4954,0,14295,1006,2624,0
18925,4954,0,14310,1008,2624,0
18950,4954,0,14328,1008,2624,0
18975,4954,0,14339,1008,2699,0
19000,4954,0,14352,1018,2700,0
19025,4954,0,14369,1018,2700,0
19050,4954,0,14382,1018,2700,0
19075,4954,0,14398,1020,2700,0
19100,4954,0,14416,1020,2700,0
19125,4954,0,14433,1020,2700,0
19150,4954,0,14448,1022,2700,0
19175,4954,0,14461,1022,2700,0
19200,4954,0,14480,1022,2700,0
19225,4954,0,14492,1024,2700,0
19250,4954,0,14513,1024,2700,0
19275,4954,0,14525,1024,2700,0
19300,4954,0,14539,1028,2700,0
19325,4954,0,14554,1028,2700,0
19350,4954,0,14568,1028,2700,0
19375,4954,0,14582,1030,2700,0
19400,4954,0,14597,1030,2700,0
19425,4954,0,14615,1030,2700,0
19450,4954,0,14624,1036,2700,0
19475,4954,0,14639,1036,2700,0
19500,4954,0,14659,1036,2700,0
19525,4954,0,14673,1038,2700,0
