Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified,HetoFedBandit_Enhanced,DyClu
19550,4954,0,14687,1038,2700,0
19575,4954,0,14697,1038,2700,0
19600,4954,0,14708,1050,2700,0
19625,4954,0,14723,1050,2700,0
19650,4954,0,14737,1050,2700,0
19675,4954,0,14754,1052,2700,0
19700,4954,0,14768,1052,2700,0
19725,4954,0,14780,1052,2700,0
19750,4954,0,14796,1062,2700,0
19775,4954,0,14810,1062,2700,0
19800,4954,0,14825,1062,2700,0
19825,4954,0,14838,1064,2700,0
19850,4954,0,14853,1064,2700,0
19875,4954,0,14867,1064,2700,0
19900,4954,0,14880,1066,2700,0
19925,4954,0,14896,1066,2700,0
19950,4954,0,14910,1066,2700,0
19975,4954,0,14922,1068,2700,0
20000,4954,0,14937,1068,2700,0
20025,4954,0,14952,1068,2700,0
20050,4954,0,14967,1074,2776,0
20075,4954,0,14982,1074,2776,0
20100,4954,0,14998,1074,2776,0
20125,4954,0,15011,1076,2776,0
20150,4954,0,15025,1076,2776,0
20175,4954,0,15039,1076,2776,0
20200,4954,0,15049,1084,2776,0
20225,4954,0,15063,1084,2776,0
20250,5104,0,15080,1084,2776,0
20275,5104,0,15096,1086,2776,0
20300,5104,0,15110,1086,2776,0
20325,5104,0,15124,1086,2776,0
20350,5104,0,15139,1088,2776,0
20375,5104,0,15153,1088,2776,0
20400,5104,0,15164,1088,2776,0
20425,5104,0,15175,1102,2776,0
20450,5104,0,15192,1102,2776,0
20475,5104,0,15209,1102,2776,0
20500,5104,0,15220,1106,2776,0
20525,5104,0,15232,1106,2776,0
20550,5104,0,15246,1106,2776,0
20575,5104,0,15264,1120,2852,0
20600,5104,0,15273,1120,2852,0
20625,5104,0,15287,1120,2852,0
20650,5104,0,15299,1122,2852,0
20675,5104,0,15312,1122,2852,0
20700,5104,0,15331,1122,2852,0
20725,5104,0,15343,1126,2852,0
20750,5104,0,15351,1126,2852,0
20775,5104,0,15368,1126,2852,0
20800,5104,0,15384,1128,2852,0
20825,5104,0,15397,1128,2852,0
20850,5104,0,15411,1128,2852,0
20875,5104,0,15422,1136,2852,0
20900,5104,0,15436,1136,2852,0
20925,5104,0,15451,1136,2852,0
20950,5104,0,15462,1138,2852,0
20975,5104,0,15470,1138,2852,0
21000,5104,0,15484,1138,2852,0
21025,5104,0,15497,1146,2852,0
21050,5104,0,15513,1146,2852,0
21075,5104,0,15529,1146,2852,0
21100,5104,0,15537,1164,2852,0
21125,5104,0,15544,1164,2852,0
21150,5104,0,15558,1164,2852,0
21175,5104,0,15571,1168,2852,0
21200,5104,0,15582,1168,2852,0
21225,5104,0,15596,1168,2852,0
21250,5104,0,15611,1172,2852,0
21275,5104,0,15627,1172,2852,0
21300,5104,0,15638,1172,2852,0
21325,5104,0,15649,1174,2852,0
21350,5104,0,15664,1174,2852,0
21375,5104,0,15674,1174,2852,0
21400,5104,0,15686,1192,2852,0
21425,5104,0,15694,1192,2852,0
21450,5104,0,15706,1192,2928,0
21475,5104,0,15718,1194,2928,0
21500,5104,0,15730,1194,2928,0
21525,5104,0,15749,1194,2928,0
21550,5104,0,15759,1196,2928,0
21575,5104,0,15770,1196,2928,0
21600,5104,0,15782,1196,2928,0
21625,5104,0,15794,1206,2928,0
21650,5104,0,15810,1206,2928,0
21675,5104,0,15820,1206,2928,0
21700,5104,0,15827,1210,2928,0
21725,5104,0,15849,1210,2928,0
21750,5104,0,15860,1210,2928,0
21775,5104,0,15871,1216,2928,0
21800,5104,0,15883,1216,2928,0
21825,5104,0,15895,1216,2928,0
21850,5104,0,15905,1226,2928,0
21875,5104,0,15917,1226,2928,0
21900,5104,0,15933,1226,2928,0
21925,5104,0,15946,1232,2928,0
21950,5104,0,15954,1232,2928,0
21975,5104,0,15973,1232,2928,0
22000,5104,0,15986,1234,2928,0
22025,5104,0,15999,1234,2928,0
22050,5104,0,16012,1234,2928,0
22075,5254,0,16017,1236,2928,0
22100,5254,0,16029,1236,2928,0
22125,5254,0,16039,1236,2928,0
22150,5254,0,16053,1246,2928,0
22175,5254,0,16070,1246,2928,0
22200,5254,0,16084,1246,2928,0
22225,5254,0,16098,1250,2928,0
22250,5254,0,16109,1250,2928,0
22275,5254,0,16117,1250,3004,0
22300,5254,0,16131,1254,3004,0
22325,5254,0,16143,1254,3004,0
22350,5254,0,16154,1254,3004,0
22375,5254,0,16168,1260,3004,0
22400,5254,0,16186,1260,3004,0
22425,5254,0,16197,1260,3004,0
22450,5254,0,16208,1264,3004,0
22475,5254,0,16221,1264,3004,0
22500,5254,0,16236,1264,3004,0
22525,5254,0,16249,1268,3004,0
22550,5254,0,16262,1268,3004,0
22575,5254,0,16276,1268,3004,0
22600,5254,0,16289,1270,3004,0
22625,5254,0,16300,1270,3004,0
22650,5254,0,16312,1270,3004,0
22675,5254,0,16322,1276,3004,0
22700,5254,0,16338,1276,3004,0
22725,5254,0,16352,1276,3004,0
22750,5254,0,16364,1278,3004,0
22775,5254,0,16376,1278,3004,0
22800,5254,0,16384,1278,3004,0
22825,5254,0,16396,1280,3004,0
22850,5254,0,16408,1280,3004,0
22875,5254,0,16420,1280,3004,0
22900,5254,0,16429,1282,3004,0
22925,5254,0,16440,1282,3004,0
22950,5254,0,16453,1282,3004,0
22975,5254,0,16462,1284,3004,0
23000,5254,0,16474,1284,3004,0
23025,5254,0,16487,1284,3004,0
23050,5254,0,16500,1288,3004,0
23075,5254,0,16514,1288,3004,0
23100,5254,0,16524,1288,3004,0
23125,5254,0,16531,1306,3004,0
23150,5254,0,16545,1306,3004,0
23175,5254,0,16556,1306,3080,0
23200,5254,0,16568,1308,3080,0
23225,5254,0,16578,1308,3080,0
23250,5254,0,16591,1308,3080,0
23275,5254,0,16600,1310,3080,0
23300,5254,0,16613,1310,3080,0
23325,5254,0,16625,1310,3080,0
23350,5254,0,16635,1312,3080,0
23375,5254,0,16648,1312,3080,0
23400,5254,0,16659,1312,3080,0
23425,5254,0,16672,1322,3080,0
23450,5254,0,16681,1322,3080,0
23475,5254,0,16691,1322,3080,0
23500,5254,0,16703,1324,3080,0
23525,5254,0,16712,1324,3080,0
23550,5254,0,16723,1324,3080,0
23575,5254,0,16734,1326,3080,0
23600,5254,0,16745,1326,3080,0
23625,5254,0,16757,1326,3080,0
23650,5254,0,16770,1328,3080,0
23675,5254,0,16782,1328,3080,0
23700,5254,0,16794,1328,3080,0
23725,5254,0,16806,1330,3080,0
23750,5254,0,16817,1330,3080,0
23775,5254,0,16828,1330,3080,0
23800,5254,0,16842,1336,3080,0
23825,5254,0,16852,1336,3080,0
23850,5254,0,16864,1336,3080,0
23875,5254,0,16873,1338,3080,0
23900,5254,0,16883,1338,3080,0
23925,5254,0,16899,1338,3080,0
23950,5254,0,16911,1340,3156,0
23975,5254,0,16923,1340,3156,0
24000,5254,0,16935,1340,3156,0
24025,5254,0,16947,1352,3156,0
24050,5254,0,16959,1352,3156,0
24075,5254,0,16972,1352,3156,0
24100,5254,0,16979,1360,3156,0
24125,5254,0,16988,1360,3156,0
24150,5254,0,17000,1360,3156,0
24175,5254,0,17009,1362,3156,0
24200,5254,0,17017,1362,3156,0
24225,5404,0,17028,1362,3156,0
24250,5404,0,17039,1364,3156,0
24275,5404,0,17052,1364,3156,0
24300,5404,0,17063,1364,3156,0
24325,5404,0,17075,1368,3156,0
24350,5404,0,17084,1368,3156,0
24375,5404,0,17092,1368,3156,0
24400,5404,0,17103,1372,3156,0
24425,5404,0,17115,1372,3156,0
24450,5404,0,17127,1372,3156,0
24475,5404,0,17137,1374,3156,0
24500,5404,0,17150,1374,3156,0
24525,5404,0,17163,1374,3156,0
24550,5404,0,17174,1380,3156,0
24575,5404,0,17184,1380,3156,0
24600,5404,0,17196,1380,3156,0
24625,5404,0,17209,1390,3156,0
24650,5404,0,17218,1390,3156,0
24675,5404,0,17229,1390,3156,0
24700,5404,0,17241,1392,3156,0
24725,5404,0,17248,1392,3156,0
24750,5404,0,17264,1392,3232,0
24775,5404,0,17274,1406,3232,0
24800,5404,0,17283,1406,3232,0
24825,5404,0,17291,1406,3232,0
24850,5404,0,17302,1414,3232,0
24875,5404,0,17318,1414,3232,0
24900,5404,0,17332,1414,3232,0
24925,5404,0,17341,1422,3232,0
24950,5404,0,17354,1422,3232,0
24975,5404,0,17366,1422,3232,0
25000,5404,0,17378,1424,3232,0
25025,5404,0,17389,1424,3232,0
25050,5404,0,17399,1424,3232,0
25075,5404,0,17411,1426,3232,0
25100,5404,0,17417,1426,3232,0
25125,5404,0,17429,1426,3232,0
25150,5404,0,17442,1428,3232,0
25175,5404,0,17452,1428,3232,0
25200,5404,0,17465,1428,3232,0
25225,5404,0,17473,1442,3232,0
25250,5404,0,17484,1442,3232,0
25275,5404,0,17497,1442,3232,0
25300,5404,0,17510,1446,3232,0
25325,5404,0,17523,1446,3232,0
25350,5404,0,17536,1446,3232,0
25375,5404,0,17549,1450,3232,0
25400,5404,0,17561,1450,3308,0
25425,5404,0,17572,1450,3308,0
25450,5404,0,17579,1454,3308,0
25475,5404,0,17589,1454,3308,0
25500,5404,0,17597,1454,3308,0
25525,5404,0,17610,1464,3308,0
25550,5404,0,17622,1464,3308,0
25575,5404,0,17634,1464,3308,0
25600,5404,0,17646,1482,3308,0
25625,5404,0,17653,1482,3308,0
25650,5404,0,17668,1482,3308,0
25675,5404,0,17679,1484,3308,0
25700,5404,0,17691,1484,3308,0
25725,5404,0,17705,1484,3308,0
25750,5404,0,17716,1486,3308,0
25775,5404,0,17726,1486,3308,0
25800,5404,0,17741,1486,3308,0
25825,5554,0,17752,1490,3308,0
25850,5554,0,17763,1490,3308,0
25875,5554,0,17776,1490,3308,0
25900,5554,0,17787,1500,3308,0
25925,5554,0,17798,1500,3308,0
25950,5554,0,17808,1500,3308,0
25975,5554,0,17816,1504,3308,0
26000,5554,0,17827,1504,3308,0
26025,5554,0,17840,1504,3308,0
26050,5554,0,17848,1510,3308,0
26075,5554,0,17860,1510,3308,0
26100,5554,0,17868,1510,3308,0
26125,5554,0,17882,1528,3308,0
26150,5554,0,17890,1528,3308,0
26175,5554,0,17897,1528,3308,0
26200,5554,0,17909,1532,3308,0
26225,5554,0,17923,1532,3308,0
26250,5554,0,17932,1532,3308,0
26275,5554,0,17941,1538,3308,0
26300,5554,0,17950,1538,3308,0
26325,5554,0,17964,1538,3308,0
26350,5554,0,17976,1540,3308,0
26375,5554,0,17987,1540,3308,0
26400,5554,0,18000,1540,3308,0
26425,5554,0,18010,1542,3308,0
26450,5554,0,18020,1542,3308,0
26475,5554,0,18031,1542,3308,0
26500,5554,0,18041,1552,3308,0
26525,5554,0,18054,1552,3384,0
26550,5554,0,18063,1552,3384,0
26575,5554,0,18067,1556,3384,0
26600,5554,0,18076,1556,3384,0
26625,5554,0,18085,1556,3384,0
26650,5554,0,18098,1558,3384,0
26675,5554,0,18110,1558,3384,0
26700,5554,0,18125,1558,3384,0
26725,5554,0,18136,1562,3384,0
26750,5554,0,18147,1562,3384,0
26775,5554,0,18155,1562,3384,0
26800,5554,0,18164,1564,3384,0
26825,5554,0,18181,1564,3384,0
26850,5554,0,18192,1564,3384,0
26875,5554,0,18201,1570,3384,0
26900,5554,0,18210,1570,3384,0
26925,5554,0,18224,1570,3384,0
26950,5554,0,18234,1572,3384,0
26975,5554,0,18243,1572,3384,0
27000,5554,0,18254,1572,3384,0
27025,5554,0,18264,1574,3384,0
27050,5554,0,18276,1574,3384,0
27075,5554,0,18282,1574,3384,0
27100,5554,0,18292,1576,3384,0
27125,5554,0,18305,1576,3384,0
27150,5554,0,18316,1576,3384,0
27175,5554,0,18325,1578,3384,0
27200,5554,0,18335,1578,3384,0
27225,5554,0,18343,1578,3384,0
27250,5554,0,18349,1580,3384,0
27275,5554,0,18358,1580,3384,0
27300,5554,0,18370,1580,3384,0
27325,5554,0,18379,1582,3384,0
27350,5554,0,18390,1582,3384,0
27375,5554,0,18402,1582,3384,0
27400,5554,0,18415,1600,3384,0
27425,5554,0,18426,1600,3384,0
27450,5554,0,18437,1600,3460,0
27475,5554,0,18449,1602,3460,0
27500,5554,0,18460,1602,3460,0
27525,5554,0,18470,1602,3460,0
27550,5704,0,18481,1604,3460,0
27575,5704,0,18497,1604,3460,0
27600,5704,0,18504,1604,3460,0
27625,5704,0,18514,1606,3460,0
27650,5704,0,18525,1606,3460,0
27675,5704,0,18536,1606,3460,0
27700,5704,0,18545,1616,3460,0
27725,5704,0,18554,1616,3460,0
27750,5704,0,18565,1616,3460,0
27775,5704,0,18578,1624,3460,0
27800,5704,0,18587,1624,3460,0
27825,5704,0,18600,1624,3460,0
27850,5704,0,18611,1626,3460,0
27875,5704,0,18617,1626,3460,0
27900,5704,0,18627,1626,3460,0
27925,5704,0,18638,1632,3460,0
27950,5704,0,18646,1632,3460,0
27975,5704,0,18652,1632,3460,0
28000,5704,0,18665,1634,3460,0
28025,5704,0,18674,1634,3460,0
28050,5704,0,18686,1634,3460,0
28075,5704,0,18698,1638,3460,0
28100,5704,0,18708,1638,3460,0
28125,5704,0,18720,1638,3460,0
28150,5704,0,18729,1642,3460,0
28175,5704,0,18741,1642,3460,0
28200,5704,0,18749,1642,3460,0
28225,5704,0,18755,1644,3536,0
28250,5704,0,18766,1644,3536,0
28275,5704,0,18777,1644,3536,0
28300,5704,0,18785,1652,3536,0
28325,5704,0,18796,1652,3536,0
28350,5704,0,18808,1652,3536,0
28375,5704,0,18815,1654,3536,0
28400,5704,0,18827,1654,3536,0
28425,5704,0,18836,1654,3536,0
28450,5704,0,18848,1660,3536,0
28475,5704,0,18856,1660,3536,0
28500,5704,0,18866,1660,3536,0
28525,5704,0,18877,1662,3536,0
28550,5704,0,18886,1662,3536,0
28575,5704,0,18897,1662,3536,0
28600,5704,0,18903,1676,3536,0
28625,5704,0,18914,1676,3536,0
28650,5704,0,18921,1676,3536,0
28675,5704,0,18932,1686,3536,0
28700,5704,0,18942,1686,3536,0
28725,5704,0,18953,1686,3536,0
28750,5704,0,18963,1688,3536,0
28775,5704,0,18970,1688,3536,0
28800,5704,0,18981,1688,3536,0
28825,5704,0,18990,1692,3536,0
28850,5704,0,19003,1692,3536,0
28875,5704,0,19015,1692,3536,0
28900,5704,0,19025,1696,3536,0
28925,5704,0,19037,1696,3536,0
28950,5704,0,19044,1696,3536,0
28975,5704,0,19052,1704,3536,0
29000,5704,0,19058,1704,3611,0
29025,5704,0,19066,1704,3612,0
29050,5704,0,19077,1706,3612,0
29075,5704,0,19090,1706,3612,0
29100,5704,0,19100,1706,3612,0
29125,5704,0,19109,1710,3612,0
29150,5704,0,19114,1710,3612,0
29175,5704,0,19121,1710,3612,0
29200,5704,0,19131,1724,3612,0
29225,5704,0,19140,1724,3612,0
29250,5704,0,19153,1724,3612,0
29275,5704,0,19163,1728,3612,0
29300,5704,0,19173,1728,3612,0
29325,5704,0,19183,1728,3612,0
29350,5704,0,19194,1732,3612,0
29375,5704,0,19204,1732,3612,0
29400,5704,0,19212,1732,3612,0
29425,5704,0,19223,1734,3612,0
29450,5854,0,19229,1734,3612,0
29475,5854,0,19235,1734,3612,0
29500,5854,0,19242,1744,3612,0
29525,5854,0,19250,1744,3612,0
29550,5854,0,19262,1744,3612,0
29575,5854,0,19270,1750,3612,0
29600,5854,0,19281,1750,3612,0
29625,5854,0,19288,1750,3612,0
29650,5854,0,19295,1760,3688,0
29675,5854,0,19304,1760,3688,0
29700,5854,0,19315,1760,3688,0
29725,5854,0,19323,1766,3688,0
29750,5854,0,19333,1766,3688,0
29775,5854,0,19342,1766,3688,0
29800,5854,0,19349,1768,3688,0
29825,5854,0,19354,1768,3688,0
29850,5854,0,19364,1768,3688,0
29875,5854,0,19372,1772,3688,0
29900,5854,0,19381,1772,3688,0
29925,5854,0,19392,1772,3688,0
29950,5854,0,19403,1774,3688,0
29975,5854,0,19407,1774,3688,0
30000,5854,0,19414,1774,3688,0
30025,5854,0,19424,1784,3688,0
30050,5854,0,19429,1784,3764,0
30075,5854,0,19438,1784,3764,0
30100,5854,0,19446,1788,3764,0
30125,5854,0,19455,1788,3764,0
30150,5854,0,19464,1788,3764,0
30175,5854,0,19475,1794,3764,0
30200,5854,0,19484,1794,3764,0
30225,5854,0,19491,1794,3764,0
30250,5854,0,19498,1796,3764,0
30275,5854,0,19508,1796,3764,0
30300,5854,0,19518,1796,3764,0
30325,5854,0,19524,1798,3764,0
30350,5854,0,19534,1798,3764,0
30375,5854,0,19541,1798,3764,0
30400,5854,0,19548,1800,3764,0
30425,5854,0,19557,1800,3764,0
30450,5854,0,19560,1800,3764,0
30475,5854,0,19568,1802,3764,0
30500,5854,0,19576,1802,3764,0
30525,5854,0,19587,1802,3764,0
30550,5854,0,19592,1804,3764,0
30575,5854,0,19602,1804,3764,0
30600,5854,0,19609,1804,3764,0
30625,5854,0,19618,1812,3839,0
30650,5854,0,19626,1812,3840,0
30675,5854,0,19634,1812,3840,0
30700,5854,0,19643,1830,3840,0
30725,5854,0,19652,1830,3840,0
30750,5854,0,19656,1830,3840,0
30775,5854,0,19665,1834,3840,0
30800,5854,0,19671,1834,3840,0
30825,5854,0,19678,1834,3840,0
30850,5854,0,19686,1840,3840,0
30875,5854,0,19696,1840,3840,0
30900,6004,0,19706,1840,3840,0
30925,6004,0,19712,1848,3840,0
30950,6004,0,19722,1848,3840,0
30975,6004,0,19730,1848,3840,0
31000,6004,0,19742,1850,3840,0
31025,6004,0,19749,1850,3840,0
31050,6004,0,19755,1850,3840,0
31075,6004,0,19764,1852,3840,0
31100,6004,0,19773,1852,3840,0
31125,6004,0,19781,1852,3840,0
31150,6004,0,19790,1854,3840,0
31175,6004,0,19799,1854,3840,0
31200,6004,0,19805,1854,3916,0
31225,6004,0,19818,1868,3916,0
31250,6004,0,19825,1868,3916,0
31275,6004,0,19830,1868,3916,0
31300,6004,0,19839,1876,3916,0
31325,6004,0,19845,1876,3916,0
31350,6004,0,19855,1876,3916,0
31375,6004,0,19864,1880,3916,0
31400,6004,0,19872,1880,3916,0
31425,6004,0,19881,1880,3916,0
31450,6004,0,19891,1882,3916,0
31475,6004,0,19898,1882,3916,0
31500,6004,0,19908,1882,3916,0
31525,6004,0,19916,1886,3916,0
31550,6004,0,19923,1886,3916,0
31575,6004,0,19931,1886,3916,0
31600,6004,0,19937,1890,3916,0
31625,6004,0,19948,1890,3916,0
31650,6004,0,19956,1890,3916,0
31675,6004,0,19963,1904,3916,0
31700,6004,0,19970,1904,3916,0
31725,6004,0,19978,1904,3916,0
31750,6004,0,19988,1908,3916,0
31775,6004,0,19997,1908,3916,0
31800,6004,0,20004,1908,3916,0
31825,6004,0,20009,1918,3916,0
31850,6004,0,20017,1918,3916,0
31875,6004,0,20025,1918,3992,0
31900,6004,0,20035,1928,3992,0
31925,6004,0,20043,1928,3992,0
31950,6004,0,20049,1928,3992,0
31975,6004,0,20059,1932,3992,0
32000,6004,0,20067,1932,3992,0
32025,6004,0,20077,1932,3992,0
32050,6004,0,20083,1938,3992,0
32075,6004,0,20093,1938,3992,0
32100,6004,0,20101,1938,3992,0
32125,6004,0,20107,1940,3992,0
32150,6004,0,20115,1940,3992,0
32175,6154,0,20126,1940,3992,0
32200,6154,0,20134,1944,3992,0
32225,6154,0,20141,1944,3992,0
32250,6154,0,20148,1944,3992,0
32275,6154,0,20157,1950,3992,0
32300,6154,0,20169,1950,4068,0
32325,6154,0,20176,1950,4068,0
32350,6154,0,20184,1960,4068,0
32375,6154,0,20194,1960,4068,0
32400,6154,0,20203,1960,4068,0
32425,6154,0,20209,1962,4068,0
32450,6154,0,20216,1962,4068,0
32475,6154,0,20222,1962,4068,0
32500,6154,0,20229,1966,4068,0
32525,6154,0,20236,1966,4068,0
32550,6154,0,20244,1966,4068,0
32575,6154,0,20251,1968,4068,0
32600,6154,0,20259,1968,4068,0
32625,6154,0,20264,1968,4068,0
32650,6154,0,20272,1970,4068,0
32675,6154,0,20280,1970,4068,0
32700,6154,0,20286,1970,4068,0
32725,6154,0,20295,1972,4068,0
32750,6154,0,20303,1972,4068,0
32775,6154,0,20304,1972,4144,0
32800,6154,0,20306,1974,4144,0
32825,6154,0,20313,1974,4144,0
32850,6154,0,20318,1974,4144,0
32875,6154,0,20327,1976,4144,0
32900,6154,0,20334,1976,4144,0
32925,6154,0,20342,1976,4144,0
32950,6154,0,20348,1984,4144,0
32975,6154,0,20355,1984,4144,0
33000,6154,0,20361,1984,4144,0
33025,6154,0,20367,1988,4144,0
33050,6154,0,20373,1988,4144,0
33075,6154,0,20382,1988,4144,0
33100,6154,0,20387,1990,4144,0
33125,6154,0,20394,1990,4144,0
33150,6154,0,20399,1990,4144,0
33175,6154,0,20406,2008,4144,0
33200,6304,0,20414,2008,4144,0
33225,6304,0,20421,2008,4144,0
33250,6304,0,20427,2016,4144,0
33275,6304,0,20432,2016,4144,0
33300,6304,0,20440,2016,4144,0
33325,6304,0,20447,2022,4144,0
33350,6304,0,20457,2022,4220,0
33375,6304,0,20463,2022,4220,0
33400,6304,0,20473,2024,4220,0
33425,6304,0,20477,2024,4220,0
33450,6304,0,20484,2024,4220,0
33475,6304,0,20490,2032,4220,0
33500,6304,0,20498,2032,4220,0
33525,6304,0,20504,2032,4220,0
33550,6304,0,20515,2036,4220,0
33575,6304,0,20521,2036,4220,0
33600,6304,0,20528,2036,4296,0
33625,6304,0,20535,2040,4296,0
33650,6304,0,20543,2040,4296,0
33675,6304,0,20551,2040,4296,0
33700,6304,0,20559,2054,4296,0
33725,6304,0,20567,2054,4296,0
33750,6304,0,20573,2054,4296,0
33775,6304,0,20578,2064,4296,0
33800,6304,0,20583,2064,4296,0
33825,6304,0,20591,2064,4296,0
33850,6304,0,20596,2068,4296,0
33875,6304,0,20604,2068,4296,0
33900,6304,0,20614,2068,4296,0
33925,6304,0,20619,2082,4296,0
33950,6304,0,20625,2082,4296,0
33975,6304,0,20635,2082,4296,0
34000,6304,0,20642,2084,4296,0
34025,6304,0,20650,2084,4296,0
34050,6304,0,20655,2084,4296,0
34075,6304,0,20660,2090,4372,0
34100,6304,0,20666,2090,4372,0
34125,6304,0,20679,2090,4372,0
34150,6304,0,20683,2094,4372,0
34175,6304,0,20692,2094,4372,0
34200,6454,0,20698,2094,4372,0
34225,6454,0,20706,2104,4372,0
34250,6454,0,20713,2104,4372,0
34275,6454,0,20724,2104,4372,0
34300,6454,0,20732,2106,4372,0
34325,6454,0,20740,2106,4372,0
34350,6454,0,20749,2106,4372,0
34375,6454,0,20754,2110,4448,0
34400,6454,0,20760,2110,4448,0
34425,6454,0,20768,2110,4448,0
34450,6454,0,20772,2112,4448,0
34475,6454,0,20777,2112,4448,0
34500,6454,0,20788,2112,4448,0
34525,6454,0,20797,2114,4448,0
34550,6454,0,20806,2114,4448,0
34575,6454,0,20811,2114,4448,0
34600,6454,0,20817,2122,4448,0
34625,6454,0,20825,2122,4448,0
34650,6454,0,20830,2122,4448,0
34675,6454,0,20836,2140,4448,0
34700,6454,0,20842,2140,4448,0
34725,6454,0,20849,2140,4448,0
34750,6454,0,20857,2148,4448,0
34775,6454,0,20863,2148,4448,0
34800,6454,0,20868,2148,4448,0
34825,6454,0,20877,2150,4448,0
34850,6454,0,20883,2150,4448,0
34875,6454,0,20887,2150,4448,0
34900,6454,0,20895,2156,4448,0
34925,6454,0,20900,2156,4448,0
34950,6454,0,20906,2156,4524,0
34975,6454,0,20914,2160,4524,0
35000,6454,0,20922,2160,4524,0
35025,6454,0,20928,2160,4524,0
35050,6454,0,20932,2168,4524,0
35075,6604,0,20942,2168,4524,0
35100,6604,0,20951,2168,4524,0
35125,6604,0,20955,2172,4524,0
35150,6604,0,20960,2172,4524,0
35175,6604,0,20971,2172,4524,0
35200,6604,0,20977,2174,4524,0
35225,6604,0,20984,2174,4524,0
35250,6604,0,20990,2174,4524,0
35275,6604,0,20996,2188,4524,0
35300,6604,0,21004,2188,4524,0
35325,6604,0,21011,2188,4600,0
35350,6604,0,21017,2192,4600,0
35375,6604,0,21022,2192,4600,0
35400,6604,0,21025,2192,4600,0
35425,6604,0,21031,2198,4600,0
35450,6604,0,21039,2198,4676,0
35475,6604,0,21043,2198,4676,0
35500,6604,0,21052,2202,4676,0
35525,6604,0,21057,2202,4676,0
35550,6604,0,21063,2202,4676,0
35575,6604,0,21070,2212,4676,0
35600,6604,0,21074,2212,4676,0
35625,6604,0,21081,2212,4676,0
35650,6604,0,21087,2214,4676,0
35675,6604,0,21093,2214,4676,0
35700,6604,0,21099,2214,4676,0
35725,6604,0,21106,2228,4676,0
35750,6604,0,21112,2228,4752,0
35775,6604,0,21119,2228,4752,0
35800,6604,0,21124,2230,4752,0
35825,6604,0,21128,2230,4752,0
35850,6604,0,21132,2230,4752,0
35875,6754,0,21138,2240,4752,0
35900,6754,0,21145,2240,4752,0
35925,6754,0,21155,2240,4752,0
35950,6754,0,21158,2242,4752,0
35975,6754,0,21163,2242,4752,0
36000,6754,0,21169,2242,4752,0
36025,6754,0,21175,2250,4752,0
36050,6754,0,21181,2250,4752,0
36075,6754,0,21187,2250,4752,0
36100,6754,0,21196,2254,4828,0
36125,6754,0,21200,2254,4828,0
36150,6754,0,21206,2254,4828,0
36175,6754,0,21212,2262,4828,0
36200,6754,0,21218,2262,4828,0
36225,6754,0,21224,2262,4828,0
36250,6754,0,21228,2268,4828,0
36275,6754,0,21235,2268,4828,0
36300,6754,0,21238,2268,4828,0
36325,6754,0,21241,2286,4828,0
36350,6754,0,21246,2286,4828,0
36375,6754,0,21250,2286,4828,0
36400,6754,0,21254,2294,4828,0
36425,6754,0,21259,2294,4828,0
36450,6754,0,21268,2294,4828,0
36475,6754,0,21270,2298,4828,0
36500,6754,0,21277,2298,4904,0
36525,6904,0,21279,2298,4904,0
36550,6904,0,21285,2300,4904,0
36575,6904,0,21291,2300,4904,0
36600,6904,0,21296,2300,4904,0
36625,6904,0,21301,2304,4904,0
36650,6904,0,21306,2304,4904,0
36675,6904,0,21311,2304,4904,0
36700,6904,0,21319,2318,4904,0
36725,6904,0,21323,2318,4904,0
36750,6904,0,21328,2318,4904,0
36775,6904,0,21331,2322,4904,0
36800,6904,0,21336,2322,4904,0
36825,6904,0,21342,2322,4904,0
36850,6904,0,21348,2324,4904,0
36875,6904,0,21353,2324,4980,0
36900,6904,0,21359,2324,4980,0
36925,6904,0,21363,2334,4980,0
36950,6904,0,21369,2334,4980,0
36975,6904,0,21371,2334,4980,0
37000,6904,0,21376,2344,4980,0
37025,6904,0,21382,2344,4980,0
37050,7054,0,21387,2344,4980,0
37075,7054,0,21393,2348,4980,0
37100,7054,0,21398,2348,4980,0
37125,7054,0,21404,2348,4980,0
37150,7054,0,21410,2356,4980,0
37175,7054,0,21415,2356,4980,0
37200,7054,0,21421,2356,5056,0
37225,7054,0,21425,2364,5056,0
37250,7054,0,21431,2364,5056,0
37275,7054,0,21436,2364,5056,0
37300,7054,0,21442,2368,5056,0
37325,7054,0,21446,2368,5056,0
37350,7054,0,21452,2368,5056,0
37375,7054,0,21455,2370,5132,0
37400,7054,0,21461,2370,5132,0
37425,7054,0,21468,2370,5132,0
37450,7054,0,21471,2388,5132,0
37475,7054,0,21476,2388,5132,0
37500,7204,0,21479,2388,5132,0
37525,7204,0,21483,2392,5132,0
37550,7204,0,21489,2392,5132,0
37575,7204,0,21496,2392,5132,0
37600,7204,0,21499,2396,5132,0
37625,7204,0,21503,2396,5132,0
37650,7204,0,21511,2396,5208,0
37675,7204,0,21516,2410,5208,0
37700,7204,0,21522,2410,5208,0
37725,7204,0,21529,2410,5208,0
37750,7204,0,21534,2412,5208,0
37775,7204,0,21542,2412,5208,0
37800,7204,0,21546,2412,5208,0
37825,7204,0,21550,2422,5208,0
