Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified,HetoFedBandit_Enhanced
18300,5788,5296,3427,4783,6280,738
18325,5795,5305,3433,4792,6288,738
18350,5801,5313,3435,4802,6300,740
18375,5806,5319,3441,4814,6308,741
18400,5812,5323,3444,4822,6314,741
18425,5817,5330,3449,4828,6325,743
18450,5821,5336,3455,4836,6333,744
18475,5826,5343,3458,4840,6341,746
18500,5832,5350,3462,4848,6351,747
18525,5836,5358,3467,4855,6357,747
18550,5841,5363,3470,4860,6362,747
18575,5846,5373,3477,4869,6371,748
18600,5851,5379,3482,4876,6379,750
18625,5857,5388,3490,4884,6388,753
18650,5862,5396,3495,4897,6396,754
18675,5869,5404,3500,4906,6404,756
18700,5872,5411,3506,4912,6412,757
18725,5874,5414,3510,4916,6418,758
18750,5878,5423,3517,4925,6427,759
18775,5883,5429,3520,4931,6433,762
18800,5889,5436,3525,4938,6440,763
18825,5895,5446,3531,4947,6448,765
18850,5902,5454,3535,4957,6455,766
18875,5908,5465,3544,4967,6464,766
18900,5915,5472,3547,4974,6470,769
18925,5917,5480,3553,4982,6479,769
18950,5921,5486,3557,4987,6487,770
18975,5930,5498,3567,4998,6496,771
19000,5934,5501,3568,5000,6502,771
19025,5938,5505,3571,5007,6512,772
19050,5944,5512,3577,5015,6517,774
19075,5949,5520,3583,5022,6526,774
19100,5952,5526,3587,5027,6534,774
19125,5955,5532,3589,5034,6542,774
19150,5962,5539,3593,5038,6550,774
19175,5969,5547,3598,5045,6561,774
19200,5975,5552,3601,5050,6569,774
19225,5977,5563,3611,5060,6579,775
19250,5983,5570,3613,5068,6587,776
19275,5990,5579,3621,5077,6595,777
19300,5993,5585,3626,5082,6605,778
19325,5996,5592,3629,5088,6615,778
19350,6003,5606,3636,5100,6628,778
19375,6005,5613,3641,5106,6635,778
19400,6009,5618,3644,5110,6642,779
19425,6014,5626,3649,5117,6653,779
19450,6020,5638,3659,5126,6663,779
19475,6026,5649,3667,5133,6672,779
19500,6031,5652,3672,5137,6678,779
19525,6035,5659,3679,5146,6690,779
19550,6042,5666,3687,5155,6695,779
19575,6051,5677,3695,5164,6709,780
19600,6055,5684,3701,5172,6719,781
19625,6060,5698,3712,5183,6732,781
19650,6068,5708,3717,5190,6745,781
19675,6078,5718,3725,5202,6757,781
19700,6083,5726,3728,5207,6767,782
19725,6088,5735,3737,5217,6779,783
19750,6093,5744,3744,5227,6790,783
19775,6100,5748,3747,5233,6794,784
19800,6102,5760,3754,5241,6806,784
19825,6109,5772,3763,5248,6817,786
19850,6113,5782,3771,5253,6827,787
19875,6117,5787,3774,5261,6832,789
19900,6124,5795,3781,5268,6842,789
19925,6129,5804,3787,5274,6852,789
19950,6134,5815,3796,5282,6864,789
19975,6139,5823,3801,5288,6874,789
20000,6141,5833,3807,5296,6886,790
20025,6143,5839,3813,5302,6896,792
20050,6151,5848,3819,5309,6910,794
20075,6153,5857,3825,5314,6919,795
20100,6158,5861,3828,5320,6925,798
20125,6160,5868,3833,5328,6934,799
20150,6164,5879,3839,5335,6943,799
20175,6170,5886,3846,5340,6951,799
20200,6173,5896,3851,5347,6960,799
20225,6178,5903,3856,5353,6971,800
20250,6181,5907,3859,5359,6976,800
20275,6186,5914,3864,5364,6983,800
20300,6188,5918,3866,5366,6987,800
20325,6192,5927,3875,5371,6993,801
20350,6198,5933,3877,5375,7000,803
20375,6206,5946,3886,5387,7015,804
20400,6209,5952,3892,5392,7022,804
20425,6214,5956,3895,5396,7028,806
20450,6216,5963,3899,5404,7037,806
20475,6220,5971,3906,5413,7046,807
20500,6221,5982,3914,5421,7054,809
20525,6225,5992,3922,5428,7068,810
20550,6228,5997,3925,5433,7077,810
20575,6233,6003,3929,5439,7083,810
20600,6239,6017,3939,5453,7096,811
20625,6243,6024,3943,5459,7104,812
20650,6247,6036,3951,5469,7114,814
20675,6248,6045,3959,5476,7122,814
20700,6250,6058,3969,5490,7136,815
20725,6253,6066,3977,5499,7147,815
20750,6256,6075,3984,5506,7156,817
20775,6260,6082,3986,5512,7163,820
20800,6264,6085,3989,5517,7170,821
20825,6266,6098,3997,5527,7181,822
20850,6269,6106,4001,5531,7189,823
20875,6273,6116,4009,5540,7198,825
20900,6276,6125,4014,5549,7205,826
20925,6280,6135,4021,5555,7215,827
20950,6285,6146,4028,5562,7225,827
20975,6291,6155,4033,5572,7235,827
21000,6292,6159,4036,5576,7245,829
21025,6299,6169,4044,5582,7256,830
21050,6302,6180,4051,5589,7264,832
21075,6306,6188,4054,5596,7275,833
21100,6311,6204,4063,5608,7288,833
21125,6321,6213,4072,5618,7303,833
21150,6328,6218,4075,5624,7312,833
21175,6333,6227,4083,5635,7323,835
21200,6337,6232,4086,5636,7328,837
21225,6338,6242,4094,5645,7337,838
21250,6346,6252,4101,5656,7348,838
21275,6352,6263,4104,5664,7359,839
21300,6357,6270,4109,5672,7368,839
21325,6360,6277,4116,5681,7376,840
21350,6364,6286,4120,5688,7387,843
21375,6369,6302,4132,5697,7400,844
21400,6376,6314,4141,5710,7413,844
21425,6379,6324,4150,5722,7425,844
21450,6387,6332,4157,5733,7437,847
21475,6391,6342,4164,5743,7448,848
21500,6397,6352,4173,5752,7456,848
21525,6405,6360,4180,5764,7471,849
21550,6409,6366,4185,5768,7477,851
21575,6415,6379,4196,5776,7489,852
21600,6419,6388,4208,5785,7501,852
21625,6426,6401,4219,5796,7511,855
21650,6428,6409,4224,5804,7524,856
21675,6436,6418,4231,5811,7533,857
21700,6439,6424,4239,5822,7540,858
21725,6441,6431,4244,5829,7547,858
21750,6445,6441,4251,5837,7557,858
21775,6449,6453,4260,5849,7571,859
21800,6455,6462,4267,5858,7579,859
21825,6464,6469,4274,5862,7587,859
21850,6470,6479,4282,5868,7599,859
21875,6475,6488,4291,5875,7609,860
21900,6481,6498,4297,5884,7617,862
21925,6484,6504,4302,5887,7624,862
21950,6485,6506,4305,5888,7627,862
21975,6487,6509,4307,5893,7634,863
22000,6489,6520,4315,5899,7643,864
22025,6492,6527,4320,5908,7651,864
22050,6497,6535,4327,5916,7662,865
22075,6504,6543,4337,5922,7669,867
22100,6508,6556,4345,5931,7678,869
22125,6512,6561,4350,5935,7684,871
22150,6519,6572,4360,5942,7696,872
22175,6525,6580,4364,5949,7702,875
22200,6525,6587,4368,5952,7710,875
22225,6527,6593,4371,5956,7717,875
22250,6529,6605,4379,5966,7730,875
22275,6532,6613,4388,5971,7737,875
22300,6534,6618,4394,5973,7742,875
22325,6537,6625,4399,5976,7753,876
22350,6543,6637,4407,5983,7766,877
22375,6551,6647,4414,5996,7778,877
22400,6557,6654,4420,6004,7788,877
22425,6560,6663,4426,6014,7798,878
22450,6565,6671,4431,6021,7805,879
22475,6570,6678,4436,6027,7812,881
22500,6572,6684,4440,6033,7819,881
22525,6579,6695,4446,6044,7833,881
22550,6583,6705,4454,6048,7845,883
22575,6587,6715,4460,6058,7856,884
22600,6589,6723,4467,6063,7862,886
22625,6591,6732,4472,6069,7873,886
22650,6594,6740,4478,6076,7881,887
22675,6601,6752,4485,6085,7893,887
22700,6603,6756,4488,6088,7898,888
22725,6605,6759,4492,6095,7907,888
22750,6611,6768,4500,6102,7917,890
22775,6615,6780,4508,6115,7928,891
22800,6622,6791,4520,6124,7939,891
22825,6628,6800,4528,6131,7947,892
22850,6630,6814,4537,6143,7960,894
22875,6635,6817,4540,6149,7967,897
22900,6641,6825,4547,6157,7977,899
22925,6649,6835,4556,6165,7990,901
22950,6653,6843,4563,6172,7999,903
22975,6655,6848,4568,6176,8004,903
23000,6660,6857,4574,6182,8014,905
23025,6664,6864,4582,6189,8024,906
23050,6666,6872,4590,6194,8032,907
23075,6673,6881,4596,6203,8043,909
23100,6678,6893,4605,6211,8053,909
23125,6683,6898,4607,6219,8059,909
23150,6686,6905,4613,6228,8066,913
23175,6691,6912,4620,6234,8077,914
23200,6694,6920,4631,6242,8086,914
23225,6698,6928,4638,6248,8093,916
23250,6701,6936,4647,6256,8103,916
23275,6702,6943,4656,6264,8111,917
23300,6706,6949,4661,6274,8120,917
23325,6713,6961,4668,6282,8134,918
23350,6716,6970,4675,6288,8142,919
23375,6718,6977,4682,6292,8150,921
23400,6721,6985,4690,6295,8158,921
23425,6725,6995,4699,6303,8167,921
23450,6729,7003,4707,6309,8175,921
23475,6733,7011,4713,6314,8182,922
23500,6734,7021,4723,6320,8190,922
23525,6736,7029,4731,6329,8198,922
23550,6742,7034,4735,6335,8206,924
23575,6745,7037,4738,6337,8208,924
23600,6750,7045,4746,6344,8216,925
23625,6752,7048,4753,6348,8223,927
23650,6757,7056,4760,6355,8231,933
23675,6762,7065,4769,6360,8239,935
23700,6768,7076,4778,6366,8249,935
23725,6771,7084,4786,6369,8257,939
23750,6772,7092,4795,6375,8265,940
23775,6772,7096,4798,6379,8271,942
23800,6775,7103,4806,6384,8277,942
23825,6781,7116,4816,6394,8289,943
23850,6784,7123,4820,6399,8297,944
23875,6788,7131,4826,6404,8305,947
23900,6791,7136,4832,6407,8311,948
23925,6792,7144,4840,6415,8320,948
23950,6796,7152,4845,6424,8328,949
23975,6802,7159,4850,6428,8334,949
24000,6806,7163,4853,6431,8336,951
24025,6810,7171,4858,6436,8342,952
24050,6811,7177,4862,6439,8351,954
24075,6814,7182,4867,6446,8358,954
24100,6818,7188,4871,6452,8364,954
24125,6821,7194,4876,6463,8373,954
24150,6827,7204,4888,6472,8381,955
24175,6829,7209,4891,6476,8388,955
24200,6832,7217,4901,6482,8396,957
24225,6836,7224,4908,6485,8405,957
24250,6836,7235,4916,6492,8416,958
24275,6843,7246,4924,6503,8430,959
24300,6850,7258,4936,6510,8442,962
24325,6855,7266,4946,6517,8451,963
24350,6859,7273,4954,6522,8462,964
24375,6862,7281,4960,6529,8472,965
24400,6867,7291,4969,6536,8484,965
24425,6869,7298,4974,6542,8494,966
24450,6873,7302,4979,6548,8503,967
24475,6876,7307,4983,6553,8508,968
24500,6878,7314,4988,6559,8515,971
24525,6880,7322,4995,6569,8526,971
24550,6886,7333,5006,6582,8540,971
24575,6889,7344,5014,6587,8550,974
24600,6893,7350,5020,6595,8560,974
24625,6898,7358,5026,6599,8567,976
24650,6898,7366,5032,6604,8573,976
24675,6899,7372,5038,6613,8584,977
24700,6901,7378,5043,6618,8592,978
24725,6902,7386,5048,6621,8600,979
24750,6909,7393,5054,6627,8609,979
24775,6916,7401,5061,6635,8620,979
24800,6922,7410,5070,6644,8630,980
24825,6925,7416,5075,6651,8638,981
24850,6927,7421,5079,6659,8643,981
24875,6929,7426,5082,6667,8649,982
24900,6932,7432,5086,6673,8657,983
24925,6935,7436,5091,6676,8661,984
24950,6938,7439,5093,6680,8669,985
24975,6944,7447,5098,6690,8680,988
25000,6944,7454,5106,6699,8692,991
25025,6944,7458,5109,6705,8700,993
25050,6945,7468,5118,6713,8712,993
25075,6949,7476,5124,6720,8723,993
25100,6950,7482,5134,6727,8733,993
25125,6951,7486,5136,6731,8738,993
25150,6954,7492,5141,6739,8746,993
25175,6955,7503,5150,6746,8759,994
25200,6959,7510,5155,6756,8767,996
25225,6962,7520,5166,6768,8780,998
25250,6968,7525,5171,6778,8785,998
25275,6971,7528,5174,6785,8788,998
25300,6975,7539,5179,6792,8800,999
25325,6981,7547,5183,6800,8808,999
25350,6984,7555,5188,6806,8819,999
25375,6988,7559,5194,6811,8825,1001
25400,6992,7562,5196,6816,8834,1003
25425,6996,7567,5199,6822,8840,1004
25450,7003,7574,5207,6826,8851,1008
25475,7007,7582,5212,6835,8859,1008
25500,7012,7589,5218,6843,8868,1010
25525,7015,7592,5223,6847,8875,1012
25550,7020,7601,5231,6855,8884,1013
25575,7026,7612,5238,6864,8896,1014
25600,7029,7623,5244,6870,8905,1017
25625,7032,7630,5252,6876,8915,1020
25650,7036,7637,5258,6881,8926,1020
25675,7037,7643,5264,6889,8933,1022
25700,7040,7648,5268,6896,8940,1023
25725,7041,7648,5270,6901,8945,1023
25750,7045,7654,5274,6909,8950,1023
25775,7050,7660,5278,6916,8958,1024
25800,7053,7672,5284,6925,8971,1026
25825,7054,7680,5291,6931,8978,1027
25850,7060,7688,5299,6939,8987,1030
25875,7062,7692,5305,6943,8991,1030
25900,7070,7703,5316,6953,9006,1030
25925,7074,7708,5321,6956,9013,1030
25950,7074,7714,5326,6960,9019,1030
25975,7077,7721,5330,6963,9028,1030
26000,7082,7728,5337,6971,9037,1031
26025,7085,7734,5342,6976,9045,1032
26050,7088,7742,5350,6984,9054,1034
26075,7090,7749,5357,6990,9063,1034
26100,7092,7757,5364,6995,9069,1034
26125,7096,7763,5367,6999,9079,1035
26150,7102,7771,5375,7006,9088,1036
26175,7104,7779,5381,7012,9095,1036
26200,7105,7790,5389,7018,9104,1036
26225,7108,7798,5394,7023,9112,1037
26250,7109,7802,5397,7027,9118,1039
26275,7111,7812,5404,7033,9128,1041
26300,7114,7822,5412,7041,9139,1041
26325,7121,7831,5421,7046,9149,1042
26350,7124,7839,5427,7053,9158,1042
26375,7127,7847,5430,7060,9171,1043
26400,7129,7855,5435,7066,9178,1046
26425,7136,7863,5441,7078,9189,1047
26450,7137,7867,5444,7083,9193,1047
26475,7139,7873,5449,7088,9201,1048
26500,7145,7879,5454,7095,9206,1051
26525,7150,7886,5458,7103,9213,1055
26550,7154,7899,5469,7113,9228,1055
26575,7161,7908,5478,7122,9237,1055
26600,7164,7914,5484,7128,9244,1057
26625,7169,7921,5489,7135,9254,1058
26650,7173,7927,5493,7144,9261,1059
26675,7174,7936,5500,7150,9270,1059
26700,7176,7943,5504,7156,9277,1059
26725,7180,7951,5510,7163,9284,1063
26750,7185,7957,5514,7169,9291,1064
26775,7190,7964,5520,7180,9299,1065
26800,7194,7975,5529,7192,9309,1067
26825,7198,7981,5534,7198,9317,1068
26850,7202,7987,5541,7202,9325,1069
26875,7204,7995,5549,7210,9335,1070
26900,7208,8002,5556,7220,9342,1074
26925,7211,8012,5564,7227,9352,1075
26950,7213,8017,5569,7234,9356,1076
26975,7218,8020,5570,7242,9361,1078
27000,7220,8025,5573,7245,9364,1078
27025,7224,8031,5578,7249,9369,1078
27050,7227,8038,5584,7255,9378,1079
27075,7232,8050,5593,7267,9388,1080
27100,7235,8053,5596,7270,9392,1080
27125,7241,8059,5602,7277,9400,1081
27150,7246,8070,5611,7284,9411,1082
27175,7249,8076,5615,7287,9417,1082
27200,7251,8084,5623,7293,9425,1082
27225,7255,8093,5630,7298,9434,1085
27250,7258,8102,5638,7306,9442,1085
27275,7263,8113,5646,7314,9453,1085
27300,7265,8117,5650,7317,9458,1085
27325,7271,8124,5656,7326,9465,1085
27350,7277,8131,5665,7335,9473,1085
27375,7281,8139,5672,7342,9482,1086
27400,7284,8141,5674,7349,9485,1086
27425,7284,8150,5682,7356,9491,1087
27450,7290,8161,5691,7362,9503,1088
27475,7294,8170,5698,7373,9514,1088
27500,7300,8179,5706,7380,9521,1092
27525,7304,8186,5714,7387,9529,1092
27550,7306,8190,5717,7393,9535,1093
27575,7308,8198,5723,7399,9544,1095
27600,7312,8203,5726,7407,9552,1095
27625,7317,8212,5734,7417,9560,1096
27650,7319,8217,5738,7421,9568,1098
27675,7322,8225,5743,7428,9577,1098
27700,7326,8234,5749,7436,9585,1100
27725,7333,8248,5763,7448,9598,1103
27750,7335,8255,5768,7452,9603,1106
27775,7340,8266,5776,7462,9615,1107
27800,7343,8273,5782,7468,9620,1108
27825,7346,8280,5788,7475,9628,1108
27850,7349,8287,5792,7479,9635,1108
27875,7350,8294,5798,7482,9640,1108
27900,7355,8304,5806,7490,9650,1109
27925,7358,8314,5814,7501,9660,1110
27950,7361,8319,5819,7505,9665,1110
27975,7363,8327,5828,7515,9676,1112
28000,7365,8339,5837,7524,9685,1112
28025,7367,8348,5844,7529,9689,1113
28050,7369,8355,5848,7535,9699,1114
28075,7372,8361,5854,7537,9704,1115
28100,7374,8365,5858,7543,9711,1116
28125,7376,8371,5863,7548,9720,1116
28150,7381,8381,5872,7553,9729,1117
28175,7385,8388,5878,7559,9737,1119
28200,7389,8397,5886,7565,9749,1120
28225,7394,8403,5893,7572,9759,1121
28250,7396,8410,5898,7579,9766,1123
28275,7399,8417,5904,7584,9773,1123
28300,7401,8421,5908,7588,9779,1126
28325,7404,8429,5915,7593,9787,1126
28350,7408,8438,5924,7603,9798,1126
28375,7409,8447,5931,7608,9809,1129
28400,7416,8455,5936,7617,9820,1131
28425,7418,8463,5946,7629,9831,1132
28450,7421,8467,5951,7632,9838,1134
28475,7426,8477,5958,7643,9847,1135
28500,7429,8485,5964,7651,9855,1135
28525,7430,8490,5968,7656,9860,1135
28550,7432,8498,5974,7662,9868,1136
28575,7436,8507,5982,7669,9878,1137
28600,7438,8511,5986,7671,9884,1138
28625,7444,8517,5992,7673,9888,1138
28650,7447,8526,5999,7682,9895,1138
28675,7449,8537,6007,7687,9906,1138
28700,7450,8548,6014,7695,9917,1139
28725,7454,8556,6020,7703,9923,1140
28750,7459,8560,6024,7708,9929,1140
28775,7460,8568,6030,7716,9937,1141
28800,7463,8572,6033,7720,9944,1145
28825,7466,8579,6038,7725,9952,1146
28850,7468,8586,6042,7731,9959,1148
28875,7471,8595,6048,7737,9964,1148
28900,7474,8605,6054,7743,9971,1148
28925,7478,8610,6057,7748,9975,1150
28950,7482,8618,6065,7752,9986,1151
28975,7486,8630,6074,7763,9996,1152
29000,7490,8642,6085,7771,10010,1152
29025,7493,8648,6092,7779,10019,1153
29050,7494,8655,6097,7782,10027,1156
29075,7496,8660,6101,7785,10034,1157
29100,7499,8667,6109,7790,10044,1160
29125,7501,8674,6114,7797,10052,1161
29150,7505,8682,6123,7802,10065,1161
29175,7509,8692,6133,7812,10076,1165
29200,7512,8700,6141,7816,10085,1167
29225,7515,8703,6148,7818,10091,1168
29250,7517,8713,6152,7824,10103,1169
29275,7520,8724,6161,7834,10113,1170
29300,7520,8729,6167,7837,10118,1171
29325,7521,8735,6171,7840,10122,1171
29350,7525,8743,6176,7847,10132,1173
29375,7528,8752,6184,7854,10141,1174
29400,7531,8762,6192,7861,10151,1174
29425,7535,8772,6200,7869,10161,1176
29450,7538,8781,6208,7874,10170,1176
29475,7542,8792,6220,7884,10180,1177
29500,7545,8797,6225,7886,10186,1180
29525,7550,8803,6229,7891,10192,1183
29550,7554,8813,6237,7897,10201,1185
29575,7559,8819,6243,7899,10210,1187
29600,7562,8828,6251,7906,10220,1189
29625,7563,8835,6258,7913,10226,1189
29650,7567,8847,6268,7920,10235,1189
29675,7569,8853,6274,7924,10241,1189
29700,7574,8863,6282,7933,10249,1189
29725,7578,8878,6295,7946,10265,1193
29750,7580,8882,6300,7950,10272,1195
29775,7583,8890,6307,7954,10279,1195
29800,7586,8896,6313,7959,10284,1196
29825,7587,8903,6319,7964,10289,1197
29850,7592,8915,6329,7974,10301,1198
29875,7594,8924,6337,7983,10311,1199
29900,7599,8930,6342,7989,10315,1199
29925,7602,8938,6350,7997,10325,1200
29950,7606,8945,6357,7999,10330,1200
29975,7607,8955,6368,8008,10341,1200
30000,7611,8965,6377,8018,10352,1201
30025,7614,8971,6383,8022,10362,1201
30050,7617,8978,6390,8030,10371,1202
30075,7619,8985,6398,8035,10377,1203
30100,7621,8991,6405,8042,10384,1203
30125,7627,9000,6413,8049,10393,1205
30150,7629,9006,6417,8051,10399,1205
30175,7632,9014,6422,8059,10408,1206
30200,7636,9019,6425,8065,10415,1206
30225,7640,9029,6432,8074,10425,1207
30250,7643,9037,6439,8083,10435,1207
30275,7645,9046,6447,8089,10447,1208
30300,7649,9055,6456,8097,10455,1209
30325,7652,9065,6463,8107,10465,1209
30350,7655,9073,6470,8113,10472,1209
30375,7658,9081,6478,8120,10482,1209
30400,7662,9093,6489,8131,10494,1210
30425,7664,9097,6492,8137,10499,1213
30450,7666,9111,6501,8147,10511,1213
30475,7672,9124,6513,8155,10525,1213
30500,7675,9131,6517,8161,10531,1214
30525,7679,9140,6524,8167,10539,1214
30550,7682,9145,6528,8171,10546,1216
30575,7685,9152,6534,8179,10553,1217
30600,7689,9161,6541,8187,10562,1220
30625,7693,9172,6549,8194,10570,1221
30650,7697,9182,6557,8201,10583,1223
30675,7699,9192,6567,8207,10594,1223
30700,7703,9201,6573,8219,10608,1226
30725,7707,9210,6582,8226,10618,1228
30750,7710,9219,6591,8234,10627,1229
30775,7711,9222,6594,8237,10632,1230
30800,7714,9231,6604,8247,10642,1230
30825,7717,9238,6611,8252,10649,1231
30850,7720,9244,6618,8257,10656,1232
30875,7724,9253,6624,8264,10667,1234
30900,7727,9259,6629,8268,10673,1234
30925,7730,9271,6640,8279,10689,1234
30950,7732,9280,6648,8288,10698,1234
30975,7735,9287,6655,8296,10708,1234
31000,7738,9295,6660,8303,10717,1234
31025,7742,9301,6665,8308,10723,1234
31050,7746,9308,6673,8314,10733,1234
31075,7749,9316,6682,8322,10741,1235
31100,7752,9321,6689,8325,10748,1237
31125,7756,9332,6696,8335,10760,1238
31150,7759,9340,6703,8344,10769,1240
31175,7763,9351,6712,8349,10781,1241
31200,7766,9359,6719,8354,10789,1241
31225,7770,9367,6727,8358,10796,1243
31250,7774,9377,6734,8367,10803,1244
31275,7782,9388,6744,8376,10814,1247
31300,7784,9397,6752,8383,10822,1247
31325,7790,9408,6758,8391,10831,1247
31350,7797,9415,6766,8400,10842,1249
31375,7802,9424,6774,8407,10849,1250
31400,7811,9436,6780,8419,10862,1250
31425,7816,9442,6787,8425,10871,1251
31450,7821,9450,6794,8437,10882,1251
31475,7827,9459,6802,8446,10891,1251
31500,7829,9463,6807,8451,10897,1251
31525,7832,9467,6809,8456,10901,1254
31550,7835,9477,6817,8464,10913,1255
31575,7837,9483,6822,8469,10919,1256
31600,7840,9493,6833,8475,10928,1256
31625,7842,9501,6837,8483,10936,1258
31650,7843,9509,6844,8490,10945,1260
31675,7845,9516,6851,8497,10953,1262
31700,7849,9520,6855,8504,10961,1263
31725,7853,9528,6862,8512,10969,1264
31750,7856,9537,6870,8518,10977,1265
31775,7857,9549,6880,8525,10989,1267
31800,7861,9558,6888,8532,10999,1268
31825,7865,9568,6898,8544,11012,1268
31850,7866,9573,6903,8550,11019,1268
31875,7870,9581,6909,8557,11027,1269
31900,7873,9587,6915,8566,11035,1269
31925,7876,9595,6922,8571,11043,1270
31950,7882,9606,6932,8580,11056,1274
31975,7886,9616,6937,8584,11066,1275
32000,7890,9623,6943,8589,11072,1277
32025,7894,9632,6949,8595,11082,1279
32050,7899,9638,6955,8600,11089,1280
32075,7901,9643,6962,8608,11094,1281
32100,7904,9650,6966,8612,11102,1282
32125,7911,9658,6972,8619,11107,1284
32150,7916,9665,6977,8625,11116,1286
32175,7918,9671,6982,8631,11123,1286
32200,7919,9676,6985,8635,11128,1287
32225,7923,9679,6989,8641,11132,1287
32250,7928,9687,6996,8649,11142,1289
32275,7930,9693,7003,8655,11148,1289
32300,7933,9701,7009,8666,11158,1290
32325,7934,9706,7013,8668,11162,1290
32350,7938,9714,7021,8671,11167,1290
32375,7939,9720,7025,8675,11175,1292
32400,7940,9726,7030,8678,11179,1292
32425,7943,9733,7038,8686,11187,1293
32450,7943,9744,7046,8695,11197,1293
32475,7947,9752,7053,8704,11205,1294
32500,7948,9754,7054,8706,11209,1295
32525,7951,9764,7061,8714,11218,1297
32550,7954,9773,7069,8721,11227,1298
32575,7958,9783,7078,8729,11238,1301
32600,7961,9793,7084,8737,11247,1301
32625,7962,9799,7092,8739,11254,1302
32650,7966,9807,7100,8745,11266,1303
32675,7970,9818,7107,8753,11277,1303
32700,7973,9826,7115,8760,11286,1303
32725,7976,9834,7123,8768,11299,1304
32750,7978,9840,7126,8774,11304,1308
32775,7980,9851,7134,8783,11316,1310
32800,7983,9861,7143,8794,11328,1310
32825,7986,9876,7156,8805,11344,1311
32850,7987,9884,7161,8811,11351,1313
32875,7989,9894,7168,8821,11362,1314
32900,7991,9903,7175,8825,11375,1314
32925,7995,9913,7183,8828,11384,1315
32950,8000,9921,7189,8837,11392,1316
32975,8003,9929,7197,8846,11401,1316
33000,8009,9937,7205,8851,11408,1317
33025,8012,9943,7212,8856,11415,1317
33050,8014,9952,7221,8864,11425,1317
33075,8021,9963,7231,8875,11437,1317
33100,8024,9972,7239,8878,11446,1317
33125,8029,9984,7252,8888,11459,1317
33150,8033,9994,7261,8896,11469,1318
33175,8035,10004,7271,8903,11480,1320
33200,8038,10013,7280,8910,11488,1321
33225,8040,10022,7288,8919,11502,1321
33250,8042,10027,7294,8924,11509,1323
33275,8046,10033,7299,8931,11514,1324
33300,8049,10038,7306,8937,11521,1324
33325,8052,10044,7311,8944,11530,1324
33350,8054,10052,7317,8952,11535,1324
33375,8056,10059,7323,8960,11544,1325
33400,8061,10068,7330,8968,11553,1325
33425,8065,10081,7341,8977,11562,1325
33450,8068,10091,7349,8985,11572,1326
33475,8073,10099,7356,8990,11582,1327
33500,8076,10104,7361,8996,11586,1329
33525,8080,10110,7365,9006,11597,1329
33550,8083,10120,7374,9014,11606,1331
33575,8084,10127,7380,9019,11614,1333
33600,8089,10138,7384,9025,11624,1335
33625,8091,10149,7392,9033,11635,1335
33650,8094,10159,7401,9040,11644,1336
33675,8100,10169,7406,9047,11651,1336
33700,8102,10176,7411,9051,11659,1339
33725,8104,10182,7417,9055,11665,1341
33750,8106,10190,7426,9063,11675,1343
33775,8108,10199,7432,9071,11682,1343
33800,8111,10211,7441,9080,11694,1344
33825,8114,10221,7449,9087,11703,1344
33850,8116,10234,7460,9094,11716,1344
33875,8117,10240,7465,9098,11722,1346
33900,8123,10252,7476,9105,11734,1346
33925,8125,10258,7482,9108,11741,1348
33950,8128,10262,7486,9112,11746,1349
33975,8129,10267,7491,9117,11752,1349
34000,8134,10275,7496,9122,11761,1350
34025,8137,10284,7504,9129,11770,1351
34050,8145,10293,7513,9138,11782,1351
34075,8150,10300,7520,9144,11790,1351
34100,8155,10304,7525,9147,11798,1352
34125,8162,10313,7533,9155,11808,1354
34150,8170,10319,7539,9162,11816,1355
34175,8179,10327,7547,9172,11827,1358
34200,8184,10333,7549,9180,11835,1358
34225,8191,10341,7556,9190,11850,1358
34250,8199,10353,7566,9198,11865,1359
34275,8203,10357,7569,9201,11869,1361
34300,8208,10369,7579,9210,11882,1361
34325,8213,10378,7586,9218,11892,1363
34350,8214,10385,7592,9220,11896,1364
34375,8214,10391,7597,9227,11900,1364
34400,8218,10400,7604,9232,11907,1364
34425,8222,10408,7611,9243,11913,1364
34450,8223,10415,7617,9250,11925,1366
34475,8225,10423,7626,9260,11935,1367
34500,8229,10426,7631,9266,11939,1367
34525,8232,10433,7637,9274,11948,1368
34550,8239,10441,7644,9281,11957,1371
34575,8245,10451,7653,9290,11967,1371
34600,8252,10462,7660,9298,11976,1374
34625,8257,10473,7670,9307,11987,1375
34650,8265,10479,7678,9316,11992,1377
34675,8272,10490,7690,9327,12002,1379
34700,8275,10498,7699,9334,12011,1380
34725,8280,10504,7704,9341,12015,1380
34750,8282,10511,7710,9347,12021,1380
34775,8289,10521,7721,9356,12033,1380
34800,8293,10529,7728,9368,12044,1381
34825,8301,10539,7738,9381,12055,1381
34850,8308,10549,7748,9389,12067,1382
34875,8319,10562,7759,9403,12080,1383
34900,8322,10570,7767,9412,12088,1383
34925,8329,10577,7775,9420,12097,1385
34950,8333,10591,7789,9433,12110,1386
34975,8336,10596,7794,9438,12116,1388
35000,8341,10605,7804,9448,12126,1388
35025,8345,10613,7814,9458,12134,1388
35050,8349,10623,7823,9468,12143,1388
35075,8351,10631,7830,9474,12149,1389
35100,8353,10640,7837,9482,12159,1390
35125,8357,10646,7844,9485,12169,1390
35150,8359,10652,7848,9488,12173,1391
35175,8359,10657,7854,9496,12181,1395
