Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified,HetoFedBandit_Enhanced
5425,4444,0,3723,48,1407
5450,4444,0,3747,48,1407
5475,4444,0,3771,48,1407
5500,4444,0,3795,50,1484
5525,4444,0,3820,50,1484
5550,4444,0,3843,50,1484
5575,4444,0,3867,62,1484
5600,4444,0,3891,62,1484
5625,4444,0,3915,62,1484
5650,4444,0,3939,68,1484
5675,4444,0,3964,68,1484
5700,4444,0,3986,68,1484
5725,4444,0,4008,78,1484
5750,4444,0,4032,78,1484
5775,4444,0,4056,78,1484
5800,4444,0,4081,80,1484
5825,4444,0,4104,80,1484
5850,4444,0,4128,80,1484
5875,4444,0,4153,84,1484
5900,4444,0,4177,84,1484
5925,4594,0,4199,84,1484
5950,4594,0,4223,90,1484
5975,4594,0,4247,90,1560
6000,4594,0,4271,90,1560
6025,4594,0,4296,96,1560
6050,4594,0,4319,96,1560
6075,4594,0,4342,96,1560
6100,4594,0,4367,110,1560
6125,4594,0,4391,110,1560
6150,4594,0,4414,110,1560
6175,4594,0,4435,114,1560
6200,4594,0,4460,114,1560
6225,4594,0,4485,114,1560
6250,4594,0,4508,116,1560
6275,4594,0,4530,116,1560
6300,4594,0,4553,116,1560
6325,4594,0,4577,122,1560
6350,4594,0,4601,122,1560
6375,4594,0,4626,122,1560
6400,4594,0,4651,124,1560
6425,4594,0,4675,124,1560
6450,4594,0,4698,124,1560
6475,4594,0,4722,126,1560
6500,4594,0,4746,126,1560
6525,4744,0,4770,126,1560
6550,4744,0,4793,132,1560
6575,4744,0,4817,132,1560
6600,4744,0,4841,132,1560
6625,4744,0,4865,140,1560
6650,4744,0,4890,140,1637
6675,4744,0,4913,140,1637
6700,4744,0,4938,144,1637
6725,4744,0,4961,144,1637
6750,4744,0,4981,144,1637
6775,4744,0,5004,146,1637
6800,4744,0,5028,146,1637
6825,4744,0,5052,146,1637
6850,4744,0,5076,148,1637
6875,4744,0,5098,148,1637
6900,4744,0,5118,148,1637
6925,4744,0,5140,150,1637
6950,4744,0,5164,150,1637
6975,4744,0,5187,150,1637
7000,4744,0,5210,156,1637
7025,4744,0,5234,156,1637
7050,4744,0,5258,156,1637
7075,4744,0,5281,160,1637
7100,4744,0,5306,160,1637
7125,4744,0,5328,160,1637
7150,4744,0,5352,170,1637
7175,4744,0,5374,170,1637
7200,4744,0,5396,170,1637
7225,4744,0,5420,172,1637
7250,4744,0,5443,172,1637
7275,4894,0,5467,172,1637
7300,4894,0,5491,174,1637
7325,4894,0,5515,174,1637
7350,4894,0,5539,174,1637
7375,4894,0,5561,176,1637
7400,4894,0,5585,176,1637
7425,4894,0,5610,176,1637
7450,4894,0,5633,194,1637
7475,4894,0,5653,194,1637
7500,4894,0,5677,194,1637
7525,4894,0,5698,196,1714
7550,4894,0,5720,196,1714
7575,4894,0,5740,196,1714
7600,4894,0,5763,198,1714
7625,4894,0,5782,198,1714
7650,4894,0,5806,198,1714
7675,4894,0,5829,206,1714
7700,4894,0,5851,206,1714
7725,4894,0,5873,206,1714
7750,4894,0,5894,208,1714
7775,4894,0,5914,208,1714
7800,4894,0,5938,208,1714
7825,4894,0,5960,210,1714
7850,4894,0,5982,210,1714
7875,4894,0,6004,210,1714
7900,4894,0,6027,218,1714
7925,4894,0,6049,218,1714
7950,4894,0,6070,218,1714
7975,4894,0,6091,226,1714
8000,5044,0,6112,226,1714
8025,5044,0,6133,226,1714
8050,5044,0,6154,232,1790
8075,5044,0,6175,232,1790
8100,5044,0,6199,232,1790
8125,5044,0,6221,234,1790
8150,5044,0,6243,234,1790
8175,5044,0,6266,234,1790
8200,5044,0,6289,246,1790
8225,5044,0,6312,246,1790
8250,5044,0,6332,246,1790
8275,5044,0,6354,254,1790
8300,5044,0,6377,254,1790
8325,5044,0,6400,254,1790
8350,5044,0,6423,270,1790
8375,5044,0,6445,270,1790
8400,5044,0,6469,270,1790
8425,5044,0,6492,284,1790
8450,5044,0,6511,284,1790
8475,5044,0,6534,284,1790
8500,5044,0,6556,288,1790
8525,5044,0,6578,288,1790
8550,5044,0,6602,288,1790
8575,5044,0,6625,292,1790
8600,5044,0,6645,292,1790
8625,5044,0,6670,292,1790
8650,5044,0,6692,294,1790
8675,5044,0,6714,294,1790
8700,5044,0,6733,294,1790
8725,5194,0,6756,296,1866
8750,5194,0,6775,296,1866
8775,5194,0,6798,296,1866
8800,5194,0,6823,310,1866
8825,5194,0,6845,310,1866
8850,5194,0,6867,310,1866
8875,5194,0,6890,316,1866
8900,5194,0,6909,316,1866
8925,5194,0,6934,316,1866
8950,5194,0,6952,318,1866
8975,5194,0,6973,318,1866
9000,5194,0,6995,318,1866
9025,5194,0,7016,326,1866
9050,5194,0,7037,326,1866
9075,5194,0,7059,326,1866
9100,5194,0,7082,330,1866
9125,5194,0,7102,330,1866
9150,5194,0,7121,330,1866
9175,5194,0,7145,346,1866
9200,5194,0,7167,346,1866
9225,5194,0,7190,346,1866
9250,5194,0,7211,348,1866
9275,5344,0,7233,348,1866
9300,5344,0,7253,348,1866
9325,5344,0,7276,352,1866
9350,5344,0,7297,352,1866
9375,5344,0,7318,352,1942
9400,5344,0,7341,366,1942
9425,5344,0,7362,366,1942
9450,5344,0,7385,366,1942
9475,5344,0,7406,370,1942
9500,5344,0,7426,370,1942
9525,5344,0,7448,370,1942
9550,5344,0,7470,372,1942
9575,5344,0,7492,372,1942
9600,5344,0,7511,372,1942
9625,5344,0,7535,384,1942
9650,5344,0,7554,384,1942
9675,5344,0,7574,384,1942
9700,5344,0,7594,390,1942
9725,5344,0,7617,390,1942
9750,5344,0,7637,390,1942
9775,5344,0,7659,394,1942
9800,5344,0,7678,394,1942
9825,5344,0,7698,394,1942
9850,5344,0,7722,396,1942
9875,5344,0,7743,396,1942
9900,5344,0,7766,396,1942
9925,5344,0,7786,398,1942
9950,5344,0,7805,398,1942
9975,5344,0,7826,398,1942
10000,5344,0,7850,410,1942
10025,5344,0,7869,410,1942
10050,5494,0,7888,410,1942
10075,5494,0,7911,412,1942
10100,5494,0,7930,412,1942
10125,5494,0,7949,412,1942
10150,5494,0,7968,418,1942
10175,5494,0,7987,418,1942
10200,5494,0,8011,418,2018
10225,5494,0,8030,424,2018
10250,5494,0,8051,424,2018
10275,5494,0,8074,424,2018
10300,5494,0,8096,430,2018
10325,5494,0,8116,430,2018
10350,5494,0,8134,430,2018
10375,5494,0,8159,434,2018
10400,5494,0,8182,434,2018
10425,5494,0,8199,434,2018
10450,5494,0,8222,438,2018
10475,5494,0,8242,438,2018
10500,5494,0,8258,438,2018
10525,5494,0,8279,452,2018
10550,5494,0,8300,452,2018
10575,5494,0,8321,452,2018
10600,5494,0,8340,462,2018
10625,5494,0,8364,462,2018
10650,5494,0,8385,462,2018
10675,5494,0,8406,464,2018
10700,5494,0,8426,464,2018
10725,5494,0,8446,464,2018
10750,5494,0,8466,470,2018
10775,5494,0,8486,470,2018
10800,5494,0,8505,470,2018
10825,5494,0,8522,472,2018
10850,5494,0,8542,472,2018
10875,5644,0,8561,472,2018
10900,5644,0,8580,474,2094
10925,5644,0,8600,474,2094
10950,5644,0,8622,474,2094
10975,5644,0,8644,482,2094
11000,5644,0,8666,482,2094
11025,5644,0,8685,482,2094
11050,5644,0,8705,484,2094
11075,5644,0,8726,484,2094
11100,5644,0,8747,484,2094
11125,5644,0,8767,490,2094
11150,5644,0,8784,490,2094
11175,5644,0,8804,490,2094
11200,5644,0,8823,492,2094
11225,5644,0,8840,492,2094
11250,5644,0,8856,492,2094
11275,5644,0,8875,494,2094
11300,5644,0,8893,494,2094
11325,5644,0,8914,494,2094
11350,5644,0,8930,498,2094
11375,5644,0,8948,498,2094
11400,5644,0,8966,498,2094
11425,5644,0,8988,502,2094
11450,5644,0,9007,502,2171
11475,5644,0,9025,502,2171
11500,5644,0,9045,508,2171
11525,5644,0,9064,508,2171
11550,5644,0,9086,508,2171
11575,5644,0,9103,518,2171
11600,5644,0,9125,518,2171
11625,5644,0,9146,518,2171
11650,5644,0,9164,520,2171
11675,5644,0,9184,520,2171
11700,5644,0,9202,520,2171
11725,5644,0,9221,522,2171
11750,5794,0,9238,522,2171
11775,5794,0,9255,522,2171
11800,5794,0,9274,524,2171
11825,5794,0,9293,524,2171
11850,5794,0,9309,524,2171
11875,5794,0,9332,542,2171
11900,5794,0,9349,542,2171
11925,5794,0,9366,542,2171
11950,5794,0,9383,550,2171
11975,5794,0,9404,550,2171
12000,5794,0,9420,550,2171
12025,5794,0,9439,552,2247
12050,5794,0,9457,552,2247
12075,5794,0,9472,552,2247
12100,5794,0,9492,554,2247
12125,5794,0,9512,554,2247
12150,5794,0,9529,554,2247
12175,5794,0,9547,556,2247
12200,5794,0,9571,556,2247
12225,5794,0,9591,556,2247
12250,5794,0,9609,558,2247
12275,5794,0,9626,558,2247
12300,5794,0,9644,558,2247
12325,5794,0,9663,566,2247
12350,5794,0,9679,566,2247
12375,5794,0,9702,566,2247
12400,5794,0,9721,574,2247
12425,5794,0,9740,574,2247
12450,5794,0,9760,574,2247
12475,5794,0,9777,582,2247
12500,5794,0,9795,582,2247
12525,5794,0,9815,582,2247
12550,5794,0,9830,586,2247
12575,5794,0,9848,586,2247
12600,5794,0,9866,586,2247
12625,5794,0,9883,592,2247
12650,5794,0,9905,592,2247
12675,5794,0,9921,592,2247
12700,5794,0,9941,594,2247
12725,5794,0,9961,594,2247
12750,5794,0,9979,594,2247
12775,5944,0,9999,598,2247
12800,5944,0,10018,598,2247
12825,5944,0,10040,598,2247
12850,5944,0,10061,604,2247
12875,5944,0,10078,604,2247
12900,5944,0,10094,604,2247
12925,5944,0,10114,618,2247
12950,5944,0,10128,618,2324
12975,5944,0,10146,618,2324
13000,5944,0,10163,634,2324
13025,5944,0,10179,634,2324
13050,5944,0,10200,634,2324
13075,5944,0,10218,648,2324
13100,5944,0,10238,648,2324
13125,5944,0,10256,648,2324
13150,5944,0,10271,650,2324
13175,5944,0,10294,650,2324
13200,5944,0,10310,650,2324
13225,5944,0,10329,652,2324
13250,5944,0,10349,652,2324
13275,5944,0,10369,652,2324
13300,5944,0,10386,654,2324
13325,5944,0,10404,654,2324
13350,5944,0,10419,654,2324
13375,5944,0,10437,666,2324
13400,5944,0,10454,666,2324
13425,5944,0,10472,666,2324
13450,5944,0,10491,674,2324
13475,5944,0,10506,674,2324
13500,5944,0,10524,674,2324
13525,5944,0,10547,676,2324
13550,5944,0,10567,676,2324
13575,5944,0,10583,676,2324
13600,5944,0,10601,680,2324
13625,5944,0,10620,680,2324
13650,5944,0,10638,680,2324
13675,5944,0,10655,684,2324
13700,5944,0,10674,684,2324
13725,5944,0,10692,684,2324
13750,6094,0,10710,700,2324
13775,6094,0,10728,700,2324
13800,6094,0,10744,700,2324
13825,6094,0,10761,714,2324
13850,6094,0,10778,714,2324
13875,6094,0,10794,714,2324
13900,6094,0,10811,718,2324
13925,6094,0,10827,718,2400
13950,6094,0,10846,718,2400
13975,6094,0,10864,720,2400
14000,6094,0,10879,720,2400
14025,6094,0,10896,720,2400
14050,6094,0,10913,722,2400
14075,6094,0,10934,722,2400
14100,6094,0,10950,722,2400
14125,6094,0,10964,728,2400
14150,6094,0,10980,728,2400
14175,6094,0,10996,728,2400
14200,6094,0,11013,732,2400
14225,6094,0,11030,732,2400
14250,6094,0,11050,732,2400
14275,6094,0,11068,734,2400
14300,6094,0,11087,734,2400
14325,6094,0,11106,734,2400
14350,6094,0,11124,746,2400
14375,6094,0,11139,746,2400
14400,6094,0,11156,746,2400
14425,6094,0,11171,752,2400
14450,6094,0,11187,752,2400
14475,6094,0,11205,752,2400
14500,6094,0,11221,764,2400
14525,6094,0,11240,764,2400
14550,6094,0,11258,764,2400
14575,6094,0,11274,770,2400
14600,6094,0,11292,770,2476
14625,6244,0,11309,770,2476
14650,6244,0,11327,774,2476
14675,6244,0,11344,774,2476
14700,6244,0,11359,774,2476
14725,6244,0,11375,778,2476
14750,6244,0,11392,778,2476
14775,6244,0,11409,778,2476
14800,6244,0,11424,792,2476
14825,6244,0,11440,792,2476
14850,6244,0,11457,792,2476
14875,6244,0,11474,802,2476
14900,6244,0,11494,802,2476
14925,6244,0,11511,802,2476
14950,6244,0,11522,808,2476
14975,6244,0,11538,808,2476
15000,6244,0,11552,808,2476
15025,6244,0,11566,810,2476
15050,6244,0,11582,810,2476
15075,6244,0,11599,810,2476
15100,6244,0,11614,812,2476
15125,6244,0,11630,812,2476
15150,6244,0,11647,812,2476
15175,6244,0,11664,818,2476
15200,6244,0,11680,818,2476
15225,6244,0,11697,818,2476
15250,6244,0,11715,820,2476
15275,6244,0,11727,820,2476
15300,6244,0,11747,820,2476
15325,6244,0,11766,822,2476
15350,6244,0,11778,822,2476
15375,6244,0,11798,822,2476
15400,6244,0,11811,824,2552
15425,6244,0,11824,824,2552
15450,6244,0,11840,824,2552
15475,6244,0,11855,830,2552
15500,6244,0,11868,830,2552
15525,6244,0,11880,830,2552
15550,6244,0,11892,834,2552
15575,6244,0,11910,834,2552
15600,6244,0,11929,834,2552
15625,6394,0,11946,842,2552
15650,6394,0,11961,842,2552
15675,6394,0,11981,842,2552
15700,6394,0,11994,844,2552
15725,6394,0,12011,844,2552
15750,6394,0,12033,844,2552
15775,6394,0,12052,846,2552
15800,6394,0,12067,846,2552
15825,6394,0,12080,846,2552
15850,6394,0,12097,850,2552
15875,6394,0,12113,850,2552
15900,6394,0,12127,850,2552
15925,6394,0,12143,856,2552
15950,6394,0,12158,856,2552
15975,6394,0,12172,856,2552
16000,6394,0,12190,866,2552
16025,6394,0,12205,866,2552
16050,6394,0,12221,866,2552
16075,6394,0,12236,868,2628
16100,6394,0,12253,868,2628
16125,6394,0,12268,868,2628
16150,6394,0,12284,870,2628
16175,6394,0,12301,870,2628
16200,6394,0,12319,870,2628
16225,6394,0,12335,872,2628
16250,6394,0,12351,872,2628
16275,6394,0,12367,872,2628
16300,6394,0,12383,874,2628
16325,6394,0,12398,874,2628
16350,6394,0,12414,874,2628
16375,6394,0,12427,876,2628
16400,6394,0,12440,876,2628
16425,6394,0,12453,876,2628
16450,6394,0,12466,894,2628
16475,6394,0,12482,894,2628
16500,6394,0,12498,894,2628
16525,6394,0,12511,902,2628
16550,6394,0,12524,902,2628
16575,6394,0,12546,902,2628
16600,6394,0,12561,910,2628
16625,6544,0,12580,910,2628
16650,6544,0,12591,910,2628
16675,6544,0,12610,912,2628
16700,6544,0,12626,912,2628
16725,6544,0,12645,912,2628
16750,6544,0,12657,914,2628
16775,6544,0,12673,914,2628
16800,6544,0,12687,914,2628
16825,6544,0,12703,918,2628
16850,6544,0,12719,918,2628
16875,6544,0,12737,918,2628
16900,6544,0,12749,924,2628
16925,6544,0,12764,924,2628
16950,6544,0,12780,924,2628
16975,6544,0,12793,932,2628
17000,6544,0,12804,932,2704
17025,6544,0,12822,932,2704
17050,6544,0,12837,934,2704
17075,6544,0,12851,934,2704
17100,6544,0,12870,934,2704
17125,6544,0,12883,938,2704
17150,6544,0,12901,938,2704
17175,6544,0,12916,938,2704
17200,6544,0,12929,946,2704
17225,6544,0,12944,946,2704
17250,6544,0,12955,946,2704
17275,6544,0,12974,960,2704
17300,6544,0,12986,960,2704
17325,6544,0,13001,960,2704
17350,6544,0,13016,962,2704
17375,6544,0,13033,962,2704
17400,6544,0,13051,962,2704
17425,6544,0,13068,964,2704
17450,6544,0,13084,964,2704
17475,6544,0,13098,964,2704
17500,6544,0,13115,970,2704
17525,6544,0,13128,970,2704
17550,6694,0,13145,970,2704
17575,6694,0,13160,982,2704
17600,6694,0,13175,982,2704
17625,6694,0,13188,982,2704
17650,6694,0,13204,996,2704
17675,6694,0,13216,996,2704
17700,6694,0,13233,996,2704
17725,6694,0,13247,1004,2780
17750,6694,0,13261,1004,2780
17775,6694,0,13276,1004,2780
17800,6694,0,13291,1020,2780
17825,6694,0,13307,1020,2780
17850,6694,0,13322,1020,2780
17875,6694,0,13338,1024,2780
17900,6694,0,13353,1024,2780
17925,6694,0,13370,1024,2780
17950,6694,0,13381,1026,2780
17975,6694,0,13393,1026,2780
18000,6694,0,13404,1026,2780
18025,6694,0,13419,1028,2780
18050,6694,0,13435,1028,2780
18075,6694,0,13447,1028,2780
18100,6694,0,13467,1032,2780
18125,6694,0,13481,1032,2780
18150,6694,0,13499,1032,2780
18175,6694,0,13513,1034,2780
18200,6694,0,13527,1034,2780
18225,6694,0,13541,1034,2780
18250,6694,0,13555,1050,2780
18275,6694,0,13569,1050,2780
18300,6694,0,13587,1050,2780
18325,6694,0,13602,1052,2780
18350,6694,0,13615,1052,2780
18375,6694,0,13631,1052,2780
18400,6694,0,13643,1058,2780
18425,6694,0,13654,1058,2780
18450,6694,0,13671,1058,2780
18475,6694,0,13687,1062,2780
18500,6694,0,13705,1062,2780
18525,6694,0,13717,1062,2780
18550,6694,0,13730,1064,2856
18575,6844,0,13744,1064,2856
18600,6844,0,13757,1064,2856
18625,6844,0,13770,1076,2856
18650,6844,0,13784,1076,2856
18675,6844,0,13797,1076,2856
18700,6844,0,13815,1080,2856
18725,6844,0,13829,1080,2856
18750,6844,0,13843,1080,2856
18775,6844,0,13860,1086,2856
18800,6844,0,13873,1086,2856
18825,6844,0,13890,1086,2856
18850,6844,0,13908,1092,2856
18875,6844,0,13920,1092,2856
18900,6844,0,13939,1092,2856
18925,6844,0,13954,1106,2856
18950,6844,0,13967,1106,2856
18975,6844,0,13979,1106,2856
19000,6844,0,13996,1118,2856
19025,6844,0,14011,1118,2856
19050,6844,0,14029,1118,2856
19075,6844,0,14046,1122,2856
19100,6844,0,14059,1122,2856
19125,6844,0,14075,1122,2856
19150,6844,0,14092,1124,2856
19175,6844,0,14105,1124,2856
19200,6844,0,14115,1124,2856
19225,6844,0,14125,1128,2856
19250,6844,0,14137,1128,2856
19275,6844,0,14151,1128,2856
19300,6844,0,14161,1134,2932
19325,6844,0,14176,1134,2932
19350,6844,0,14190,1134,2932
19375,6844,0,14204,1136,2932
19400,6844,0,14218,1136,2932
19425,6844,0,14232,1136,2932
19450,6844,0,14244,1138,2932
19475,6844,0,14260,1138,2932
19500,6844,0,14277,1138,2932
19525,6844,0,14291,1148,2932
19550,6844,0,14304,1148,2932
19575,6844,0,14318,1148,2932
19600,6844,0,14332,1154,2932
19625,6994,0,14346,1154,2932
19650,6994,0,14360,1154,2932
19675,6994,0,14379,1160,2932
19700,6994,0,14392,1160,2932
19725,6994,0,14406,1160,2932
19750,6994,0,14419,1162,2932
19775,6994,0,14433,1162,2932
19800,6994,0,14449,1162,2932
19825,6994,0,14462,1176,2932
19850,6994,0,14476,1176,2932
19875,6994,0,14487,1176,2932
19900,6994,0,14501,1180,2932
19925,6994,0,14513,1180,2932
19950,6994,0,14524,1180,2932
19975,6994,0,14539,1182,2932
20000,6994,0,14549,1182,2932
20025,6994,0,14560,1182,2932
20050,6994,0,14571,1190,2932
20075,6994,0,14582,1190,2932
20100,6994,0,14598,1190,2932
20125,6994,0,14609,1192,3008
20150,6994,0,14621,1192,3008
20175,6994,0,14632,1192,3008
20200,6994,0,14644,1198,3008
20225,6994,0,14658,1198,3008
20250,6994,0,14674,1198,3008
20275,6994,0,14687,1200,3008
20300,6994,0,14702,1200,3008
20325,6994,0,14713,1200,3008
20350,6994,0,14726,1210,3008
20375,6994,0,14739,1210,3008
20400,6994,0,14755,1210,3008
20425,6994,0,14768,1212,3008
20450,6994,0,14783,1212,3008
20475,6994,0,14799,1212,3008
20500,6994,0,14813,1214,3008
20525,6994,0,14823,1214,3008
20550,6994,0,14838,1214,3008
20575,7144,0,14849,1216,3008
20600,7144,0,14859,1216,3008
20625,7144,0,14872,1216,3008
20650,7144,0,14886,1218,3008
20675,7144,0,14897,1218,3008
20700,7144,0,14912,1218,3008
20725,7144,0,14923,1222,3008
20750,7144,0,14934,1222,3008
20775,7144,0,14948,1222,3008
20800,7144,0,14961,1224,3008
20825,7144,0,14979,1224,3008
20850,7144,0,14991,1224,3008
20875,7144,0,15003,1242,3008
20900,7144,0,15018,1242,3008
20925,7144,0,15030,1242,3008
20950,7144,0,15045,1244,3008
20975,7144,0,15060,1244,3008
21000,7144,0,15070,1244,3008
21025,7144,0,15083,1252,3008
21050,7144,0,15093,1252,3008
21075,7144,0,15109,1252,3008
21100,7144,0,15124,1256,3008
21125,7144,0,15139,1256,3008
21150,7144,0,15153,1256,3008
21175,7144,0,15166,1264,3008
21200,7144,0,15178,1264,3008
21225,7144,0,15192,1264,3008
21250,7144,0,15200,1266,3008
21275,7144,0,15215,1266,3008
21300,7144,0,15224,1266,3008
21325,7144,0,15230,1270,3008
21350,7144,0,15247,1270,3084
21375,7144,0,15262,1270,3084
21400,7144,0,15275,1272,3084
21425,7144,0,15291,1272,3084
21450,7144,0,15302,1272,3084
21475,7144,0,15313,1280,3084
21500,7144,0,15324,1280,3084
21525,7144,0,15338,1280,3084
21550,7144,0,15349,1282,3084
21575,7144,0,15359,1282,3084
21600,7144,0,15372,1282,3084
21625,7144,0,15383,1290,3084
21650,7144,0,15399,1290,3084
21675,7144,0,15410,1290,3084
21700,7144,0,15420,1296,3084
21725,7144,0,15431,1296,3084
21750,7144,0,15441,1296,3084
21775,7144,0,15450,1298,3084
