Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified,HetoFedBandit_Enhanced
19100,4188,4287,2834,4306,5831,733
19125,4197,4297,2842,4313,5840,735
19150,4203,4304,2845,4320,5848,736
19175,4207,4315,2853,4331,5860,736
19200,4215,4322,2860,4342,5871,736
19225,4221,4333,2870,4352,5881,736
19250,4227,4344,2876,4363,5891,736
19275,4232,4352,2882,4370,5901,738
19300,4238,4365,2891,4382,5915,740
19325,4247,4370,2895,4389,5919,742
19350,4253,4377,2898,4396,5929,742
19375,4259,4387,2904,4407,5942,743
19400,4264,4394,2909,4415,5948,744
19425,4271,4401,2917,4424,5958,745
19450,4276,4411,2927,4432,5972,745
19475,4282,4419,2932,4437,5980,745
19500,4288,4425,2934,4444,5988,747
19525,4297,4436,2941,4455,6000,747
19550,4302,4446,2948,4463,6012,748
19575,4304,4453,2951,4470,6023,748
19600,4308,4463,2958,4479,6034,750
19625,4312,4468,2962,4481,6038,751
19650,4315,4472,2965,4484,6043,752
19675,4320,4479,2969,4489,6050,752
19700,4329,4491,2977,4495,6060,753
19725,4334,4501,2985,4505,6072,754
19750,4342,4512,2995,4518,6085,754
19775,4347,4522,3001,4525,6094,756
19800,4352,4526,3004,4532,6102,758
19825,4358,4537,3013,4541,6112,758
19850,4363,4542,3018,4549,6120,759
19875,4368,4548,3026,4557,6128,761
19900,4374,4559,3033,4567,6140,763
19925,4378,4565,3036,4574,6151,764
19950,4379,4569,3040,4583,6159,764
19975,4384,4580,3049,4591,6169,765
20000,4388,4585,3054,4597,6177,767
20025,4394,4591,3058,4602,6183,769
20050,4398,4601,3065,4613,6193,770
20075,4402,4612,3072,4622,6204,770
20100,4404,4621,3078,4631,6215,771
20125,4409,4629,3083,4639,6224,771
20150,4414,4640,3093,4653,6238,771
20175,4421,4651,3099,4662,6252,771
20200,4427,4661,3109,4671,6263,772
20225,4431,4668,3114,4676,6269,773
20250,4438,4675,3118,4685,6279,773
20275,4443,4684,3123,4693,6288,774
20300,4453,4693,3130,4705,6301,774
20325,4458,4701,3138,4715,6309,775
20350,4464,4709,3144,4718,6322,776
20375,4470,4720,3153,4732,6333,777
20400,4475,4729,3160,4742,6345,779
20425,4478,4739,3165,4751,6354,779
20450,4484,4745,3167,4757,6363,780
20475,4490,4753,3173,4762,6371,782
20500,4493,4761,3181,4766,6379,782
20525,4498,4772,3192,4773,6391,783
20550,4504,4780,3199,4779,6397,784
20575,4518,4792,3206,4793,6412,784
20600,4525,4801,3216,4801,6423,788
20625,4530,4808,3219,4807,6430,789
20650,4531,4815,3222,4817,6437,790
20675,4537,4825,3226,4827,6447,790
20700,4539,4833,3232,4832,6456,792
20725,4549,4843,3242,4845,6470,793
20750,4556,4850,3248,4854,6480,794
20775,4563,4859,3254,4860,6490,796
20800,4572,4868,3261,4868,6500,798
20825,4574,4879,3268,4880,6514,798
20850,4582,4887,3275,4886,6523,798
20875,4586,4891,3278,4894,6531,801
20900,4593,4898,3284,4901,6541,801
20925,4602,4908,3291,4907,6554,803
20950,4607,4917,3295,4914,6564,803
20975,4614,4925,3301,4923,6573,804
21000,4619,4933,3307,4931,6583,806
21025,4624,4938,3313,4935,6588,806
21050,4628,4943,3319,4940,6592,806
21075,4631,4950,3324,4948,6603,806
21100,4639,4959,3330,4956,6611,808
21125,4649,4968,3335,4969,6623,809
21150,4657,4978,3343,4976,6633,811
21175,4665,4989,3352,4985,6647,812
21200,4671,4998,3359,4993,6654,813
21225,4677,5005,3362,4999,6662,813
21250,4681,5016,3372,5010,6675,817
21275,4687,5027,3379,5018,6683,817
21300,4692,5036,3387,5026,6694,819
21325,4700,5044,3395,5035,6704,820
21350,4704,5053,3402,5042,6713,820
21375,4709,5062,3408,5052,6722,820
21400,4715,5071,3415,5059,6730,821
21425,4725,5078,3422,5067,6738,823
21450,4729,5086,3428,5073,6748,824
21475,4735,5100,3438,5085,6762,824
21500,4739,5107,3445,5091,6773,826
21525,4743,5117,3451,5102,6783,827
21550,4747,5124,3458,5108,6789,828
21575,4758,5134,3468,5121,6800,831
21600,4769,5145,3478,5129,6812,832
21625,4777,5154,3485,5140,6822,834
21650,4783,5164,3494,5145,6832,835
21675,4790,5174,3504,5151,6843,837
21700,4795,5181,3510,5161,6852,837
21725,4800,5190,3515,5168,6860,837
21750,4806,5199,3523,5176,6871,837
21775,4812,5207,3529,5185,6879,841
21800,4816,5213,3537,5194,6889,843
21825,4819,5222,3544,5202,6900,843
21850,4825,5230,3547,5211,6911,845
21875,4827,5235,3551,5220,6915,846
21900,4833,5244,3557,5227,6924,846
21925,4839,5250,3563,5234,6932,847
21950,4848,5256,3570,5241,6940,849
21975,4857,5266,3578,5250,6951,851
22000,4864,5272,3583,5259,6959,853
22025,4866,5280,3590,5267,6969,854
22050,4873,5289,3598,5279,6981,855
22075,4875,5297,3600,5284,6989,857
22100,4882,5306,3608,5290,6996,858
22125,4886,5313,3614,5297,7005,860
22150,4890,5319,3619,5305,7010,861
22175,4898,5328,3626,5314,7020,863
22200,4911,5333,3630,5321,7025,864
22225,4918,5345,3638,5332,7037,865
22250,4926,5355,3646,5340,7047,866
22275,4930,5364,3652,5349,7057,868
22300,4936,5374,3659,5357,7064,868
22325,4942,5384,3665,5369,7074,868
22350,4950,5393,3674,5377,7082,868
22375,4955,5405,3684,5387,7094,868
22400,4961,5414,3691,5395,7104,871
22425,4964,5424,3698,5405,7115,872
22450,4969,5430,3704,5408,7121,873
22475,4972,5436,3710,5413,7131,875
22500,4980,5442,3717,5420,7142,875
22525,4986,5449,3723,5427,7148,875
22550,4988,5457,3727,5431,7157,876
22575,4993,5465,3734,5438,7166,877
22600,4998,5473,3743,5447,7174,879
22625,5004,5480,3751,5455,7180,881
22650,5008,5489,3758,5464,7190,881
22675,5015,5500,3765,5472,7203,883
22700,5021,5508,3774,5481,7214,883
22725,5024,5515,3779,5489,7224,884
22750,5031,5525,3788,5500,7235,886
22775,5035,5534,3794,5508,7244,886
22800,5040,5542,3798,5515,7247,886
22825,5048,5552,3806,5525,7258,889
22850,5055,5560,3815,5535,7267,889
22875,5061,5573,3825,5545,7278,890
22900,5068,5582,3833,5553,7288,891
22925,5073,5591,3839,5560,7294,891
22950,5078,5602,3846,5567,7303,891
22975,5085,5612,3855,5575,7315,892
23000,5089,5620,3862,5583,7325,893
23025,5095,5628,3870,5590,7334,894
23050,5101,5637,3877,5600,7344,894
23075,5107,5642,3880,5605,7353,895
23100,5112,5647,3885,5613,7359,896
23125,5118,5652,3889,5619,7365,899
23150,5125,5660,3894,5627,7372,899
23175,5127,5666,3901,5634,7378,900
23200,5133,5676,3909,5646,7391,900
23225,5138,5687,3913,5653,7403,902
23250,5145,5693,3916,5659,7409,902
23275,5155,5705,3927,5670,7420,903
23300,5157,5711,3931,5676,7427,904
23325,5164,5718,3936,5682,7434,905
23350,5169,5728,3944,5690,7444,905
23375,5176,5735,3950,5694,7451,905
23400,5185,5744,3958,5705,7462,908
23425,5192,5753,3968,5712,7472,912
23450,5196,5759,3971,5719,7478,915
23475,5201,5768,3979,5729,7488,915
23500,5206,5778,3986,5736,7499,916
23525,5211,5783,3990,5743,7507,917
23550,5219,5793,3998,5752,7518,918
23575,5228,5803,4005,5762,7528,919
23600,5231,5810,4010,5768,7535,921
23625,5238,5817,4014,5778,7544,922
23650,5244,5824,4019,5786,7553,923
23675,5250,5831,4023,5791,7562,923
23700,5254,5840,4028,5799,7574,924
23725,5262,5845,4032,5807,7585,926
23750,5266,5851,4038,5811,7591,926
23775,5275,5858,4044,5819,7598,929
23800,5279,5868,4052,5825,7606,929
23825,5287,5878,4061,5833,7618,929
23850,5291,5887,4065,5840,7628,931
23875,5295,5894,4070,5846,7635,931
23900,5299,5902,4077,5852,7645,933
23925,5304,5908,4082,5861,7653,935
23950,5312,5920,4092,5870,7665,937
23975,5317,5927,4095,5875,7673,939
24000,5325,5940,4105,5885,7685,939
24025,5330,5950,4111,5892,7696,939
24050,5336,5961,4120,5899,7710,943
24075,5341,5974,4129,5911,7722,943
24100,5348,5985,4140,5920,7733,943
24125,5354,5995,4146,5928,7747,943
24150,5357,6006,4154,5937,7757,944
24175,5364,6013,4160,5943,7766,947
24200,5367,6020,4166,5950,7774,947
24225,5375,6033,4174,5963,7784,947
24250,5378,6038,4180,5969,7788,948
24275,5381,6044,4185,5977,7796,948
24300,5385,6055,4195,5987,7808,948
24325,5390,6063,4202,5994,7817,948
24350,5395,6073,4209,6005,7826,949
24375,5399,6085,4220,6016,7840,949
24400,5405,6098,4231,6026,7852,949
24425,5411,6112,4242,6040,7867,949
24450,5414,6121,4249,6050,7876,950
24475,5422,6127,4255,6059,7883,951
24500,5425,6138,4263,6069,7895,952
24525,5433,6149,4272,6081,7908,952
24550,5440,6160,4278,6083,7917,953
24575,5449,6172,4289,6095,7929,953
24600,5453,6181,4291,6103,7936,954
24625,5460,6186,4295,6111,7942,955
24650,5466,6192,4298,6116,7952,956
24675,5471,6199,4301,6122,7958,956
24700,5475,6206,4307,6130,7969,956
24725,5486,6217,4314,6139,7983,957
24750,5491,6227,4320,6148,7993,957
24775,5496,6236,4325,6156,8004,957
24800,5498,6244,4332,6166,8012,957
24825,5504,6254,4340,6175,8023,958
24850,5512,6263,4348,6187,8032,959
24875,5517,6276,4355,6194,8043,962
24900,5523,6284,4363,6204,8053,962
24925,5530,6294,4371,6212,8062,962
24950,5536,6298,4374,6217,8069,962
24975,5541,6307,4380,6225,8078,964
25000,5545,6316,4391,6237,8088,965
25025,5550,6322,4394,6243,8098,965
25050,5556,6332,4402,6253,8108,966
25075,5566,6338,4407,6262,8117,967
25100,5569,6348,4414,6270,8126,967
25125,5579,6360,4425,6281,8140,969
25150,5584,6368,4430,6286,8146,970
25175,5590,6374,4434,6293,8154,971
25200,5593,6380,4437,6298,8161,971
25225,5599,6390,4446,6311,8175,973
25250,5603,6399,4452,6319,8186,973
25275,5605,6402,4454,6323,8192,978
25300,5609,6410,4459,6329,8199,979
25325,5613,6415,4466,6335,8208,980
25350,5621,6425,4474,6345,8218,982
25375,5630,6434,4485,6352,8226,983
25400,5637,6439,4489,6362,8234,984
25425,5642,6450,4499,6373,8245,985
25450,5646,6456,4503,6382,8251,986
25475,5654,6463,4510,6388,8261,986
25500,5661,6470,4516,6395,8270,987
25525,5669,6478,4524,6402,8278,988
25550,5676,6493,4536,6414,8293,989
25575,5684,6506,4544,6422,8301,991
25600,5689,6515,4552,6428,8309,991
25625,5696,6528,4564,6441,8321,991
25650,5699,6537,4571,6449,8333,991
25675,5705,6544,4579,6459,8345,993
25700,5709,6550,4585,6466,8350,995
25725,5713,6557,4591,6474,8357,995
25750,5720,6564,4598,6482,8367,995
25775,5725,6571,4604,6488,8375,996
25800,5730,6576,4611,6494,8382,997
25825,5733,6584,4619,6503,8391,997
25850,5738,6590,4625,6508,8396,998
25875,5744,6596,4630,6513,8403,999
25900,5749,6605,4640,6525,8413,999
25925,5757,6618,4650,6533,8423,1000
25950,5764,6625,4657,6543,8433,1000
25975,5771,6636,4669,6553,8443,1002
26000,5778,6648,4681,6563,8454,1006
26025,5783,6659,4692,6573,8465,1007
26050,5785,6668,4699,6582,8475,1008
26075,5794,6676,4706,6591,8485,1009
26100,5799,6682,4710,6596,8490,1009
26125,5805,6691,4718,6604,8497,1010
26150,5809,6704,4730,6618,8512,1010
26175,5811,6710,4736,6625,8520,1011
26200,5820,6720,4744,6634,8530,1013
26225,5826,6727,4753,6641,8539,1015
26250,5830,6737,4759,6651,8548,1017
26275,5833,6745,4766,6658,8555,1017
26300,5836,6753,4772,6667,8566,1017
26325,5844,6763,4782,6678,8578,1017
26350,5847,6769,4789,6683,8583,1018
26375,5851,6778,4796,6691,8593,1019
26400,5856,6790,4802,6702,8605,1021
26425,5862,6802,4811,6712,8617,1022
26450,5863,6809,4813,6716,8621,1022
26475,5868,6814,4817,6723,8630,1022
26500,5873,6819,4821,6730,8637,1023
26525,5880,6826,4829,6740,8645,1023
26550,5884,6836,4835,6748,8654,1024
26575,5893,6845,4842,6756,8664,1026
26600,5897,6853,4848,6764,8674,1027
26625,5900,6858,4852,6770,8679,1028
26650,5908,6871,4861,6783,8692,1030
26675,5913,6877,4867,6790,8698,1032
26700,5917,6886,4874,6798,8706,1034
26725,5924,6896,4879,6809,8716,1035
26750,5929,6906,4887,6820,8729,1036
26775,5936,6915,4893,6828,8738,1036
26800,5943,6926,4904,6833,8748,1038
26825,5948,6933,4912,6839,8758,1039
26850,5950,6938,4914,6846,8766,1039
26875,5954,6943,4918,6852,8776,1040
26900,5965,6953,4925,6861,8786,1041
26925,5969,6960,4932,6868,8791,1041
26950,5977,6971,4940,6878,8802,1041
26975,5984,6982,4947,6886,8809,1042
27000,5991,6996,4960,6900,8824,1042
27025,5997,7010,4971,6911,8834,1043
27050,6002,7014,4974,6915,8838,1044
27075,6008,7018,4975,6922,8842,1047
27100,6014,7025,4979,6930,8851,1047
27125,6020,7034,4985,6937,8862,1048
27150,6029,7045,4994,6947,8873,1052
27175,6035,7054,5003,6951,8881,1053
27200,6041,7066,5012,6961,8892,1055
27225,6046,7077,5018,6971,8905,1056
27250,6053,7087,5025,6979,8916,1056
27275,6058,7093,5029,6988,8923,1058
27300,6064,7105,5040,6995,8935,1059
27325,6072,7113,5048,7002,8947,1059
27350,6080,7125,5057,7012,8959,1061
27375,6088,7133,5062,7020,8970,1062
27400,6093,7140,5067,7024,8978,1062
27425,6097,7148,5079,7032,8987,1063
27450,6103,7158,5088,7040,8995,1063
27475,6110,7170,5095,7049,9006,1063
27500,6117,7184,5107,7057,9020,1063
27525,6123,7195,5115,7068,9034,1065
27550,6132,7207,5125,7076,9042,1065
27575,6135,7214,5132,7084,9048,1065
27600,6139,7223,5142,7090,9056,1065
27625,6143,7230,5146,7096,9063,1068
27650,6149,7239,5150,7104,9072,1069
27675,6156,7246,5157,7111,9079,1069
27700,6165,7259,5167,7122,9089,1070
27725,6170,7269,5176,7131,9102,1070
27750,6178,7281,5184,7143,9111,1072
27775,6186,7293,5194,7155,9124,1072
27800,6191,7304,5202,7167,9138,1075
27825,6203,7311,5208,7176,9148,1077
27850,6208,7318,5213,7179,9154,1077
27875,6215,7331,5224,7189,9168,1078
27900,6223,7341,5232,7198,9178,1079
27925,6230,7347,5239,7203,9186,1080
27950,6236,7356,5247,7211,9199,1080
27975,6243,7364,5253,7221,9206,1080
28000,6246,7372,5261,7228,9215,1080
28025,6248,7379,5268,7233,9221,1083
28050,6251,7386,5276,7239,9231,1087
28075,6257,7396,5286,7249,9243,1088
28100,6260,7399,5287,7253,9248,1090
28125,6264,7404,5292,7262,9255,1090
28150,6268,7408,5296,7268,9261,1090
28175,6271,7415,5300,7274,9269,1090
28200,6280,7422,5309,7283,9277,1091
28225,6286,7430,5317,7290,9285,1093
28250,6291,7439,5325,7299,9294,1093
28275,6296,7448,5333,7304,9303,1094
28300,6310,7460,5344,7318,9313,1095
28325,6316,7467,5351,7327,9322,1099
28350,6325,7479,5360,7338,9337,1099
28375,6331,7486,5365,7343,9340,1099
28400,6334,7494,5372,7350,9348,1100
28425,6336,7505,5379,7362,9361,1101
28450,6344,7517,5387,7374,9374,1103
28475,6351,7529,5394,7386,9387,1104
28500,6358,7541,5404,7398,9399,1107
28525,6368,7555,5414,7412,9410,1107
28550,6375,7563,5421,7422,9417,1107
28575,6380,7568,5424,7426,9423,1108
28600,6389,7577,5431,7434,9432,1109
28625,6395,7590,5443,7443,9443,1110
28650,6399,7601,5450,7450,9453,1111
28675,6403,7609,5459,7459,9465,1112
28700,6410,7620,5469,7470,9477,1112
28725,6413,7633,5477,7478,9489,1113
28750,6417,7641,5485,7488,9498,1114
28775,6419,7646,5489,7493,9504,1114
28800,6427,7659,5499,7501,9514,1116
28825,6441,7671,5509,7512,9525,1117
28850,6449,7679,5515,7520,9535,1120
28875,6455,7686,5522,7526,9543,1122
28900,6461,7693,5528,7532,9553,1124
28925,6466,7700,5535,7542,9564,1127
28950,6476,7707,5542,7548,9572,1129
28975,6478,7710,5545,7553,9576,1131
29000,6483,7720,5555,7563,9587,1132
29025,6487,7732,5564,7573,9601,1132
29050,6493,7747,5573,7584,9614,1132
29075,6498,7756,5581,7594,9626,1132
29100,6505,7764,5588,7604,9637,1134
29125,6512,7775,5596,7614,9648,1134
29150,6517,7784,5605,7623,9656,1134
29175,6519,7797,5616,7633,9670,1136
29200,6523,7804,5623,7639,9677,1136
29225,6529,7808,5627,7646,9686,1142
29250,6534,7818,5635,7654,9698,1142
29275,6539,7827,5641,7663,9709,1145
29300,6544,7833,5645,7670,9719,1146
29325,6552,7843,5652,7678,9729,1149
29350,6556,7853,5656,7686,9736,1149
29375,6559,7858,5662,7694,9743,1152
29400,6562,7868,5669,7700,9753,1154
29425,6567,7876,5674,7707,9763,1157
29450,6576,7884,5681,7716,9773,1158
29475,6580,7892,5690,7726,9782,1159
29500,6585,7899,5693,7735,9790,1160
29525,6593,7906,5697,7744,9799,1160
29550,6600,7911,5702,7752,9804,1161
29575,6608,7920,5706,7758,9811,1161
29600,6619,7932,5715,7767,9823,1162
29625,6626,7942,5726,7778,9837,1163
29650,6629,7948,5728,7782,9842,1163
29675,6635,7959,5735,7790,9854,1163
29700,6638,7967,5739,7799,9863,1164
29725,6644,7974,5746,7805,9869,1165
29750,6653,7984,5755,7815,9877,1165
29775,6662,7993,5762,7824,9889,1165
29800,6666,7997,5765,7832,9896,1166
29825,6668,8003,5769,7838,9902,1168
29850,6670,8011,5776,7845,9912,1168
29875,6679,8020,5785,7855,9922,1172
29900,6683,8028,5790,7862,9932,1174
29925,6692,8041,5801,7872,9943,1176
29950,6699,8050,5808,7878,9953,1178
29975,6701,8059,5814,7887,9961,1181
30000,6706,8068,5821,7895,9969,1182
30025,6716,8078,5829,7905,9978,1184
30050,6721,8083,5834,7911,9984,1184
30075,6726,8093,5842,7918,9993,1185
30100,6729,8098,5846,7924,10005,1186
30125,6736,8104,5851,7935,10016,1186
30150,6748,8114,5860,7947,10026,1186
30175,6754,8122,5869,7956,10035,1188
30200,6762,8132,5875,7960,10045,1189
30225,6769,8141,5884,7967,10051,1189
30250,6775,8149,5891,7974,10059,1190
30275,6779,8158,5897,7983,10067,1191
30300,6783,8164,5902,7989,10076,1191
30325,6787,8172,5910,7995,10083,1193
30350,6792,8183,5920,8007,10095,1195
30375,6798,8193,5928,8015,10106,1197
30400,6803,8199,5932,8020,10113,1197
30425,6807,8204,5935,8024,10119,1199
30450,6812,8211,5942,8034,10130,1200
30475,6819,8220,5952,8044,10138,1200
30500,6824,8226,5959,8053,10149,1202
30525,6831,8234,5964,8061,10157,1204
30550,6837,8245,5975,8072,10169,1204
30575,6842,8254,5982,8079,10182,1205
30600,6849,8268,5996,8090,10194,1206
30625,6855,8277,6004,8096,10202,1207
30650,6861,8287,6016,8106,10214,1208
30675,6867,8295,6022,8114,10221,1209
30700,6872,8301,6029,8120,10228,1209
30725,6879,8314,6040,8129,10239,1209
30750,6885,8323,6048,8137,10249,1209
30775,6891,8330,6055,8143,10258,1209
30800,6896,8338,6062,8151,10267,1210
30825,6904,8346,6069,8159,10274,1215
30850,6911,8357,6079,8167,10283,1217
30875,6918,8367,6089,8177,10292,1219
30900,6927,8376,6096,8187,10302,1219
30925,6931,8386,6104,8197,10317,1220
30950,6935,8398,6114,8210,10330,1221
30975,6938,8401,6118,8216,10335,1221
31000,6940,8412,6126,8225,10345,1222
31025,6944,8419,6133,8233,10353,1223
31050,6950,8426,6140,8240,10364,1223
31075,6955,8434,6148,8251,10375,1223
31100,6960,8443,6155,8260,10385,1225
31125,6968,8453,6164,8271,10397,1226
31150,6974,8461,6173,8279,10406,1226
31175,6978,8471,6178,8286,10416,1226
31200,6980,8479,6183,8293,10426,1227
31225,6985,8488,6192,8302,10435,1229
31250,6990,8498,6199,8310,10445,1230
31275,6996,8507,6207,8317,10454,1230
31300,7002,8512,6212,8322,10460,1230
31325,7011,8518,6217,8330,10466,1230
31350,7014,8527,6224,8340,10478,1233
31375,7020,8536,6233,8349,10489,1236
31400,7024,8540,6237,8353,10493,1236
31425,7035,8551,6246,8365,10505,1237
31450,7038,8560,6253,8372,10511,1237
31475,7045,8566,6259,8382,10521,1239
31500,7051,8576,6266,8390,10532,1240
31525,7055,8580,6270,8394,10539,1242
31550,7059,8591,6278,8402,10549,1244
31575,7061,8599,6285,8410,10557,1244
31600,7066,8609,6294,8418,10568,1244
31625,7068,8619,6303,8429,10576,1245
31650,7070,8630,6314,8441,10589,1246
31675,7074,8640,6323,8449,10600,1246
31700,7076,8648,6328,8454,10610,1250
31725,7084,8653,6332,8460,10616,1251
31750,7090,8662,6339,8470,10626,1252
31775,7095,8676,6353,8483,10643,1252
31800,7102,8684,6358,8489,10652,1253
31825,7114,8697,6368,8500,10667,1255
31850,7120,8707,6375,8509,10677,1256
31875,7127,8716,6382,8518,10689,1256
31900,7131,8720,6385,8522,10694,1259
31925,7137,8730,6394,8532,10706,1260
31950,7142,8737,6402,8542,10712,1261
31975,7148,8744,6408,8548,10718,1262
32000,7158,8754,6421,8558,10728,1263
32025,7163,8761,6428,8564,10736,1264
32050,7175,8770,6438,8573,10747,1264
32075,7179,8776,6444,8580,10753,1264
32100,7184,8784,6451,8591,10765,1265
32125,7195,8793,6458,8600,10775,1269
32150,7206,8803,6466,8610,10787,1269
32175,7209,8815,6476,8621,10798,1269
32200,7213,8821,6482,8627,10807,1271
32225,7216,8829,6488,8631,10814,1271
32250,7225,8842,6495,8640,10825,1273
32275,7232,8850,6502,8647,10833,1274
32300,7238,8861,6512,8657,10843,1276
32325,7243,8868,6518,8665,10852,1277
32350,7246,8878,6526,8676,10862,1277
32375,7250,8890,6537,8683,10871,1278
32400,7253,8894,6542,8689,10877,1278
32425,7255,8901,6548,8694,10882,1279
32450,7262,8913,6558,8703,10894,1279
32475,7271,8923,6568,8712,10903,1280
32500,7278,8934,6577,8720,10912,1281
32525,7282,8943,6588,8730,10921,1281
32550,7292,8953,6598,8745,10934,1282
32575,7302,8961,6606,8753,10942,1282
32600,7308,8973,6615,8766,10953,1282
32625,7316,8984,6626,8774,10963,1282
32650,7321,8995,6636,8783,10977,1282
32675,7327,9003,6643,8791,10987,1282
32700,7332,9015,6653,8806,10999,1284
32725,7336,9023,6660,8815,11005,1284
32750,7342,9036,6672,8825,11018,1285
32775,7347,9044,6678,8831,11025,1285
32800,7354,9052,6686,8841,11033,1285
32825,7359,9060,6692,8851,11042,1286
32850,7366,9067,6699,8859,11048,1286
32875,7371,9072,6703,8862,11055,1286
32900,7376,9079,6708,8867,11064,1286
32925,7380,9091,6718,8877,11075,1286
32950,7384,9099,6724,8884,11085,1287
32975,7390,9109,6733,8892,11100,1287
33000,7393,9116,6740,8898,11110,1288
33025,7400,9122,6745,8906,11118,1289
33050,7406,9131,6753,8912,11128,1289
33075,7411,9140,6762,8924,11142,1289
33100,7417,9150,6771,8937,11154,1289
33125,7421,9160,6781,8951,11164,1290
33150,7425,9167,6784,8958,11171,1292
33175,7435,9172,6788,8965,11178,1294
33200,7440,9178,6794,8971,11189,1294
33225,7446,9184,6800,8980,11200,1297
33250,7450,9193,6807,8989,11209,1299
33275,7456,9205,6818,9002,11221,1299
33300,7460,9217,6827,9010,11233,1300
33325,7468,9228,6834,9023,11245,1300
33350,7473,9241,6844,9033,11258,1300
33375,7478,9254,6855,9046,11271,1300
33400,7485,9265,6865,9055,11282,1301
33425,7487,9274,6873,9060,11290,1301
33450,7493,9283,6879,9067,11302,1302
33475,7496,9290,6885,9078,11312,1304
33500,7502,9299,6892,9086,11323,1307
33525,7508,9308,6898,9097,11338,1307
33550,7513,9314,6903,9103,11346,1307
33575,7520,9327,6916,9116,11359,1307
33600,7525,9336,6925,9125,11366,1311
33625,7532,9347,6936,9136,11376,1312
33650,7536,9355,6943,9143,11387,1313
33675,7540,9363,6951,9151,11395,1313
33700,7547,9373,6961,9159,11406,1315
33725,7556,9382,6971,9167,11417,1315
33750,7561,9389,6980,9174,11430,1317
33775,7569,9400,6992,9185,11443,1318
33800,7575,9409,7002,9195,11452,1319
33825,7580,9418,7008,9203,11461,1320
33850,7586,9428,7017,9210,11473,1321
33875,7595,9440,7033,9222,11488,1321
33900,7599,9451,7044,9228,11501,1322
33925,7604,9461,7052,9234,11507,1322
33950,7610,9473,7064,9246,11521,1322
33975,7614,9482,7074,9256,11530,1322
34000,7617,9490,7081,9264,11538,1322
34025,7619,9499,7089,9274,11547,1322
34050,7627,9508,7097,9284,11557,1322
34075,7637,9516,7106,9292,11569,1323
34100,7645,9526,7118,9303,11580,1325
34125,7653,9536,7123,9314,11589,1326
34150,7661,9547,7134,9327,11601,1327
34175,7665,9555,7141,9334,11610,1329
34200,7668,9562,7144,9344,11618,1330
34225,7674,9571,7151,9351,11625,1331
34250,7679,9579,7159,9360,11637,1331
34275,7686,9586,7165,9370,11646,1331
34300,7691,9591,7170,9379,11653,1332
34325,7697,9597,7174,9384,11660,1334
34350,7701,9606,7182,9389,11672,1334
34375,7712,9616,7192,9400,11685,1335
34400,7718,9625,7197,9409,11694,1336
34425,7724,9636,7207,9417,11703,1339
34450,7732,9643,7214,9427,11713,1339
34475,7734,9653,7224,9437,11723,1339
34500,7740,9660,7233,9446,11732,1340
34525,7747,9669,7241,9457,11742,1344
34550,7754,9680,7252,9468,11752,1345
34575,7760,9692,7262,9478,11765,1346
34600,7768,9701,7272,9487,11777,1349
34625,7777,9715,7284,9497,11789,1351
34650,7784,9725,7294,9507,11799,1353
34675,7787,9734,7301,9513,11809,1355
34700,7794,9740,7308,9522,11817,1356
34725,7801,9748,7316,9529,11824,1357
34750,7808,9759,7326,9539,11837,1358
34775,7814,9767,7333,9548,11846,1359
34800,7821,9778,7343,9557,11858,1359
34825,7828,9791,7352,9568,11870,1361
34850,7838,9804,7363,9577,11880,1361
34875,7843,9812,7371,9588,11892,1361
34900,7851,9822,7379,9598,11902,1361
34925,7856,9833,7392,9607,11915,1361
34950,7861,9840,7397,9616,11922,1362
34975,7868,9851,7404,9622,11933,1363
35000,7877,9856,7410,9629,11939,1363
35025,7885,9866,7423,9641,11949,1366
35050,7893,9873,7430,9648,11955,1367
35075,7899,9882,7435,9655,11965,1369
35100,7907,9894,7447,9664,11977,1370
35125,7910,9901,7454,9669,11982,1370
35150,7918,9913,7466,9679,11994,1371
35175,7924,9921,7475,9687,12003,1372
35200,7928,9926,7481,9693,12009,1373
35225,7934,9935,7487,9703,12019,1373
35250,7941,9944,7494,9711,12028,1374
35275,7945,9949,7497,9715,12032,1376
35300,7950,9956,7505,9724,12042,1377
35325,7957,9968,7515,9732,12050,1378
35350,7961,9977,7524,9739,12059,1380
35375,7968,9984,7530,9744,12064,1381
35400,7975,9993,7537,9754,12071,1382
35425,7977,10001,7544,9761,12079,1382
35450,7977,10005,7548,9765,12086,1383
35475,7985,10016,7559,9778,12101,1384
35500,7992,10022,7566,9786,12108,1384
35525,7998,10029,7574,9795,12118,1385
35550,8002,10036,7581,9802,12125,1385
35575,8008,10046,7592,9813,12136,1386
35600,8013,10055,7602,9821,12148,1387
35625,8018,10063,7610,9828,12157,1388
35650,8024,10077,7623,9840,12169,1389
35675,8028,10087,7630,9844,12177,1389
35700,8033,10097,7638,9849,12188,1390
35725,8042,10107,7647,9861,12199,1390
35750,8049,10118,7660,9872,12212,1391
35775,8055,10126,7668,9878,12220,1392
35800,8058,10134,7674,9886,12229,1396
35825,8064,10141,7679,9894,12238,1397
35850,8067,10150,7687,9902,12246,1398
35875,8074,10162,7697,9910,12258,1400
35900,8079,10172,7706,9921,12265,1400
35925,8083,10182,7715,9932,12277,1400
35950,8088,10188,7721,9941,12287,1400
35975,8090,10194,7725,9948,12292,1401
