Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified,HetoFedBandit_Enhanced
5300,1038,654,438,283,1158,202
5325,1046,661,442,287,1169,203
5350,1053,664,444,291,1178,204
5375,1062,671,448,300,1186,205
5400,1071,678,450,304,1193,206
5425,1074,679,452,307,1200,207
5450,1077,682,455,314,1205,207
5475,1081,683,456,318,1209,209
5500,1088,690,460,325,1214,210
5525,1094,696,464,334,1221,210
5550,1096,698,466,340,1226,210
5575,1108,702,469,344,1235,211
5600,1114,708,469,352,1243,213
5625,1122,713,474,359,1255,214
5650,1127,716,475,363,1260,217
5675,1133,719,477,367,1265,218
5700,1144,722,479,371,1272,220
5725,1149,730,485,376,1280,221
5750,1155,734,487,380,1289,225
5775,1159,740,492,388,1297,225
5800,1163,745,493,394,1305,225
5825,1169,750,494,400,1314,225
5850,1175,752,495,405,1323,225
5875,1184,754,496,410,1332,225
5900,1187,755,496,413,1336,225
5925,1192,760,499,419,1341,227
5950,1194,764,506,425,1348,230
5975,1200,769,509,432,1358,230
6000,1208,780,512,440,1368,232
6025,1214,783,514,446,1374,232
6050,1218,793,518,454,1381,232
6075,1223,798,520,458,1385,234
6100,1228,800,522,462,1390,235
6125,1234,806,525,468,1398,236
6150,1243,813,530,478,1407,237
6175,1248,817,532,483,1414,238
6200,1254,819,532,487,1419,238
6225,1259,822,536,492,1424,239
6250,1264,829,540,501,1430,240
6275,1268,834,544,508,1435,242
6300,1272,837,545,517,1442,242
6325,1278,843,548,530,1456,242
6350,1285,850,554,535,1462,243
6375,1291,858,557,540,1471,243
6400,1299,862,560,548,1477,243
6425,1304,864,561,552,1482,244
6450,1312,868,563,555,1488,246
6475,1316,869,563,559,1494,246
6500,1320,873,565,563,1504,248
6525,1328,880,569,572,1516,250
6550,1335,884,571,579,1523,250
6575,1342,887,573,587,1531,251
6600,1346,894,574,592,1538,251
6625,1353,899,578,596,1544,251
6650,1358,904,581,601,1552,252
6675,1360,908,583,606,1558,252
6700,1365,914,583,612,1571,252
6725,1371,918,587,616,1580,253
6750,1379,925,590,624,1589,253
6775,1385,933,594,630,1596,254
6800,1391,937,596,634,1603,255
6825,1396,939,598,635,1607,255
6850,1402,942,600,641,1615,257
6875,1409,947,603,647,1620,258
6900,1411,950,605,651,1626,258
6925,1418,960,611,663,1638,261
6950,1422,966,612,668,1644,262
6975,1427,970,613,675,1652,263
7000,1433,973,614,680,1657,266
7025,1437,977,615,690,1665,267
7050,1440,978,615,694,1669,269
7075,1448,987,619,703,1674,269
7100,1457,992,620,711,1685,270
7125,1465,998,623,718,1692,272
7150,1469,1004,626,723,1698,273
7175,1476,1009,628,729,1707,274
7200,1482,1015,629,738,1715,274
7225,1490,1020,632,743,1720,275
7250,1496,1028,637,750,1728,277
7275,1498,1032,639,757,1735,277
7300,1502,1036,642,763,1744,277
7325,1505,1044,645,772,1754,277
7350,1515,1047,647,774,1759,278
7375,1520,1052,650,778,1765,279
7400,1521,1055,652,782,1771,279
7425,1527,1056,653,785,1774,280
7450,1532,1059,653,789,1779,283
7475,1539,1066,659,796,1789,284
7500,1545,1070,664,803,1801,287
7525,1552,1072,666,812,1806,288
7550,1556,1080,668,820,1815,288
7575,1563,1089,677,829,1826,290
7600,1567,1096,682,837,1837,290
7625,1571,1102,686,846,1846,290
7650,1577,1107,688,852,1857,292
7675,1581,1110,691,857,1862,292
7700,1586,1112,694,861,1864,293
7725,1592,1120,700,869,1875,295
7750,1601,1123,705,875,1885,295
7775,1606,1128,708,878,1892,297
7800,1613,1130,709,885,1900,297
7825,1615,1136,711,891,1908,299
7850,1619,1141,714,899,1916,300
7875,1627,1144,717,904,1923,302
7900,1632,1150,720,912,1927,302
7925,1638,1157,724,922,1935,302
7950,1646,1164,729,932,1948,304
7975,1653,1167,732,935,1955,305
8000,1658,1174,737,944,1963,306
8025,1665,1183,744,952,1971,306
8050,1669,1186,747,958,1980,306
8075,1674,1188,752,966,1987,307
8100,1680,1195,756,972,1995,309
8125,1683,1199,757,978,2001,311
8150,1690,1206,761,987,2011,312
8175,1697,1212,765,995,2020,312
8200,1704,1217,767,998,2027,312
8225,1709,1220,770,1006,2036,314
8250,1716,1229,773,1014,2047,315
8275,1722,1234,777,1019,2055,316
8300,1727,1238,778,1023,2061,316
8325,1733,1244,781,1030,2070,317
8350,1738,1246,784,1035,2074,320
8375,1743,1250,786,1042,2082,320
8400,1748,1255,789,1054,2091,320
8425,1755,1261,793,1058,2098,320
8450,1757,1267,800,1067,2109,322
8475,1764,1273,804,1075,2114,323
8500,1770,1275,805,1080,2119,325
8525,1778,1280,809,1085,2128,327
8550,1784,1286,812,1092,2135,330
8575,1791,1292,815,1100,2144,330
8600,1793,1297,821,1109,2153,331
8625,1800,1302,825,1112,2162,331
8650,1807,1306,828,1118,2170,332
8675,1814,1312,832,1127,2176,333
8700,1822,1321,838,1136,2183,336
8725,1828,1328,841,1143,2192,336
8750,1835,1337,847,1155,2204,338
8775,1841,1340,854,1161,2214,338
8800,1845,1352,858,1172,2228,340
8825,1851,1357,859,1175,2235,340
8850,1862,1363,861,1180,2241,340
8875,1868,1369,864,1185,2251,341
8900,1872,1380,870,1194,2260,342
8925,1878,1385,873,1199,2268,345
8950,1883,1389,878,1204,2273,346
8975,1894,1398,883,1214,2283,347
9000,1900,1401,887,1222,2291,349
9025,1904,1405,888,1228,2299,349
9050,1909,1409,892,1233,2306,349
9075,1914,1415,896,1241,2316,349
9100,1920,1421,900,1250,2324,350
9125,1928,1430,904,1258,2332,351
9150,1939,1437,909,1267,2341,352
9175,1942,1440,912,1274,2347,352
9200,1948,1446,915,1282,2354,353
9225,1953,1451,917,1289,2361,354
9250,1959,1454,919,1294,2368,356
9275,1964,1458,923,1299,2375,357
9300,1968,1467,929,1307,2384,357
9325,1972,1471,931,1313,2392,359
9350,1978,1475,933,1318,2398,360
9375,1981,1480,935,1326,2404,360
9400,1984,1485,936,1331,2408,362
9425,1992,1491,938,1340,2416,362
9450,1995,1499,941,1346,2425,366
9475,1999,1505,945,1354,2429,368
9500,2003,1511,951,1365,2439,370
9525,2012,1520,958,1375,2450,370
9550,2017,1525,964,1381,2455,373
9575,2018,1530,967,1390,2458,373
9600,2028,1541,973,1403,2472,374
9625,2034,1544,974,1407,2476,375
9650,2041,1551,980,1416,2485,376
9675,2046,1560,986,1423,2493,376
9700,2053,1567,993,1432,2502,378
9725,2057,1574,996,1437,2510,380
9750,2061,1582,1000,1440,2517,381
9775,2067,1587,1003,1449,2528,382
9800,2072,1595,1008,1460,2538,383
9825,2079,1606,1016,1467,2546,384
9850,2083,1610,1017,1473,2555,386
9875,2087,1617,1021,1477,2561,389
9900,2093,1625,1026,1484,2569,390
9925,2098,1630,1031,1491,2576,390
9950,2106,1634,1035,1497,2581,391
9975,2112,1645,1042,1507,2594,391
10000,2119,1654,1045,1518,2605,392
10025,2124,1662,1052,1528,2617,395
10050,2126,1668,1056,1532,2625,397
10075,2133,1672,1059,1539,2636,398
10100,2138,1678,1062,1548,2643,399
10125,2147,1688,1067,1560,2656,401
10150,2156,1694,1074,1569,2661,401
10175,2160,1698,1075,1575,2673,401
10200,2165,1704,1077,1583,2681,402
10225,2171,1713,1084,1588,2694,402
10250,2178,1717,1087,1592,2701,403
10275,2182,1723,1089,1601,2710,403
10300,2187,1727,1091,1608,2717,404
10325,2194,1732,1096,1613,2726,405
10350,2196,1736,1098,1618,2733,406
10375,2200,1738,1099,1621,2737,408
10400,2204,1745,1102,1629,2746,408
10425,2209,1754,1108,1639,2755,409
10450,2216,1762,1114,1647,2765,413
10475,2218,1768,1120,1656,2772,413
10500,2227,1775,1126,1665,2783,414
10525,2233,1780,1131,1672,2789,414
10550,2238,1787,1138,1680,2797,414
10575,2245,1795,1143,1687,2804,415
10600,2250,1802,1147,1696,2814,415
10625,2257,1806,1148,1701,2819,416
10650,2261,1811,1153,1709,2826,418
10675,2267,1818,1158,1718,2837,419
10700,2272,1824,1162,1724,2845,420
10725,2278,1830,1165,1730,2852,420
10750,2283,1835,1170,1736,2859,422
10775,2287,1841,1171,1742,2866,423
10800,2291,1845,1176,1754,2876,423
10825,2298,1853,1180,1762,2887,427
10850,2309,1864,1183,1774,2897,429
10875,2315,1868,1188,1782,2903,430
10900,2319,1876,1192,1791,2911,434
10925,2324,1883,1196,1801,2916,435
10950,2329,1885,1196,1810,2920,437
10975,2332,1891,1202,1818,2930,438
11000,2339,1895,1205,1825,2940,438
11025,2344,1900,1211,1833,2948,438
11050,2350,1906,1216,1838,2954,439
11075,2354,1909,1217,1845,2959,442
11100,2362,1914,1219,1850,2966,443
11125,2364,1919,1222,1858,2974,443
11150,2368,1928,1230,1866,2985,443
11175,2371,1938,1236,1871,2995,445
11200,2375,1946,1241,1877,3002,446
11225,2376,1955,1246,1889,3010,446
11250,2385,1961,1249,1897,3022,446
11275,2391,1967,1254,1905,3032,446
11300,2396,1974,1259,1914,3041,446
11325,2401,1979,1262,1920,3050,449
11350,2408,1986,1266,1925,3058,450
11375,2416,1996,1276,1935,3073,450
11400,2425,2004,1282,1946,3085,451
11425,2431,2012,1285,1953,3096,452
11450,2434,2020,1291,1960,3103,453
11475,2439,2027,1294,1965,3112,453
11500,2449,2036,1300,1974,3123,455
11525,2454,2041,1305,1979,3131,455
11550,2459,2048,1309,1986,3141,457
11575,2464,2053,1312,1992,3148,457
11600,2466,2058,1314,1995,3154,457
11625,2473,2064,1316,2002,3163,461
11650,2479,2069,1322,2009,3168,462
11675,2488,2081,1328,2016,3178,463
11700,2495,2089,1331,2027,3186,463
11725,2496,2094,1335,2033,3193,463
11750,2505,2102,1342,2041,3206,463
11775,2511,2113,1353,2056,3222,463
11800,2515,2122,1359,2064,3231,465
11825,2521,2129,1362,2071,3238,465
11850,2526,2136,1366,2082,3250,466
11875,2531,2144,1369,2095,3263,466
11900,2538,2150,1372,2100,3271,467
11925,2547,2155,1375,2109,3284,468
11950,2554,2164,1380,2118,3297,469
11975,2563,2168,1383,2125,3304,469
12000,2566,2174,1387,2129,3311,469
12025,2569,2179,1391,2136,3322,469
12050,2580,2186,1398,2143,3328,470
12075,2586,2189,1401,2151,3334,471
12100,2591,2195,1405,2157,3343,472
12125,2601,2205,1414,2163,3355,472
12150,2605,2213,1420,2173,3364,474
12175,2611,2221,1424,2183,3376,474
12200,2615,2225,1427,2191,3384,474
12225,2627,2233,1432,2196,3393,474
12250,2634,2242,1434,2205,3402,474
12275,2637,2248,1439,2211,3412,475
12300,2646,2257,1444,2222,3425,476
12325,2650,2266,1445,2232,3437,479
12350,2654,2272,1449,2240,3446,479
12375,2658,2277,1450,2245,3449,480
12400,2664,2284,1455,2253,3457,481
12425,2670,2292,1458,2263,3469,482
12450,2678,2297,1461,2273,3475,482
12475,2686,2305,1469,2282,3485,482
12500,2690,2314,1474,2288,3496,482
12525,2695,2319,1477,2290,3501,483
12550,2700,2327,1482,2300,3507,484
12575,2705,2333,1486,2307,3518,484
12600,2707,2338,1489,2312,3524,484
12625,2714,2342,1492,2317,3530,485
12650,2721,2346,1496,2326,3542,485
12675,2727,2353,1501,2331,3547,485
12700,2730,2359,1502,2337,3556,486
12725,2737,2365,1504,2344,3563,486
12750,2742,2373,1509,2352,3573,486
12775,2747,2381,1517,2364,3585,486
12800,2750,2388,1521,2372,3590,486
12825,2755,2394,1523,2380,3598,487
12850,2761,2402,1526,2387,3607,488
12875,2767,2405,1528,2389,3613,488
12900,2769,2410,1533,2395,3619,489
12925,2777,2416,1538,2405,3631,489
12950,2785,2426,1546,2414,3641,489
12975,2790,2430,1547,2422,3648,492
13000,2795,2436,1552,2429,3657,494
13025,2802,2441,1555,2436,3663,494
13050,2808,2447,1559,2443,3672,494
13075,2815,2455,1562,2450,3680,494
13100,2818,2461,1565,2456,3688,495
13125,2823,2467,1571,2464,3695,495
13150,2830,2474,1576,2472,3703,496
13175,2837,2479,1580,2479,3715,496
13200,2839,2484,1585,2486,3723,496
13225,2844,2493,1592,2495,3734,498
13250,2852,2501,1598,2503,3742,499
13275,2858,2505,1600,2508,3750,500
13300,2865,2512,1603,2514,3755,502
13325,2872,2520,1611,2523,3765,505
13350,2876,2526,1616,2529,3771,505
13375,2886,2534,1623,2536,3778,506
13400,2893,2545,1630,2548,3789,508
13425,2900,2551,1633,2554,3796,508
13450,2907,2560,1638,2559,3800,508
13475,2917,2570,1648,2567,3811,510
13500,2921,2574,1649,2572,3819,511
13525,2928,2581,1656,2581,3826,513
13550,2933,2586,1659,2588,3831,514
13575,2935,2590,1661,2596,3840,515
13600,2936,2597,1668,2604,3849,515
13625,2943,2605,1674,2610,3859,515
13650,2946,2612,1676,2617,3868,516
13675,2954,2620,1682,2625,3875,517
13700,2959,2625,1685,2631,3884,517
13725,2965,2632,1691,2640,3896,517
13750,2969,2638,1696,2647,3905,518
13775,2975,2645,1699,2651,3916,518
13800,2980,2652,1702,2660,3922,519
13825,2990,2664,1710,2672,3932,521
13850,2996,2673,1717,2683,3943,522
13875,3003,2680,1721,2689,3949,522
13900,3007,2684,1724,2697,3957,524
13925,3013,2689,1728,2704,3965,524
13950,3020,2695,1733,2713,3974,525
13975,3023,2701,1735,2719,3982,525
14000,3030,2707,1740,2726,3990,526
14025,3037,2714,1743,2734,3999,526
14050,3040,2721,1748,2741,4007,527
14075,3047,2727,1751,2751,4016,529
14100,3050,2732,1754,2757,4024,529
14125,3055,2743,1760,2766,4036,530
14150,3062,2748,1764,2775,4043,531
14175,3074,2755,1771,2786,4052,533
14200,3079,2761,1775,2789,4061,534
14225,3081,2768,1778,2799,4069,535
14250,3087,2772,1780,2804,4075,536
14275,3098,2780,1786,2811,4082,538
14300,3106,2788,1790,2821,4093,540
14325,3110,2795,1796,2831,4104,541
14350,3115,2806,1802,2838,4114,542
14375,3120,2814,1807,2845,4121,542
14400,3126,2821,1812,2854,4133,543
14425,3131,2828,1815,2865,4142,544
14450,3133,2837,1820,2872,4152,545
14475,3141,2846,1825,2881,4163,547
14500,3147,2851,1829,2887,4169,551
14525,3152,2856,1832,2895,4178,551
14550,3157,2864,1839,2903,4187,554
14575,3164,2871,1844,2911,4196,554
14600,3169,2878,1848,2917,4203,554
14625,3178,2883,1854,2923,4210,554
14650,3185,2893,1861,2933,4221,554
14675,3193,2902,1864,2941,4231,555
14700,3196,2909,1868,2950,4238,557
14725,3204,2917,1873,2960,4250,557
14750,3210,2926,1881,2969,4260,560
14775,3216,2934,1885,2976,4271,560
14800,3220,2938,1888,2981,4278,562
14825,3224,2949,1893,2990,4288,562
14850,3227,2959,1897,2994,4292,563
14875,3233,2968,1903,3003,4304,564
14900,3237,2972,1904,3011,4312,565
14925,3242,2983,1910,3018,4325,565
14950,3251,2987,1918,3025,4336,565
14975,3258,2992,1921,3030,4342,567
15000,3262,2999,1926,3038,4346,567
15025,3265,3006,1932,3046,4354,567
15050,3270,3015,1938,3049,4362,567
15075,3275,3022,1943,3055,4373,568
15100,3280,3032,1950,3064,4383,568
15125,3286,3042,1954,3074,4395,569
15150,3293,3049,1958,3083,4402,569
15175,3302,3059,1965,3093,4414,571
15200,3307,3068,1970,3100,4423,572
15225,3314,3074,1976,3109,4433,572
15250,3322,3087,1983,3119,4446,572
15275,3329,3099,1992,3131,4460,572
15300,3336,3108,1998,3136,4470,573
15325,3345,3118,2003,3148,4483,575
15350,3352,3126,2011,3158,4490,575
15375,3358,3129,2013,3166,4494,575
15400,3363,3138,2019,3171,4502,577
15425,3368,3147,2024,3180,4516,580
15450,3372,3155,2031,3192,4529,580
15475,3379,3164,2039,3199,4539,580
15500,3387,3168,2042,3204,4547,580
15525,3393,3177,2048,3215,4558,582
15550,3397,3187,2053,3224,4570,583
15575,3403,3195,2059,3234,4583,583
15600,3408,3200,2062,3243,4587,584
15625,3409,3205,2065,3252,4597,585
15650,3417,3214,2073,3260,4606,586
15675,3420,3220,2079,3265,4613,587
15700,3427,3225,2084,3269,4619,588
15725,3432,3231,2090,3273,4626,589
15750,3439,3236,2094,3281,4632,589
15775,3451,3247,2098,3295,4645,590
15800,3453,3257,2103,3301,4653,590
15825,3458,3268,2110,3311,4663,591
15850,3465,3277,2118,3318,4672,595
15875,3474,3284,2123,3324,4679,596
15900,3477,3293,2130,3329,4689,598
15925,3482,3301,2133,3337,4699,600
15950,3489,3308,2140,3345,4708,601
15975,3495,3315,2146,3353,4718,601
16000,3504,3324,2153,3362,4729,603
16025,3507,3328,2158,3367,4735,603
16050,3513,3332,2161,3372,4740,604
16075,3522,3342,2168,3383,4752,606
16100,3529,3349,2172,3389,4760,606
16125,3538,3353,2174,3395,4769,607
16150,3542,3366,2184,3407,4780,607
16175,3549,3373,2190,3416,4793,609
16200,3553,3379,2195,3418,4797,611
16225,3560,3385,2200,3425,4804,612
16250,3567,3389,2204,3431,4811,613
16275,3572,3398,2210,3437,4822,613
16300,3576,3406,2216,3449,4833,613
16325,3581,3411,2218,3455,4838,614
16350,3584,3419,2223,3463,4846,614
16375,3588,3427,2230,3471,4854,615
16400,3596,3437,2240,3479,4867,615
16425,3601,3448,2248,3491,4877,616
16450,3609,3454,2254,3496,4886,618
16475,3615,3463,2261,3505,4896,619
16500,3623,3469,2267,3509,4901,620
16525,3629,3478,2270,3518,4913,624
16550,3637,3487,2276,3529,4926,625
16575,3643,3495,2277,3538,4932,626
16600,3648,3502,2281,3547,4942,628
16625,3652,3506,2284,3553,4950,632
16650,3660,3512,2289,3559,4959,634
16675,3667,3520,2295,3569,4968,635
16700,3676,3526,2300,3575,4974,637
16725,3684,3536,2306,3581,4985,637
16750,3691,3547,2314,3591,4999,638
16775,3697,3558,2325,3599,5010,639
16800,3701,3563,2330,3606,5020,641
16825,3702,3571,2335,3616,5031,642
16850,3706,3581,2344,3626,5042,642
16875,3711,3588,2349,3635,5050,644
16900,3713,3595,2352,3640,5058,648
16925,3717,3600,2357,3647,5066,648
16950,3722,3606,2365,3656,5076,649
16975,3727,3614,2370,3665,5086,650
17000,3730,3629,2380,3675,5100,650
17025,3737,3638,2385,3685,5110,650
17050,3745,3646,2390,3688,5120,651
17075,3750,3651,2394,3693,5127,652
17100,3754,3660,2398,3699,5138,653
17125,3760,3672,2405,3708,5148,654
17150,3762,3678,2408,3714,5158,655
17175,3768,3688,2413,3725,5168,655
17200,3774,3692,2416,3730,5174,656
17225,3778,3701,2424,3739,5186,658
17250,3785,3706,2428,3744,5190,660
17275,3786,3715,2432,3746,5195,662
17300,3790,3725,2440,3758,5205,663
17325,3797,3735,2445,3767,5213,663
17350,3799,3742,2448,3772,5218,664
17375,3805,3745,2451,3776,5227,665
17400,3812,3753,2454,3786,5236,665
17425,3818,3762,2458,3795,5243,665
17450,3824,3770,2461,3804,5254,666
17475,3830,3783,2469,3813,5265,669
17500,3833,3791,2474,3822,5274,670
17525,3838,3798,2479,3829,5284,670
17550,3843,3807,2488,3838,5294,670
17575,3847,3814,2492,3850,5303,672
17600,3854,3825,2499,3858,5314,674
17625,3859,3832,2508,3863,5321,674
17650,3865,3842,2515,3872,5330,677
17675,3875,3853,2526,3884,5344,677
17700,3879,3861,2529,3890,5353,678
17725,3883,3872,2537,3899,5364,678
17750,3890,3884,2540,3907,5374,680
17775,3896,3894,2547,3915,5384,680
17800,3903,3905,2554,3923,5394,680
17825,3907,3914,2561,3933,5405,681
17850,3915,3925,2568,3944,5420,681
17875,3919,3930,2570,3950,5425,683
17900,3923,3939,2578,3959,5435,684
17925,3929,3946,2584,3966,5440,686
17950,3936,3955,2591,3974,5451,687
17975,3943,3961,2597,3982,5462,688
18000,3948,3970,2608,3989,5473,690
18025,3957,3977,2613,4000,5482,690
18050,3963,3983,2618,4007,5492,692
18075,3972,3997,2627,4021,5506,693
18100,3979,4007,2633,4030,5516,694
18125,3985,4012,2636,4038,5525,694
18150,3990,4017,2638,4045,5534,696
18175,3995,4020,2642,4051,5541,697
18200,4000,4027,2646,4057,5547,697
18225,4006,4034,2651,4064,5554,698
18250,4016,4044,2660,4071,5561,700
18275,4020,4050,2662,4077,5567,700
18300,4025,4056,2667,4086,5574,702
18325,4027,4062,2673,4095,5583,703
18350,4029,4068,2677,4102,5587,704
18375,4032,4074,2684,4111,5593,706
18400,4036,4080,2689,4117,5600,707
18425,4042,4083,2692,4123,5605,707
18450,4048,4090,2697,4129,5613,708
18475,4053,4098,2703,4137,5623,709
18500,4061,4109,2710,4144,5630,709
18525,4068,4116,2716,4153,5640,712
18550,4075,4123,2719,4160,5646,713
18575,4077,4129,2724,4164,5656,713
18600,4082,4138,2730,4171,5664,714
18625,4090,4152,2738,4182,5674,714
18650,4095,4156,2743,4187,5685,714
18675,4099,4164,2749,4194,5693,714
18700,4101,4173,2753,4198,5702,715
18725,4106,4180,2758,4205,5711,715
18750,4110,4189,2764,4215,5725,716
18775,4118,4198,2770,4223,5736,717
18800,4123,4206,2776,4231,5743,718
18825,4128,4214,2782,4237,5754,720
18850,4133,4219,2788,4245,5761,722
18875,4138,4224,2791,4251,5767,725
18900,4141,4232,2796,4258,5773,725
18925,4149,4240,2803,4266,5782,726
18950,4154,4248,2809,4272,5792,728
18975,4158,4253,2812,4277,5797,728
19000,4166,4258,2815,4282,5806,731
19025,4172,4266,2820,4290,5813,731
19050,4180,4273,2825,4295,5817,731
19075,4183,4283,2833,4302,5825,733
