Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified,HetoFedBandit_Enhanced
3025,2854,0,1494,0,300
3050,2854,0,1513,0,300
3075,2854,0,1531,0,300
3100,2854,0,1551,0,300
3125,2854,0,1570,0,300
3150,2854,0,1593,0,300
3175,2854,0,1609,0,300
3200,2854,0,1629,0,300
3225,2854,0,1648,0,300
3250,2854,0,1667,0,300
3275,2854,0,1687,0,300
3300,2854,0,1705,0,300
3325,2854,0,1727,0,300
3350,2854,0,1744,0,300
3375,2854,0,1761,0,300
3400,3004,0,1781,0,300
3425,3004,0,1795,0,300
3450,3004,0,1811,0,300
3475,3004,0,1831,0,300
3500,3004,0,1846,0,300
3525,3004,0,1866,0,300
3550,3004,0,1882,0,300
3575,3004,0,1903,0,300
3600,3004,0,1919,0,300
3625,3004,0,1936,0,300
3650,3004,0,1952,0,300
3675,3004,0,1975,0,300
3700,3004,0,1993,0,300
3725,3004,0,2005,0,376
3750,3004,0,2022,0,376
3775,3004,0,2042,0,376
3800,3004,0,2062,0,376
3825,3004,0,2077,0,376
3850,3004,0,2095,0,376
3875,3004,0,2111,0,376
3900,3004,0,2126,0,376
3925,3004,0,2143,0,376
3950,3004,0,2161,0,376
3975,3004,0,2180,0,376
4000,3004,0,2196,0,376
4025,3004,0,2208,0,376
4050,3004,0,2224,0,376
4075,3004,0,2239,0,376
4100,3004,0,2254,0,376
4125,3004,0,2270,0,376
4150,3004,0,2284,0,376
4175,3004,0,2299,0,376
4200,3004,0,2321,0,376
4225,3154,0,2339,0,376
4250,3154,0,2358,0,376
4275,3154,0,2376,0,376
4300,3154,0,2395,0,376
4325,3154,0,2409,0,376
4350,3154,0,2427,0,376
4375,3154,0,2448,0,376
4400,3154,0,2466,0,376
4425,3154,0,2486,0,376
4450,3154,0,2502,0,376
4475,3154,0,2520,0,376
4500,3154,0,2536,0,376
4525,3154,0,2553,0,376
4550,3154,0,2570,0,376
4575,3154,0,2585,0,376
4600,3154,0,2604,0,376
4625,3154,0,2624,0,376
4650,3304,0,2638,0,376
4675,3304,0,2655,0,376
4700,3304,0,2670,0,376
4725,3304,0,2685,0,376
4750,3304,0,2707,0,376
4775,3304,0,2720,0,376
4800,3304,0,2737,0,376
4825,3304,0,2752,0,376
4850,3304,0,2772,0,376
4875,3304,0,2787,0,376
4900,3304,0,2803,0,376
4925,3304,0,2823,0,376
4950,3304,0,2841,0,376
4975,3304,0,2857,0,376
5000,3304,0,2872,0,452
5025,3304,0,2887,0,452
5050,3304,0,2904,2,452
5075,3304,0,2917,2,452
5100,3304,0,2936,2,452
5125,3304,0,2952,8,452
5150,3304,0,2971,8,452
5175,3304,0,2985,8,452
5200,3304,0,3004,28,452
5225,3304,0,3014,28,452
5250,3304,0,3027,28,452
5275,3304,0,3045,30,452
5300,3304,0,3061,30,452
5325,3304,0,3079,30,452
5350,3304,0,3096,36,452
5375,3304,0,3113,36,452
5400,3304,0,3129,36,452
5425,3304,0,3140,38,452
5450,3304,0,3156,38,452
5475,3304,0,3172,38,452
5500,3304,0,3186,42,452
5525,3304,0,3200,42,452
5550,3304,0,3213,42,452
5575,3454,0,3229,44,452
5600,3454,0,3241,44,452
5625,3454,0,3255,44,452
5650,3454,0,3273,46,452
5675,3454,0,3287,46,452
5700,3454,0,3304,46,452
5725,3454,0,3320,48,452
5750,3454,0,3334,48,452
5775,3454,0,3351,48,452
5800,3454,0,3363,52,452
5825,3454,0,3376,52,452
5850,3454,0,3389,52,452
5875,3454,0,3399,60,452
5900,3454,0,3415,60,452
5925,3454,0,3428,60,452
5950,3454,0,3442,70,452
5975,3454,0,3457,70,452
6000,3454,0,3469,70,452
6025,3454,0,3486,72,452
6050,3454,0,3500,72,452
6075,3454,0,3510,72,452
6100,3454,0,3523,74,452
6125,3454,0,3532,74,452
6150,3454,0,3545,74,452
6175,3454,0,3558,76,452
6200,3454,0,3574,76,452
6225,3454,0,3587,76,452
6250,3454,0,3601,88,452
6275,3454,0,3613,88,452
6300,3454,0,3624,88,452
6325,3454,0,3634,90,452
6350,3454,0,3645,90,452
6375,3454,0,3659,90,452
6400,3454,0,3672,104,452
6425,3454,0,3687,104,452
6450,3454,0,3701,104,452
6475,3454,0,3712,112,452
6500,3454,0,3725,112,452
6525,3454,0,3738,112,452
6550,3454,0,3750,136,452
6575,3454,0,3764,136,452
6600,3604,0,3776,136,452
6625,3604,0,3793,140,452
6650,3604,0,3805,140,452
6675,3604,0,3815,140,452
6700,3604,0,3830,144,452
6725,3604,0,3842,144,452
6750,3604,0,3854,144,452
6775,3604,0,3866,146,452
6800,3604,0,3880,146,452
6825,3604,0,3892,146,528
6850,3604,0,3907,152,528
6875,3604,0,3917,152,528
6900,3604,0,3932,152,528
6925,3604,0,3942,154,528
6950,3604,0,3954,154,528
6975,3604,0,3965,154,528
7000,3604,0,3980,160,528
7025,3604,0,3990,160,528
7050,3604,0,3997,160,528
7075,3604,0,4010,162,528
7100,3604,0,4023,162,528
7125,3604,0,4036,162,528
7150,3604,0,4048,170,528
7175,3604,0,4055,170,528
7200,3604,0,4066,170,528
7225,3604,0,4076,174,528
7250,3604,0,4088,174,528
7275,3604,0,4100,174,528
7300,3604,0,4114,196,528
7325,3604,0,4123,196,528
7350,3754,0,4139,196,528
7375,3754,0,4149,200,528
7400,3754,0,4160,200,528
7425,3754,0,4172,200,528
7450,3754,0,4186,202,528
7475,3754,0,4193,202,528
7500,3754,0,4207,202,528
7525,3754,0,4218,204,528
7550,3754,0,4226,204,528
7575,3754,0,4239,204,528
7600,3754,0,4252,208,528
7625,3754,0,4260,208,528
7650,3754,0,4269,208,528
7675,3754,0,4281,210,528
7700,3754,0,4291,210,528
7725,3754,0,4302,210,528
7750,3754,0,4314,212,528
7775,3754,0,4326,212,528
7800,3754,0,4333,212,528
7825,3754,0,4350,214,528
7850,3754,0,4359,214,528
7875,3754,0,4369,214,528
7900,3754,0,4381,216,528
7925,3754,0,4391,216,528
7950,3754,0,4404,216,528
7975,3754,0,4415,222,528
8000,3754,0,4423,222,528
8025,3754,0,4431,222,528
8050,3904,0,4439,226,528
8075,3904,0,4452,226,528
8100,3904,0,4464,226,528
8125,3904,0,4476,234,528
8150,3904,0,4486,234,528
8175,3904,0,4499,234,528
8200,3904,0,4507,236,528
8225,3904,0,4513,236,528
8250,3904,0,4522,236,528
8275,3904,0,4531,238,528
8300,3904,0,4540,238,528
8325,3904,0,4548,238,528
8350,3904,0,4560,240,528
8375,3904,0,4571,240,528
8400,3904,0,4581,240,528
8425,3904,0,4593,244,528
8450,3904,0,4604,244,528
8475,3904,0,4614,244,528
8500,3904,0,4623,260,528
8525,3904,0,4634,260,528
8550,3904,0,4641,260,528
8575,3904,0,4649,262,528
8600,3904,0,4664,262,528
8625,3904,0,4672,262,528
8650,3904,0,4682,264,528
8675,3904,0,4690,264,528
8700,3904,0,4699,264,528
8725,3904,0,4711,272,528
8750,3904,0,4720,272,528
8775,3904,0,4730,272,528
8800,3904,0,4744,278,528
8825,3904,0,4753,278,528
8850,3904,0,4764,278,528
8875,3904,0,4773,280,528
8900,3904,0,4785,280,528
8925,3904,0,4794,280,528
8950,3904,0,4807,282,528
8975,3904,0,4816,282,604
9000,3904,0,4824,282,604
9025,3904,0,4832,284,604
9050,3904,0,4838,284,604
9075,3904,0,4850,284,604
9100,4054,0,4860,286,604
9125,4054,0,4870,286,604
9150,4054,0,4879,286,604
9175,4054,0,4889,306,604
9200,4054,0,4903,306,604
9225,4054,0,4912,306,604
9250,4054,0,4920,310,604
9275,4054,0,4929,310,604
9300,4054,0,4942,310,604
9325,4054,0,4952,316,604
9350,4054,0,4962,316,604
9375,4054,0,4969,316,604
9400,4054,0,4979,322,604
9425,4054,0,4984,322,604
9450,4054,0,4997,322,604
9475,4054,0,5007,326,604
9500,4054,0,5015,326,604
9525,4054,0,5022,326,604
9550,4054,0,5028,328,604
9575,4054,0,5042,328,604
9600,4054,0,5050,328,604
9625,4054,0,5060,330,604
9650,4054,0,5076,330,604
9675,4054,0,5082,330,604
9700,4054,0,5091,332,604
9725,4054,0,5106,332,604
9750,4054,0,5112,332,604
9775,4054,0,5119,336,604
9800,4054,0,5125,336,604
9825,4054,0,5136,336,604
9850,4054,0,5147,338,604
9875,4054,0,5155,338,604
9900,4054,0,5166,338,604
9925,4054,0,5175,342,604
9950,4054,0,5185,342,604
9975,4054,0,5194,342,604
10000,4054,0,5202,350,604
10025,4054,0,5211,350,604
10050,4054,0,5219,350,604
10075,4054,0,5227,352,604
10100,4054,0,5235,352,604
10125,4054,0,5246,352,604
10150,4054,0,5256,354,604
10175,4054,0,5262,354,604
10200,4054,0,5270,354,604
10225,4054,0,5283,356,604
10250,4204,0,5293,356,604
10275,4204,0,5300,356,604
10300,4204,0,5306,366,604
10325,4204,0,5319,366,604
10350,4204,0,5327,366,604
10375,4204,0,5335,380,604
10400,4204,0,5341,380,604
10425,4204,0,5353,380,604
10450,4204,0,5363,382,604
10475,4204,0,5371,382,604
10500,4204,0,5381,382,604
10525,4204,0,5388,390,604
10550,4204,0,5396,390,604
10575,4204,0,5404,390,604
10600,4204,0,5410,394,604
10625,4204,0,5419,394,604
10650,4204,0,5428,394,604
10675,4204,0,5433,398,604
10700,4204,0,5440,398,604
10725,4204,0,5448,398,604
10750,4204,0,5458,400,604
10775,4204,0,5466,400,604
10800,4204,0,5469,400,604
10825,4204,0,5474,412,604
10850,4204,0,5482,412,604
10875,4204,0,5490,412,604
10900,4204,0,5496,414,604
10925,4204,0,5505,414,604
10950,4204,0,5514,414,604
10975,4204,0,5523,416,604
11000,4204,0,5531,416,604
11025,4204,0,5541,416,604
11050,4204,0,5548,440,604
11075,4204,0,5556,440,604
11100,4204,0,5567,440,604
11125,4204,0,5575,448,604
11150,4204,0,5587,448,604
11175,4204,0,5592,448,604
11200,4204,0,5597,454,604
11225,4204,0,5605,454,604
11250,4204,0,5611,454,604
11275,4204,0,5622,460,604
11300,4204,0,5630,460,604
11325,4204,0,5637,460,604
11350,4204,0,5645,464,680
11375,4204,0,5650,464,680
11400,4204,0,5656,464,680
11425,4204,0,5664,466,680
11450,4204,0,5674,466,680
11475,4204,0,5681,466,680
11500,4204,0,5690,468,680
11525,4204,0,5696,468,680
11550,4204,0,5704,468,680
11575,4204,0,5710,472,680
11600,4204,0,5717,472,680
11625,4354,0,5724,472,680
11650,4354,0,5731,474,680
11675,4354,0,5738,474,680
11700,4354,0,5749,474,680
11725,4354,0,5756,478,680
11750,4354,0,5760,478,680
11775,4354,0,5771,478,680
11800,4354,0,5779,480,680
11825,4354,0,5789,480,680
11850,4354,0,5797,480,680
11875,4354,0,5804,482,680
11900,4354,0,5812,482,680
11925,4354,0,5818,482,680
11950,4354,0,5824,486,680
11975,4354,0,5831,486,680
12000,4354,0,5841,486,680
12025,4354,0,5847,508,680
12050,4354,0,5853,508,680
12075,4354,0,5862,508,680
12100,4354,0,5867,510,680
12125,4354,0,5875,510,680
12150,4354,0,5879,510,680
12175,4354,0,5887,518,680
12200,4354,0,5892,518,680
12225,4354,0,5897,518,680
12250,4354,0,5904,520,680
12275,4354,0,5914,520,680
12300,4354,0,5920,520,680
12325,4354,0,5928,522,680
12350,4354,0,5935,522,680
12375,4354,0,5941,522,680
12400,4354,0,5949,528,680
12425,4354,0,5959,528,680
12450,4354,0,5965,528,680
12475,4354,0,5972,530,680
12500,4354,0,5981,530,680
12525,4354,0,5989,530,680
12550,4354,0,6003,532,680
12575,4354,0,6004,532,680
12600,4354,0,6007,532,680
12625,4354,0,6018,534,680
12650,4354,0,6022,534,680
12675,4354,0,6029,534,680
12700,4354,0,6034,538,680
12725,4354,0,6041,538,680
12750,4354,0,6051,538,680
12775,4354,0,6054,540,680
12800,4354,0,6061,540,680
12825,4354,0,6068,540,680
12850,4354,0,6074,542,680
12875,4354,0,6082,542,680
12900,4354,0,6091,542,680
12925,4354,0,6098,548,680
12950,4354,0,6102,548,680
12975,4354,0,6109,548,680
13000,4354,0,6114,550,680
13025,4354,0,6119,550,680
13050,4504,0,6127,550,680
13075,4504,0,6136,556,680
13100,4504,0,6144,556,680
13125,4504,0,6146,556,680
13150,4504,0,6152,558,680
13175,4504,0,6161,558,680
13200,4504,0,6170,558,680
13225,4504,0,6175,566,680
13250,4504,0,6182,566,680
13275,4504,0,6189,566,680
13300,4504,0,6200,582,680
13325,4504,0,6208,582,680
13350,4504,0,6212,582,680
13375,4504,0,6219,584,680
13400,4504,0,6227,584,680
13425,4504,0,6230,584,680
13450,4504,0,6236,586,680
13475,4504,0,6243,586,680
13500,4504,0,6248,586,680
13525,4504,0,6253,590,680
13550,4504,0,6257,590,680
13575,4504,0,6265,590,680
13600,4504,0,6270,596,680
13625,4504,0,6278,596,680
13650,4504,0,6283,596,680
13675,4504,0,6289,600,680
13700,4504,0,6295,600,680
13725,4504,0,6301,600,680
13750,4504,0,6306,620,680
13775,4504,0,6313,620,680
13800,4504,0,6323,620,680
13825,4504,0,6331,622,680
13850,4504,0,6340,622,680
13875,4504,0,6344,622,680
13900,4504,0,6346,624,680
13925,4504,0,6352,624,680
13950,4504,0,6354,624,680
13975,4504,0,6360,628,680
14000,4504,0,6368,628,680
14025,4504,0,6375,628,680
14050,4504,0,6381,636,680
14075,4504,0,6384,636,680
14100,4504,0,6388,636,680
14125,4504,0,6395,638,680
14150,4504,0,6405,638,756
14175,4504,0,6411,638,756
14200,4504,0,6420,642,756
14225,4504,0,6424,642,756
14250,4504,0,6429,642,756
14275,4504,0,6434,644,756
14300,4504,0,6438,644,756
14325,4504,0,6446,644,756
14350,4504,0,6451,646,756
14375,4504,0,6457,646,756
14400,4504,0,6466,646,756
14425,4504,0,6472,656,756
14450,4504,0,6478,656,756
14475,4504,0,6488,656,756
14500,4504,0,6492,670,756
14525,4504,0,6494,670,756
14550,4654,0,6498,670,756
14575,4654,0,6505,674,756
14600,4654,0,6512,674,756
14625,4654,0,6515,674,756
14650,4654,0,6520,676,756
14675,4654,0,6525,676,756
14700,4654,0,6531,676,756
14725,4654,0,6534,684,756
14750,4654,0,6543,684,756
14775,4654,0,6548,684,756
14800,4654,0,6554,688,756
14825,4654,0,6561,688,756
14850,4654,0,6570,688,756
14875,4654,0,6577,690,756
14900,4654,0,6579,690,756
14925,4654,0,6583,690,756
14950,4654,0,6589,692,756
14975,4654,0,6592,692,756
15000,4654,0,6601,692,756
15025,4654,0,6606,694,756
15050,4654,0,6612,694,756
15075,4654,0,6619,694,756
15100,4654,0,6624,706,756
15125,4654,0,6630,706,756
15150,4654,0,6634,706,756
15175,4654,0,6637,710,756
15200,4654,0,6646,710,756
15225,4654,0,6656,710,756
15250,4654,0,6662,718,756
15275,4654,0,6667,718,756
15300,4654,0,6671,718,756
15325,4654,0,6673,724,756
15350,4654,0,6678,724,756
15375,4654,0,6686,724,756
15400,4654,0,6695,730,756
15425,4654,0,6700,730,756
15450,4654,0,6706,730,756
15475,4654,0,6712,734,756
15500,4654,0,6720,734,756
15525,4654,0,6726,734,756
15550,4654,0,6730,736,756
15575,4654,0,6734,736,756
15600,4654,0,6739,736,756
15625,4654,0,6746,738,756
15650,4654,0,6752,738,756
15675,4654,0,6759,738,756
15700,4654,0,6763,740,756
15725,4654,0,6768,740,756
15750,4654,0,6776,740,756
15775,4654,0,6781,742,756
15800,4654,0,6786,742,756
15825,4654,0,6793,742,756
15850,4654,0,6801,746,756
15875,4654,0,6807,746,756
15900,4654,0,6810,746,756
15925,4654,0,6813,748,756
15950,4654,0,6821,748,832
15975,4654,0,6826,748,832
16000,4654,0,6836,750,832
16025,4654,0,6841,750,832
16050,4654,0,6848,750,832
16075,4654,0,6852,754,832
16100,4654,0,6856,754,832
16125,4654,0,6861,754,832
16150,4654,0,6865,756,832
16175,4804,0,6871,756,832
16200,4804,0,6875,756,832
16225,4804,0,6881,758,832
16250,4804,0,6887,758,832
16275,4804,0,6892,758,832
16300,4804,0,6895,760,832
16325,4804,0,6902,760,832
16350,4804,0,6908,760,832
16375,4804,0,6914,766,832
16400,4804,0,6915,766,832
16425,4804,0,6915,766,832
16450,4804,0,6916,774,832
16475,4804,0,6917,774,832
16500,4804,0,6922,774,832
16525,4804,0,6927,776,832
16550,4804,0,6930,776,832
16575,4804,0,6937,776,832
16600,4804,0,6942,798,832
16625,4804,0,6948,798,832
16650,4804,0,6950,798,832
16675,4804,0,6952,800,832
16700,4804,0,6958,800,832
16725,4804,0,6962,800,832
16750,4804,0,6970,804,832
16775,4804,0,6972,804,832
16800,4804,0,6977,804,832
16825,4804,0,6982,828,832
16850,4804,0,6985,828,832
16875,4804,0,6994,828,832
16900,4804,0,7001,830,832
16925,4804,0,7007,830,832
16950,4804,0,7015,830,832
16975,4804,0,7023,832,832
17000,4804,0,7026,832,832
17025,4804,0,7028,832,832
17050,4804,0,7032,834,832
17075,4804,0,7038,834,832
17100,4804,0,7040,834,832
17125,4804,0,7044,842,832
17150,4804,0,7050,842,832
17175,4804,0,7053,842,832
17200,4804,0,7057,848,832
17225,4804,0,7063,848,832
17250,4804,0,7069,848,832
17275,4804,0,7074,854,832
17300,4804,0,7078,854,832
17325,4804,0,7083,854,832
17350,4804,0,7088,860,832
17375,4804,0,7093,860,832
17400,4804,0,7101,860,832
17425,4804,0,7103,862,832
17450,4804,0,7108,862,832
17475,4804,0,7112,862,832
17500,4804,0,7113,864,832
17525,4804,0,7120,864,832
17550,4804,0,7125,864,832
17575,4804,0,7130,866,832
17600,4804,0,7137,866,832
17625,4804,0,7144,866,832
17650,4804,0,7150,868,832
17675,4804,0,7154,868,832
17700,4804,0,7160,868,832
17725,4804,0,7166,872,832
17750,4804,0,7172,872,832
17775,4804,0,7176,872,832
17800,4804,0,7182,874,832
17825,4804,0,7188,874,832
17850,4804,0,7192,874,832
17875,4804,0,7198,878,832
17900,4804,0,7202,878,832
17925,4804,0,7209,878,832
17950,4804,0,7215,880,832
17975,4804,0,7218,880,832
18000,4804,0,7223,880,832
18025,4804,0,7225,896,832
18050,4804,0,7232,896,832
18075,4804,0,7236,896,832
18100,4804,0,7239,904,832
18125,4804,0,7246,904,832
18150,4804,0,7255,904,832
18175,4804,0,7260,924,832
18200,4804,0,7263,924,832
18225,4804,0,7268,924,832
18250,4954,0,7274,926,832
18275,4954,0,7278,926,832
18300,4954,0,7282,926,832
18325,4954,0,7284,928,832
18350,4954,0,7292,928,832
18375,4954,0,7295,928,832
18400,4954,0,7300,942,832
18425,4954,0,7303,942,832
18450,4954,0,7308,942,832
18475,4954,0,7313,946,832
18500,4954,0,7321,946,832
18525,4954,0,7327,946,832
18550,4954,0,7333,948,832
18575,4954,0,7336,948,832
18600,4954,0,7343,948,832
18625,4954,0,7345,952,832
18650,4954,0,7348,952,832
18675,4954,0,7349,952,832
18700,4954,0,7354,960,832
18725,4954,0,7362,960,832
18750,4954,0,7369,960,832
18775,4954,0,7374,964,832
18800,4954,0,7378,964,832
18825,4954,0,7380,964,832
18850,4954,0,7384,968,832
18875,4954,0,7387,968,832
18900,4954,0,7391,968,832
18925,4954,0,7399,970,832
18950,4954,0,7408,970,832
18975,4954,0,7412,970,832
19000,4954,0,7415,974,832
19025,4954,0,7419,974,832
19050,4954,0,7422,974,832
19075,4954,0,7428,984,832
19100,4954,0,7437,984,832
19125,4954,0,7440,984,832
19150,4954,0,7444,986,832
19175,4954,0,7449,986,832
19200,4954,0,7454,986,832
19225,4954,0,7461,988,832
19250,4954,0,7468,988,908
19275,4954,0,7471,988,908
19300,4954,0,7474,1000,908
19325,4954,0,7479,1000,908
19350,4954,0,7483,1000,908
19375,4954,0,7488,1006,908
19400,4954,0,7491,1006,908
19425,4954,0,7495,1006,908
19450,4954,0,7498,1010,908
19475,4954,0,7506,1010,908
19500,4954,0,7510,1010,908
19525,4954,0,7515,1012,908
19550,4954,0,7520,1012,908
19575,4954,0,7524,1012,908
19600,4954,0,7529,1020,908
19625,4954,0,7532,1020,908
19650,4954,0,7536,1020,908
19675,4954,0,7542,1022,908
19700,4954,0,7545,1022,908
19725,4954,0,7550,1022,908
19750,4954,0,7557,1024,908
19775,4954,0,7560,1024,908
19800,4954,0,7566,1024,908
19825,4954,0,7570,1026,908
19850,4954,0,7578,1026,908
19875,4954,0,7585,1026,908
19900,4954,0,7589,1032,908
19925,4954,0,7592,1032,908
19950,4954,0,7596,1032,908
19975,4954,0,7604,1034,908
20000,4954,0,7607,1034,908
20025,4954,0,7614,1034,908
20050,4954,0,7620,1038,908
20075,4954,0,7626,1038,908
20100,4954,0,7629,1038,908
20125,4954,0,7632,1042,908
20150,4954,0,7636,1042,908
20175,4954,0,7642,1042,908
20200,4954,0,7646,1044,908
20225,4954,0,7648,1044,908
20250,5104,0,7652,1044,908
20275,5104,0,7656,1046,908
20300,5104,0,7657,1046,908
20325,5104,0,7662,1046,908
20350,5104,0,7665,1048,908
20375,5104,0,7669,1048,908
20400,5104,0,7679,1048,908
20425,5104,0,7683,1050,908
20450,5104,0,7686,1050,908
20475,5104,0,7689,1050,908
20500,5104,0,7695,1052,908
20525,5104,0,7701,1052,908
20550,5104,0,7703,1052,908
20575,5104,0,7708,1058,908
20600,5104,0,7713,1058,908
20625,5104,0,7718,1058,908
20650,5104,0,7724,1060,908
20675,5104,0,7727,1060,908
20700,5104,0,7733,1060,908
20725,5104,0,7736,1062,908
20750,5104,0,7739,1062,908
20775,5104,0,7743,1062,908
20800,5104,0,7749,1064,908
20825,5104,0,7752,1064,908
20850,5104,0,7759,1064,908
20875,5104,0,7766,1066,908
20900,5104,0,7769,1066,908
20925,5104,0,7774,1066,908
20950,5104,0,7777,1088,908
20975,5104,0,7781,1088,908
21000,5104,0,7781,1088,908
21025,5104,0,7787,1094,908
21050,5104,0,7791,1094,908
21075,5104,0,7798,1094,908
21100,5104,0,7804,1098,908
21125,5104,0,7807,1098,908
21150,5104,0,7811,1098,908
21175,5104,0,7813,1104,908
21200,5104,0,7815,1104,908
21225,5104,0,7815,1104,908
21250,5104,0,7818,1106,908
21275,5104,0,7823,1106,908
21300,5104,0,7826,1106,908
21325,5104,0,7832,1114,908
21350,5104,0,7840,1114,908
21375,5104,0,7843,1114,908
21400,5104,0,7846,1116,908
21425,5104,0,7851,1116,908
21450,5104,0,7855,1116,908
21475,5104,0,7860,1118,908
21500,5104,0,7864,1118,908
21525,5104,0,7869,1118,908
21550,5104,0,7872,1120,908
21575,5104,0,7878,1120,908
21600,5104,0,7881,1120,908
21625,5104,0,7883,1126,908
21650,5104,0,7885,1126,908
21675,5104,0,7889,1126,908
21700,5104,0,7895,1130,908
21725,5104,0,7901,1130,908
21750,5104,0,7903,1130,908
21775,5104,0,7908,1132,908
21800,5104,0,7909,1132,908
21825,5104,0,7913,1132,908
21850,5104,0,7920,1140,908
21875,5104,0,7923,1140,908
21900,5104,0,7929,1140,908
21925,5104,0,7931,1164,908
21950,5104,0,7936,1164,908
21975,5104,0,7943,1164,908
22000,5104,0,7946,1166,908
22025,5104,0,7949,1166,908
22050,5104,0,7954,1166,908
22075,5254,0,7954,1170,908
22100,5254,0,7957,1170,908
22125,5254,0,7962,1170,908
22150,5254,0,7962,1172,908
22175,5254,0,7968,1172,908
22200,5254,0,7973,1172,908
22225,5254,0,7976,1180,908
22250,5254,0,7979,1180,908
22275,5254,0,7983,1180,908
22300,5254,0,7992,1196,908
22325,5254,0,7996,1196,908
22350,5254,0,7998,1196,908
22375,5254,0,8001,1198,908
22400,5254,0,8004,1198,908
22425,5254,0,8011,1198,908
22450,5254,0,8014,1202,908
22475,5254,0,8018,1202,908
22500,5254,0,8021,1202,908
22525,5254,0,8026,1204,908
22550,5254,0,8029,1204,908
22575,5254,0,8036,1204,908
22600,5254,0,8041,1208,908
22625,5254,0,8045,1208,908
22650,5254,0,8050,1208,908
22675,5254,0,8053,1212,908
22700,5254,0,8059,1212,908
22725,5254,0,8064,1212,984
22750,5254,0,8070,1216,984
22775,5254,0,8071,1216,984
22800,5254,0,8072,1216,984
22825,5254,0,8075,1230,984
22850,5254,0,8079,1230,984
22875,5254,0,8083,1230,984
22900,5254,0,8088,1232,984
22925,5254,0,8092,1232,984
22950,5254,0,8098,1232,984
22975,5254,0,8100,1240,984
23000,5254,0,8102,1240,984
23025,5254,0,8105,1240,984
23050,5254,0,8108,1242,984
