Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified,HetoFedBandit_Enhanced
18750,5878,5423,3517,4748,4589,758
18775,5883,5429,3520,4750,4593,759
18800,5889,5436,3525,4757,4599,760
18825,5895,5446,3531,4766,4604,763
18850,5902,5454,3535,4777,4612,763
18875,5908,5465,3544,4785,4620,764
18900,5915,5472,3547,4794,4627,766
18925,5917,5480,3553,4799,4635,768
18950,5921,5486,3557,4803,4640,768
18975,5930,5498,3567,4815,4648,768
19000,5934,5501,3568,4820,4655,769
19025,5938,5505,3571,4828,4664,771
19050,5944,5512,3577,4833,4669,773
19075,5949,5520,3583,4839,4676,773
19100,5952,5526,3587,4845,4681,773
19125,5955,5532,3589,4851,4688,775
19150,5962,5539,3593,4859,4696,776
19175,5969,5547,3598,4867,4706,776
19200,5975,5552,3601,4873,4715,776
19225,5977,5563,3611,4880,4721,779
19250,5983,5570,3613,4888,4729,781
19275,5990,5579,3621,4894,4737,783
19300,5993,5585,3626,4899,4741,784
19325,5996,5592,3629,4906,4749,786
19350,6003,5606,3636,4916,4760,786
19375,6005,5613,3641,4923,4765,787
19400,6009,5618,3644,4928,4776,789
19425,6014,5626,3649,4938,4784,789
19450,6020,5638,3659,4946,4793,790
19475,6026,5649,3667,4955,4802,793
19500,6031,5652,3672,4959,4804,797
19525,6035,5659,3679,4967,4812,800
19550,6042,5666,3687,4974,4820,803
19575,6051,5677,3695,4986,4830,804
19600,6055,5684,3701,4995,4837,804
19625,6060,5698,3712,5005,4846,806
19650,6068,5708,3717,5014,4857,808
19675,6078,5718,3725,5024,4865,810
19700,6083,5726,3728,5033,4874,812
19725,6088,5735,3737,5043,4883,812
19750,6093,5744,3744,5054,4892,813
19775,6100,5748,3747,5056,4897,815
19800,6102,5760,3754,5066,4905,815
19825,6109,5772,3763,5075,4916,817
19850,6113,5782,3771,5086,4925,818
19875,6117,5787,3774,5089,4930,818
19900,6124,5795,3781,5098,4940,819
19925,6129,5804,3787,5108,4948,819
19950,6134,5815,3796,5118,4960,820
19975,6139,5823,3801,5127,4970,820
20000,6141,5833,3807,5136,4981,821
20025,6143,5839,3813,5143,4987,821
20050,6151,5848,3819,5151,4998,824
20075,6153,5857,3825,5163,5005,824
20100,6158,5861,3828,5168,5010,825
20125,6160,5868,3833,5177,5018,827
20150,6164,5879,3839,5184,5024,827
20175,6170,5886,3846,5193,5031,828
20200,6173,5896,3851,5199,5040,829
20225,6178,5903,3856,5205,5050,830
20250,6181,5907,3859,5211,5054,830
20275,6186,5914,3864,5223,5061,832
20300,6188,5918,3866,5227,5064,834
20325,6192,5927,3875,5231,5073,836
20350,6198,5933,3877,5238,5080,837
20375,6206,5946,3886,5247,5088,837
20400,6209,5952,3892,5253,5094,837
20425,6214,5956,3895,5261,5098,839
20450,6216,5963,3899,5267,5104,840
20475,6220,5971,3906,5276,5114,840
20500,6221,5982,3914,5286,5121,841
20525,6225,5992,3922,5296,5130,841
20550,6228,5997,3925,5301,5141,843
20575,6233,6003,3929,5307,5147,843
20600,6239,6017,3939,5316,5156,846
20625,6243,6024,3943,5320,5161,847
20650,6247,6036,3951,5329,5170,849
20675,6248,6045,3959,5336,5176,849
20700,6250,6058,3969,5346,5189,849
20725,6253,6066,3977,5353,5198,850
20750,6256,6075,3984,5362,5208,851
20775,6260,6082,3986,5367,5215,851
20800,6264,6085,3989,5370,5223,851
20825,6266,6098,3997,5378,5232,852
20850,6269,6106,4001,5384,5236,852
20875,6273,6116,4009,5391,5247,852
20900,6276,6125,4014,5397,5252,852
20925,6280,6135,4021,5403,5258,855
20950,6285,6146,4028,5411,5271,856
20975,6291,6155,4033,5420,5279,857
21000,6292,6159,4036,5424,5285,858
21025,6299,6169,4044,5433,5293,859
21050,6302,6180,4051,5440,5300,860
21075,6306,6188,4054,5446,5308,861
21100,6311,6204,4063,5459,5318,863
21125,6321,6213,4072,5474,5328,867
21150,6328,6218,4075,5480,5336,869
21175,6333,6227,4083,5491,5346,869
21200,6337,6232,4086,5496,5354,870
21225,6338,6242,4094,5504,5363,870
21250,6346,6252,4101,5511,5371,873
21275,6352,6263,4104,5517,5377,873
21300,6357,6270,4109,5528,5385,873
21325,6360,6277,4116,5537,5394,874
21350,6364,6286,4120,5542,5402,875
21375,6369,6302,4132,5555,5417,877
21400,6376,6314,4141,5569,5428,877
21425,6379,6324,4150,5579,5437,879
21450,6387,6332,4157,5588,5446,879
21475,6391,6342,4164,5599,5455,882
21500,6397,6352,4173,5605,5463,884
21525,6405,6360,4180,5610,5471,887
21550,6409,6366,4185,5614,5478,887
21575,6415,6379,4196,5625,5485,889
21600,6419,6388,4208,5634,5497,890
21625,6426,6401,4219,5643,5507,892
21650,6428,6409,4224,5652,5515,892
21675,6436,6418,4231,5656,5522,892
21700,6439,6424,4239,5663,5530,893
21725,6441,6431,4244,5668,5535,894
21750,6445,6441,4251,5675,5542,897
21775,6449,6453,4260,5685,5550,898
21800,6455,6462,4267,5694,5555,899
21825,6464,6469,4274,5701,5564,899
21850,6470,6479,4282,5711,5572,900
21875,6475,6488,4291,5718,5579,900
21900,6481,6498,4297,5729,5589,902
21925,6484,6504,4302,5734,5595,904
21950,6485,6506,4305,5738,5599,904
21975,6487,6509,4307,5740,5604,904
22000,6489,6520,4315,5748,5614,906
22025,6492,6527,4320,5751,5622,907
22050,6497,6535,4327,5759,5631,907
22075,6504,6543,4337,5763,5636,908
22100,6508,6556,4345,5768,5644,908
22125,6512,6561,4350,5774,5650,909
22150,6519,6572,4360,5783,5660,909
22175,6525,6580,4364,5790,5666,911
22200,6525,6587,4368,5797,5670,915
22225,6527,6593,4371,5803,5676,915
22250,6529,6605,4379,5811,5686,917
22275,6532,6613,4388,5818,5691,918
22300,6534,6618,4394,5820,5695,919
22325,6537,6625,4399,5827,5700,921
22350,6543,6637,4407,5837,5710,922
22375,6551,6647,4414,5843,5722,924
22400,6557,6654,4420,5845,5734,924
22425,6560,6663,4426,5850,5741,925
22450,6565,6671,4431,5858,5747,926
22475,6570,6678,4436,5861,5752,927
22500,6572,6684,4440,5865,5760,928
22525,6579,6695,4446,5876,5774,929
22550,6583,6705,4454,5886,5781,929
22575,6587,6715,4460,5897,5788,929
22600,6589,6723,4467,5903,5791,930
22625,6591,6732,4472,5908,5796,930
22650,6594,6740,4478,5915,5800,930
22675,6601,6752,4485,5923,5813,931
22700,6603,6756,4488,5928,5818,934
22725,6605,6759,4492,5932,5823,935
22750,6611,6768,4500,5939,5828,938
22775,6615,6780,4508,5944,5836,939
22800,6622,6791,4520,5953,5844,939
22825,6628,6800,4528,5961,5852,939
22850,6630,6814,4537,5970,5862,939
22875,6635,6817,4540,5975,5869,940
22900,6641,6825,4547,5983,5876,940
22925,6649,6835,4556,5991,5886,941
22950,6653,6843,4563,5997,5892,941
22975,6655,6848,4568,6004,5895,942
23000,6660,6857,4574,6011,5903,942
23025,6664,6864,4582,6016,5911,945
23050,6666,6872,4590,6020,5918,946
23075,6673,6881,4596,6030,5929,948
23100,6678,6893,4605,6038,5940,949
23125,6683,6898,4607,6042,5944,949
23150,6686,6905,4613,6048,5950,950
23175,6691,6912,4620,6059,5957,951
23200,6694,6920,4631,6067,5966,952
23225,6698,6928,4638,6072,5974,953
23250,6701,6936,4647,6082,5982,953
23275,6702,6943,4656,6089,5989,954
23300,6706,6949,4661,6096,5999,955
23325,6713,6961,4668,6102,6012,955
23350,6716,6970,4675,6109,6023,957
23375,6718,6977,4682,6114,6026,958
23400,6721,6985,4690,6119,6035,958
23425,6725,6995,4699,6128,6040,959
23450,6729,7003,4707,6137,6048,960
23475,6733,7011,4713,6142,6055,961
23500,6734,7021,4723,6150,6062,962
23525,6736,7029,4731,6159,6068,963
23550,6742,7034,4735,6166,6076,964
23575,6745,7037,4738,6168,6078,966
23600,6750,7045,4746,6176,6086,966
23625,6752,7048,4753,6182,6090,966
23650,6757,7056,4760,6189,6097,966
23675,6762,7065,4769,6197,6104,966
23700,6768,7076,4778,6205,6114,967
23725,6771,7084,4786,6211,6119,968
23750,6772,7092,4795,6217,6125,969
23775,6772,7096,4798,6221,6130,969
23800,6775,7103,4806,6226,6136,970
23825,6781,7116,4816,6235,6147,970
23850,6784,7123,4820,6242,6152,970
23875,6788,7131,4826,6249,6158,971
23900,6791,7136,4832,6254,6163,971
23925,6792,7144,4840,6262,6171,972
23950,6796,7152,4845,6269,6177,974
23975,6802,7159,4850,6274,6183,978
24000,6806,7163,4853,6278,6185,979
24025,6810,7171,4858,6285,6190,979
24050,6811,7177,4862,6291,6195,980
24075,6814,7182,4867,6296,6202,980
24100,6818,7188,4871,6302,6206,981
24125,6821,7194,4876,6307,6215,982
24150,6827,7204,4888,6317,6224,982
24175,6829,7209,4891,6325,6228,982
24200,6832,7217,4901,6335,6234,982
24225,6836,7224,4908,6340,6243,983
24250,6836,7235,4916,6349,6247,983
24275,6843,7246,4924,6357,6259,985
24300,6850,7258,4936,6366,6269,986
24325,6855,7266,4946,6375,6277,987
24350,6859,7273,4954,6382,6284,990
24375,6862,7281,4960,6389,6294,991
24400,6867,7291,4969,6400,6305,992
24425,6869,7298,4974,6407,6312,993
24450,6873,7302,4979,6412,6320,993
24475,6876,7307,4983,6417,6326,994
24500,6878,7314,4988,6423,6332,994
24525,6880,7322,4995,6430,6341,996
24550,6886,7333,5006,6440,6352,996
24575,6889,7344,5014,6450,6362,998
24600,6893,7350,5020,6456,6372,998
24625,6898,7358,5026,6462,6380,998
24650,6898,7366,5032,6466,6386,999
24675,6899,7372,5038,6474,6393,1001
24700,6901,7378,5043,6477,6399,1001
24725,6902,7386,5048,6483,6404,1002
24750,6909,7393,5054,6489,6412,1002
24775,6916,7401,5061,6498,6422,1004
24800,6922,7410,5070,6511,6430,1005
24825,6925,7416,5075,6520,6436,1007
24850,6927,7421,5079,6525,6442,1007
24875,6929,7426,5082,6527,6449,1008
24900,6932,7432,5086,6533,6454,1010
24925,6935,7436,5091,6538,6457,1010
24950,6938,7439,5093,6543,6462,1011
24975,6944,7447,5098,6550,6468,1012
25000,6944,7454,5106,6559,6472,1014
25025,6944,7458,5109,6565,6480,1016
25050,6945,7468,5118,6575,6491,1018
25075,6949,7476,5124,6584,6498,1020
25100,6950,7482,5134,6588,6508,1021
25125,6951,7486,5136,6591,6515,1022
25150,6954,7492,5141,6600,6523,1023
25175,6955,7503,5150,6608,6535,1023
25200,6959,7510,5155,6615,6543,1024
25225,6962,7520,5166,6624,6554,1026
25250,6968,7525,5171,6629,6560,1026
25275,6971,7528,5174,6633,6564,1027
25300,6975,7539,5179,6641,6572,1027
25325,6981,7547,5183,6648,6580,1030
25350,6984,7555,5188,6657,6591,1030
25375,6988,7559,5194,6662,6599,1035
25400,6992,7562,5196,6667,6606,1036
25425,6996,7567,5199,6673,6612,1036
25450,7003,7574,5207,6680,6621,1039
25475,7007,7582,5212,6686,6626,1041
25500,7012,7589,5218,6692,6635,1041
25525,7015,7592,5223,6696,6641,1041
25550,7020,7601,5231,6706,6653,1043
25575,7026,7612,5238,6715,6663,1043
25600,7029,7623,5244,6722,6672,1044
25625,7032,7630,5252,6728,6682,1044
25650,7036,7637,5258,6736,6691,1045
25675,7037,7643,5264,6742,6698,1047
25700,7040,7648,5268,6745,6704,1047
25725,7041,7648,5270,6750,6708,1048
25750,7045,7654,5274,6756,6713,1049
25775,7050,7660,5278,6763,6721,1051
25800,7053,7672,5284,6774,6734,1053
25825,7054,7680,5291,6781,6742,1055
25850,7060,7688,5299,6784,6751,1056
25875,7062,7692,5305,6789,6754,1056
25900,7070,7703,5316,6806,6768,1058
25925,7074,7708,5321,6811,6772,1060
25950,7074,7714,5326,6819,6775,1061
25975,7077,7721,5330,6823,6782,1061
26000,7082,7728,5337,6830,6793,1062
26025,7085,7734,5342,6837,6798,1064
26050,7088,7742,5350,6845,6804,1065
26075,7090,7749,5357,6851,6811,1065
26100,7092,7757,5364,6856,6818,1067
26125,7096,7763,5367,6863,6827,1069
26150,7102,7771,5375,6870,6838,1070
26175,7104,7779,5381,6879,6844,1070
26200,7105,7790,5389,6885,6850,1071
26225,7108,7798,5394,6894,6856,1072
26250,7109,7802,5397,6900,6861,1072
26275,7111,7812,5404,6907,6866,1072
26300,7114,7822,5412,6916,6875,1072
26325,7121,7831,5421,6926,6883,1072
26350,7124,7839,5427,6937,6892,1072
26375,7127,7847,5430,6944,6900,1073
26400,7129,7855,5435,6951,6904,1073
26425,7136,7863,5441,6962,6912,1073
26450,7137,7867,5444,6965,6916,1074
26475,7139,7873,5449,6972,6923,1074
26500,7145,7879,5454,6978,6927,1078
26525,7150,7886,5458,6986,6933,1081
26550,7154,7899,5469,6997,6946,1084
26575,7161,7908,5478,7005,6957,1086
26600,7164,7914,5484,7010,6964,1088
26625,7169,7921,5489,7020,6970,1088
26650,7173,7927,5493,7025,6976,1088
26675,7174,7936,5500,7032,6983,1089
26700,7176,7943,5504,7038,6990,1090
26725,7180,7951,5510,7045,7000,1092
26750,7185,7957,5514,7051,7006,1093
26775,7190,7964,5520,7060,7014,1094
26800,7194,7975,5529,7072,7024,1094
26825,7198,7981,5534,7078,7030,1097
26850,7202,7987,5541,7087,7037,1098
26875,7204,7995,5549,7093,7046,1098
26900,7208,8002,5556,7102,7052,1099
26925,7211,8012,5564,7107,7064,1099
26950,7213,8017,5569,7112,7068,1100
26975,7218,8020,5570,7114,7074,1100
27000,7220,8025,5573,7116,7078,1101
27025,7224,8031,5578,7122,7086,1103
27050,7227,8038,5584,7129,7093,1103
27075,7232,8050,5593,7140,7102,1103
27100,7235,8053,5596,7147,7106,1103
27125,7241,8059,5602,7151,7112,1105
27150,7246,8070,5611,7157,7120,1106
27175,7249,8076,5615,7162,7126,1107
27200,7251,8084,5623,7168,7133,1108
27225,7255,8093,5630,7177,7141,1108
27250,7258,8102,5638,7184,7146,1110
27275,7263,8113,5646,7193,7154,1112
27300,7265,8117,5650,7197,7158,1112
27325,7271,8124,5656,7203,7165,1115
27350,7277,8131,5665,7213,7173,1117
27375,7281,8139,5672,7218,7181,1118
27400,7284,8141,5674,7223,7183,1118
27425,7284,8150,5682,7232,7191,1119
27450,7290,8161,5691,7243,7202,1119
27475,7294,8170,5698,7252,7211,1120
27500,7300,8179,5706,7259,7217,1122
27525,7304,8186,5714,7268,7223,1122
27550,7306,8190,5717,7273,7229,1124
27575,7308,8198,5723,7279,7237,1127
27600,7312,8203,5726,7286,7243,1127
27625,7317,8212,5734,7294,7251,1127
27650,7319,8217,5738,7300,7258,1128
27675,7322,8225,5743,7307,7268,1130
27700,7326,8234,5749,7314,7275,1132
27725,7333,8248,5763,7326,7288,1133
27750,7335,8255,5768,7330,7289,1134
27775,7340,8266,5776,7340,7298,1137
27800,7343,8273,5782,7345,7303,1141
27825,7346,8280,5788,7351,7307,1142
27850,7349,8287,5792,7358,7313,1144
27875,7350,8294,5798,7363,7318,1145
27900,7355,8304,5806,7370,7327,1145
27925,7358,8314,5814,7379,7332,1146
27950,7361,8319,5819,7384,7337,1147
27975,7363,8327,5828,7390,7347,1147
28000,7365,8339,5837,7398,7355,1147
28025,7367,8348,5844,7403,7359,1148
28050,7369,8355,5848,7409,7369,1148
28075,7372,8361,5854,7410,7373,1149
28100,7374,8365,5858,7413,7378,1152
28125,7376,8371,5863,7419,7386,1153
28150,7381,8381,5872,7427,7394,1154
28175,7385,8388,5878,7431,7401,1156
28200,7389,8397,5886,7438,7408,1159
28225,7394,8403,5893,7444,7417,1159
28250,7396,8410,5898,7451,7422,1159
28275,7399,8417,5904,7459,7427,1159
28300,7401,8421,5908,7464,7429,1160
28325,7404,8429,5915,7470,7437,1160
28350,7408,8438,5924,7474,7444,1162
28375,7409,8447,5931,7480,7452,1164
28400,7416,8455,5936,7487,7460,1164
28425,7418,8463,5946,7496,7470,1166
28450,7421,8467,5951,7500,7475,1167
28475,7426,8477,5958,7507,7484,1169
28500,7429,8485,5964,7514,7491,1171
28525,7430,8490,5968,7519,7495,1173
28550,7432,8498,5974,7527,7500,1174
28575,7436,8507,5982,7536,7509,1176
28600,7438,8511,5986,7541,7515,1176
28625,7444,8517,5992,7546,7519,1179
28650,7447,8526,5999,7553,7527,1180
28675,7449,8537,6007,7560,7537,1181
28700,7450,8548,6014,7570,7544,1181
28725,7454,8556,6020,7577,7549,1182
28750,7459,8560,6024,7582,7550,1183
28775,7460,8568,6030,7591,7553,1183
28800,7463,8572,6033,7594,7557,1184
28825,7466,8579,6038,7600,7565,1184
28850,7468,8586,6042,7605,7571,1185
28875,7471,8595,6048,7612,7577,1186
28900,7474,8605,6054,7620,7586,1188
28925,7478,8610,6057,7626,7590,1191
28950,7482,8618,6065,7632,7599,1193
28975,7486,8630,6074,7641,7606,1193
29000,7490,8642,6085,7649,7615,1193
29025,7493,8648,6092,7656,7621,1193
29050,7494,8655,6097,7662,7628,1194
29075,7496,8660,6101,7667,7633,1198
29100,7499,8667,6109,7673,7642,1199
29125,7501,8674,6114,7680,7650,1200
29150,7505,8682,6123,7687,7659,1200
29175,7509,8692,6133,7694,7670,1202
29200,7512,8700,6141,7702,7679,1203
29225,7515,8703,6148,7707,7682,1203
29250,7517,8713,6152,7715,7689,1203
29275,7520,8724,6161,7725,7700,1203
29300,7520,8729,6167,7733,7705,1204
29325,7521,8735,6171,7738,7707,1207
29350,7525,8743,6176,7745,7713,1208
29375,7528,8752,6184,7754,7722,1208
29400,7531,8762,6192,7765,7732,1208
29425,7535,8772,6200,7774,7741,1210
29450,7538,8781,6208,7784,7749,1211
29475,7542,8792,6220,7794,7759,1211
29500,7545,8797,6225,7799,7764,1211
29525,7550,8803,6229,7803,7770,1213
29550,7554,8813,6237,7810,7777,1213
29575,7559,8819,6243,7815,7783,1215
29600,7562,8828,6251,7823,7789,1216
29625,7563,8835,6258,7830,7794,1216
29650,7567,8847,6268,7838,7802,1219
29675,7569,8853,6274,7844,7805,1220
29700,7574,8863,6282,7849,7812,1220
29725,7578,8878,6295,7861,7825,1222
29750,7580,8882,6300,7864,7831,1223
29775,7583,8890,6307,7869,7837,1224
29800,7586,8896,6313,7874,7843,1225
29825,7587,8903,6319,7878,7848,1226
29850,7592,8915,6329,7889,7857,1227
29875,7594,8924,6337,7896,7865,1228
29900,7599,8930,6342,7901,7869,1229
29925,7602,8938,6350,7909,7879,1229
29950,7606,8945,6357,7915,7884,1230
29975,7607,8955,6368,7924,7892,1230
30000,7611,8965,6377,7933,7902,1231
30025,7614,8971,6383,7938,7909,1232
30050,7617,8978,6390,7945,7914,1234
30075,7619,8985,6398,7951,7920,1235
30100,7621,8991,6405,7956,7928,1235
30125,7627,9000,6413,7962,7937,1236
30150,7629,9006,6417,7964,7943,1237
30175,7632,9014,6422,7970,7949,1239
30200,7636,9019,6425,7976,7957,1241
30225,7640,9029,6432,7985,7969,1242
30250,7643,9037,6439,7992,7977,1244
30275,7645,9046,6447,8001,7985,1244
30300,7649,9055,6456,8009,7993,1244
30325,7652,9065,6463,8017,8000,1246
30350,7655,9073,6470,8020,8006,1247
30375,7658,9081,6478,8029,8013,1249
30400,7662,9093,6489,8037,8021,1250
30425,7664,9097,6492,8042,8023,1250
30450,7666,9111,6501,8055,8032,1251
30475,7672,9124,6513,8064,8045,1251
30500,7675,9131,6517,8069,8048,1253
30525,7679,9140,6524,8077,8054,1255
30550,7682,9145,6528,8083,8060,1256
30575,7685,9152,6534,8089,8067,1257
30600,7689,9161,6541,8093,8075,1258
30625,7693,9172,6549,8100,8081,1260
30650,7697,9182,6557,8108,8090,1260
30675,7699,9192,6567,8117,8100,1260
30700,7703,9201,6573,8125,8108,1261
30725,7707,9210,6582,8133,8116,1262
30750,7710,9219,6591,8141,8123,1263
30775,7711,9222,6594,8143,8126,1264
30800,7714,9231,6604,8155,8134,1266
30825,7717,9238,6611,8161,8140,1266
30850,7720,9244,6618,8166,8146,1266
30875,7724,9253,6624,8173,8156,1266
30900,7727,9259,6629,8178,8162,1268
30925,7730,9271,6640,8186,8173,1270
30950,7732,9280,6648,8192,8179,1270
30975,7735,9287,6655,8197,8185,1271
31000,7738,9295,6660,8203,8190,1273
31025,7742,9301,6665,8206,8197,1275
31050,7746,9308,6673,8214,8206,1276
31075,7749,9316,6682,8218,8214,1277
31100,7752,9321,6689,8224,8219,1277
31125,7756,9332,6696,8231,8227,1277
31150,7759,9340,6703,8241,8234,1278
31175,7763,9351,6712,8249,8245,1278
31200,7766,9359,6719,8255,8253,1279
31225,7770,9367,6727,8261,8260,1281
31250,7774,9377,6734,8268,8269,1281
31275,7782,9388,6744,8278,8280,1281
31300,7784,9397,6752,8287,8289,1282
31325,7790,9408,6758,8293,8297,1282
31350,7797,9415,6766,8302,8305,1286
31375,7802,9424,6774,8309,8312,1286
31400,7811,9436,6780,8320,8324,1287
31425,7816,9442,6787,8326,8330,1289
31450,7821,9450,6794,8334,8338,1290
31475,7827,9459,6802,8345,8347,1293
31500,7829,9463,6807,8349,8352,1293
31525,7832,9467,6809,8352,8356,1294
31550,7835,9477,6817,8361,8366,1295
31575,7837,9483,6822,8366,8368,1295
31600,7840,9493,6833,8374,8376,1298
31625,7842,9501,6837,8383,8385,1298
31650,7843,9509,6844,8391,8392,1298
31675,7845,9516,6851,8395,8404,1298
31700,7849,9520,6855,8401,8409,1298
31725,7853,9528,6862,8407,8421,1298
31750,7856,9537,6870,8415,8430,1301
31775,7857,9549,6880,8424,8441,1302
31800,7861,9558,6888,8432,8451,1302
31825,7865,9568,6898,8441,8461,1304
31850,7866,9573,6903,8448,8468,1304
31875,7870,9581,6909,8452,8476,1306
31900,7873,9587,6915,8457,8482,1306
31925,7876,9595,6922,8463,8489,1307
31950,7882,9606,6932,8474,8500,1308
31975,7886,9616,6937,8480,8508,1308
32000,7890,9623,6943,8487,8512,1309
32025,7894,9632,6949,8496,8520,1309
32050,7899,9638,6955,8502,8527,1311
32075,7901,9643,6962,8507,8533,1312
32100,7904,9650,6966,8511,8541,1314
32125,7911,9658,6972,8517,8549,1314
32150,7916,9665,6977,8525,8554,1314
32175,7918,9671,6982,8527,8558,1315
32200,7919,9676,6985,8532,8561,1316
32225,7923,9679,6989,8536,8565,1316
32250,7928,9687,6996,8543,8570,1317
32275,7930,9693,7003,8549,8577,1317
32300,7933,9701,7009,8559,8585,1317
32325,7934,9706,7013,8563,8589,1317
32350,7938,9714,7021,8567,8595,1317
32375,7939,9720,7025,8572,8599,1320
32400,7940,9726,7030,8576,8603,1321
32425,7943,9733,7038,8585,8609,1321
32450,7943,9744,7046,8595,8616,1321
32475,7947,9752,7053,8602,8624,1321
32500,7948,9754,7054,8604,8627,1321
32525,7951,9764,7061,8614,8631,1322
32550,7954,9773,7069,8622,8638,1322
32575,7958,9783,7078,8630,8645,1323
32600,7961,9793,7084,8639,8651,1323
32625,7962,9799,7092,8645,8658,1323
32650,7966,9807,7100,8650,8668,1325
32675,7970,9818,7107,8660,8676,1328
32700,7973,9826,7115,8669,8685,1328
32725,7976,9834,7123,8675,8691,1328
32750,7978,9840,7126,8681,8694,1328
32775,7980,9851,7134,8689,8702,1329
32800,7983,9861,7143,8697,8714,1330
32825,7986,9876,7156,8712,8728,1333
32850,7987,9884,7161,8718,8735,1335
32875,7989,9894,7168,8727,8744,1335
32900,7991,9903,7175,8732,8753,1338
32925,7995,9913,7183,8741,8762,1340
32950,8000,9921,7189,8749,8769,1340
32975,8003,9929,7197,8757,8775,1340
33000,8009,9937,7205,8764,8783,1342
33025,8012,9943,7212,8771,8789,1343
33050,8014,9952,7221,8779,8796,1346
33075,8021,9963,7231,8787,8807,1347
33100,8024,9972,7239,8797,8814,1349
33125,8029,9984,7252,8809,8825,1352
33150,8033,9994,7261,8819,8831,1352
33175,8035,10004,7271,8827,8837,1353
33200,8038,10013,7280,8835,8847,1353
33225,8040,10022,7288,8846,8860,1355
33250,8042,10027,7294,8854,8865,1355
33275,8046,10033,7299,8859,8868,1355
33300,8049,10038,7306,8867,8875,1356
33325,8052,10044,7311,8877,8882,1357
33350,8054,10052,7317,8886,8889,1357
33375,8056,10059,7323,8895,8897,1357
33400,8061,10068,7330,8901,8903,1357
33425,8065,10081,7341,8906,8912,1357
33450,8068,10091,7349,8916,8918,1359
33475,8073,10099,7356,8922,8927,1359
33500,8076,10104,7361,8925,8931,1361
33525,8080,10110,7365,8932,8937,1364
33550,8083,10120,7374,8936,8944,1364
33575,8084,10127,7380,8943,8950,1365
33600,8089,10138,7384,8952,8957,1367
33625,8091,10149,7392,8956,8967,1368
33650,8094,10159,7401,8962,8977,1370
33675,8100,10169,7406,8969,8984,1370
33700,8102,10176,7411,8976,8993,1371
33725,8104,10182,7417,8981,8999,1374
33750,8106,10190,7426,8987,9007,1375
33775,8108,10199,7432,8996,9016,1378
33800,8111,10211,7441,9008,9025,1378
33825,8114,10221,7449,9015,9029,1379
33850,8116,10234,7460,9024,9040,1380
33875,8117,10240,7465,9031,9045,1381
33900,8123,10252,7476,9040,9055,1382
33925,8125,10258,7482,9045,9061,1384
33950,8128,10262,7486,9048,9067,1384
33975,8129,10267,7491,9055,9073,1386
34000,8134,10275,7496,9061,9082,1387
34025,8137,10284,7504,9066,9090,1389
34050,8145,10293,7513,9074,9101,1390
34075,8150,10300,7520,9084,9107,1394
34100,8155,10304,7525,9088,9112,1396
34125,8162,10313,7533,9096,9121,1397
34150,8170,10319,7539,9103,9128,1397
34175,8179,10327,7547,9110,9139,1398
34200,8184,10333,7549,9117,9143,1399
34225,8191,10341,7556,9128,9154,1400
34250,8199,10353,7566,9138,9164,1401
34275,8203,10357,7569,9142,9167,1403
34300,8208,10369,7579,9150,9178,1404
34325,8213,10378,7586,9158,9186,1405
34350,8214,10385,7592,9160,9194,1407
34375,8214,10391,7597,9167,9200,1407
34400,8218,10400,7604,9175,9208,1408
34425,8222,10408,7611,9181,9215,1410
34450,8223,10415,7617,9187,9224,1411
34475,8225,10423,7626,9195,9232,1414
34500,8229,10426,7631,9200,9235,1414
34525,8232,10433,7637,9205,9243,1415
34550,8239,10441,7644,9214,9250,1417
34575,8245,10451,7653,9225,9259,1418
34600,8252,10462,7660,9233,9266,1419
34625,8257,10473,7670,9241,9277,1420
34650,8265,10479,7678,9248,9283,1421
34675,8272,10490,7690,9259,9293,1421
34700,8275,10498,7699,9269,9299,1421
34725,8280,10504,7704,9272,9306,1423
34750,8282,10511,7710,9278,9312,1423
34775,8289,10521,7721,9287,9324,1424
34800,8293,10529,7728,9296,9332,1427
34825,8301,10539,7738,9309,9339,1428
34850,8308,10549,7748,9320,9349,1430
34875,8319,10562,7759,9334,9359,1430
34900,8322,10570,7767,9341,9366,1432
34925,8329,10577,7775,9350,9376,1432
34950,8333,10591,7789,9362,9388,1434
34975,8336,10596,7794,9367,9395,1436
35000,8341,10605,7804,9376,9404,1436
35025,8345,10613,7814,9384,9412,1437
35050,8349,10623,7823,9395,9422,1438
35075,8351,10631,7830,9400,9428,1438
35100,8353,10640,7837,9407,9436,1441
35125,8357,10646,7844,9413,9443,1443
35150,8359,10652,7848,9417,9448,1445
35175,8359,10657,7854,9420,9454,1449
35200,8361,10669,7865,9424,9460,1450
35225,8367,10680,7876,9433,9467,1450
35250,8373,10692,7889,9441,9477,1451
35275,8377,10701,7898,9451,9484,1452
35300,8382,10707,7904,9455,9489,1452
35325,8386,10718,7914,9463,9494,1452
35350,8389,10728,7925,9469,9502,1453
35375,8392,10738,7935,9479,9509,1454
35400,8396,10753,7950,9490,9519,1455
35425,8400,10765,7958,9496,9526,1455
35450,8405,10778,7968,9507,9534,1456
35475,8408,10783,7971,9513,9539,1458
35500,8408,10791,7981,9520,9548,1460
35525,8410,10798,7989,9528,9554,1460
35550,8414,10809,8001,9541,9563,1460
35575,8418,10816,8008,9548,9569,1462
