Time(Iteration),oracleLinUCB,dLinUCB,DyClu
114,14.64049662905147,82.86078285843313,33.31362585300564
115,14.661532445730929,83.09667595088196,33.45487588359216
116,14.702861151731733,83.16327835715744,33.55085984806084
117,14.783257950256784,83.18616518171493,33.63125664658589
118,14.783257950256784,83.41296715575665,33.63125664658589
119,14.821403752058899,83.47438806935584,33.707231115624126
120,14.841129005699282,83.53325228419604,33.72608449804028
121,14.841129005699282,83.57804734587006,33.72608449804028
122,14.8565551986581,83.80525157666158,33.78987854921049
123,14.895141618362256,83.96748152463384,33.966673359155074
124,14.895141618362256,84.11161835928402,33.966673359155074
125,14.917355714256788,84.27322004793851,34.03789996542836
126,14.930529446175694,84.30006405159048,34.05107369734726
127,14.948424456601373,84.4570743426167,34.06896870777294
128,14.948424456601373,84.64252176203308,34.06896870777294
129,14.948424456601373,84.8027890227604,34.06896870777294
130,14.948424456601373,84.81737941209327,34.10826189781576
131,14.948424456601373,84.81737941209327,34.10826189781576
132,14.948424456601373,84.87529602643583,34.12974564987658
133,14.948424456601373,84.90384376545097,34.15381914559534
134,14.948424456601373,85.16100860232521,34.15381914559534
135,14.948424456601373,85.26237218476884,34.182980069001054
136,14.948424456601373,85.28678807031139,34.28256015928665
137,15.02964223156124,85.49740929674779,34.36377793424652
138,15.123044146196566,85.67911053560923,34.48222164769018
139,15.12562741549015,85.75654955159165,34.56224393296618
140,15.12562741549015,85.88730216470637,34.56224393296618
141,15.197336811582305,85.93271038967441,34.694550636017595
142,15.197336811582305,85.93271038967441,34.694550636017595
143,15.197336811582305,85.93271038967441,34.694550636017595
144,15.24686647920072,85.96392814869569,34.72576839503886
145,15.24686647920072,85.98228650716025,34.77712752073509
146,15.252239199907262,86.03953437599482,34.78250024144163
147,15.252239199907262,86.06542094213428,34.78250024144163
148,15.282694125493618,86.09587586772064,34.80979955083816
149,15.282694125493618,86.40012805883514,34.80979955083816
150,15.284185905885174,86.46563839749557,34.80979955083816
151,15.284185905885174,86.46563839749557,34.80979955083816
152,15.284185905885174,86.48182900817848,34.80979955083816
153,15.311772510496032,86.48182900817848,34.83340269444165
154,15.3209740778762,86.61983214904348,34.88296863790966
155,15.3209740778762,86.72078285417673,34.88296863790966
156,15.3209740778762,86.80113007168538,34.88296863790966
157,15.3209740778762,86.88059625615067,34.88296863790966
158,15.3209740778762,87.02615312756916,34.88296863790966
159,15.352534587890498,87.09675228546668,34.91452914792396
160,15.354647229123325,87.0988649266995,34.916641789156785
161,15.354647229123325,87.0988649266995,34.916641789156785
162,15.397256971445197,87.36529137615243,34.95925153147865
163,15.397256971445197,87.46373686859563,35.02842179550252
164,15.397256971445197,87.49972723226385,35.03400171830269
165,15.397256971445197,87.71467304196688,35.05375639261535
166,15.429771766978325,87.76530168475506,35.08627118814847
167,15.431937839522275,87.94428801607104,35.214631831489996
168,15.438488772071537,87.9508389486203,35.221182764039256
169,15.438488772071537,87.97133760740458,35.241681422823525
170,15.455505452863095,88.08374902689089,35.30110239370101
171,15.48964308966405,88.12714065534597,35.344494022156105
172,15.514512187132327,88.13507919930201,35.4047779884961
173,15.515594649270483,88.2355135406589,35.4572815125891
174,15.516704273042956,88.23662316443138,35.45839113636157
175,15.548267449220653,88.34168876464693,35.50739352391744
176,15.548267449220653,88.34168876464693,35.50739352391744
177,15.548267449220653,88.34168876464693,35.50739352391744
178,15.548267449220653,88.46424199484407,35.50739352391744
179,15.659917450204073,88.62581470825481,35.675728646801744
180,15.68070873369003,88.71020199705313,35.675728646801744
181,15.69525849820104,88.72895907194057,35.690278411312754
182,15.69525849820104,88.7984262195341,35.70836024912025
183,15.699528188977053,88.8026959103101,35.74354718015681
184,15.699528188977053,88.8398285545789,35.78010632631404
185,15.699528188977053,89.14820889469597,35.81426931088763
186,15.699528188977053,89.22592155725663,35.81426931088763
187,15.699615121153414,89.30553388308468,35.81435624306399
188,15.699615121153414,89.4621072278603,35.81435624306399
189,15.73191866335433,89.52974660689821,35.81861901945343
190,15.836627028196961,89.62291811618427,35.91708936114944
191,15.836627028196961,89.9776513444989,36.064473370428146
192,15.836627028196961,90.01829199033173,36.064473370428146
193,15.866395835739665,90.04806079787444,36.09424217797085
194,15.906450783285086,90.0809616800996,36.17142544921042
195,15.906450783285086,90.09026914695235,36.17142544921042
196,15.906450783285086,90.11453738864523,36.17142544921042
197,15.906450783285086,90.14197655391804,36.17142544921042
198,15.919515989814876,90.15587319106098,36.306518605564385
199,15.919515989814876,90.26071035381084,36.306518605564385
200,15.925920986402401,90.48092840033819,36.306518605564385
201,15.928801322240302,90.58978497039038,36.309398941402286
202,15.928801322240302,90.67952199782046,36.309398941402286
203,15.952905470390613,90.70362614597077,36.3335030895526
204,15.952905470390613,90.73188866176451,36.3335030895526
205,15.952905470390613,90.73188866176451,36.3846959361134
206,15.952905470390613,90.74294643301891,36.39575370736781
207,16.03014954511827,90.77686936526368,36.46672788221172
208,16.043361583789256,90.77686936526368,36.4799399208827
209,16.043361583789256,90.77686936526368,36.4799399208827
210,16.064579689789152,90.91568117472683,36.51661978770486
211,16.132910982716066,91.07498962262176,36.584951080631775
212,16.140949745609046,91.10539449430573,36.615355952315745
213,16.149061098122626,91.21912507811258,36.68630909052781
214,16.155586287862246,91.26183787686372,36.68630909052781
215,16.155586287862246,91.32039951341571,36.72862485026607
216,16.155586287862246,91.3485484044907,36.81337244950496
217,16.155586287862246,91.49210692869377,36.85005073272879
218,16.179310578253876,91.5158312190854,36.884154991303454
219,16.179310578253876,91.55640335508029,36.929611236963964
220,16.179310578253876,91.55640335508029,36.929611236963964
221,16.179310578253876,91.74117543126422,36.929611236963964
222,16.19315285023213,91.80515333449144,36.929611236963964
223,16.19315285023213,91.94325230009576,37.02882843658218
224,16.19315285023213,91.94325230009576,37.03506033354088
225,16.19315285023213,92.02103448671645,37.03506033354088
226,16.262565365542162,92.28088955755953,37.15672162537938
227,16.30386179228001,92.39612073186767,37.204763772483616
228,16.30386179228001,92.41398476472442,37.20938318481616
229,16.318580769175565,92.41398476472442,37.2325627974244
230,16.359320011264284,92.4323072909591,37.25088532365909
231,16.37400702372284,92.47173954489362,37.25088532365909
232,16.37400702372284,92.47807555011413,37.2572213288796
233,16.42913919993333,92.52920063957525,37.26972456557661
234,16.42913919993333,92.60571169838292,37.26972456557661
235,16.42913919993333,92.79410956473347,37.26972456557661
236,16.438462583892132,92.81583629229357,37.27904794953541
237,16.438462583892132,92.88585648058108,37.28854092885119
238,16.438462583892132,92.93533983503109,37.28854092885119
239,16.478230305596536,92.996177321274,37.32934861344241
240,16.48490728709504,93.16113249024421,37.431606393703774
241,16.48490728709504,93.27780794405467,37.431606393703774
242,16.514183728668648,93.27780794405467,37.46088283527738
243,16.556539320313714,93.28932412832053,37.46088283527738
244,16.556539320313714,93.35593742122818,37.46088283527738
245,16.557134297635283,93.51654419646408,37.58966867392609
246,16.587308124481524,93.63105128622935,37.58966867392609
247,16.64992055436871,93.6950454355677,37.65228110381328
248,16.658737697354617,93.81261847494524,37.66109824679919
249,16.682137237017425,93.91767225079242,37.684497786461996
250,16.6999153323549,94.00379653804255,37.75379703377795
251,16.704740868529154,94.02621476705545,37.75379703377795
252,16.704740868529154,94.12397849455789,37.75379703377795
253,16.704740868529154,94.21842542159348,37.84824396081355
254,16.704740868529154,94.36063437839584,37.84824396081355
255,16.70692470170835,94.36281821157503,37.84824396081355
256,16.70692470170835,94.36281821157503,37.84824396081355
257,16.762166651551354,94.46457527454162,37.905159560710665
258,16.762166651551354,94.48644283372398,37.905159560710665
259,16.762166651551354,94.4885478380206,37.90726456500727
260,16.77288098130186,94.4992621677711,37.91797889475777
261,16.77288098130186,94.62497499314325,37.952994977527844
262,16.785268973867886,94.67127677620621,38.01168475315683
263,16.785268973867886,94.71066673989404,38.03032207054781
264,16.841616603208156,94.89097480000063,38.17221050079076
265,16.841616603208156,94.89097480000063,38.17221050079076
266,16.841616603208156,94.98940589339873,38.17221050079076
267,16.841616603208156,94.98940589339873,38.17221050079076
268,16.841616603208156,95.10030969804065,38.22032388677183
269,16.863298859276856,95.2095234074568,38.24200614284053
270,16.863298859276856,95.2095234074568,38.24200614284053
271,16.904212738624466,95.23392108809415,38.24200614284053
272,16.906293584226216,95.2360019336959,38.24408698844228
273,16.906293584226216,95.29917456648248,38.30725962122885
274,16.906293584226216,95.32493618296363,38.30725962122885
275,16.930000669505304,95.37356178345162,38.36455830228851
276,16.934806224707966,95.39652139204252,38.36936385749117
277,16.934806224707966,95.44006650172064,38.36936385749117
278,16.934806224707966,95.50172228459309,38.43316510076692
279,16.98044257223428,95.5866170073544,38.48210998454727
280,17.04311495658618,95.63590917192985,38.54478236889917
281,17.04311495658618,95.63590917192985,38.54478236889917
282,17.046172144686842,95.74710357960548,38.61051967362996
283,17.050558464857787,95.81488580050744,38.6149059938009
284,17.050558464857787,95.83140480083424,38.6149059938009
285,17.050558464857787,95.89898672777282,38.64946904779942
286,17.082064001264417,95.9635643743531,38.68212485800711
287,17.082064001264417,95.97933491372196,38.68212485800711
288,17.088837270082237,96.090519515194,38.70864918844883
289,17.105182135939263,96.1800625704076,38.70864918844883
290,17.105182135939263,96.22456893067411,38.75315554871534
291,17.14163704371041,96.24734405345228,38.75315554871534
292,17.14163704371041,96.29093064643489,38.75315554871534
293,17.14163704371041,96.3232097443854,38.93389049239105
294,17.18269192789643,96.40775346136098,38.9852729161735
295,17.186207250831995,96.41126878429655,38.9852729161735
296,17.19502961494534,96.50324691572376,38.9852729161735
297,17.19502961494534,96.50324691572376,38.9852729161735
298,17.200167963270573,96.50933587552379,39.01517534798862
299,17.21322502344701,96.52239293570022,39.01627383251033
300,17.21322502344701,96.54611703310835,39.01627383251033
301,17.2472466645948,96.58959970613567,39.01627383251033
302,17.25206719333426,96.59076446528776,39.04350992235388
303,17.25206719333426,96.76436562464104,39.07328821385464
304,17.253431134374207,96.76436562464104,39.0941860910917
305,17.253431134374207,96.82154781245742,39.14722057898925
306,17.253431134374207,96.90823646968887,39.14722057898925
307,17.253431134374207,96.90823646968887,39.14722057898925
308,17.253544794619852,96.90835012993452,39.15094086146271
309,17.253544794619852,96.94885971244904,39.15094086146271
310,17.30690038736493,97.07393491821193,39.21524943549134
311,17.30690038736493,97.11419586791024,39.21524943549134
312,17.313786272915518,97.13727435284915,39.222135321041925
313,17.313786272915518,97.19266640940293,39.222135321041925
314,17.33275727940046,97.21163741588788,39.24110632752687
315,17.33275727940046,97.35792948086063,39.24110632752687
316,17.334186810614003,97.3618879421711,39.24253585874042
317,17.334186810614003,97.37741621127394,39.24253585874042
318,17.334186810614003,97.55573848509123,39.30035652685993
319,17.334186810614003,97.6253999137109,39.32332416279006
320,17.334186810614003,97.6253999137109,39.32332416279006
321,17.334186810614003,97.66414188429971,39.35507620106354
322,17.33826928666897,97.66414188429971,39.35999512237236
323,17.33826928666897,97.68358799060152,39.379441228674175
324,17.33826928666897,97.68358799060152,39.379441228674175
325,17.363260156248828,97.69219402577502,39.404432098254034
326,17.363260156248828,97.69219402577502,39.404432098254034
327,17.368658069125168,97.75929723779572,39.409830011130374
328,17.368658069125168,97.82768887383693,39.409830011130374
329,17.415422883335737,97.84473503881104,39.41245820834232
330,17.42873031271504,97.85804246819035,39.425765637721625
331,17.437133561493244,97.90812549369163,39.48769112243178
332,17.437133561493244,97.93346176704667,39.48769112243178
333,17.437257445442114,97.99649168743882,39.52482887931246
334,17.437257445442114,98.06687719458104,39.52482887931246
335,17.437257445442114,98.11232305933828,39.52482887931246
336,17.437257445442114,98.11232305933828,39.56500281365934
337,17.46167433700811,98.18765607906694,39.58941970522534
338,17.46167433700811,98.18765607906694,39.58941970522534
339,17.48915539098902,98.21513713304785,39.61690075920625
340,17.494996526043597,98.24878310510493,39.63640656028903
341,17.494996526043597,98.30222453178685,39.63640656028903
342,17.4992790257518,98.45191304437637,39.63640656028903
343,17.50509069017055,98.5224364800615,39.64221822470778
344,17.569053168115968,98.56484609293618,39.72326247423339
345,17.57785875308418,98.65481351681308,39.72326247423339
346,17.57785875308418,98.65481351681308,39.72326247423339
347,17.597725914560463,98.67468067828936,39.74312963570967
348,17.62894693803082,98.70590170175971,39.77435065918003
349,17.62894693803082,98.70590170175971,39.77435065918003
350,17.645925111456158,98.8345428389602,39.84597597349074
351,17.645925111456158,98.95424688968949,39.84597597349074
352,17.674130630893995,99.03399123711235,39.900449733883626
353,17.674130630893995,99.0710692910256,39.90272031728319
354,17.676628553063843,99.07356721319545,39.92733578229912
355,17.676628553063843,99.15621167723478,39.957144177844086
356,17.676749330455305,99.19942325732349,39.957264955235544
357,17.702601658075586,99.20346074765067,39.97907979252865
358,17.702601658075586,99.20708040905932,40.07254988098613
359,17.702601658075586,99.20708040905932,40.07254988098613
360,17.71866399788146,99.29240672193389,40.07254988098613
361,17.751039200926947,99.32478192497938,40.10492508403161
362,17.75997623476157,99.33923376041828,40.145721649679
363,17.817208703019737,99.52204446054049,40.20295411793716
364,17.817208703019737,99.65234866934127,40.20295411793716
365,17.817208703019737,99.6913574945112,40.20295411793716
366,17.817208703019737,99.6913574945112,40.20295411793716
367,17.817208703019737,99.76553446885889,40.27713109228485
368,17.822418240408375,99.80228760620204,40.282340629673485
369,17.822418240408375,99.80228760620204,40.282340629673485
370,17.82573040532303,99.84410424455218,40.28565279458814
371,17.82573040532303,99.90349035801609,40.28565279458814
372,17.82573040532303,99.97671918801467,40.28565279458814
373,17.82573040532303,99.97671918801467,40.28565279458814
374,17.83640740621775,99.97671918801467,40.311355463902274
375,17.83640740621775,100.02222769843104,40.311355463902274
376,17.83640740621775,100.1378682877664,40.311355463902274
377,17.83640740621775,100.1378682877664,40.3454865993299
378,17.84291860990301,100.17972713969179,40.35199780301516
379,17.84291860990301,100.21141147895842,40.35199780301516
380,17.84291860990301,100.21141147895842,40.35199780301516
381,17.84291860990301,100.2311292895718,40.35199780301516
382,17.84291860990301,100.27775441826492,40.35199780301516
383,17.848219045337117,100.27775441826492,40.35729823844927
384,17.852256112375727,100.35831335418762,40.36133530548788
385,17.85970629763119,100.38806117685508,40.39108312815533
386,17.872410101232724,100.51452754703446,40.44845415916862
387,17.872410101232724,100.51452754703446,40.45349365949945
388,17.872410101232724,100.55028863314385,40.48925474560883
389,17.936763465376444,100.57545791961192,40.5334455243984
390,17.952534004745303,100.57545791961192,40.5334455243984
391,17.952534004745303,100.60087952772219,40.5334455243984
392,17.95918090624359,100.60752642922047,40.54009242589669
393,17.95918090624359,100.63901018391861,40.54009242589669
394,17.973721360941692,100.6877539570209,40.56564990070561
395,17.9757890235011,100.76151953292931,40.571763634405684
396,17.9757890235011,100.76151953292931,40.571763634405684
397,17.977345763352098,100.81403458791195,40.624278689388326
398,17.977345763352098,100.81403458791195,40.624278689388326
399,17.977345763352098,100.81403458791195,40.624278689388326
400,17.977345763352098,100.89583422471215,40.624278689388326
401,17.980499519863017,100.89583422471215,40.637541138036866
402,17.980499519863017,100.89583422471215,40.654050349945436
403,17.990071116678706,100.92715311805283,40.663621946761126
404,18.009663669923988,100.92715311805283,40.68321450000641
405,18.03430117127144,101.02275820837585,40.7217119433913
406,18.03430117127144,101.02275820837585,40.7217119433913
407,18.03513260188459,101.06029892456144,40.759252659576894
408,18.040343066638222,101.06550938931507,40.764463124330526
409,18.041994063811362,101.06716038648821,40.800639656882865
410,18.041994063811362,101.09119864633193,40.824677916726586
411,18.041994063811362,101.12949513895681,40.845665034664904
412,18.041994063811362,101.12949513895681,40.845665034664904
413,18.041994063811362,101.14194535353799,40.845665034664904
414,18.073657507436426,101.16316109885025,40.871675902748905
415,18.073657507436426,101.16316109885025,40.871675902748905
416,18.073657507436426,101.16316109885025,40.871675902748905
417,18.073657507436426,101.19437510176903,40.871675902748905
418,18.080840594210596,101.20637647449848,40.871675902748905
419,18.080840594210596,101.24706405809394,40.871675902748905
420,18.096701369569836,101.25528238958464,40.894309460267614
421,18.096701369569836,101.30884965716771,40.894309460267614
422,18.113679542995175,101.32582783059306,40.91128763369296
423,18.145646059669684,101.34243580263926,40.92789560573917
424,18.145646059669684,101.35138718888557,40.92789560573917
425,18.145646059669684,101.35138718888557,40.92789560573917
426,18.146888246931184,101.40481961212396,40.92789560573917
427,18.17882760826862,101.40481961212396,40.9598349670766
428,18.17882760826862,101.41498858488838,40.97000393984103
429,18.179713274679273,101.45304585525659,40.97088960625168
430,18.179713274679273,101.46913920107714,40.97956394704502
431,18.179713274679273,101.50034770347577,41.01077244944365
432,18.179713274679273,101.52787906166068,41.01077244944365
433,18.179713274679273,101.58991330718379,41.01077244944365
434,18.194004682860715,101.74274926249142,41.02536034142383
435,18.194004682860715,101.78440517081934,41.03329888537987
436,18.194004682860715,101.78440517081934,41.13367014245519
437,18.194004682860715,101.78717655381357,41.13644152544941
438,18.196739658726948,101.7899115296798,41.16176524869741
439,18.23442912523213,101.8626665009268,41.16176524869741
440,18.23442912523213,101.8626665009268,41.16176524869741
441,18.23442912523213,101.8626665009268,41.16176524869741
442,18.23442912523213,101.8626665009268,41.16176524869741
443,18.23442912523213,101.89517975763349,41.16176524869741
444,18.23774065769255,101.89517975763349,41.16507678115783
445,18.23774065769255,101.92596831674143,41.16507678115783
446,18.23774065769255,101.92596831674143,41.16507678115783
447,18.23774065769255,101.92596831674143,41.16507678115783
448,18.23774065769255,101.92596831674143,41.16507678115783
449,18.24008976606807,101.92831742511696,41.16742588953335
450,18.249366553190743,101.92831742511696,41.17670267665602
451,18.249366553190743,101.94841526971936,41.19194037506137
452,18.249366553190743,101.94841526971936,41.19194037506137
453,18.2566305264201,102.01398678282322,41.19920434829073
454,18.2566305264201,102.02323300696905,41.19920434829073
455,18.2566305264201,102.02323300696905,41.19920434829073
456,18.25975951432958,102.02636199487853,41.202333336200205
457,18.26575820934731,102.09543993315779,41.229817886052054
458,18.27705599836853,102.18650506265318,41.241115675073274
459,18.27705599836853,102.20625800215699,41.27108443756456
460,18.27705599836853,102.20625800215699,41.27108443756456
461,18.281093488695703,102.26725692426865,41.293403081308284
462,18.29386580157442,102.29445325717504,41.296537978042586
463,18.29386580157442,102.29445325717504,41.296537978042586
464,18.301529004148595,102.3475226101479,41.30420118061676
465,18.32458505210412,102.43746942638474,41.32725722857228
466,18.32458505210412,102.45049832641232,41.3579180006062
467,18.32660467852908,102.50143276158889,41.3995517812043
468,18.348840702585804,102.52366878564561,41.421787805261026
469,18.352695880530025,102.52752396358983,41.42564298320524
470,18.352695880530025,102.59172200972557,41.42564298320524
471,18.352695880530025,102.60120740290046,41.42564298320524
472,18.352695880530025,102.60120740290046,41.47590856447973
473,18.352695880530025,102.65278293870892,41.5274841002882
474,18.361288676979115,102.74144371885464,41.571751706099384
475,18.361288676979115,102.74144371885464,41.59078338971395
476,18.361288676979115,102.74144371885464,41.59078338971395
477,18.385377714239866,102.77830374385772,41.59673615800341
478,18.385377714239866,102.77830374385772,41.59673615800341
479,18.385377714239866,102.77830374385772,41.59673615800341
480,18.385377714239866,102.77830374385772,41.59673615800341
481,18.385377714239866,102.77830374385772,41.59673615800341
482,18.39168303022697,102.81204987188973,41.59673615800341
483,18.39168303022697,102.81204987188973,41.59673615800341
484,18.39168303022697,102.81204987188973,41.59673615800341
485,18.39168303022697,102.86082792158048,41.59673615800341
486,18.39168303022697,102.86082792158048,41.59673615800341
487,18.39829995799858,102.93181827504326,41.59673615800341
488,18.39829995799858,102.93181827504326,41.59673615800341
489,18.39829995799858,102.93181827504326,41.59673615800341
490,18.39829995799858,102.93704861241861,41.60196649537876
491,18.39829995799858,102.94719171818411,41.60196649537876
492,18.39829995799858,102.94719171818411,41.60196649537876
493,18.39829995799858,102.95583482487595,41.60196649537876
494,18.39829995799858,103.06124055120563,41.60196649537876
495,18.406285207429065,103.06922580063612,41.609951744809244
496,18.410215143465738,103.06922580063612,41.61388168084592
497,18.410215143465738,103.06922580063612,41.61388168084592
498,18.410215143465738,103.06922580063612,41.61388168084592
499,18.410215143465738,103.06922580063612,41.61388168084592
500,18.435188882012064,103.1051078754063,41.6497637556161
501,18.45114431136179,103.1985996584558,41.66571918496583
502,18.457654154065317,103.20510950115933,41.67222902766935
503,18.489284891754867,103.27335959611521,41.67877996021861
504,18.49882647255046,103.28290117691081,41.688321541014204
505,18.49882647255046,103.28290117691081,41.688321541014204
506,18.49882647255046,103.31679062205383,41.69327106726221
507,18.511182659942225,103.35646005042351,41.71562132814414
508,18.514701144373905,103.42144087836057,41.71913981257582
509,18.514701144373905,103.42144087836057,41.72056079765079
510,18.514701144373905,103.42144087836057,41.72056079765079
511,18.514701144373905,103.42144087836057,41.72056079765079
512,18.514701144373905,103.42707642926129,41.72619634855151
513,18.514701144373905,103.42707642926129,41.72619634855151
514,18.514701144373905,103.44652526696058,41.72619634855151
515,18.514701144373905,103.44897125446847,41.72619634855151
516,18.514701144373905,103.44897125446847,41.72619634855151
517,18.514701144373905,103.44897125446847,41.72619634855151
518,18.514994477293516,103.58731413075773,41.72648968147112
519,18.514994477293516,103.61659756266702,41.72648968147112
520,18.54195383883329,103.64781970059623,41.753449043010896
521,18.54195383883329,103.68552553826233,41.753449043010896
522,18.54195383883329,103.77838728458843,41.753449043010896
523,18.54195383883329,103.78772077461487,41.753449043010896
524,18.54195383883329,103.78772077461487,41.753449043010896
525,18.54195383883329,103.81553459696167,41.76383700710502
526,18.54195383883329,103.869344349074,41.76383700710502
527,18.55758192321002,103.92793635722377,41.76383700710502
528,18.55758192321002,103.92793635722377,41.76383700710502
529,18.55758192321002,103.94267262534585,41.7785732752271
530,18.55758192321002,103.99973118870172,41.83563183858297
531,18.55758192321002,103.99973118870172,41.83563183858297
532,18.559753941198895,104.0019032066906,41.837803856571846
533,18.567506019187025,104.0019032066906,41.845555934559975
534,18.567506019187025,104.04724670969985,41.845555934559975
535,18.567506019187025,104.06254859866588,41.89536166442189
