Time(Iteration),oracleLinUCBTheta,dLinUCBTheta,DyCluTheta
82,0.15768409094950106,0.40969294823384184,0.3716102645962465
83,0.1585872771000704,0.40318696766670215,0.3657445157542388
84,0.15701395943853189,0.3993109526207689,0.36866806538413094
85,0.15716666988060363,0.3926246441157,0.36441427497191514
86,0.15565540636876016,0.38470102320113925,0.36289518621042116
87,0.15102086493927977,0.38295826744429806,0.3486540253152118
88,0.14951444901545682,0.37842956994460863,0.35145353269618573
89,0.1506628054030267,0.37167677266776,0.3477111863192766
90,0.15048529707972855,0.37108685519171525,0.34025953188636854
91,0.15077183714623515,0.3683933393698572,0.3410273217003175
92,0.14833513365190007,0.36776040914429436,0.3430806205882163
93,0.14944127067618346,0.36508121757967504,0.34164031889523483
94,0.14769615311267875,0.3623672531255862,0.33837197377337247
95,0.14562474558207333,0.36124787708276174,0.3370660243412078
96,0.14583746348580928,0.3597939396443074,0.32877414976106667
97,0.14601202255425366,0.3598651238427283,0.3278655783935321
98,0.14673704137887736,0.3539354758788937,0.3315414665568801
99,0.14436396973981142,0.34899250185729513,0.32633790365823023
100,0.14227299487281647,0.34440860902062687,0.3230735753184767
101,0.14124897288697205,0.3403066073091651,0.32601831805162773
102,0.14445239220559655,0.34002102287345226,0.3262533647583877
103,0.14397425172717337,0.3411993837006808,0.32249267424918054
104,0.1434852023519651,0.33735929974382844,0.3238109727152422
105,0.14219319589171547,0.33448495539030754,0.3242353804155412
106,0.1468560222139023,0.3385184710732846,0.32946180505847145
107,0.14634918281569134,0.3317752298134609,0.3268108995759098
108,0.14617637276418743,0.32096646059578293,0.32441658832877596
109,0.14698314277575605,0.3237107802525073,0.321942403110238
110,0.14481899768651835,0.32365149779242663,0.3193333915829661
111,0.14218716795707242,0.32032385052528134,0.31610313107533666
112,0.14331251602395445,0.31871099847479234,0.31015702556666486
113,0.1412084963930518,0.3178229893305119,0.30906250775302363
114,0.13673509399371392,0.3190938231574103,0.31034856847288644
115,0.1344624506817192,0.31876507798007286,0.3023287394758279
116,0.13387580159590526,0.31305945674320973,0.29966347695826456
117,0.13582369272833691,0.316140833131228,0.2941500059371752
118,0.13650646159850446,0.30847734645933317,0.2922416961515805
119,0.133210197210808,0.30286658021848667,0.2940990293437936
120,0.12823452068432742,0.3019714072891286,0.28982978665091846
121,0.12712619741997677,0.30219270982749435,0.29297666579076004
122,0.12539930794098397,0.29903352585216025,0.2904268122365078
123,0.12751371362528777,0.2998107196041984,0.29187974477021955
124,0.12783861866361895,0.2958994996835386,0.2891432521917928
125,0.12655777050997416,0.29368381460485915,0.28292601913241117
126,0.12473147593997516,0.29329875930279037,0.27922346896835776
127,0.1247595421957249,0.290190277486184,0.2807372583114989
128,0.1285903492263088,0.29177333301385794,0.27946201527639036
129,0.13011525677626784,0.28924325357236785,0.27846771095671247
130,0.13453736329571103,0.28847642354171743,0.2814904699077989
131,0.13659903873785245,0.2879637165369343,0.2838158944814205
132,0.13257307262769547,0.28534687112179513,0.28209731452477654
133,0.13126973896494484,0.28855897013637105,0.280389537051115
134,0.12707634033155943,0.28892256639488495,0.28001973832338084
135,0.1236464635692506,0.28898770948452335,0.28015231930165124
136,0.12261642738797192,0.287987578187235,0.28042056290583595
137,0.12213998583773904,0.2876291409227649,0.27991063513662057
138,0.12049520270191472,0.28269073839895914,0.27865192258090454
139,0.1179161590086327,0.27804389374862204,0.27728147120628643
140,0.11934442965131939,0.2793581451373736,0.27721982803702927
141,0.11866718248200306,0.27707862860508714,0.27410849052349634
142,0.1231162304803747,0.2763928623848494,0.274331810189519
143,0.12336176532579166,0.27458150961086203,0.2740917883639611
144,0.12556677192046398,0.2690566085384909,0.275335356825891
145,0.12720497413379359,0.2660506191150847,0.2750875665131223
146,0.12786356782599032,0.26588841491276993,0.2703089533875139
147,0.129401454817668,0.26550848743207117,0.26943155151838283
148,0.1303985732324108,0.26805658351587164,0.27034551073754465
149,0.13197866252222437,0.267521061241941,0.27311553183133225
150,0.13325473282275802,0.26574368686823396,0.27011078778376935
151,0.13337350158775585,0.26664540985868385,0.2701279171957241
152,0.1337930759407203,0.2686502407032731,0.2712022646335436
153,0.13427280305739495,0.2679247592966475,0.2706870009120423
154,0.13366374867763062,0.268777191646829,0.27050583246370735
155,0.1352888304581245,0.2699075417092126,0.27182838136139
156,0.1381255722003677,0.27122318547448476,0.2741585882486067
157,0.1382980644642005,0.2706570017532142,0.27292632631637354
158,0.13981256830374128,0.2721731911741962,0.2756961113149204
159,0.13814854720393455,0.2699435952220246,0.2720596230800294
160,0.1331269267129437,0.2711982478557456,0.27086214911876066
161,0.13122254193590027,0.2721819470097143,0.2737221875954813
162,0.13011490532552247,0.27522902480179207,0.2721854214852405
163,0.13119019745461535,0.27613914023835584,0.27269552347116355
164,0.13413597200279054,0.27359622892582747,0.272592254320974
165,0.13240478903849892,0.272406908644878,0.27314593020198574
166,0.13304940936671178,0.2724922365268793,0.2736545433864748
167,0.13453854535211304,0.27217621578781337,0.2714027128628568
168,0.13348753084714227,0.2728195049509634,0.2716994511118403
169,0.13319680540333498,0.2734482958439387,0.27025616274934644
170,0.1323287315766405,0.2724769442051741,0.27014945271367274
171,0.13285652007301338,0.27291056045262585,0.27150994190106215
172,0.13630543525567845,0.2739465785335575,0.2690548744013152
173,0.13470314584294635,0.27366712567061613,0.26477616544466204
174,0.135259492148441,0.2725766759101804,0.2658133044981998
175,0.13372364531821185,0.2711143640571891,0.2653742611213084
176,0.13402895142534638,0.2690566053236111,0.2635632784117311
177,0.1338172184007304,0.26921530061207444,0.25991007424658397
178,0.13228945105689863,0.2685045213818696,0.2577445153831673
179,0.1339836075204401,0.26502848447913596,0.2606691959648707
180,0.137790589591341,0.26086447189702705,0.2587919382651268
181,0.1390206293699137,0.26052530834066456,0.2600609857931164
182,0.13851165257672948,0.2597074980054669,0.25712939578958266
183,0.13724046411850538,0.26093520209636406,0.2575362653391617
184,0.140096686729677,0.2631642576571223,0.25825414150465503
185,0.1400257577933964,0.25957868111128246,0.25513728296121546
186,0.13871628363315228,0.2597255118511161,0.25478588514512956
187,0.13751823021055037,0.25780146141253923,0.25581613155675065
188,0.13749216173494644,0.2553268843142368,0.25623240715161416
189,0.13674512867991484,0.2549684794293557,0.2543636117398175
190,0.13746710500708703,0.25675629414473256,0.2554632628012147
191,0.1385777834046315,0.25727927578931914,0.2541124616443768
192,0.1375514170252687,0.2581699856600989,0.2562442277818867
193,0.1390634440780493,0.25847617509907467,0.2579600792190587
194,0.13868603247211728,0.2572421763678912,0.2572513513108772
195,0.13541795082941857,0.25618101363847934,0.25827704281003294
196,0.133055337852848,0.25633146911451116,0.2572883291615419
197,0.13247542801182455,0.255807512444454,0.25562736229532274
198,0.1336515633975555,0.252858861835058,0.25793264977988184
199,0.13752884479409427,0.25294743243179185,0.2576808799551539
200,0.1369031648303493,0.25248158898219386,0.2568686321471859
201,0.1361374144416489,0.25047033141086034,0.25628463663665385
202,0.13461910695252133,0.24965241647823602,0.25557979597077957
203,0.13445051075004433,0.24939199844694074,0.255633581175668
204,0.13276180312546784,0.24541692605015517,0.2544896483813781
205,0.13269254915031045,0.24628602355055382,0.2567496061542037
206,0.13637078403371247,0.24566823981454053,0.25919589990043396
207,0.13747018748751266,0.24508682132147425,0.25867041624205217
208,0.13769042696060468,0.24566346314441537,0.2576909439028275
209,0.13481410129323224,0.24462472868269453,0.25492930025931654
210,0.13488407369401142,0.24609499769204207,0.2537060571631315
211,0.1354298331408172,0.24642156231909046,0.2544048883294201
212,0.13469465429208594,0.2471737162805955,0.2562275537160813
213,0.13356851040028517,0.24550230656577474,0.2564809764644264
214,0.13154346323676946,0.2444852657470681,0.2569513031790601
215,0.13127119486836367,0.24365181863561078,0.2548396919804761
216,0.13165497454997316,0.24325536330770303,0.2542707278042339
217,0.13299072022292185,0.2440025690825632,0.2551488446876352
218,0.13314488228118074,0.24402042991506265,0.25608804942278096
219,0.13106718413975918,0.24288501626583164,0.25592054420025534
220,0.13205876747343698,0.24181627657468213,0.2548718190687268
221,0.13149465620872183,0.24075329222805295,0.2555712138872883
222,0.1302918725499743,0.24154931641443125,0.25368001601911017
223,0.1289052063712218,0.24164046014886523,0.25634393593873456
224,0.12865920756445978,0.24089312108082744,0.2580127758023156
225,0.12843970880641786,0.23956345238693877,0.2572783724925369
226,0.1285423029870815,0.2397054423565616,0.25879879331850586
227,0.12647978313845135,0.23677280403942524,0.2558845138541874
228,0.12502732264885638,0.23425728563189702,0.258206797896978
229,0.12591506995233853,0.2348627841182913,0.25692265016299354
230,0.12672438785780138,0.2357290243236089,0.2576833857094834
231,0.1267123306297034,0.23821176131201605,0.2613052270904309
232,0.12614262173877594,0.2382755733000656,0.26080276438300865
233,0.12479571835087697,0.23738729360995534,0.26172115571793086
234,0.1243991703969954,0.23718993183183631,0.26090544754361866
235,0.12508964404584327,0.23904932756227085,0.26248412537492166
236,0.12721261935869038,0.24092100581378895,0.26350967998457564
237,0.12962297969042558,0.2405184477771795,0.2637858084953173
238,0.1302388992164924,0.24119270039952106,0.2665207850947014
239,0.1302856572776833,0.2410901739748607,0.26694490946609695
240,0.1295619585917888,0.24063139541142578,0.2665224758487703
241,0.12830427132661212,0.23938509749710762,0.26572072460079565
242,0.1299034692804481,0.24054594382667155,0.2670836400530128
243,0.13090509583598603,0.24083063275869523,0.2660028563629119
244,0.12941718021338053,0.2417841663059616,0.2662684520540134
245,0.12731751885131964,0.24071120401568744,0.26498719379494073
246,0.12634730775028885,0.24172151160478644,0.2642344173350792
247,0.12832359607123892,0.2407479413598279,0.2647016085537328
248,0.12809575178009788,0.23921643929776107,0.269130436002295
249,0.12992978094003943,0.23657271777742742,0.26724220818055794
250,0.12686007776264246,0.23504912050691712,0.2652670941047984
251,0.1274302089590597,0.23586006110500873,0.2646968563769284
252,0.12655096873426294,0.23093332736632544,0.2618971249239133
253,0.1287680658918518,0.23140191845721278,0.2616018062532032
254,0.12938481026530416,0.22922154219950258,0.2617527902483602
255,0.13003546789537418,0.2295398736063648,0.2623593326084478
256,0.1315731067043209,0.22747803552391166,0.2610621364541998
257,0.13097951717956155,0.22727758161864492,0.2600288408405365
258,0.12930934673411457,0.22580745027988552,0.25684146894581394
259,0.12796030790822105,0.22574502654312706,0.2558294166107126
260,0.1281225727028917,0.2246290220911636,0.2559758386380562
261,0.12876961920287563,0.22465305911380837,0.2550820561016952
262,0.13011581522848503,0.22436137592507296,0.2571928512818894
263,0.12821703878913687,0.22654105549935005,0.25614451115532755
264,0.1275702392781362,0.22617273331511245,0.25654956621723907
265,0.1296350681250748,0.22601225811515238,0.25655712763308336
266,0.1296221999201686,0.22671384765973435,0.25674050488858624
267,0.1312484293766099,0.2256881666884712,0.255387972873622
268,0.13088525661968262,0.22384667254786686,0.25405675898652236
269,0.1307838738438114,0.22417550016889143,0.25336342977231247
270,0.12956943905135315,0.22254293894640148,0.2509117708376467
271,0.1292108432401727,0.22233668781275506,0.2506086500382076
272,0.12826316665615312,0.22038268144442713,0.2509693125417053
273,0.12932356183499755,0.21986073621720972,0.2510990157315872
274,0.12860124760769975,0.2197794990331298,0.2506682233696046
275,0.12816627907435377,0.21830790040251552,0.24966074934898957
276,0.13007850804262394,0.2185893170665913,0.2502674190255104
277,0.130345518696274,0.2185491515615575,0.24881451114909908
278,0.12774953742436432,0.2189305574659845,0.2488838133619696
279,0.1275047236729429,0.21830694470477519,0.2487217323931373
280,0.12759646175979145,0.21728300091376923,0.2477214382734922
281,0.12770381658844934,0.21554624708780903,0.2455809670669483
282,0.12833612891362456,0.21675247157752212,0.2468978222504671
283,0.12785104058070618,0.21712101493687141,0.24756862976148036
284,0.1248563019635435,0.2149325995998482,0.24352935537666603
285,0.12371392540006416,0.21513815508770243,0.24481607114862108
286,0.12350198266583379,0.2152902082976868,0.24502062510548997
287,0.123797607260641,0.2146852374377286,0.24587884236112978
288,0.1235428473512871,0.21423309781696612,0.2449110864191137
289,0.12332929028839094,0.21476913572195566,0.24628299960826525
290,0.12227420359196237,0.21464684346045754,0.24603462636051746
291,0.12215967894917046,0.21512241948532748,0.24731261171274838
292,0.1223593691508873,0.21425400968194003,0.24692372320426972
293,0.12238306238824512,0.21255352494068686,0.2452167605266305
294,0.12017743878299883,0.21070060241573146,0.2454734373188941
295,0.12235790822498631,0.2103074123501712,0.24663430636221087
296,0.12435846295739525,0.20948839937788563,0.24529724161694516
297,0.12564258464240494,0.210708396436497,0.24506273953605553
298,0.12464340137797869,0.2109959176074911,0.2441674489299507
299,0.1248122619713528,0.2112056124266298,0.24409564580110796
300,0.1249858992090808,0.21029637997330028,0.24296323905849598
301,0.12517770983584103,0.20917986424867804,0.24168697549385953
302,0.1249892198838561,0.20792796252060905,0.24277286931447298
303,0.12707313109073165,0.20480894134692842,0.24096758201156945
304,0.1289640631831846,0.2054054468352747,0.2434886902973222
305,0.13198839903449394,0.20587698645684122,0.24410223129552203
306,0.1328583472188238,0.2043104557398201,0.24359994757820713
307,0.1336475532143297,0.20567227693299697,0.24442321122443858
308,0.1347849310754279,0.20515136027700107,0.24425624314161035
309,0.13503038698463404,0.20550430762748656,0.24445082099356652
310,0.13431343276653696,0.20522989304904563,0.2442081003279848
311,0.1330095897223939,0.20376953858790384,0.24247450757321237
312,0.13109456216489015,0.20427447513819388,0.24182982514301132
313,0.13083382235667837,0.2048031877056519,0.24213045826935664
314,0.13090166073078507,0.20393245046887026,0.24196484445563965
315,0.13089068981570298,0.20308598527155025,0.2431188305434226
316,0.1291448567502694,0.202211567899863,0.24180262432046318
317,0.1296904444779053,0.20169473146859268,0.2409534151303056
318,0.12974079601135396,0.20281237135758595,0.24157892233535389
319,0.12900241369547893,0.20305755015267893,0.23891609239942505
320,0.12471464608424984,0.20209716978726355,0.23587583784959287
321,0.12459460479094073,0.2015406255188205,0.23503372951083384
322,0.12430739971394722,0.20111875994617465,0.23377593805389568
323,0.12309200833141043,0.20111388979518444,0.2335897514062489
324,0.12199823556058356,0.20092303669461958,0.23163759163302294
325,0.12038884972626711,0.20071125204362922,0.23115255449063773
326,0.12086138201785927,0.19871956140926939,0.23015195584905035
327,0.12025821568362294,0.19676797819104838,0.22866216587364185
328,0.11938791791211023,0.19550082889082182,0.22733157308901775
329,0.1176330266807796,0.19674114033055312,0.22744840934477698
330,0.1170096488224804,0.19749312801257674,0.22793316428385185
331,0.11744807644212048,0.1961267739050267,0.22688760485272702
332,0.11811160938346861,0.19642004999914192,0.2270061605612575
333,0.11978183222041787,0.1947172244536654,0.22720290465932771
334,0.1219226336481809,0.19494258151328359,0.227325034817974
335,0.12235277280185812,0.19543588668889508,0.2281776628425419
336,0.12058985588216091,0.1950954807270771,0.22861791665622402
337,0.11898634544922246,0.19765081174625693,0.22920301425197764
338,0.12043594768811876,0.1973459665682423,0.22949565647644304
339,0.11945893372312313,0.19718097008184654,0.22922816886999767
340,0.1187027018279709,0.19657338019709877,0.22798656873660575
341,0.1184203857800334,0.1986304433882065,0.22704348410054104
342,0.1176410436820948,0.1989273277241443,0.2270774135237331
343,0.11844912725563954,0.19873622607932948,0.22600302249433488
344,0.11843734476034787,0.19801633659640444,0.2253051535904198
345,0.11809750241350422,0.19796603770864998,0.22544229427530066
346,0.11726403362386098,0.1964925367126066,0.22537094549218498
347,0.11722467223819359,0.19724167419432517,0.2262091064400586
348,0.11741500771742482,0.19850199844869637,0.22621541429219932
349,0.11852728271781623,0.19812428755739092,0.22664971286743324
350,0.11649813605067072,0.19687414182415827,0.2247550306930996
351,0.11614089590687213,0.19580549941206554,0.2245386881593055
352,0.11463744579238082,0.19671986862776356,0.22428182209323472
353,0.11523371349096219,0.19649018801999985,0.2233863535649893
354,0.11530512471469896,0.19696827041169443,0.2235012313978398
355,0.11462001657156866,0.19790415808625922,0.22421621151158844
356,0.11559150727856045,0.19828300712804955,0.22489847099777416
357,0.11682438314943515,0.19667014008211384,0.22174875351466422
358,0.11637144231258782,0.19606191473774248,0.22038121666847924
359,0.11722009470667887,0.19607070551013966,0.2197555240222561
360,0.1169486339546755,0.19546234410475508,0.21987503477816622
361,0.11738568305954314,0.19648443224088646,0.2214107279156082
362,0.11846132796037649,0.19659608008278098,0.22056802545655527
363,0.11860989701292726,0.19431923417452615,0.2182800024486579
364,0.11925836988553162,0.19407625163686068,0.21744766792560782
365,0.11734531530124948,0.19389055198774743,0.2192721351271793
366,0.11503872330571477,0.1925132922927936,0.21799424019290842
367,0.11346579238762507,0.19202401139397457,0.2181169502461055
368,0.11410421763484906,0.1902096794395185,0.21841426271546965
369,0.11520157901992985,0.1905749646136574,0.2188995661254091
370,0.11539893169089681,0.18993384353966575,0.21850540627798276
371,0.11382792195118156,0.18914901566542533,0.21808541012946603
372,0.11423446191255607,0.1886275559830088,0.21688945382857225
373,0.11484115429945374,0.18874389114676632,0.2163799391557164
374,0.11467194259514443,0.18847750731890395,0.2166392297427177
375,0.11385475936136094,0.18802084140892503,0.21558623557194942
376,0.1141362546900698,0.18693713634718007,0.21420157145523913
377,0.11306981076947394,0.1848733917998155,0.21241060812287055
378,0.11295288660148273,0.18438329113624224,0.2128144705974495
379,0.11322990750636068,0.1838872104397382,0.21270043218823992
380,0.11294474551362281,0.18307390051140915,0.21285271439754433
381,0.11214022648038875,0.1828302461161257,0.21346576825684943
382,0.11279395956761593,0.18134795664992068,0.21259519002832236
383,0.11179191815959011,0.18064071849255076,0.21258412486415282
384,0.11129102707523178,0.18028087810872426,0.21225241504265258
385,0.11181179818110314,0.17784745539301708,0.21185271881076675
386,0.11135069027009666,0.17689931692043995,0.21128956977935784
387,0.11098727860252619,0.17678870691387813,0.210871714321669
388,0.11129253442064764,0.17640645488291926,0.21052255445901186
389,0.11118121116677646,0.17636740823190172,0.2104773943590513
390,0.1104684741112004,0.17620473033055156,0.21021286470624098
391,0.11243425149126837,0.17525607110746838,0.21078023224750914
392,0.11378554304448588,0.1762697431840639,0.21097309980354728
393,0.11465923254388477,0.17725034637544917,0.2111617781800444
394,0.11426809270788947,0.17578477928703323,0.21178617482871545
395,0.11342947450802994,0.17509390845819403,0.2111323004352872
396,0.11203076634569782,0.17612414570248405,0.21153543553728982
397,0.11214143633187793,0.17644955234035425,0.212178749090082
398,0.11146630027378282,0.176223803016135,0.21117621670357947
399,0.11133979321970056,0.1761563482293823,0.21060487599081945
400,0.11024574217192613,0.17534836051805625,0.21017440375987614
401,0.11055962058485966,0.17517890768926275,0.21020264515834114
402,0.11073261042046642,0.17550906813938902,0.21038009152342846
403,0.11059942928560791,0.17553488032257797,0.21041919565219985
404,0.11022932049766916,0.1749727330261806,0.20910126522097755
405,0.10915816184997218,0.17489751334382447,0.2086051411553958
406,0.10830656465131372,0.1763042262999611,0.20966411741290453
407,0.10819428666822802,0.17643912271408463,0.20968450696214475
408,0.10755639099346218,0.1755243542008656,0.20909470354187887
409,0.10705696059625898,0.17529273783724908,0.2094265284858638
410,0.10717319480838103,0.17547966825192107,0.20896309307414995
411,0.10718134999128756,0.173011600907433,0.20810287877037337
412,0.10678339927999991,0.1723072687238322,0.20810435868711874
413,0.10852874623209038,0.1715564836874347,0.20820828147007106
414,0.10909555521233094,0.17235149613192852,0.20810530662589094
415,0.10724251857351871,0.17170840734976614,0.20629669564897757
416,0.10728827216391723,0.1712760111080171,0.20536004245221476
417,0.10732827602907466,0.17019529973580072,0.20432547785007293
418,0.10704386138650737,0.1704558769988017,0.2043964270917198
419,0.10828664851608916,0.1697960179900886,0.2050205212569544
420,0.10974073901149864,0.17039590889572254,0.2038356837923138
421,0.1077390445540359,0.169968369257175,0.202960377570837
422,0.1068383363419497,0.1699699732524452,0.20256526077481318
423,0.10669661571129341,0.16905801782053093,0.20201176169899027
424,0.10692381030562004,0.16845721284974807,0.20215407111786182
425,0.10714569733654218,0.16782514165554746,0.20238163440518556
426,0.1071873130892119,0.1674241271907717,0.20192294225586943
427,0.10590591728855403,0.1675281947525953,0.20157902929496968
428,0.10704291992832497,0.16815060440821525,0.20259819387362707
429,0.10725514367250391,0.16812034852425742,0.20266271662914268
430,0.10608221325331876,0.16869378103822666,0.20234362711741244
431,0.10692427304168028,0.16902104262691883,0.20164379561074103
432,0.10588550213390757,0.16877243795518088,0.20119972394928806
433,0.10532652017883144,0.1688689010061774,0.200740982659819
434,0.10528921071878763,0.16733613400879505,0.20060405760245897
435,0.10481603641822534,0.16697985223294143,0.19987704000928885
436,0.10455807018758986,0.1665522130371641,0.19847305931142373
437,0.10490160262051665,0.16771550185114714,0.19968070553801165
438,0.10442346943025449,0.16765958172318982,0.19950008999801655
439,0.1032962836872497,0.1668578684038376,0.19786704839783154
440,0.10216827642323323,0.16625800106195127,0.1977665850318036
441,0.1032067358098544,0.16652056144413158,0.19849839819491283
442,0.10431752826891716,0.16571418237322558,0.19831434735379067
443,0.10553757316093845,0.1643553881079085,0.19807151431582676
444,0.1064988776121383,0.16448356886267326,0.19893476967282978
445,0.10732625950871873,0.163567405463062,0.19793845806516197
446,0.10661009205181966,0.16375798219123344,0.19644004861811398
447,0.10475722836093579,0.16370481939572992,0.19614388697540458
448,0.10470815809795171,0.16319950635112007,0.19465633220756454
449,0.10635201514005468,0.1634512304353475,0.19431587268874792
450,0.10600389399407455,0.16348654252363404,0.19293788867324074
451,0.10586145011244463,0.16270171721380605,0.19084902623249106
452,0.10552099980471277,0.16356143147990648,0.19085226025085905
453,0.10546050308016537,0.1638881091591981,0.19091455222621673
454,0.10487405738978894,0.16411602228364058,0.19028473002220794
455,0.1043935363990995,0.16307351463410297,0.189723875561636
456,0.10295166967512222,0.1620029806968372,0.18849995246632548
457,0.10266058868080193,0.16225361600100197,0.18928968014792813
458,0.10132376925539784,0.16107741571545792,0.1881236304858483
459,0.10115043863050596,0.1605416243427062,0.1860470640174779
460,0.10009059093186952,0.16046778284750457,0.18511780704396325
461,0.09979679947168943,0.16002734419942288,0.18501496700276848
462,0.10053579706269541,0.16043654750238234,0.18420568361574235
463,0.09894105306247082,0.16052721825449517,0.18363075481374053
464,0.10066016777073246,0.1612030272526764,0.18130725341339177
465,0.10100374120877735,0.16073642057809204,0.18137816175878002
466,0.10259485969625345,0.16040818689778819,0.18418581355092598
467,0.10317417968278805,0.15887822878853297,0.1831063531048192
468,0.10188768659989282,0.1577837132628584,0.1817625198974189
469,0.10156843001276325,0.1581759464149663,0.1823296251803925
470,0.10204372714873844,0.1583683198900146,0.18230856261239436
471,0.1021375395800765,0.15800922173343449,0.18115672827554558
472,0.10176500610732145,0.15767629681884307,0.1799267023016638
473,0.10048782399864309,0.15737791584861374,0.1790813482756771
474,0.10123764250567983,0.15723671239117812,0.17877706004138466
475,0.10207749305596998,0.15722743100701564,0.17924969881847977
476,0.10234955592731435,0.1575889313969573,0.17944455822088837
477,0.10328165854627058,0.15870064723414246,0.18035727584249284
478,0.1028093746738626,0.1588279693165566,0.18000351868499115
479,0.10193509564360496,0.15824017228500084,0.17914759352258708
480,0.10124883503653229,0.15819068933011873,0.17953359356519336
