Time(Iteration),FedFair-simplified,independent-LinUCB
0,4.672941780060821,8.141410753417386
1,7.02308041101539,14.102462184953865
2,8.236998757513458,18.508679862844645
3,9.293165208362831,22.571707825772794
4,9.985254649471244,27.81035260301367
5,10.29513185031617,31.695803691275653
6,10.71521317395175,34.777533177698814
7,10.920978515925515,38.40630196409859
8,11.274143728236652,42.690278263490086
9,11.36471791964735,45.19403748006457
10,11.523825410222186,46.74010815750138
11,11.774862814605317,49.004113706966926
12,11.909950115356928,50.770121107392555
13,12.027160866284474,53.955705240275186
14,12.09964461222479,55.47639455568725
15,12.29759165911992,56.14116359377878
16,12.344268323408558,56.20790389930729
17,12.440556456437985,57.18159859113111
18,12.510982654099815,57.94457281275953
19,12.510982654099815,58.449770601144074
20,12.599326987724059,58.87606624405932
21,12.71118726279651,59.261983991759806
22,12.875665249141353,59.51938198243097
23,12.946484565804768,59.972274705284065
24,13.030368850683168,60.414811509249716
25,13.233859258652616,60.80462210381819
26,13.296574839530834,61.09351340423329
27,13.388405415872697,61.174580640102434
28,13.518482017242858,61.42964023445847
29,13.562426746222785,61.55888285891359
30,13.576897640638915,61.61471872892253
31,13.61361723817804,61.65143832646166
32,13.671824124577622,61.742187017849126
33,13.779137237287284,62.09069504906001
34,13.797999593874726,62.196799648510485
35,13.890021107515043,62.424051286921554
36,14.028057229359408,62.75638302376715
37,14.050982395879021,62.92997659251138
38,14.077154446638053,63.176235384785514
39,14.098435097594647,63.25333482474002
40,14.245950020813378,63.40084974795875
41,14.290792826005738,63.61420121562956
42,14.348639546733487,63.72135800260967
43,14.449021309275027,63.85838599408443
44,14.494958675732272,64.02243419831055
45,14.516977565586732,64.1441752437727
46,14.555828980042074,64.32464322640097
47,14.680079248408294,64.46757892781412
48,14.764332078177032,64.74314198154795
49,14.764332078177032,64.78870983905952
50,14.794324018253045,64.9376704807435
51,14.802297942862621,64.95640661411001
52,14.831578492687337,64.96251035271156
53,14.84841048586484,65.02978111509277
54,14.863291204546748,65.05516477676072
55,14.88037152865313,65.44253557318241
56,14.94121659923565,65.57792450694144
57,14.948264963175527,65.62513355238488
58,15.033868020181675,65.7350860558437
59,15.033868020181675,65.97770343198562
60,15.045698660534555,66.04034391688076
61,15.103818618867885,66.11810242487812
62,15.103818618867885,66.23581808990777
63,15.15251554793102,66.28344151121522
64,15.15251554793102,66.35829583647265
65,15.217025443635936,66.55033904535661
66,15.217025443635936,66.7066728429971
67,15.254333628359873,66.73450704335401
68,15.25717989167439,66.73735330666854
69,15.282367050922714,66.78525680287119
70,15.311623154628325,66.7877070863165
71,15.325640282910772,66.85668216758884
72,15.325640282910772,66.87477314890265
73,15.34930310805228,66.8981997524388
74,15.391323797408834,66.96631514357902
75,15.391323797408834,66.98654921003693
76,15.391323797408834,67.09938283782849
77,15.391323797408834,67.14901321160173
78,15.450743269971497,67.17748797646806
79,15.499636158860989,67.22231131204023
80,15.545583206013793,67.28932308397445
81,15.611616804302152,67.41898644636528
82,15.617591055192138,67.42012157666551
83,15.658455075050579,67.48310202831041
84,15.658455075050579,67.68450613929981
85,15.672832009102098,67.69888307335134
86,15.672832009102098,67.77378153934677
87,15.689758146455555,67.80112046676852
88,15.703328521040834,67.80911063438874
89,15.703328521040834,67.80911063438874
90,15.703328521040834,67.80911063438874
91,15.72315370711059,67.86359401825652
92,15.75893847658487,67.88867985572502
93,15.7803041749414,67.94283021422703
94,15.7803041749414,67.9954920068503
95,15.796520849118094,68.0516066874568
96,15.798147166687844,68.05323300502656
97,15.842971168373674,68.14364031815568
98,15.851848685703038,68.14364031815568
99,15.858743833346171,68.1764526487563
100,15.858743833346171,68.19444800946957
101,15.858743833346171,68.19444800946957
102,15.858743833346171,68.19444800946957
103,15.86038962502849,68.23483469921086
104,15.868611807547419,68.24708767401359
105,15.90380515548126,68.28803250035823
106,15.90380515548126,68.28803250035823
107,15.913360114752308,68.29758745962927
108,15.91625407439366,68.34217311471822
109,15.91625407439366,68.43969425286156
110,15.928610306096648,68.44257806776979
111,15.928610306096648,68.44257806776979
112,15.931953566904362,68.44499552999686
113,15.956498303885343,68.47277911786867
114,15.95783743699414,68.49162821135837
115,15.979815656513942,68.49162821135837
116,16.028065978368353,68.6473322102669
117,16.04094074943248,68.66468023606541
118,16.049268559064977,68.72206749286057
119,16.049268559064977,68.73914448412492
120,16.069380816717015,68.8202043684992
121,16.081430375838977,68.83225392762117
122,16.122745496646488,68.88716124466019
123,16.140544681377467,68.94192272822902
124,16.140544681377467,68.94192272822902
125,16.18184702088016,68.97197318935648
126,16.19722900028718,68.97233474894395
127,16.220961697327173,68.97233474894395
128,16.220961697327173,68.97233474894395
129,16.22774458901176,69.04013355351532
130,16.256150540240736,69.0766459001475
131,16.256150540240736,69.0766459001475
132,16.256150540240736,69.08065651195504
133,16.256150540240736,69.08065651195504
134,16.272709005175496,69.140111664958
135,16.303013777935742,69.14608014358004
136,16.325877115434853,69.21825353154709
137,16.340304853819397,69.23504185215
138,16.351782078574015,69.26959338372929
139,16.351782078574015,69.26959338372929
140,16.351782078574015,69.26959338372929
141,16.351782078574015,69.32161903141575
142,16.351782078574015,69.36028542661667
143,16.35451457553114,69.39328963418362
144,16.35451457553114,69.39328963418362
145,16.35451457553114,69.39328963418362
146,16.38733756321635,69.40656171146748
147,16.393094153658538,69.4139837196847
148,16.396153993694988,69.41704355972115
149,16.425180267873607,69.44774862118746
150,16.43201500593048,69.45521060141577
151,16.44388880565506,69.46088204681118
152,16.509214611630732,69.6254047297283
153,16.546306861214966,69.65995122853563
154,16.5698845247203,69.66845977132391
155,16.60508349414072,69.73577504381498
156,16.60508349414072,69.73846950574031
157,16.630866225715767,69.76425223731535
158,16.6383074368619,69.77169344846148
159,16.65290910379154,69.82285829952077
160,16.681011575622435,69.85096077135167
161,16.689975882189483,69.88983810463482
162,16.721927005775434,70.00019010667825
163,16.725728980870787,70.0039920817736
164,16.768861979472074,70.03044919595416
165,16.768861979472074,70.0416015029887
166,16.768861979472074,70.0416015029887
167,16.796593358171894,70.06933288168851
168,16.819447528854376,70.07376766135519
169,16.845423790045523,70.10656905081106
170,16.861000522396544,70.10656905081106
171,16.88772166871243,70.13860136187974
172,16.88772166871243,70.13860136187974
173,16.88794273784531,70.16202672055465
174,16.88794273784531,70.16202672055465
175,16.903335261535727,70.18655152713575
176,16.91808686707462,70.2523204047116
177,16.91808686707462,70.2523204047116
178,16.91808686707462,70.2523204047116
179,16.92889745557918,70.2934058419458
180,16.937222513485082,70.30320685680589
181,16.937222513485082,70.30320685680589
182,16.9696358033074,70.3356201466282
183,16.9696358033074,70.35979595062375
184,16.9696358033074,70.35979595062375
185,16.996460927593837,70.38348005620382
186,17.02360499812914,70.46095450032242
187,17.024656875195944,70.46095450032242
188,17.024656875195944,70.52112300792687
189,17.03803639792065,70.52112300792687
190,17.06189482372537,70.53572008277614
191,17.067069070554602,70.59140143056291
192,17.08678137401523,70.62964411098578
193,17.110024787794142,70.63524165806542
194,17.128913912562556,70.66293047467676
195,17.185305434130758,70.78131082520763
196,17.191113985454642,70.89343371303937
197,17.197340403794627,70.9519910432623
198,17.197340403794627,70.97277381307036
199,17.220794668169635,71.07456948840458
200,17.23975629999119,71.11203198675796
201,17.283063057092026,71.14885647953449
202,17.302363960430043,71.16241502045064
203,17.33965450601193,71.1653645523209
204,17.33965450601193,71.1653645523209
205,17.345256149337395,71.22683965618666
206,17.345256149337395,71.22683965618666
207,17.345256149337395,71.24295593765918
208,17.361075264608186,71.25877505292996
209,17.378244887281973,71.33024706438046
210,17.383963597894006,71.34103912069698
211,17.391481683127335,71.36828935788206
212,17.391481683127335,71.37271560965719
213,17.406202580136572,71.42528431749614
214,17.40643928253593,71.46757505057337
215,17.406905211402545,71.49024101643542
216,17.406905211402545,71.51100153485191
217,17.406905211402545,71.54594118093941
218,17.406905211402545,71.55231543415645
219,17.42725904017701,71.6334165514037
220,17.447096094659383,71.65325360588606
221,17.482405724063792,71.68856323529049
222,17.482405724063792,71.68856323529049
223,17.482405724063792,71.69140389863853
224,17.497047843351297,71.73783366640656
225,17.519355909052422,71.76014173210768
226,17.519355909052422,71.79017977996426
227,17.556786907604845,71.84040891281924
228,17.556786907604845,71.84777582709826
229,17.556786907604845,71.84777582709826
230,17.556786907604845,71.84777582709826
231,17.556786907604845,71.87482735737584
232,17.556786907604845,71.92370937709124
233,17.58470451250797,71.99644328521444
234,17.59395864672151,72.01610469864073
235,17.59881263581128,72.01925013676387
236,17.6030672034354,72.06205140453777
237,17.606098985436287,72.06508318653866
238,17.606098985436287,72.06508318653866
239,17.606098985436287,72.06508318653866
240,17.629270871160102,72.117775618178
241,17.651712479068543,72.14021722608645
242,17.667055881459657,72.1481542298268
243,17.667055881459657,72.15994055888609
244,17.667055881459657,72.17437597711532
245,17.667055881459657,72.17613919556722
246,17.68487063775231,72.19322665711671
247,17.708369008948026,72.20088496493602
248,17.708369008948026,72.20088496493602
249,17.708369008948026,72.20316851332358
250,17.708369008948026,72.20316851332358
251,17.727176073104367,72.22197557747991
252,17.727176073104367,72.2544959209106
253,17.727176073104367,72.2544959209106
254,17.727176073104367,72.26831921130493
255,17.730950659604183,72.27209379780474
256,17.74045619729602,72.3249946215744
257,17.75787368803071,72.34241211230909
258,17.76062795379252,72.34578031723059
259,17.765162017597156,72.35017867084407
260,17.774985067100218,72.37860814668893
261,17.787711652107582,72.4028831222389
262,17.800496368462717,72.41935689673421
263,17.80192593036486,72.42078645863636
264,17.80192593036486,72.42078645863636
265,17.823670969705972,72.43590540913735
266,17.823670969705972,72.44453146449347
267,17.823670969705972,72.46102510402568
268,17.839490084976763,72.47684421929647
269,17.846232092953827,72.48358622727353
270,17.865944396414456,72.52314285497317
271,17.865944396414456,72.53636230508319
272,17.8728450978464,72.54326300651513
273,17.8728450978464,72.54792894673018
274,17.877123702201377,72.57004326943284
275,17.882880186786203,72.59399119418478
276,17.885829718656456,72.61204460465012
277,17.89920190779619,72.62639852637359
278,17.89920190779619,72.62639852637359
279,17.900476884826492,72.65433609456856
280,17.91707779728438,72.67093700702645
281,17.924583609759726,72.68095088884851
282,17.947311468200713,72.71949133385937
283,17.947311468200713,72.71981137763419
284,17.968381446096014,72.71981137763419
285,17.968381446096014,72.72437362226503
286,17.968381446096014,72.72437362226503
