Time(Iteration),oracleLinUCBTheta,independent-LinUCBTheta
139,0.07723081262047643,0.3066091146358922
140,0.07606700310364921,0.3052869635475571
141,0.0759209704333835,0.30387565460188837
142,0.07639584325949814,0.30111441252161625
143,0.07590307782062723,0.3002149302963797
144,0.07594674900721507,0.3013741921361924
145,0.07550733579159835,0.3014882769820027
146,0.07614266574153628,0.29816989017614903
147,0.07761960029845126,0.2980840056275981
148,0.07692809365323147,0.29705717375734775
149,0.07709239556927394,0.29740146512798415
150,0.07880084285167084,0.29612004167511524
151,0.07872587948550308,0.29600980115164277
152,0.07695155674168061,0.2942477842471124
153,0.07708253092869224,0.29298192633409265
154,0.07725499304626118,0.29142651031166905
155,0.07803492832641443,0.2863580063460359
156,0.0767828117124912,0.2851828143615256
157,0.07839844588733971,0.28509420744223385
158,0.07946447089990645,0.28265922873645777
159,0.07941405607542483,0.28433313981328023
160,0.07772518493096954,0.2832821154677509
161,0.07810339272840466,0.2828038267332467
162,0.07701637063103636,0.2828610733196104
163,0.07614332000977175,0.28186923941600617
164,0.07621406727818748,0.28014141187896174
165,0.07685207462511272,0.2794332326347898
166,0.07767412997730642,0.27777922037867137
167,0.07578818709071904,0.27572862497568873
168,0.07401892991016633,0.275712882108577
169,0.07274188464593058,0.27596902742936963
170,0.07234203266928016,0.27686519283335004
171,0.07254117590836281,0.27799128024934544
172,0.07150183553059987,0.2772303934767071
173,0.07251300742974903,0.2761470338984655
174,0.07230512953696651,0.27470511976530715
175,0.07100501432742565,0.27266987441177315
176,0.07098609132190134,0.2722571261258505
177,0.07092813559376783,0.27071162247414393
178,0.0699044297966774,0.2694522531658539
179,0.06945754942387186,0.2668933207339898
180,0.06787660012948718,0.2682239825308663
181,0.06668686446527085,0.26739846345518564
182,0.06660147634379916,0.26561791699702103
183,0.0663506069224892,0.26759136494678937
184,0.06591680593502923,0.2653808515866226
185,0.06644367548753863,0.26568031065672865
186,0.06708515235996297,0.26630250642355136
187,0.0684402492201644,0.2654847201366224
188,0.06954217793708789,0.2643746231067407
189,0.06989079508579132,0.2648580123117245
190,0.06892481086374865,0.2649124081050288
191,0.06811794822323275,0.26463045648499167
192,0.06754775108036093,0.26361154707860474
193,0.06692460029902457,0.26257609987978714
194,0.06534725689940755,0.2631098701128371
195,0.06391404847285023,0.26029711710416814
196,0.0641312425323027,0.26104206504159927
197,0.06460410186936202,0.2603137856162185
198,0.0629902764360529,0.26135566588377773
199,0.06271824166675187,0.2603361786288109
200,0.062012525158414246,0.2595654347409058
201,0.062316227439048494,0.25899301156109494
202,0.06242972065306542,0.25728187476731135
203,0.06191948933306177,0.2589747385636786
204,0.06108909223602116,0.25769468494666603
205,0.06091992396760824,0.2571590184900982
206,0.06071606802367184,0.2586062015047171
207,0.06086095081375689,0.2579183791828246
208,0.06164391329959274,0.25665788734156647
209,0.06221443537825066,0.2571017008236067
210,0.06173196891498825,0.2562208136090925
211,0.060899589503327384,0.2568865336282901
212,0.06089811925114907,0.253762674261754
213,0.06060349549792484,0.2529049529084652
214,0.06108831985917712,0.25269341458661804
215,0.06104759291040903,0.2521309146765054
216,0.06103935309885885,0.25157928371920507
217,0.06053929486611158,0.25056473121867046
218,0.05975865657707293,0.25012926128063245
219,0.05913215713612604,0.24897124901107928
220,0.05907783154820094,0.2495704977522365
221,0.060092465418546084,0.2502237208181407
222,0.06031025953948161,0.2494065489137692
223,0.06029651663086781,0.2489991396214706
224,0.060912840994840865,0.24834968980360592
225,0.061068169606403065,0.24875061496421425
226,0.06067634738210104,0.24905339087873865
227,0.060295705058284625,0.24905066286579017
228,0.06015860085990679,0.24672811460179278
229,0.05988035068724354,0.24593356929489815
230,0.059395902195022166,0.245103064650963
231,0.05881915248985034,0.2447886482517701
232,0.05940171709933293,0.24410246733957458
233,0.05949751557462707,0.24418545488773508
234,0.060231510487244656,0.24359871001863875
235,0.06072173158330778,0.24385145778683565
236,0.06028971148316798,0.24227951346775636
237,0.06051567835324977,0.24109361045735433
238,0.06034346775123638,0.23958353007473016
239,0.06039708163309832,0.23823425294767123
240,0.059928695815494246,0.23698109112094212
241,0.059507411152329166,0.23489531085233092
242,0.05913529072042805,0.2340325357070545
243,0.05957604448422098,0.23414646556315483
244,0.05966958670540302,0.2336838494110905
245,0.0599528347756217,0.23305148220368344
246,0.05974109978805519,0.23223556200960666
247,0.06023256229939662,0.23125946615264312
248,0.06050430945594156,0.23050125903385119
249,0.06188012230165489,0.22996150492216183
250,0.06167289328224771,0.2295489066152433
251,0.06215721033658613,0.22982182690292766
252,0.06257380302777485,0.2304685922161905
253,0.06299219807615442,0.2297489994247294
254,0.0625387546281873,0.23003005098047175
255,0.06355062317936,0.2301833356311468
256,0.06366464338952983,0.22879717520106058
257,0.06343172464653157,0.22873419011459886
258,0.06380877106232631,0.22723525919167945
259,0.06470726062380142,0.22736271094450142
260,0.06480056046072709,0.22579775934583407
261,0.06442521889488187,0.2233820267469602
262,0.06572223712177325,0.22557818369756485
263,0.06689150671347795,0.2255461690397597
264,0.0672882505795122,0.22467370754614868
265,0.06705219490633757,0.2240392942438751
266,0.06597268572916133,0.2232694099062294
267,0.06562392400447778,0.22286227793800983
268,0.06592046446798311,0.22268387850593446
269,0.06498859652791791,0.2218207755148013
270,0.0642260253598844,0.22175032444316312
271,0.06506064829750782,0.221315275994824
272,0.06503585654838613,0.22029046342362313
273,0.06499484483431264,0.22005264383298917
274,0.0648371616422016,0.22011900775125778
275,0.06400441683328559,0.2209604157707704
276,0.0631289214988238,0.22180314928414677
277,0.06216073789029499,0.22003327695427166
278,0.061590791161006526,0.21963904807311965
279,0.061668504938532064,0.22023777924779467
280,0.06136161514591035,0.22064673263907653
281,0.06145935591930955,0.22013126681156364
282,0.0608164549093166,0.21875901800106173
283,0.060516402349815666,0.21903667635872703
284,0.06080562799019988,0.2183634081602499
285,0.06080081227040696,0.21753694089952835
286,0.06104344243950493,0.21763520588557012
287,0.06022183116365128,0.21657014843301095
288,0.060700097513364026,0.2172051983542146
289,0.059899745868239235,0.21731418568194144
290,0.05929203561593046,0.21745080893447258
291,0.05867836537941929,0.216901278268604
292,0.05889630368611365,0.21648523958779642
293,0.05860055120937473,0.2159071461098515
294,0.05752991037807862,0.21563328288106828
295,0.05727499210760602,0.21424923977867816
296,0.05733779079602768,0.2149458576177773
297,0.057228182421862554,0.21347424206171328
298,0.05685875622772411,0.21217408610250182
299,0.05677098659967796,0.21212616265460194
300,0.05583302433902165,0.21104182201694477
301,0.05592685014148751,0.2112928886421256
302,0.05598357344913693,0.21119739452308214
303,0.05590801770062124,0.20979258478737736
304,0.05628297244945659,0.21030777672580833
305,0.05599276177884435,0.20858018848881874
306,0.056351491449958255,0.2088195651765719
307,0.05631206023019225,0.20738963594964865
308,0.05600440008187814,0.2068152117023985
309,0.05585048693003122,0.20650129997634617
310,0.05610003049722676,0.2060734816274908
311,0.05632424300874219,0.20508634913581197
312,0.05656358485402966,0.20396851448111664
313,0.05602340417336447,0.20364735710067403
314,0.056442944351437596,0.2034963904900451
315,0.056648338836524564,0.20292284522715817
316,0.05589908840616974,0.20186033486842292
317,0.05493405032806525,0.20235209916256086
318,0.05461179339881939,0.20227189731571202
319,0.05443536977753345,0.2029374645542428
320,0.05427129597467678,0.20300136143802683
321,0.054411183989731014,0.20336020759244136
322,0.054050022533279354,0.20255940610104944
323,0.05381796054204094,0.20199800361712952
324,0.05422080928793628,0.20141022539594022
325,0.05399311694866157,0.20040159901485463
326,0.053889918132648464,0.2006989372352393
327,0.054854465219822346,0.20119125431036905
328,0.055447102140384494,0.2009551169905211
329,0.05525624736195959,0.2007696407353494
330,0.054773573621819,0.20025890938552648
331,0.054151287310455036,0.19913616582271604
332,0.05381951296311482,0.19865104940137177
333,0.05323280516123141,0.19818426415853643
334,0.052408178568514235,0.19707988834631712
335,0.05215534451668838,0.1970672979938934
336,0.052081390098220784,0.19687476879601978
337,0.05201467588135415,0.19637522424556686
338,0.05219788348119631,0.19613082090165482
339,0.05184492812815811,0.19460021967155808
340,0.05132589380377166,0.19410377692858446
341,0.0517848558789142,0.19501654578051292
342,0.05206999069101883,0.19493608140708268
343,0.05175960982433199,0.19512531530598806
344,0.05229417208726427,0.19417504515851852
345,0.05237456751017061,0.19408494288390096
346,0.05270592511990149,0.19414439028776959
347,0.053029125541186904,0.19385518553805212
348,0.05294640308683541,0.19334196015381763
349,0.05313782121408468,0.19163056123572683
350,0.05331389939549161,0.19052222774343838
351,0.053925995332332104,0.1902484043928914
352,0.053904029434490026,0.18993464381178282
353,0.053759005793754006,0.1889385025142658
354,0.05336323779180256,0.18836871494483012
355,0.05337286080252891,0.1881518740789711
356,0.05293604422189788,0.1874354402206216
357,0.052468928580836315,0.1873049960253396
358,0.05195659656555076,0.18622069831245328
359,0.052211167933417395,0.1851796751007816
360,0.05190631744761113,0.18558565831196655
361,0.05186148138220502,0.1857478098740455
362,0.05242060906685346,0.18547329158431022
363,0.052519773141591494,0.18534341777012753
364,0.05250329419148939,0.18396961655019248
365,0.051579145741909464,0.1841617263653113
366,0.05154404210196715,0.18433599849689908
367,0.051987257032803914,0.18372997409348582
368,0.05172366036460032,0.18352410995557886
369,0.05201470910578635,0.1832559878189004
370,0.05215744570543613,0.18324501878939756
371,0.05215341764372032,0.1831629250676738
372,0.052734035801522514,0.18254840569777142
373,0.05248807199126396,0.18257716779833683
374,0.05229477050005874,0.1815002168623757
375,0.051549469535330815,0.1796231987707925
376,0.05116161882802764,0.1789829214619768
377,0.051203427164659046,0.1780896244491107
378,0.05115682804714194,0.17779173467730966
379,0.051069817876729935,0.17708887564688716
380,0.050843445350343304,0.176336828656263
381,0.050960327901123564,0.1761328834807004
382,0.05065093038056959,0.1756981442026579
383,0.049942129489618264,0.17665109969146353
384,0.0502446491711079,0.17694033447495205
385,0.04948266741387815,0.17707590163660294
386,0.049028467463702,0.1769435509286762
387,0.04885558468340521,0.17713815406621136
388,0.048354967299760986,0.17672494468283545
389,0.04822452212889331,0.17660210170432045
390,0.04737585945885543,0.17623914674925673
391,0.047480932420632,0.1745984606402252
392,0.047317573140561765,0.17456796111154818
393,0.04731814638174347,0.17514598263995626
394,0.04741914791504894,0.17480221258780673
395,0.048630031001276726,0.17498130570566062
396,0.049239818988202434,0.17575576243541458
397,0.04888428701605901,0.1757571425137992
398,0.04836095088621617,0.17521671060225188
399,0.04786150002995344,0.1748784169388335
400,0.04726567436152156,0.1758073465752137
401,0.047558003709629926,0.17623184927851462
402,0.04723947016487931,0.1758046903835969
403,0.04674477247586901,0.1757723104247909
404,0.04669093658745168,0.17582037583371232
405,0.04647316001847201,0.1759967525367894
406,0.04553753671230591,0.17521112217000565
407,0.04440273260379459,0.1751279776627909
408,0.04404036218469413,0.17561403879961787
409,0.04404278791107735,0.17544039857206564
410,0.04440531001739655,0.17570195184069778
411,0.04475032210842261,0.1746731042166168
412,0.04489668394080654,0.17423526836147718
413,0.044880837006150295,0.1733452148252515
414,0.045062631354672804,0.17415251176807078
415,0.044544605523666195,0.17317422777524477
416,0.044090417516024896,0.1731039892984917
417,0.04352171667354947,0.1729794143695948
418,0.04296956860799485,0.17222909637396172
419,0.042997320789058796,0.1718502646031332
420,0.04233572614081426,0.17200357668938246
421,0.04155612059592669,0.17179305161157943
422,0.04132097024204418,0.17094924123197347
423,0.04109614178453316,0.1701744666835865
424,0.041242067167404174,0.1702781425630696
425,0.040804484665890504,0.16999933895861838
426,0.0407369255767621,0.1695148211179114
427,0.04079338455203527,0.1697543816157825
428,0.04075187190666666,0.16941553920172453
429,0.040207990937614194,0.16783590606402768
430,0.04005877831317716,0.16720830044481008
431,0.03996376291475715,0.16639432688106243
432,0.04000695881840564,0.16673791140111105
433,0.040105673968785546,0.1665772085674568
434,0.03991062429320233,0.16696028988725772
435,0.0398719309736552,0.1671098186280373
436,0.04002533236917632,0.16682562459159023
437,0.03963566217211243,0.16768314147010455
438,0.03985856072568738,0.16703550088731425
439,0.0403672709333011,0.16664412187362831
440,0.04063076352306252,0.16672533335538367
441,0.04071969945645429,0.16591496621080468
442,0.04058344480610767,0.16611423452745808
443,0.040228505200048906,0.16585068774759149
444,0.03987399689359319,0.1656143873172117
445,0.03994858851554307,0.16557267116902274
446,0.04027777101299534,0.16512436160406196
447,0.04019501232183562,0.16444833924383873
448,0.040437456463753116,0.16448029842188455
449,0.04082354316107981,0.16471506352624649
450,0.04087910308698475,0.16550083000034796
451,0.04049603405397399,0.16547815304827826
452,0.04020389621258505,0.1647431908970259
453,0.040325287538193415,0.1649973723741121
454,0.04043200798048144,0.16508912786376728
455,0.0400406966393853,0.1653674799019772
456,0.039884913149665795,0.16437019514998213
457,0.03956872855792798,0.16442777180039667
458,0.040228556303094916,0.16419445089574594
459,0.04007705424851711,0.1643228265548033
460,0.04023817765990765,0.16376478107257952
461,0.040555674509029235,0.16323371802468306
462,0.03986957340629865,0.16179825550772012
463,0.040028927020778926,0.16122024568800858
464,0.04059129925020687,0.16032799024319103
465,0.040731678150851415,0.1601924345559653
466,0.040339242125852624,0.15989573575534183
467,0.04045839524932581,0.16015873022313723
468,0.040647831804802144,0.15992426220595632
469,0.040818247771834335,0.15916656024323703
470,0.04105378572089985,0.1592986811085674
471,0.04136091440213259,0.15909786234124737
472,0.04156173535199889,0.15906320471563776
473,0.0417702276215185,0.15929251171637537
474,0.04146810027054161,0.15884906543095156
475,0.04152541758176977,0.15871598608516357
476,0.041947939594398825,0.1585622394001775
477,0.04217910606411276,0.15890602533853637
478,0.04210932132800702,0.15920448968406034
479,0.04176388352249512,0.1590370093941265
480,0.041937356287206524,0.15979613616626118
481,0.04220434591964578,0.15929024866261976
482,0.04220312912881429,0.15924550567284845
483,0.04192094030138532,0.15859731026158985
484,0.0420544741965841,0.15855074263707197
485,0.04193049378577401,0.15857860032593557
486,0.04211477792015589,0.15874095960710158
487,0.04220067381658735,0.15786868050088723
488,0.0418857837906207,0.15859006264059922
489,0.04168191997121112,0.1578813789381687
490,0.04191792499143061,0.15787703443466022
491,0.042092353137922985,0.1578461206725182
492,0.04200913356759303,0.15808869719833143
493,0.04233270819906067,0.15814790093739334
494,0.042973257974816825,0.1581233276534187
495,0.04281273229506389,0.15769776236660696
496,0.04262735540389819,0.15768523100472562
497,0.04258372334568855,0.157673363956446
498,0.042527222871938886,0.15814263052128713
499,0.04271101982841831,0.1578836679902503
500,0.04240009712287094,0.15731271703457966
501,0.04247193201039494,0.15700709411369027
502,0.04250087705730349,0.15658965083832202
503,0.042745156672069726,0.1565014335779126
504,0.04271089240691481,0.1562748132259193
505,0.04257048307223504,0.1560070176370215
506,0.04214318475433286,0.15589466555276799
507,0.04191320151669855,0.15594611870054395
508,0.041689490060535184,0.15564649585855098
509,0.04180150641177447,0.15560687860630748
510,0.04191883043275462,0.15532386374836182
511,0.041480148433056606,0.1553104090906743
512,0.04140793272407435,0.15585807393646386
513,0.04123471164358257,0.15521351907249661
514,0.040935896854576194,0.15499977370969148
515,0.041168686143403056,0.1551830461192225
516,0.041254408975891124,0.15570835048386586
517,0.04124515730779556,0.15553822026636607
518,0.04111918092978482,0.15540457974256058
519,0.041160073532304595,0.1551408401491009
520,0.041233026582548876,0.15569903156578882
521,0.04114102972485844,0.15512971752225022
522,0.041123345081424505,0.15528640138015581
523,0.04147801559248177,0.15500003814561006
524,0.041884034683058784,0.1546198554370511
525,0.04149884805583425,0.15408937967589262
526,0.04132753402662608,0.15345737390062025
527,0.041071127797130375,0.15340352136495983
528,0.041132287549415045,0.1524904583701848
529,0.04096934414126318,0.1520375026204048
530,0.04124918696195958,0.15239392994222792
531,0.0406988354112851,0.15197112034103843
532,0.03994359431628781,0.15151842007257157
533,0.03970067807351478,0.1516251855123495
534,0.039319093384745075,0.1512540271004876
535,0.03928823306943235,0.15094373098559602
536,0.03926580555573275,0.15105068468686134
537,0.039138613550627935,0.15112284008363058
538,0.039208962537293515,0.15055053313197433
539,0.03894773847520491,0.15039362107038007
540,0.038485920273453954,0.14965586145422385
541,0.038567193293786425,0.14944328619140929
542,0.038737063852662,0.149145505840225
543,0.0388778817199412,0.14928123726003772
544,0.03876846561237536,0.1490530908931732
545,0.03842901152487508,0.14878164620128886
546,0.03843416821473958,0.14868046151818998
547,0.03856031223400673,0.14871688211265932
548,0.03856951139564566,0.14803338932938923
549,0.03897708892966403,0.1473555076757172
550,0.03896772781593964,0.14759605117762997
551,0.03932483542245265,0.147342155877703
552,0.03940634993432548,0.14676386896258006
553,0.03923287731563759,0.1463282567426594
554,0.039237044864173745,0.14577862569591477
555,0.03930436167156625,0.14504886315091742
556,0.039313088175113226,0.14476855326611765
557,0.039553371923657765,0.1444761796648027
558,0.03981285932252725,0.14504459539368914
559,0.03989426288272049,0.14476881471810255
560,0.039778387359397524,0.14465144537455793
561,0.03936252174230014,0.1447983898726283
562,0.03927135469630211,0.14488463596056633
563,0.03929388959299379,0.14454466669547705
564,0.039166036773557074,0.1446819271845501
565,0.03947312979571071,0.14504352902954187
566,0.039306647092417164,0.1449354470725456
567,0.03945242533184178,0.1447789725255334
568,0.0394166910768769,0.1443256432066307
569,0.039207759963432745,0.14425019147395166
570,0.03937085398123188,0.14404609115275652
571,0.039216864286585974,0.14389965413221975
572,0.03925525083218785,0.14337910179797567
573,0.03933182644629969,0.14261226187897943
574,0.03950779239273706,0.1422187369090178
575,0.03933799552875987,0.14203556842913276
576,0.03920648141838336,0.14199963007309394
577,0.038839777090514525,0.14165170264474955
578,0.03841918592374327,0.14133638242476557
579,0.038508068403421726,0.14155961446872664
580,0.038643532517668645,0.14121072453711414
581,0.03842523025853012,0.14111250357979158
582,0.03842859013722406,0.14147698306207263
583,0.038626827458333415,0.1412489612624786
584,0.03878764225316842,0.14115738099656142
585,0.03842797605837108,0.14045317051449457
586,0.03826575052620703,0.14088000583443835
587,0.03858892471976005,0.14103448445154593
588,0.03879488603776169,0.14097220591272128
589,0.03895687055290284,0.14131671467739795
590,0.03897492747000411,0.1413320361004037
591,0.038647413731648754,0.14110871795262395
592,0.038293480902375776,0.14144405193151122
593,0.038524873000564785,0.14164673486643273
594,0.03858151082561993,0.14175616759402018
595,0.03851791604609098,0.1418288804403926
596,0.03851970713145156,0.14162176466666151
597,0.03812284456957378,0.14129996244935825
598,0.03796889679088055,0.14094952094581037
599,0.03746718052757832,0.1414971995411469
600,0.037266588926878105,0.14132613509909156
601,0.0371165392789131,0.14102255449234524
602,0.03707926555867835,0.1411888768203158
603,0.0370465882293816,0.14147599858848203
604,0.03727691230796402,0.14114567927117722
605,0.036999691388675385,0.1408183912741295
606,0.03643544272349697,0.14069448672342091
607,0.03630745686865276,0.14047478633914448
608,0.036496953765082434,0.14083136018269837
609,0.036547654613280904,0.14025800587008017
610,0.03680173600247804,0.1400445534431053
611,0.03695497853728991,0.1405473013062255
612,0.03714816384185659,0.14083831281866227
613,0.03731397057202039,0.1406369580547362
614,0.03721260271827907,0.1404761094778025
615,0.037041065245667706,0.14048914938329835
616,0.03730716621305315,0.1404860442907898
617,0.03743425966806392,0.1400059855026441
618,0.03743395435875196,0.14024511176281254
619,0.03737000364416395,0.13981088755240995
620,0.03718050641295241,0.1392558549068579
621,0.037066715093932924,0.14019241318759573
622,0.036977492165565284,0.14002732840682672
623,0.036978865753873304,0.1402951928290364
624,0.036573709404583016,0.1403428664063765
625,0.036066978862160926,0.13992226697478322
626,0.035944161364481475,0.1398168403657513
627,0.036137684148019385,0.13929087610684404
628,0.03634182922536465,0.1396853661380787
629,0.036223094564315446,0.13940279163595234
630,0.03620790911318441,0.13916334299327388
631,0.036152151729383755,0.13906770485377776
632,0.036026640424241585,0.13921814698019966
633,0.03577056675035171,0.1391068218004673
634,0.036068427239351386,0.13957144219931614
635,0.03610321881651951,0.13954982781855002
636,0.03620014218387146,0.14017335159135924
637,0.036179127651719836,0.140096732626427
638,0.036276780832100244,0.1401557781688507
639,0.036319535961163524,0.13996990826445008
640,0.03646411356367495,0.13979741297123532
641,0.03669653199396914,0.13996670546625656
642,0.03680778002599866,0.139584838587976
643,0.03656652444445565,0.13965347407453063
644,0.0360481478256959,0.14012164775546107
645,0.035747920445977896,0.13997898775194467
646,0.03597018430016332,0.13980157404928323
647,0.03605571548109228,0.13951263819944257
648,0.03613762475453551,0.1393044454337832
649,0.036188274770192735,0.13959132248690426
650,0.03588207029380261,0.13921859741632248
651,0.03542620538329914,0.1385744905216162
652,0.03523380205874521,0.13870609319906035
653,0.03521896364010871,0.13828292256002692
654,0.03516387856261436,0.1385168549517018
655,0.03526391866309162,0.1382227681027088
656,0.03523592709503973,0.13813838657797015
657,0.03527735558191772,0.13806771181593047
658,0.03518630717828144,0.1381627786573409
659,0.035050186173360254,0.1381704827540612
660,0.03499993751382204,0.13792102776933024
661,0.03505085715186195,0.13791481946873005
662,0.035083557912232055,0.13826056452603308
663,0.035200888960118006,0.13778391280133248
664,0.035452934358078655,0.13767166943836195
665,0.03545524924254816,0.13789221703970012
666,0.035687089630494565,0.13779544926611173
667,0.03588248391742208,0.13731508850692617
668,0.035844580452068404,0.1364205263800075
669,0.0355257697255928,0.1368485480126494
670,0.035148903059759845,0.13655550494240778
671,0.035130268573072804,0.1367805882948799
672,0.03518922077406714,0.13647863617287614
673,0.035297140000018656,0.13694178580367647
674,0.03513156501115335,0.13708643213488947
675,0.03513119778842481,0.13696588985125874
676,0.03518207198023591,0.13688709457893508
677,0.03532742156885183,0.1365219818612979
678,0.03518116903189529,0.13664792093155045
679,0.03514979231153695,0.1372566557546988
680,0.035441868022912236,0.13680364687121485
681,0.03554064217739295,0.13667469647119992
682,0.03560491561825083,0.13604095886149895
683,0.035682665100960034,0.1358459132169502
684,0.0355312716426994,0.13614875172472737
685,0.03576975360125382,0.13642760871646767
686,0.03599221564063359,0.13653050295826796
687,0.03614334996939492,0.1364846494185571
688,0.03642318264714402,0.13599075087533752
689,0.036406226296081506,0.1359020103617073
690,0.03631671510402501,0.1358912949252726
691,0.03643389619123542,0.13612681004194593
692,0.036370806382843526,0.1357203274262201
693,0.036161812690129455,0.13570835438163226
694,0.03617215847399153,0.13496986518514206
695,0.03597327262173126,0.1340873789842725
696,0.035629207792076054,0.13406455977772608
697,0.035557009492880744,0.13413050596701942
